,ANKFY1 (51479)
ACH-000004,-0.24687422434599998
ACH-000007,0.19129384392999998
ACH-000009,-0.31796713261
ACH-000011,0.013564300458200002
ACH-000012,0.0554143610656
ACH-000013,-0.12801507757000002
ACH-000014,-0.08467080109330001
ACH-000015,-0.17002731751699998
ACH-000017,-0.0177043216145
ACH-000018,-0.350634981118
ACH-000019,-0.129214042423
ACH-000021,0.000479046816129
ACH-000022,0.06659531341630001
ACH-000025,-0.27303418644
ACH-000028,-0.06458047166
ACH-000030,-0.028699736337
ACH-000035,-0.189656819182
ACH-000036,-0.247677260592
ACH-000037,0.111031399747
ACH-000039,-0.155784791002
ACH-000040,-0.32335732994399996
ACH-000041,0.0940992668434
ACH-000042,-0.22203039205699998
ACH-000045,-0.48669679691699996
ACH-000047,-0.233159556323
ACH-000052,-0.24777593610800003
ACH-000053,0.0305705640618
ACH-000054,0.1143010631
ACH-000055,0.0907131789491
ACH-000060,-0.159817565599
ACH-000067,-0.21918931739999997
ACH-000070,-0.297291337566
ACH-000075,-0.128097870834
ACH-000078,0.0730280084519
ACH-000082,-0.0135832442315
ACH-000085,0.08448881890519999
ACH-000086,0.06308114629719999
ACH-000087,-0.117464195437
ACH-000092,-0.0240868655456
ACH-000095,-0.0692984284246
ACH-000097,0.14686055324
ACH-000098,-0.24873018241099998
ACH-000099,0.041115203771300006
ACH-000108,-0.0588703768686
ACH-000113,-0.181802302242
ACH-000115,0.0017560469943399997
ACH-000116,0.02099350247
ACH-000118,-0.0416409268899
ACH-000120,0.070515085385
ACH-000123,-0.358087394494
ACH-000127,-0.23696245042800002
ACH-000128,-0.283150107451
ACH-000132,0.0205826729192
ACH-000133,-0.317503620335
ACH-000137,0.0417839509744
ACH-000138,-0.27682608976100004
ACH-000142,-0.34175332136500003
ACH-000143,0.0318524422169
ACH-000146,-0.166313090616
ACH-000148,-0.10963258966499999
ACH-000150,0.0498088503326
ACH-000152,-0.23531551523000002
ACH-000153,0.17671554139899998
ACH-000159,-0.20003027041700003
ACH-000160,0.025974745729900002
ACH-000163,-0.0994370772098
ACH-000167,-0.0549308677386
ACH-000168,-0.347002310135
ACH-000169,-0.127671123779
ACH-000178,-0.156221619078
ACH-000182,0.0121221902804
ACH-000183,-0.266992175174
ACH-000188,-0.376475994679
ACH-000189,0.09948445264450001
ACH-000190,0.012948540709299999
ACH-000198,-0.277310609949
ACH-000204,0.0176786089789
ACH-000206,0.15408115386399998
ACH-000207,-0.54489955287
ACH-000211,-0.100874122532
ACH-000215,-0.244862431842
ACH-000221,-0.223158352991
ACH-000222,0.215023507243
ACH-000223,-0.117334953799
ACH-000226,0.13402820680400002
ACH-000227,-0.142021672565
ACH-000228,0.027816037085599998
ACH-000231,-0.246165826508
ACH-000232,0.11006837737299999
ACH-000233,-0.108636294263
ACH-000234,0.12354432999500001
ACH-000235,-0.314581728065
ACH-000237,-0.277750693449
ACH-000238,-0.0680205975208
ACH-000243,0.055547591887300005
ACH-000244,-0.12469736495400001
ACH-000246,-0.10887000828400001
ACH-000248,-0.17606329610899998
ACH-000250,-0.0758519982999
ACH-000251,0.0212640673534
ACH-000253,0.13155027257899998
ACH-000255,0.052089986683300005
ACH-000256,-0.206181777368
ACH-000257,-0.337933516395
ACH-000258,0.24330862811299997
ACH-000259,-0.0539919743055
ACH-000260,-0.000734631132675
ACH-000261,-0.100504087221
ACH-000262,-0.991214674982
ACH-000263,0.178513107641
ACH-000264,-0.16751282122400002
ACH-000265,0.0213289472405
ACH-000266,-0.165656921154
ACH-000272,-0.16977385275100002
ACH-000273,0.0114201927693
ACH-000274,0.0318313034808
ACH-000277,-0.0023343090311
ACH-000278,-0.378484480906
ACH-000279,-0.32386345825199997
ACH-000280,-0.111252979285
ACH-000281,-0.0854009085023
ACH-000288,-0.338367612531
ACH-000291,-0.07370436695439998
ACH-000293,-0.124478756477
ACH-000294,-0.548058758771
ACH-000295,-0.140173369052
ACH-000296,-0.152476461107
ACH-000302,-0.059385667011
ACH-000304,-0.0571960697985
ACH-000307,-0.0835007106953
ACH-000308,-0.10106243695699998
ACH-000310,-0.00837996096695
ACH-000311,-0.104463845106
