,BRMS1L (84312)
ACH-000402,0.278415992979
ACH-000403,-0.23509295824999998
ACH-000404,-0.0851477417368
ACH-000406,-0.135110695232
ACH-000407,-0.184197831015
ACH-000408,0.009253749537719999
ACH-000410,-0.09641974382719999
ACH-000411,-0.261246734951
ACH-000414,-0.246616722368
ACH-000415,-0.162954582122
ACH-000416,-0.12397121395199999
ACH-000420,-0.10725697899900001
ACH-000421,-0.214244954342
ACH-000424,-0.0950161727941
ACH-000425,-0.21561854497299998
ACH-000426,-0.188252549916
ACH-000427,-0.168923678347
ACH-000433,-0.24664366042599997
ACH-000436,-0.320245703216
ACH-000444,-0.239965370383
ACH-000445,-0.039785511002699996
ACH-000448,-0.196517708909
ACH-000450,-0.209761714255
ACH-000452,-0.0388735327415
ACH-000454,-0.248950696146
ACH-000458,-0.052560376844300004
ACH-000459,-0.0707534134858
ACH-000460,-0.0876705036155
ACH-000461,0.0130224830666
ACH-000463,-0.275939791632
ACH-000464,0.020934173721900002
ACH-000466,-0.18902423657200002
ACH-000467,-0.311540541002
ACH-000468,0.0314609676802
ACH-000469,-0.22185183877700002
ACH-000470,-0.12798821711
ACH-000471,-0.0236296321502
ACH-000472,-0.184505348984
ACH-000473,-0.19201005191
ACH-000475,-0.140787927377
ACH-000476,-0.147087921782
ACH-000477,-0.35734729081200006
ACH-000480,-0.126133402365
ACH-000481,-0.816892571725
ACH-000483,0.11170605376599999
ACH-000484,-0.156018079413
ACH-000485,-0.239554408413
ACH-000486,-0.19030621828400002
ACH-000487,-0.110514809804
ACH-000488,-0.129886120533
ACH-000490,-0.09001937543369999
ACH-000491,-0.333451414076
ACH-000495,-0.405323092172
ACH-000496,0.0107643822117
ACH-000499,-0.251290775163
ACH-000500,0.0566173031055
ACH-000502,-0.206102398453
ACH-000503,-0.112244546202
ACH-000505,-0.21145602989700002
ACH-000507,-0.254138265927
ACH-000510,-0.185364873824
ACH-000511,-0.143301904965
ACH-000512,-0.0890583445277
ACH-000516,-0.24619151829
ACH-000517,-0.122997584186
ACH-000518,-0.216926112872
ACH-000520,-0.308695517884
ACH-000521,-0.33056728906599997
ACH-000522,-0.36322856739799997
ACH-000524,-0.23771836086999998
ACH-000527,-0.045403995925199996
ACH-000528,-0.0537141207751
ACH-000537,-0.161183117362
ACH-000541,0.058158311323699995
ACH-000542,-0.132948777091
ACH-000544,-0.313685015029
ACH-000545,-0.291362223447
ACH-000547,-0.10804612630100001
ACH-000548,-0.139013533094
ACH-000549,-0.14614082499000003
ACH-000550,-0.00654290437705
ACH-000552,-0.262129464253
ACH-000556,-0.137255158208
ACH-000557,-0.0737492534194
ACH-000570,-0.231548461516
ACH-000571,-0.291304909883
ACH-000573,-0.10686664930999999
ACH-000576,-0.11599202733
ACH-000580,-0.158151725482
ACH-000584,-0.262269510543
ACH-000585,0.00383743653115
ACH-000588,-0.08262967761010001
ACH-000589,-0.145904434986
ACH-000591,-0.34840721747000003
ACH-000593,-0.130071882705
ACH-000600,-0.164686648988
ACH-000601,-0.0624146911925
ACH-000604,-0.0358983694506
ACH-000605,-0.0144660481128
ACH-000606,-0.15866305298800001
ACH-000608,-0.223477617313
ACH-000614,-0.216456516624
ACH-000616,-0.0625714386281
ACH-000618,-0.078502495876
ACH-000619,-0.253834350316
ACH-000620,-0.155994321559
ACH-000621,-0.046587378125900004
ACH-000622,-0.265136090903
ACH-000623,-0.365566624331
ACH-000624,-0.146748273391
ACH-000627,-0.160517676426
ACH-000630,-0.229992130491
ACH-000632,-0.230137476782
ACH-000633,-0.313884572727
ACH-000637,0.0363859598624
ACH-000638,-0.167547406707
ACH-000646,-0.0307370926488
ACH-000647,-0.207513618801
ACH-000648,-0.140498353272
ACH-000649,-0.24899258228
ACH-000651,-0.061933823433999995
ACH-000652,-0.20862349454100002
ACH-000653,-0.198884455062
ACH-000657,-0.165643148906
ACH-000658,-0.340117804896
ACH-000661,-0.34019706005999995
ACH-000662,-0.42376183885200003
ACH-000663,-0.318897996952
ACH-000665,-0.218022515501
ACH-000671,0.000159708501965
ACH-000673,-0.13950913415
ACH-000676,-0.11177750562699999
ACH-000677,-0.182203210215
ACH-000681,-0.178190549408
ACH-000682,-0.155304594177
ACH-000683,-0.127779360439
ACH-000684,-0.307536331758
ACH-000688,-0.131772024279
ACH-000693,-0.154285070289
ACH-000694,-0.335920557578
ACH-000695,-0.297633835087
ACH-000696,-0.232490613725
ACH-000697,-0.0702301490779
ACH-000699,-0.230168561761
ACH-000701,-0.104629236062
ACH-000706,-0.11535238846899999
ACH-000711,-0.260907632291
ACH-000713,-0.20615464107200002
ACH-000714,-0.0249351540036
ACH-000718,-0.533748822344
ACH-000720,-0.21724973277399998
ACH-000721,-0.26906579780900003
ACH-000724,0.12455623102
ACH-000725,-0.22383260537900002
ACH-000732,-0.260656596074
ACH-000734,-0.00779852047717
ACH-000735,-0.190403653911
ACH-000736,-0.22485468036200001
ACH-000738,-0.0752329204735
ACH-000746,-0.058844826548300005
ACH-000747,-0.118410324586
ACH-000748,-0.253868636186
ACH-000753,-0.134610698129
ACH-000756,-0.404842246909
ACH-000757,-0.25633435401099997
ACH-000758,-0.0613201206788
ACH-000760,-0.147218694897
ACH-000763,-0.14424122416500001
ACH-000764,-0.20853270785100003
ACH-000765,-0.245554904799
ACH-000766,-0.386670790299
ACH-000767,-0.20819141985800002
ACH-000768,-0.21844258380999998
ACH-000769,-0.128332035465
ACH-000770,-0.250778750301
ACH-000771,-0.111096936964
ACH-000773,0.0436401498442
ACH-000776,-0.104815938614
ACH-000777,-0.367273470439
ACH-000778,-0.0013303949341600002
ACH-000781,-0.130686964329
ACH-000782,-0.127295000733
ACH-000783,-0.303043840756
ACH-000784,-0.030071683599799996
ACH-000785,0.0190324445407
ACH-000787,-0.0200698113118
ACH-000788,-0.271358826039
ACH-000791,-0.489414820917
ACH-000792,-0.04420401712619999
ACH-000794,-0.114225777066
ACH-000796,-0.23525510985
ACH-000799,-0.403144026408
ACH-000800,-0.377137975237
ACH-000802,-0.144867899541
ACH-000804,0.0670075937798
ACH-000805,-0.34347698008199995
ACH-000809,-0.16928616401500002
ACH-000810,-0.363811602118
ACH-000811,-0.167692819676
ACH-000817,-0.0895066674409
ACH-000819,-0.0736735708498
ACH-000820,-0.180306067964
ACH-000821,-0.34406450432700003
ACH-000822,-0.270169610675
ACH-000823,-0.51302346346
ACH-000824,-0.11391612501800001
ACH-000827,-0.225443187883
ACH-000829,-0.419612197414
ACH-000831,-0.254688566597
ACH-000832,-0.23302719840799999
ACH-000833,-0.16384215625
ACH-000834,-0.0333756442892
ACH-000835,-0.162417253264
ACH-000836,-0.250814188744
ACH-000837,0.0352550446047
ACH-000838,-0.238674076475
ACH-000839,-0.229242994522
ACH-000840,-0.180405491598
ACH-000841,-0.49533022624300005
ACH-000843,-0.270398573356
ACH-000846,-0.24294984559
ACH-000847,-0.0375504918442
ACH-000848,-0.349973848134
ACH-000849,-0.139059690731
ACH-000851,-0.0528504424556
ACH-000855,-0.2460508313
ACH-000856,-0.178463662112
ACH-000858,-0.267048470923
ACH-000859,-0.305249106989
ACH-000861,-0.0037882613309000003
ACH-000862,0.0887973052775
ACH-000865,-0.2009206192
ACH-000866,-0.18356255430100002
ACH-000867,-0.21043491566199998
ACH-000869,-0.13529152008
ACH-000872,-0.19095817929699999
ACH-000873,-0.18808633352899998
ACH-000876,-0.199789555841
ACH-000878,-0.34852479537299996
ACH-000880,-0.175255277655
ACH-000881,-0.174432213081
ACH-000882,0.04440604655259999
ACH-000884,-0.16079271138
ACH-000885,-0.237415956642
ACH-000887,-0.16537117466700002
ACH-000888,-0.132434968521
ACH-000889,-0.07690989298880001
ACH-000890,-0.311996947369
ACH-000896,-0.41834413884599997
ACH-000898,-0.178415944419
ACH-000900,-0.261972654139
ACH-000901,-0.08574767924069998
ACH-000905,-0.111148776953
ACH-000906,-0.101198449524
ACH-000907,-0.281966148602
ACH-000910,-0.24356316013
ACH-000911,-0.24607757174400002
ACH-000912,-0.08992130364949999
ACH-000913,-0.0922856935602
ACH-000915,-0.23451237921999998
ACH-000916,-0.32453229648299997
ACH-000917,-0.73801696246
ACH-000921,-0.152736507539
ACH-000924,-0.0762136207287
ACH-000926,-0.38595299367200003
ACH-000928,-0.12030671295800001
ACH-000929,-0.050480992256199994
ACH-000932,-0.0672406718485
ACH-000935,-0.273281686039
ACH-000936,-0.252738160494
ACH-000937,-0.174628649661
ACH-000938,-0.0708900861415
ACH-000939,0.00438280872569
ACH-000941,-0.36227614011
ACH-000943,-0.220504518952
ACH-000946,-0.23660130932100001
ACH-000947,-0.136733878125
ACH-000948,-0.16004043195999998
ACH-000950,-0.266420028175
ACH-000953,-0.215135639741
ACH-000957,-0.0633208669216
ACH-000958,-0.48202869905699997
ACH-000960,-0.2907333528
ACH-000963,0.017917385243
ACH-000968,-0.24508849351300002
ACH-000969,-0.101135304186
ACH-000973,-0.16899752403499999
ACH-000974,-0.08402973699719998
ACH-000975,-0.21172828505999997
ACH-000976,-0.161981304828
ACH-000978,0.680334410333
ACH-000980,-0.201076129644
ACH-000984,-0.0769675756332
ACH-000986,-0.0764285614237
ACH-000988,-0.144932712598
ACH-000993,-0.30692381253400003
ACH-000994,-0.023993003007400003
ACH-000996,-0.140560836108
ACH-001001,-0.26579915504
ACH-001020,-0.47999239041999997
ACH-001028,-0.11079121909499999
ACH-001031,-0.032883128789900004
ACH-001038,-0.145559290469
ACH-001048,-0.28694781355099996
ACH-001050,-0.18991544149099998
ACH-001053,-0.21564423848499997
ACH-001054,-0.30764317561099996
ACH-001061,-0.185535625046
ACH-001067,-0.128853779157
ACH-001075,-0.169129638911
ACH-001096,-0.09137772696900001
ACH-001128,0.052162362999200004
ACH-001134,-0.22027727298500002
ACH-001151,-0.15978668984799999
ACH-001163,0.00653214105221
ACH-001164,-0.234470757684
ACH-001173,-0.1533872325
ACH-001183,-0.055180310028599994
ACH-001184,0.0648410345126
ACH-001190,-0.49424409722400003
ACH-001192,-0.215263789106
ACH-001193,-0.136615101193
ACH-001196,-0.19651016287099998
ACH-001197,-0.016358829691899997
ACH-001205,-0.0849511763999
ACH-001211,-0.228058704595
ACH-001212,0.0921796585014
ACH-001228,0.055757559344899996
ACH-001232,-0.0256786352005
ACH-001239,-0.17461632834899998
ACH-001274,-0.252066895901
ACH-001275,-0.254777413411
ACH-001277,-0.48833192761000005
ACH-001278,-0.0296841493646
ACH-001280,-0.160396672332
ACH-001283,-0.227721061643
ACH-001289,-0.369134100432
ACH-001295,-0.0866862181137
ACH-001300,-0.284492693679
ACH-001301,0.367927543668
ACH-001302,-0.143686513318
ACH-001303,-0.147713633791
ACH-001306,0.0638322109964
ACH-001318,-0.182383344858
ACH-001322,-0.0725463715962
ACH-001328,-0.207720438105
ACH-001332,0.06853288779569999
ACH-001333,-0.055812772429
ACH-001336,-0.127337543024
ACH-001340,-0.284258110684
ACH-001346,-0.106271545083
ACH-001353,-0.25607673369600004
ACH-001354,0.0303737045623
ACH-001367,-0.478986472917
ACH-001368,-0.242402740087
ACH-001374,-0.5787191805049999
ACH-001375,-0.19870038455800001
ACH-001377,-0.0128425099294
ACH-001380,-0.155471103696
ACH-001391,-0.14588134467299999
ACH-001407,-0.038162076564300006
ACH-001408,-0.13487897887
ACH-001413,-0.08212335208839999
ACH-001430,-0.09072659114880001
ACH-001431,-0.319634640399
ACH-001450,-0.0282888848855
ACH-001496,-0.219378965264
ACH-001500,-0.157986270466
ACH-001521,0.11040639616699999
ACH-001523,-0.175333665515
ACH-001532,-0.249253555465
ACH-001536,-0.0295743194655
ACH-001550,-0.516267195295
ACH-001552,-0.313623243004
ACH-001554,-0.231588699467
ACH-001645,0.033607773014199996
ACH-001654,0.054552916353900006
ACH-001715,-0.308799881085
ACH-001735,-0.11982027420600001
ACH-001736,-0.0133303159611
ACH-001737,-0.00519712543656
ACH-001740,-0.32196029535799997
ACH-001745,-0.27749038511999996
ACH-001750,-0.18520396937800002
ACH-001765,-0.215081292333
ACH-001956,-0.21529979727600002
ACH-001957,-0.18013108372699999
