,HOXB9 (3219)
ACH-000004,0.277933967114
ACH-000007,0.0223670068901
ACH-000009,-0.23442755742199997
ACH-000011,-0.16374977659700002
ACH-000012,-0.335901448256
ACH-000013,-0.19436594582400002
ACH-000014,-0.027571230471900004
ACH-000015,-0.20030079289900002
ACH-000017,-0.378304054812
ACH-000018,-0.499255425624
ACH-000019,-0.5416848131759999
ACH-000021,-0.21769535965700001
ACH-000022,-0.246600419038
ACH-000025,-0.183600977181
ACH-000028,-0.336373628128
ACH-000030,-0.256531208688
ACH-000035,-0.23293458255999996
ACH-000036,-0.331096407396
ACH-000037,-0.136669174526
ACH-000039,-0.473663458348
ACH-000040,-0.15917555613
ACH-000041,-0.347098468606
ACH-000042,-0.237967907229
ACH-000045,-0.289200208735
ACH-000047,-0.466239685906
ACH-000052,-0.342615628052
ACH-000053,-0.152219374942
ACH-000054,-0.43334028490800003
ACH-000055,-0.360928355004
ACH-000060,-0.530482056489
ACH-000067,-0.149751778664
ACH-000070,-0.189889509579
ACH-000075,-0.27259570216699996
ACH-000078,0.12657805414200002
ACH-000082,-0.489041873732
ACH-000085,-0.273929373034
ACH-000086,-0.169763578408
ACH-000087,-0.375699187245
ACH-000092,-0.346375962657
ACH-000095,-0.09898850941050001
ACH-000097,-0.155695868981
ACH-000098,-0.192419592775
ACH-000099,-0.104144097849
ACH-000108,-0.294575174651
ACH-000113,0.0250883839987
ACH-000115,-0.320573673936
ACH-000116,-0.15946593241499998
ACH-000118,-0.284466216039
ACH-000120,-0.404591095034
ACH-000123,-0.12459181783199999
ACH-000127,-0.201278293579
ACH-000128,-0.146622935967
ACH-000132,-0.149840597686
ACH-000133,-0.131726718459
ACH-000137,-0.258092127192
ACH-000138,-0.413982772426
ACH-000142,-0.455316190282
ACH-000143,-0.18036847009100002
ACH-000146,-0.215868318612
ACH-000148,-0.32477254458
ACH-000150,-0.409695472244
ACH-000152,-0.416751885455
ACH-000153,-0.158541940428
ACH-000159,-0.36011211765699996
ACH-000160,-0.428860770229
ACH-000163,-0.322424049947
ACH-000167,-0.376846169462
ACH-000168,-0.195439096027
ACH-000169,-0.21588895410599998
ACH-000178,-0.250578743119
ACH-000182,-0.16088136779999998
ACH-000183,-0.203416269518
ACH-000188,-0.284943193477
ACH-000189,-0.40714494974200005
ACH-000190,-0.261533260998
ACH-000198,-0.211823747022
ACH-000204,-0.37816384418300003
ACH-000206,-0.21110913614000001
ACH-000207,-0.270336591068
ACH-000211,-0.379457214211
ACH-000215,-0.278447503155
ACH-000221,-0.185357584279
ACH-000222,-0.318034478055
ACH-000223,-0.213494899784
ACH-000226,-0.413213742704
ACH-000227,-0.0804852298261
ACH-000228,-0.35289221865599996
ACH-000231,-0.236558456184
ACH-000232,-0.20060146083799998
ACH-000233,-0.189364922298
ACH-000234,-0.522357623066
ACH-000235,-0.248643868643
ACH-000237,-0.0801751335497
ACH-000238,-0.587391305174
ACH-000243,-0.380484707168
ACH-000244,-0.29850190743099997
ACH-000246,-0.26720689454700003
ACH-000248,-0.491015133649
ACH-000250,-0.286582429763
ACH-000251,-0.359525128815
ACH-000253,-0.284186130222
ACH-000255,-0.313317015081
ACH-000256,-0.379128057095
ACH-000257,-0.16115056822899998
ACH-000258,-0.299576358835
ACH-000259,-0.186896301788
ACH-000260,-0.153608364881
ACH-000261,-0.210406800944
ACH-000262,0.0723055183725
ACH-000263,-0.387405528059
ACH-000264,-0.389727621665
ACH-000265,-0.17178828750300001
ACH-000266,-0.218339340293
ACH-000272,-0.261295326091
ACH-000273,-0.171085242013
ACH-000274,-0.270176654388
ACH-000277,-0.5666713221490001
ACH-000278,-0.132127148931
ACH-000279,-0.222083422392
ACH-000280,-0.205427785409
ACH-000281,0.125816286236
ACH-000288,-0.43470744291599994
ACH-000291,-0.339728514527
ACH-000293,-0.316771705447
ACH-000294,-0.238686915681
ACH-000295,-0.263371563439
ACH-000296,-0.25674918389199997
ACH-000302,-0.100000444244
ACH-000304,-0.322241972731
ACH-000307,-0.261958716393
ACH-000308,-0.146903944521
ACH-000310,0.131401481594
ACH-000311,-0.218878617415
ACH-000312,-0.186304148446
ACH-000315,-0.16790771358800002
ACH-000316,-0.405616494136
ACH-000317,-0.246022334794
ACH-000318,-0.294287545048
ACH-000319,-0.464923941542
