,NKIRAS1 (28512)
ACH-000004,0.0757787052259
ACH-000007,-0.121137612942
ACH-000009,-0.162421006368
ACH-000011,-0.12875069721899998
ACH-000012,-0.09172133662419998
ACH-000013,0.059075934678699996
ACH-000014,-0.0211833172072
ACH-000015,-0.00368702855179
ACH-000017,-0.106069589627
ACH-000018,-0.0042811646800400005
ACH-000019,0.0846021168067
ACH-000021,-0.088090211703
ACH-000022,0.000107482848262
ACH-000025,-0.0557545427109
ACH-000028,-0.0170669344071
ACH-000030,0.0245921795046
ACH-000035,-0.0983099096159
ACH-000036,0.0433932312798
ACH-000037,-0.22900752112300002
ACH-000039,-0.11791526565799999
ACH-000040,-0.122946148255
ACH-000041,-0.08657897658050001
ACH-000042,-0.241291482161
ACH-000045,0.113394756117
ACH-000047,-0.0756771736451
ACH-000052,0.0168476456354
ACH-000053,-0.07506849414439999
ACH-000054,-0.0883890021545
ACH-000055,-0.195673446926
ACH-000060,-0.146207598158
ACH-000067,-0.295127422505
ACH-000070,0.247617835493
ACH-000075,0.177735636541
ACH-000078,-0.0203033954874
ACH-000082,-0.00608844707741
ACH-000085,0.20998461388700002
ACH-000086,0.006221952687249999
ACH-000087,-0.258295205627
ACH-000092,-0.0182952239182
ACH-000095,-0.11470643465
ACH-000097,-0.0372199128951
ACH-000098,-0.0124270475059
ACH-000099,0.0445148923134
ACH-000108,-0.129655872484
ACH-000113,-0.0951350190801
ACH-000115,-0.10040664949999999
ACH-000116,-0.0958152979224
ACH-000118,-0.0493091834366
ACH-000120,-0.200347150886
ACH-000123,-0.028848459276
ACH-000127,0.0013971488722599999
ACH-000128,0.051282121933599996
ACH-000132,0.0184094075633
ACH-000133,0.029384525403800002
ACH-000137,0.0530215148343
ACH-000138,-0.03206558613
ACH-000142,0.0662272553813
ACH-000143,-0.0622301146751
ACH-000146,-0.0539215782206
ACH-000148,0.0270963556913
ACH-000150,-0.22785114672100001
ACH-000152,-0.035092765227699996
ACH-000153,-0.051166599350300004
ACH-000159,0.038797216553300005
ACH-000160,-0.006234225122479999
ACH-000163,0.168072792378
ACH-000167,0.0610356754614
ACH-000168,-0.0956786671157
ACH-000169,-0.0505980161876
ACH-000178,-0.00667586066508
ACH-000182,0.0294197174524
ACH-000183,-0.08333296745310001
ACH-000188,-0.11957235932299999
ACH-000189,-0.138769438668
ACH-000190,-0.0157234715943
ACH-000198,-0.0662791616029
ACH-000204,0.15953263773499998
ACH-000206,0.12238133672399999
ACH-000207,-0.12748417664
ACH-000211,-0.0259276041374
ACH-000215,-0.06735091149439999
ACH-000221,0.0951019268382
ACH-000222,-0.36502529000399997
ACH-000223,-0.051965448309399996
ACH-000226,-0.00473029343117
ACH-000227,-0.0976222618154
ACH-000228,-0.13066104458
ACH-000231,-0.0960407860447
ACH-000232,-0.201541474868
ACH-000233,-0.119970737427
ACH-000234,0.00725548407837
ACH-000235,-0.051431977558599996
ACH-000237,-0.101263432973
ACH-000238,-0.20606313411899999
ACH-000243,-0.094572284651
ACH-000244,0.0981182478285
ACH-000246,-0.0129225474785
ACH-000248,-0.0152924459402
ACH-000250,-0.0587464240949
ACH-000251,-0.0641321600274
ACH-000253,-0.107510240756
ACH-000255,-0.031610043645700005
ACH-000256,0.09472291105239998
ACH-000257,-0.044327282018
ACH-000258,0.106616524871
ACH-000259,-0.0991651530497
ACH-000260,-0.130522094758
ACH-000261,-0.05100911050819999
ACH-000262,-0.0664463735689
ACH-000263,0.123097490954
ACH-000264,-0.103683484686
ACH-000265,-0.0620860571343
ACH-000266,-0.0900852592288
ACH-000272,-0.018856895016000002
ACH-000273,-0.13456618845499999
ACH-000274,-0.119431647528
ACH-000277,0.018234094453900004
ACH-000278,0.060099220766
ACH-000279,-0.11307394177100001
ACH-000280,-0.0588092561956
ACH-000281,-0.222285091737
ACH-000288,-0.0032834442242399998
ACH-000291,-0.0411980323994
ACH-000293,0.0602737004524
ACH-000294,0.011729915329499999
ACH-000295,-0.0861125677757
ACH-000296,-0.232576203259
ACH-000302,-0.00225274305017
ACH-000304,-0.38353468346299996
ACH-000307,-0.0535591199952
ACH-000308,-0.043983477918300005
ACH-000310,-0.19765083464299998
ACH-000311,-0.0861985329128
ACH-000312,0.014958630595
ACH-000315,0.161597911387
ACH-000316,0.104881625177
ACH-000317,0.11700241354
ACH-000318,-0.039689187117699996
ACH-000319,0.00690435621881
ACH-000320,-0.26106683173
ACH-000322,-0.322967159145
ACH-000323,-0.113676422904
ACH-000324,-0.0812314039677
ACH-000329,-0.034336646701
ACH-000330,-0.16476061337200001
ACH-000331,-0.155737665012
ACH-000332,-0.164592678814
ACH-000334,-0.223475965469
ACH-000335,-0.143787448005
ACH-000336,-0.08177425568749999
ACH-000337,-0.00454175821108
ACH-000339,-0.0408220849195
ACH-000341,-0.148479418943
ACH-000348,-0.0204974101605
ACH-000350,-0.0065485883751600004
ACH-000352,0.13739092432
ACH-000356,0.204987687752
ACH-000361,0.0738151631601
ACH-000362,-0.023841779973
ACH-000363,-0.0323093860375
ACH-000364,0.027232052705900005
ACH-000365,-0.13408622804099998
ACH-000366,-0.0183731313686
ACH-000368,0.030614280087799997
ACH-000374,-0.0843465464682
ACH-000375,-0.135046381179
ACH-000376,0.024513191406900003
ACH-000381,-0.0776666258192
ACH-000383,-0.053779192661100005
ACH-000387,-0.07584221432419999
ACH-000389,-0.43008704285599997
ACH-000390,-0.0342978336603
ACH-000393,0.0445406888215
ACH-000395,-0.346382755318
ACH-000397,-0.043630819934599996
ACH-000401,0.10945554683700001
ACH-000402,-0.0426189402127
ACH-000403,-0.0793429745088
ACH-000404,-0.11096181410599999
ACH-000406,-0.00107780679032
ACH-000407,-0.0257598091598
ACH-000408,-0.015317963809100001
ACH-000410,0.0305100210612
ACH-000411,-0.116750786326
ACH-000414,0.008439433995819999
ACH-000415,-0.13276247476199998
ACH-000416,-0.0988129228392
ACH-000420,0.11183299496200001
ACH-000421,-0.0310852719188
ACH-000424,-0.0925485092934
ACH-000425,0.0252728140471
ACH-000426,0.168908507381
ACH-000427,-0.0784886262863
ACH-000433,-0.15112794352
ACH-000436,-0.11628907949799999
ACH-000444,0.053216810717000004
ACH-000445,-0.00492970862351
ACH-000448,-0.07387658179619999
ACH-000450,0.0187900794036
ACH-000452,-0.0572241603404
ACH-000454,0.0542733077265
ACH-000458,-0.0918961893413
ACH-000459,-0.07704035742530001
ACH-000460,-0.0239797563281
ACH-000461,-0.00494889839388
ACH-000463,-0.0376629483453
ACH-000464,-0.221591880174
ACH-000466,-0.138484734754
ACH-000467,0.018422286745
ACH-000468,0.15988632770400002
ACH-000469,0.0503796913949
ACH-000470,-0.0148211513971
ACH-000471,0.0290558060165
ACH-000472,-0.0416298530199
ACH-000473,-0.00013422791249700003
ACH-000475,-0.0587151170193
ACH-000476,-0.029305101299299998
ACH-000477,-0.29226842996999997
ACH-000480,0.125498855412
ACH-000481,-0.13324799112299998
ACH-000483,0.14244990105
ACH-000484,0.0394556001414
ACH-000485,-0.13041482408
ACH-000486,-0.06323838750130001
ACH-000487,-0.101090946012
ACH-000488,-0.0996254466221
ACH-000490,-0.0679164850543
ACH-000491,0.10841825827
ACH-000495,-0.0354429217071
ACH-000496,-0.0716753323642
ACH-000499,0.197356168432
ACH-000500,-0.166675410156
ACH-000502,-0.10848733488600001
ACH-000503,0.100291323302
ACH-000505,0.0482592717631
ACH-000507,-0.036073160536
ACH-000510,-0.23296492466
ACH-000511,0.00837895000852
ACH-000512,0.07582584652339999
ACH-000516,-0.0271261096305
ACH-000517,-0.025014313727099998
ACH-000518,0.0397212972051
ACH-000520,0.043162541343900004
ACH-000521,-0.008171846443959999
ACH-000522,-0.07043624721460001
ACH-000524,-0.0865855620813
ACH-000527,-0.0759607376001
ACH-000528,-0.08607292378930001
ACH-000537,-0.14150107268200002
ACH-000541,-0.16745435712600001
ACH-000542,-0.0625874523151
ACH-000544,0.008163727428249999
ACH-000545,0.08230606892810001
ACH-000547,-0.133877645937
ACH-000548,0.147777470097
ACH-000549,0.00533583376313
ACH-000550,-0.113174396652
ACH-000552,-0.21242423177900002
ACH-000556,-0.11627450789799999
ACH-000557,0.182417325601
ACH-000570,-0.041839941595400006
ACH-000571,0.152510957035
ACH-000573,-0.0539548744423
ACH-000576,0.0182574450264
ACH-000580,-0.0725166914457
ACH-000584,-0.0534176535764
ACH-000585,-0.176882538598
ACH-000588,0.0884765929706
ACH-000589,-0.11155795568700001
ACH-000591,-0.0587799898243
ACH-000593,-0.0131571284301
ACH-000600,-0.0163125033824
ACH-000601,-0.139385611517
ACH-000604,0.106208763903
