,SMURF2 (64750)
ACH-000322,0.10749620691299999
ACH-000323,-0.513804304924
ACH-000324,-0.401062925818
ACH-000329,-0.178716094419
ACH-000330,-0.391626391029
ACH-000331,-0.178179745325
ACH-000332,-0.30878949071899997
ACH-000334,-0.329872270667
ACH-000335,-0.0633509822948
ACH-000336,0.0015850599327000001
ACH-000337,-0.498460011616
ACH-000339,-0.37362608835
ACH-000341,-0.0354118310967
ACH-000348,-0.157167070139
ACH-000350,-0.217808205035
ACH-000352,-0.105508890637
ACH-000356,-0.09087237097110001
ACH-000361,-0.25852212261199997
ACH-000362,-0.379978696236
ACH-000363,-0.22499350438000001
ACH-000364,-0.264288518028
ACH-000365,-0.26442916327599997
ACH-000366,-0.270448610895
ACH-000368,-0.191166063755
ACH-000374,-0.288851328202
ACH-000375,-0.30464586349100004
ACH-000376,-0.157139936665
ACH-000381,-0.47069699818000005
ACH-000383,-0.221518501787
ACH-000387,-0.383455420596
ACH-000389,-0.143922614986
ACH-000390,-0.205999494308
ACH-000393,0.0119601818355
ACH-000395,-0.273474248521
ACH-000397,-0.22910622094500002
ACH-000401,-0.268420359626
ACH-000402,-0.320646750642
ACH-000403,-0.226515780168
ACH-000404,-0.041254393470099994
ACH-000406,-0.333991720807
ACH-000407,-0.317241979297
ACH-000408,-0.131282347387
ACH-000410,-0.12726006821900002
ACH-000411,-0.0494152348886
ACH-000414,-0.28208986051199997
ACH-000415,-0.538885578134
ACH-000416,-0.280114053899
ACH-000420,-0.40915939306599997
ACH-000421,-0.44530269537699996
ACH-000424,-0.195060053957
ACH-000425,-0.17728633042999997
ACH-000426,-0.052178985289199994
ACH-000427,-0.11856947835300001
ACH-000433,-0.360110978803
ACH-000436,-0.0681860871808
ACH-000444,-0.140951730453
ACH-000445,-0.0936091881931
ACH-000448,-0.08520828831329999
ACH-000450,0.162977355116
ACH-000452,-0.320366918048
ACH-000454,-0.0747909822308
ACH-000458,-0.09300800316260001
ACH-000459,-0.11569946955299999
ACH-000460,-0.44265434859700004
ACH-000461,-0.0410342319679
ACH-000463,-0.302153442567
ACH-000464,-0.33551859603
ACH-000466,-0.6181110459170001
ACH-000467,-0.18386423471299998
ACH-000468,-0.41044716690300004
ACH-000469,-0.09784843446080001
ACH-000470,-0.464642325237
ACH-000471,-0.0644784739828
ACH-000472,-0.481598739525
ACH-000473,-0.190940569531
ACH-000475,-0.167038259139
ACH-000476,-0.425989538088
ACH-000477,-0.10088090799900001
ACH-000480,-0.0852894189291
ACH-000481,-0.227827943741
ACH-000483,-0.050789657869699995
ACH-000484,-0.251135911594
ACH-000485,-0.27761381868
ACH-000486,-0.31891769398
ACH-000487,-0.280545932068
ACH-000488,-0.183834929419
ACH-000490,-0.29836665226
ACH-000491,-0.11043681594
ACH-000495,-0.185165008619
ACH-000496,-0.414793123633
ACH-000499,-0.18235435623500001
ACH-000500,0.232640515046
ACH-000502,0.030700241499400004
ACH-000503,-0.5119982791300001
ACH-000505,-0.17301297300700003
ACH-000507,-0.251904354625
ACH-000510,-0.142054947849
ACH-000511,-0.35732109368000003
ACH-000512,-0.34087435717500003
ACH-000516,-0.216155612707
ACH-000517,-0.30477772896899996
ACH-000518,-0.14807119683599998
ACH-000520,-0.243003556744
ACH-000521,-0.636662888197
ACH-000522,-0.117856378552
ACH-000524,-0.40096351349
ACH-000527,-0.191831700828
ACH-000528,-0.271537897675
ACH-000537,-0.21331599280299998
ACH-000541,-0.03961850844169999
ACH-000542,-0.142542973638
ACH-000544,-0.237389735992
ACH-000545,-0.154962806736
ACH-000547,-0.26946038086699997
ACH-000548,-0.208649465392
ACH-000549,-0.38329584057
ACH-000550,-0.15594995534199999
ACH-000552,-0.11314959202
ACH-000556,-0.29555016923099997
ACH-000557,-0.258043348408
ACH-000570,-0.257624313185
ACH-000571,-0.22323247429499998
ACH-000573,-0.16687809132
ACH-000576,-0.40136853744
ACH-000580,-0.252675642107
ACH-000584,-0.21149442750599998
ACH-000585,-0.7132361227339999
ACH-000588,-0.100535271337
ACH-000589,-0.355370715312
ACH-000591,-0.27033392077199997
ACH-000593,-0.165439580938
ACH-000600,-0.27946947157900004
ACH-000601,-0.226690747293
ACH-000604,-0.155198177731
ACH-000605,-0.275557459224
ACH-000606,-0.17109260276299998
ACH-000608,-0.138289206465
ACH-000614,-0.150176772003
ACH-000616,-0.068002263328
ACH-000618,-0.139817340623
ACH-000619,-0.21540650577300002
ACH-000620,0.110638409134
ACH-000621,-0.277468522612
ACH-000622,-0.162772467749
ACH-000623,-0.19154357639699998
ACH-000624,-0.35688911394199996
ACH-000627,-0.42519592344000007
ACH-000630,-0.387491636682
ACH-000632,-0.332049675419
ACH-000633,-0.146604816633
ACH-000637,-0.203417015638
ACH-000638,-0.6089145089119999
ACH-000646,-0.29128576416900004
ACH-000647,-0.179647696177
ACH-000648,-0.0851529711547
ACH-000649,-0.231086644005
ACH-000651,-0.228567426807
ACH-000652,-0.1472331052
ACH-000653,-0.207853313223
ACH-000657,-0.241932554551
ACH-000658,-0.186240053532
ACH-000661,-0.06056674311369999
ACH-000662,-0.280053264977
ACH-000663,-0.326757636921
ACH-000665,-0.017161566251299998
ACH-000671,-0.115527350672
ACH-000673,-0.18402026120499998
ACH-000676,-0.35874437933200004
ACH-000677,0.105143030863
ACH-000681,-0.420412419817
ACH-000682,-0.269774243167
ACH-000683,-0.24162224629
ACH-000684,-0.0713522748423
ACH-000688,-0.257149753986
ACH-000693,-0.10800198653200001
ACH-000694,-0.163072424901
ACH-000695,-0.154962861263
ACH-000696,-0.401951085603
ACH-000697,-0.0867200281755
ACH-000699,-0.0841340738722
ACH-000701,-0.298317684362
ACH-000706,-0.14821461159399998
ACH-000711,-0.28127141315799997
ACH-000713,-0.208446009565
ACH-000714,-0.394418996346
ACH-000718,-0.280145313003
ACH-000720,-0.26701726140500004
ACH-000721,-0.216688230478
ACH-000724,-0.267589806183
ACH-000725,-0.21965659911600002
ACH-000732,-0.279152280144
ACH-000734,-0.0798799595182
ACH-000735,-0.21550357235
ACH-000736,-0.038153297941199996
ACH-000738,-0.318297589301
ACH-000746,-0.295392662132
ACH-000747,-0.370134320497
ACH-000748,-0.0207755755499
ACH-000753,-0.256495663217
ACH-000756,0.0752241131857
ACH-000757,-0.250390054506
ACH-000758,-0.18022920229000003
ACH-000760,-0.112438937161
ACH-000763,-0.0327255307115
ACH-000764,-0.185019103406
ACH-000765,-0.17351621243700002
ACH-000766,-0.34549139810400004
ACH-000767,-0.21468686558400002
ACH-000768,0.0525884319606
ACH-000769,-0.623017543825
ACH-000770,-0.300307854355
ACH-000771,-0.122969776187
ACH-000773,-0.30345316185
ACH-000776,-0.264696841952
ACH-000777,-0.23687548263799998
ACH-000778,-0.16584931969
ACH-000781,-0.153297499751
ACH-000782,0.0173386670715
ACH-000783,-0.22830433929900001
ACH-000784,-0.0955643765896
ACH-000785,-0.349693501195
ACH-000787,-0.192943363485
ACH-000788,-0.30796813325
ACH-000791,-0.588071028134
ACH-000792,-0.29710317791900004
ACH-000794,-0.33919837220399995
ACH-000796,-0.379091666621
ACH-000799,-0.300106190364
ACH-000800,-0.14589247652100001
ACH-000802,-0.0720874849683
ACH-000804,-0.49318678729599996
ACH-000805,-0.13219321297
ACH-000809,-0.221357484496
ACH-000810,0.125471021754
ACH-000811,-0.39202921580300004
ACH-000817,-0.26335677835
ACH-000819,-0.022759551322
ACH-000820,-0.45642916108599996
ACH-000821,-0.14488369211899998
ACH-000822,-0.293520356569
ACH-000823,-0.215645105482
ACH-000824,-0.129302162808
ACH-000827,-0.0848354768948
ACH-000829,-0.18868012157699998
ACH-000831,-0.261497658726
ACH-000832,-0.344683601434
ACH-000833,-0.0234534637376
ACH-000834,-0.1927535737
ACH-000835,-0.07654847880099999
ACH-000836,-0.384973928165
ACH-000837,-0.19801195801
ACH-000838,-0.210538283528
ACH-000839,-0.49781919901199995
ACH-000840,-0.0871001983895
ACH-000841,-0.549915225273
ACH-000843,-0.405879190997
ACH-000846,-0.00752377242863
ACH-000847,-0.296989941311
ACH-000848,-0.334492780154
ACH-000849,-0.303786500991
ACH-000851,-0.406385594452
ACH-000855,-0.15627907289100001
ACH-000856,-0.511168100246
ACH-000858,-0.273197647247
ACH-000859,-0.191739142391
ACH-000861,-0.210005266722
ACH-000862,-0.149466076537
ACH-000865,-0.20310233228
ACH-000866,-0.13537280925
ACH-000867,-0.148047719362
ACH-000869,-0.158811608436
ACH-000872,-0.38811768953500003
ACH-000873,-0.343090578775
ACH-000876,-0.0839495644341
ACH-000878,-0.239947330816
ACH-000880,-0.29624119653299996
ACH-000881,-0.186080345884
ACH-000882,0.030273654765599997
ACH-000884,-0.27044173045200004
ACH-000885,-0.25659798447500004
ACH-000887,-0.183460008658
ACH-000888,-0.23827883784899997
ACH-000889,-0.26162536779
ACH-000890,-0.043234861255800006
ACH-000896,-0.708030226541
ACH-000898,-0.0612154959428
ACH-000900,-0.403047828585
ACH-000901,-0.0937676516535
ACH-000905,-0.651374158351
ACH-000906,-0.373273972041
ACH-000907,-0.38372385422899996
ACH-000910,-0.12995310147
ACH-000911,-0.299797433868
ACH-000912,-0.425495405022
ACH-000913,-0.35119281746500003
ACH-000915,-0.157556577379
ACH-000916,0.05230122806990001
ACH-000917,-0.275388811512
ACH-000921,-0.391966169268
ACH-000924,-0.10456642126499999
ACH-000926,-0.203786942812
ACH-000928,-0.448236111544
ACH-000929,-0.178032687517
ACH-000932,-0.270906805114
ACH-000935,-0.0906995914997
ACH-000936,-0.250853113731
ACH-000937,-0.12421515504799999
ACH-000938,-0.156766093957
ACH-000939,-0.31791866426
ACH-000941,-0.152779813104
ACH-000943,-0.208119412629
ACH-000946,-0.240596672692
ACH-000947,-0.299997607981
ACH-000948,-0.14487362085
ACH-000950,-0.285396484389
ACH-000953,-0.201577224428
ACH-000957,-0.29501818527
ACH-000958,-0.302569967784
ACH-000960,-0.14575068396500002
ACH-000963,-0.454129223817
ACH-000968,0.0161342331956
ACH-000969,-0.298514712803
ACH-000973,-0.20368756160999998
ACH-000974,-0.0537462793893
ACH-000975,-0.273610176732
ACH-000976,-0.375480739299
ACH-000978,-0.0123838982859
ACH-000980,-0.25739642917800004
ACH-000984,-0.22662722004900002
ACH-000986,-0.531514460186
ACH-000988,-0.314888491915
ACH-000993,-0.20380228834800002
ACH-000994,-0.24499372126200003
ACH-000996,-0.167702030217
ACH-001001,-0.21901093583099998
ACH-001020,-0.112546059543
ACH-001028,-0.23072800311
ACH-001031,-0.448006030348
ACH-001038,-0.12310150899399999
ACH-001048,-0.112379270187
ACH-001050,-0.485777483384
ACH-001053,-0.31344963882599997
ACH-001054,-0.15237206892400001
ACH-001061,-0.148392096964
ACH-001067,-0.393155208035
ACH-001075,-0.25554340530499997
ACH-001096,-0.21416439297000003
ACH-001128,-0.163078028766
ACH-001134,-0.0792319196504
ACH-001151,-0.21490203607299999
ACH-001163,-0.362990410738
ACH-001164,-0.355422314562
ACH-001173,-0.08398481701410002
ACH-001183,-0.159834925511
ACH-001184,-0.321611973183
ACH-001190,-0.386692535166
ACH-001192,0.0283877570358
ACH-001193,-0.293323775301
ACH-001196,-0.175580684055
ACH-001197,-0.266423482215
ACH-001205,-0.026342122374900002
ACH-001211,-0.336945693235
ACH-001212,-0.0632759298122
ACH-001228,-0.323284715795
ACH-001232,-0.547220238787
ACH-001239,-0.368957953944
ACH-001274,-0.319890257514
ACH-001275,-0.101827566686
ACH-001277,-0.149435690864
ACH-001278,0.00121245939123
ACH-001280,-0.139156659276
ACH-001283,-0.34155132828100004
ACH-001289,-0.358684548597
ACH-001295,-0.457856628833
ACH-001300,-0.30153660851799996
ACH-001301,-0.171359379536
ACH-001302,-0.276121030016
ACH-001303,-0.732595628883
ACH-001306,-0.25787165110599997
ACH-001318,-0.271992584207
ACH-001322,-0.393824569883
ACH-001328,-0.269633856398
ACH-001332,-0.595481646736
ACH-001333,-0.335368432137
ACH-001336,-0.43721787178099997
ACH-001340,-0.19289063898699998
ACH-001346,-0.36333037448399996
ACH-001353,-0.247456388839
ACH-001354,-0.167451216431
ACH-001367,-0.41251362733
ACH-001368,-0.201024594386
ACH-001374,0.0451299167389
ACH-001375,-0.11868893080999998
ACH-001377,-0.254477839919
ACH-001380,-0.33404700746300003
ACH-001391,-0.277392344204
ACH-001407,-0.0881207508134
ACH-001408,-0.222938681034
ACH-001413,-0.29176635111
ACH-001430,-0.388112457639
ACH-001431,-0.04760267319349999
ACH-001450,-0.116671725024
ACH-001496,-0.225508248299
ACH-001500,-0.39070857227
ACH-001521,-0.246029556649
ACH-001523,-0.261805906078
ACH-001532,-0.620575067146
ACH-001536,-0.38587136062700006
ACH-001550,-0.21492638116300003
ACH-001552,-0.258313096907
ACH-001554,-0.208910506148
ACH-001645,-0.157145001804
ACH-001654,-0.18090868264899998
ACH-001715,-0.015852519516100002
ACH-001735,-0.25183002821899997
ACH-001736,-0.220781130964
ACH-001737,-0.286589595698
ACH-001740,-0.680964808987
ACH-001745,-0.18306057863699998
ACH-001750,-0.303993309376
ACH-001765,-0.051360198929000005
ACH-001956,-0.10937706268
ACH-001957,-0.22452837610800003
