,CDK2AP2 (10263)
ACH-000004,-0.30363845643599996
ACH-000007,-0.10482291725500001
ACH-000009,-0.308579701574
ACH-000011,-0.252521610237
ACH-000012,-0.234662224777
ACH-000013,-0.35842480997299997
ACH-000014,0.0813494846666
ACH-000015,-0.23305060448000003
ACH-000017,-0.227111044119
ACH-000018,-0.508757936767
ACH-000019,-0.402103509143
ACH-000021,-0.29925187059
ACH-000022,-0.193622036488
ACH-000025,-0.00767887204478
ACH-000028,-0.529494226782
ACH-000030,-0.435450668429
ACH-000035,-0.169046915845
ACH-000036,-0.19263435150400002
ACH-000037,-0.181449690854
ACH-000039,-0.533060326835
ACH-000040,-0.304670049854
ACH-000041,-0.566976484084
ACH-000042,-0.401603379939
ACH-000045,-0.153918223705
ACH-000047,-0.0401748981252
ACH-000052,-0.439096228927
ACH-000053,-0.45009741369999995
ACH-000054,-0.30134093614999996
ACH-000055,-0.183126221293
ACH-000060,-0.504411640157
ACH-000067,-0.0438296357925
ACH-000070,-0.33835519588
ACH-000075,-0.404497661025
ACH-000078,-0.228379784777
ACH-000082,-0.333593464569
ACH-000085,-0.330600517399
ACH-000086,-0.404117610526
ACH-000087,0.191082941298
ACH-000092,-0.275302262093
ACH-000095,-0.209539547935
ACH-000097,-0.701936014195
ACH-000098,-0.18245059960999999
ACH-000099,-0.243798297331
ACH-000108,-0.37682613178900004
ACH-000113,-0.30634996835
ACH-000115,-0.331601686831
ACH-000116,-0.402256460612
ACH-000118,-0.470713334211
ACH-000120,-0.249706954652
ACH-000123,-0.34432008936499997
ACH-000127,-0.310080106798
ACH-000128,-0.19470521972399998
ACH-000132,-0.45106622142999997
ACH-000133,-0.42240082440899995
ACH-000137,-0.157027447986
ACH-000138,-0.59096427419
ACH-000142,-0.340776858031
ACH-000143,-0.221849982272
ACH-000146,-0.273274456295
ACH-000148,-0.0824882093988
ACH-000150,-0.381662381266
ACH-000152,-0.0242194543041
ACH-000153,-0.45512939972800004
ACH-000159,-0.269979767752
ACH-000160,-0.6450140671869999
ACH-000163,-0.0404785360142
ACH-000167,-0.0960609708472
ACH-000168,-0.298303208462
ACH-000169,-0.210304397287
ACH-000178,-0.27217630282099997
ACH-000182,-0.262829663702
ACH-000183,-0.293302019412
ACH-000188,-0.35785415796
ACH-000189,0.153824517589
ACH-000190,-0.523090256784
ACH-000198,-0.398699631625
ACH-000204,-0.43372658702600003
ACH-000206,-0.41781780592699996
ACH-000207,-0.46944036358900004
ACH-000211,-0.207833369119
ACH-000215,-0.259652467865
ACH-000221,-0.19681120314
ACH-000222,-0.22453141512400002
ACH-000223,-0.305313314361
ACH-000226,-0.30090526210900004
ACH-000227,-0.0860776911931
ACH-000228,-0.507564850813
ACH-000231,-0.30956895820999997
ACH-000232,-0.119644648915
ACH-000233,-0.316434059999
ACH-000234,-0.318528878646
ACH-000235,-0.417239943653
ACH-000237,-0.393173101325
ACH-000238,-0.454854306159
ACH-000243,-0.32365002766600004
ACH-000244,-0.428560061174
ACH-000246,-0.17813368117199999
ACH-000248,-0.16562556272
ACH-000250,-0.238353407416
ACH-000251,0.042745891864200004
ACH-000253,-0.21329584861099998
ACH-000255,-0.378466771696
ACH-000256,-0.553057631264
ACH-000257,0.0152900853095
ACH-000258,-0.12493573796700001
ACH-000259,-0.279067721501
ACH-000260,-0.31402694385200003
ACH-000261,-0.298662236943
ACH-000262,0.116451450586
ACH-000263,-0.258730423401
ACH-000264,-0.300619209775
ACH-000265,-0.235127876521
ACH-000266,-0.338771833639
ACH-000272,-0.181318429243
ACH-000273,-0.440834154682
ACH-000274,-0.262855736503
ACH-000277,-0.30368956929499996
ACH-000278,-0.37491321800300004
ACH-000279,-0.219203017835
ACH-000280,-0.20497247027899998
ACH-000281,-0.191440202659
ACH-000288,-0.215280525005
ACH-000291,-0.25838833084
ACH-000293,-0.42471491087800006
ACH-000294,-0.519240253997
ACH-000295,-0.396457918626
ACH-000296,-0.262873007103
ACH-000302,-0.25797030807599997
ACH-000304,-0.212419656292
ACH-000307,-0.278908075629
ACH-000308,-0.473628779851
ACH-000310,-0.35992547849600004
ACH-000311,-0.287614837257
ACH-000312,-0.250722583741
ACH-000315,-0.276040520183
ACH-000316,-0.6586688650429999
ACH-000317,-0.230279188605
ACH-000318,-0.332933592349
ACH-000319,-0.41080642619900004
ACH-000320,-0.396277467417
ACH-000322,0.053202753873
