,C4BPB (725)
ACH-000004,-0.375238033572
ACH-000007,-0.103785383482
ACH-000009,-0.367022357951
ACH-000011,-0.162419546592
ACH-000012,-0.0501669705894
ACH-000013,0.0447615530911
ACH-000014,0.00773005430758
ACH-000015,-0.07621186958710001
ACH-000017,-0.0205077568268
ACH-000018,-0.083450305056
ACH-000019,-0.11357682694900001
ACH-000021,-0.21305685431
ACH-000022,-0.044624305293199995
ACH-000025,-0.0800065996805
ACH-000028,-0.153547757331
ACH-000030,-0.0193858281152
ACH-000035,0.11121972201099999
ACH-000036,-0.00906851728557
ACH-000037,-0.13636492874199999
ACH-000039,-0.07011469242330001
ACH-000040,0.0284047967759
ACH-000041,-0.08728141186669999
ACH-000042,-0.15132512363
ACH-000045,0.0998664473523
ACH-000047,0.08713032298949999
ACH-000052,-0.11967043268500001
ACH-000053,-0.176946990233
ACH-000054,-0.10647880774700001
ACH-000055,0.0609426032812
ACH-000060,0.180872169788
ACH-000067,-0.027963886685799997
ACH-000070,-0.021285483339200002
ACH-000075,-0.033841684867199996
ACH-000078,-0.250865212345
ACH-000082,-0.0466442242895
ACH-000085,0.0377038928339
ACH-000086,-0.397837323284
ACH-000087,-0.0381407009256
ACH-000092,-0.111927813145
ACH-000095,-0.0928573812328
ACH-000097,-0.0781858263918
ACH-000098,-0.057575636181699995
ACH-000099,-0.056603988483300005
ACH-000108,-0.23727732210400002
ACH-000113,-0.386930281602
ACH-000115,-0.297697322325
ACH-000116,0.0262183055418
ACH-000118,-0.133237982989
ACH-000120,-0.14832038163699998
ACH-000123,-0.08068401324680001
ACH-000127,-0.10571891687000001
ACH-000128,-0.018791496447299997
ACH-000132,-0.179025145026
ACH-000133,-0.058839604502300004
ACH-000137,0.0600874865142
ACH-000138,-0.0568140666573
ACH-000142,-0.16977991262699998
ACH-000143,-0.0265700439444
ACH-000146,-0.0681276394704
ACH-000148,-0.192146441003
ACH-000150,0.07500348445180001
ACH-000152,0.0806133449553
ACH-000153,-0.473462257479
ACH-000159,-0.0706791141278
ACH-000160,-0.122686524329
ACH-000163,0.036891788283699996
ACH-000167,-0.00522434663695
ACH-000168,-0.21916560792599998
ACH-000169,0.0232851000214
ACH-000178,-0.022251906273500002
ACH-000182,-0.242450962271
ACH-000183,-0.225000367348
ACH-000188,-0.10503954919
ACH-000189,0.333826607414
ACH-000190,3.57032078943e-05
ACH-000198,-0.0355593174476
ACH-000204,-0.16922754850900001
ACH-000206,-0.00657432111476
ACH-000207,0.346971923252
ACH-000211,-0.0023134321939899997
ACH-000215,-0.14101950619200002
ACH-000221,0.039835600103599995
ACH-000222,-0.15048250609799999
ACH-000223,-0.0916648537582
ACH-000226,-0.20699940503199998
ACH-000227,-0.11943862220799999
ACH-000228,-0.0868505564987
ACH-000231,-0.0280644279087
ACH-000232,-0.0283958154997
ACH-000233,-0.23235158442200002
ACH-000234,0.08738044067749999
ACH-000235,-0.23975724856999997
ACH-000237,-0.08194803340739999
ACH-000238,-0.0301620775422
ACH-000243,-0.20086433570300002
ACH-000244,-0.118741591515
ACH-000246,-0.215598919261
ACH-000248,-0.0255052784546
ACH-000250,-0.037714496292300004
ACH-000251,-0.15757583784499998
ACH-000253,-0.019725256840400003
ACH-000255,-0.165879412861
ACH-000256,-0.21359830553800002
ACH-000257,-0.005602824777729999
ACH-000258,-0.319036481472
ACH-000259,-0.129530994261
ACH-000260,-0.10686964658800001
ACH-000261,-0.0476446424184
ACH-000262,-0.135180037576
ACH-000263,-0.0390212999364
ACH-000264,-0.0616681273596
ACH-000265,-0.0337925987321
ACH-000266,-0.0927269181152
ACH-000272,-0.209617751869
ACH-000273,0.07188102040689999
ACH-000274,-0.0825934044991
ACH-000277,0.08336456612189999
ACH-000278,0.017937332248200002
ACH-000279,-0.038351221051699996
ACH-000280,0.034573030780699995
ACH-000281,-0.248823190493
ACH-000288,0.0017833910983199998
ACH-000291,-0.06760180615469999
ACH-000293,0.0675789759264
ACH-000294,-0.0652230500915
ACH-000295,-0.0693671951325
ACH-000296,-0.006522821210319999
ACH-000302,-0.0644570520006
ACH-000304,-0.0236196096082
ACH-000307,-0.16315100659700002
ACH-000308,-0.026354879695
ACH-000310,-0.35913108106700004
ACH-000311,-0.0918288205084
ACH-000312,-0.0706816655622
ACH-000315,-0.21940235348200002
ACH-000316,0.030141565036
ACH-000317,-0.175440149351
ACH-000318,0.04664266710519999
ACH-000319,0.181581209346
ACH-000320,-0.646417251617
ACH-000322,-0.0609692204977
ACH-000323,-0.07057065485689999
ACH-000324,-0.252191407662
ACH-000329,-0.06450463013619999
ACH-000330,0.0912948813342
ACH-000331,-0.05723360494
ACH-000332,-0.0480919541538
ACH-000334,0.081994836232
ACH-000335,0.0903145848032
ACH-000336,0.0456521043006
ACH-000337,0.06789162041180001
ACH-000339,-0.06885578792380001
ACH-000341,-0.038489282932800004
ACH-000348,0.111625449887
ACH-000350,-0.17182651518
ACH-000352,-0.103374292628
ACH-000356,-0.09567337960780001
ACH-000361,-0.18862275404800002
ACH-000362,-0.0793665737338
ACH-000363,-0.033785593341900004
ACH-000364,-0.088471189373
ACH-000365,-0.0559957810992
ACH-000366,-0.079612945265
ACH-000368,-0.0517071518
ACH-000374,-0.0672904192566
ACH-000375,-0.08427521776210001
ACH-000376,-0.0170133779455
ACH-000381,-0.25516009298500003
ACH-000383,-0.16996918450399998
ACH-000387,-0.147076018256
ACH-000389,-0.171111592486
ACH-000390,-0.150726662634
ACH-000393,-0.09425961518989999
ACH-000395,-0.135196798888
ACH-000397,-0.0317943007035
ACH-000401,-0.208730880684
ACH-000402,-0.221273768649
ACH-000403,-0.206994708809
ACH-000404,-0.28448888924800003
ACH-000406,-0.0928670207085
ACH-000407,-0.044128353635800005
ACH-000408,-0.160038716827
ACH-000410,-0.0973431600678
ACH-000411,-0.254356433151
ACH-000414,-0.13531006949000002
ACH-000415,-0.14316922817
ACH-000416,-0.0747713903257
ACH-000420,-0.15576522362700002
ACH-000421,-0.0229577045085
ACH-000424,-0.0429808372017
ACH-000425,0.0342508121439
ACH-000426,-0.101779649286
ACH-000427,-0.15242924488
ACH-000433,-0.21965682196199998
ACH-000436,-0.105962202939
ACH-000444,-0.186437574388
ACH-000445,-0.006696829461140001
ACH-000448,-0.134293055152
ACH-000450,-0.020983941725900002
ACH-000452,-0.0567857032634
ACH-000454,0.00159345169067
ACH-000458,-0.0545767529589
ACH-000459,0.0783338632762
ACH-000460,-0.118358323483
ACH-000461,0.039443711413199994
ACH-000463,-0.0252192254805
ACH-000464,0.0627695711603
ACH-000466,-0.23941498623100002
ACH-000467,-0.0953512229486
ACH-000468,-0.15436860207
ACH-000469,0.0515834117846
ACH-000470,-0.027793721718200003
ACH-000471,-0.157824379442
ACH-000472,-0.18513758791999999
ACH-000473,-0.049631981429500004
ACH-000475,-0.0160063138854
ACH-000476,-0.14818423234
ACH-000477,-0.181760990502
ACH-000480,0.119361667787
ACH-000481,-0.0843139073645
ACH-000483,-0.0273074566942
ACH-000484,-0.123774974835
ACH-000485,-0.036184933219300004
ACH-000486,-0.123541659487
ACH-000487,-0.11082412503599999
ACH-000488,0.0913772203289
ACH-000490,0.0030020108616199996
ACH-000491,-0.0148278811346
ACH-000495,-0.220078184097
ACH-000496,-0.216253757117
ACH-000499,0.262108848494
ACH-000500,0.19049366573899998
ACH-000502,0.008750972884950001
ACH-000503,0.0806778762595
ACH-000505,-0.0852133218015
ACH-000507,0.0053534141424
ACH-000510,-0.0552347266151
ACH-000511,0.064871239975
ACH-000512,0.0491962748631
ACH-000516,-0.260896020557
ACH-000517,-0.0729700141455
ACH-000518,-0.019209921158900002
ACH-000520,0.12309018624500001
ACH-000521,-0.0390934098393
ACH-000522,-0.20198198540399998
ACH-000524,-0.160071181658
ACH-000527,-0.15724087077999999
ACH-000528,-0.19348493973099998
ACH-000537,-0.18829464996
ACH-000541,0.0675634848881
ACH-000542,-0.06136745416040001
ACH-000544,-0.0577260096598
ACH-000545,0.040286950146400005
ACH-000547,-0.314006056544
ACH-000548,-0.0928574394486
ACH-000549,-0.11575005934299999
ACH-000550,-0.11734075613099999
ACH-000552,-0.21316901355
ACH-000556,0.0264783116027
ACH-000557,-0.14725602684699998
ACH-000570,0.143100494598
ACH-000571,-0.09463698234680001
ACH-000573,-0.184793304736
ACH-000576,-0.10262600702199999
ACH-000580,-0.129528024717
ACH-000584,-0.15123107158
ACH-000585,-0.207318280724
ACH-000588,-0.12991835963099999
ACH-000589,-0.0624428627491
ACH-000591,0.213223734848
ACH-000593,-0.113917528209
ACH-000600,-0.243316090495
ACH-000601,-0.112904533934
ACH-000604,-0.102418131536
ACH-000605,0.0103996768217
ACH-000606,-0.077036714359
ACH-000608,-0.12192008273600001
ACH-000614,0.0364140542785
ACH-000616,0.00930105802023
ACH-000618,-0.0647788251996
ACH-000619,-0.15852278347
ACH-000620,-0.162329904991
ACH-000621,-0.0557449932479
ACH-000622,-0.0897153855455
ACH-000623,0.0106213776841
ACH-000624,-0.11872973403300001
ACH-000627,-0.09804133852779999
ACH-000630,-0.18907996236400001
ACH-000632,-0.0422106977343
ACH-000633,0.08462678913889998
ACH-000637,0.18360427665999998
ACH-000638,-0.16243825194800002
ACH-000646,-0.232174441381
ACH-000647,-0.07281307918989999
ACH-000648,-0.125401200219
ACH-000649,-0.135302321041
ACH-000651,-0.0171152942617
ACH-000652,0.136446793519
ACH-000653,0.111676470147
ACH-000657,-0.11110366558
ACH-000658,-0.229530762729
ACH-000661,-0.125014209585
ACH-000662,-0.0236229310305
ACH-000663,0.00728667222433
ACH-000665,-0.0061916668056
ACH-000671,0.0429529540145
ACH-000673,-0.0574166176159
ACH-000676,-0.031242159310400003
ACH-000677,-0.08498746640799999
ACH-000681,-0.082219402734
ACH-000682,-0.13475880300100002
ACH-000683,-0.23974298156399998
ACH-000684,-0.107141568915
ACH-000688,-0.0704850366252
ACH-000693,-0.021327111811900005
ACH-000694,0.0192095608565
ACH-000695,-0.119290437404
ACH-000696,-0.0560918349108
ACH-000697,-0.31956523306699997
ACH-000699,0.008601765171020001
ACH-000701,-0.327736011295
ACH-000706,-0.19411284199499998
ACH-000711,-0.14325341978
ACH-000713,-0.04177922025130001
ACH-000714,-0.229417127963
ACH-000718,0.136110169146
ACH-000720,0.0404120225509
ACH-000721,0.0111075681029
ACH-000724,0.17600170600499998
ACH-000725,-0.216949104993
ACH-000732,0.10048605946
ACH-000734,-0.09874512434900001
ACH-000735,-0.210929876006
ACH-000736,0.118643308849
ACH-000738,0.14656559531899999
ACH-000746,-0.150382895923
ACH-000747,-0.129252376016
ACH-000748,-0.0582771924292
ACH-000753,-0.210836527462
ACH-000756,-0.09496491074880001
ACH-000757,-0.0677330195958
ACH-000758,0.038391806337
ACH-000760,-0.0454366634998
ACH-000763,0.0910920389994
ACH-000764,0.105772268473
ACH-000765,-0.08878532503730001
ACH-000766,-0.13072829515599999
ACH-000767,-0.0599824210704
ACH-000768,-0.0163816813158
ACH-000769,-0.149173812137
ACH-000770,-0.129676307355
ACH-000771,-0.0950369100856
ACH-000773,-0.19170475566599998
ACH-000776,-0.0630064607381
ACH-000777,-0.07993432365280001
ACH-000778,0.029746639449499998
ACH-000781,-0.111655205194
ACH-000782,0.079225238782
ACH-000783,-0.040775459402199996
ACH-000784,-0.0106985318578
ACH-000785,-0.346586698324
ACH-000787,-0.155547743612
ACH-000788,-0.0841622300479
ACH-000791,-0.24914345478500002
