,NEUROG2 (63973)
ACH-000004,-0.204765461931
ACH-000007,0.222315389269
ACH-000009,0.41564312462999997
ACH-000011,-0.0561881899883
ACH-000012,0.167363154243
ACH-000013,0.173066180771
ACH-000014,0.207492774087
ACH-000015,0.12193045164300001
ACH-000017,0.20592182766699998
ACH-000018,0.333388554793
ACH-000019,0.5616955942499999
ACH-000021,0.14132108981
ACH-000022,0.18451034874400002
ACH-000025,0.269298955944
ACH-000028,0.036268324859
ACH-000030,0.256238647478
ACH-000035,0.052751291148899995
ACH-000036,0.220106341237
ACH-000037,-0.0312903417167
ACH-000039,0.47033291877899996
ACH-000040,0.125479371918
ACH-000041,0.0797011857802
ACH-000042,0.24805770434500002
ACH-000045,0.15034021861400002
ACH-000047,0.17060515995499997
ACH-000052,0.205026112047
ACH-000053,0.257214361055
ACH-000054,0.186950511421
ACH-000055,0.213316495686
ACH-000060,-0.030966693089400005
ACH-000067,0.129928183826
ACH-000070,0.209008161694
ACH-000075,0.0613736783664
ACH-000078,0.331271338233
ACH-000082,0.123524626014
ACH-000085,0.190093602853
ACH-000086,0.25272542556099997
ACH-000087,-0.054090465225
ACH-000092,0.09187583300899999
ACH-000095,0.269568100333
ACH-000097,0.16959200279599998
ACH-000098,-0.0183338136969
ACH-000099,0.193081185666
ACH-000108,0.20973114953400002
ACH-000113,0.13014293079199998
ACH-000115,0.140854976559
ACH-000116,0.17989805097300002
ACH-000118,0.226146438642
ACH-000120,0.0844369531432
ACH-000123,0.31437770770199996
ACH-000127,0.155009179036
ACH-000128,-0.0648939611988
ACH-000132,0.00294586624889
ACH-000133,0.189950197894
ACH-000137,-0.0399979891682
ACH-000138,0.173548765608
ACH-000142,0.35501397310099997
ACH-000143,0.263342971562
ACH-000146,0.17212947797800002
ACH-000148,0.22125132397599998
ACH-000150,0.269984171649
ACH-000152,0.0677877860389
ACH-000153,0.17022864064399998
ACH-000159,0.18155560940999999
ACH-000160,0.194583303909
ACH-000163,0.145037324242
ACH-000167,0.178517713136
ACH-000168,0.176862755018
ACH-000169,0.214120018867
ACH-000178,0.15513606635500002
ACH-000182,0.0735408877979
ACH-000183,0.0936270934846
ACH-000188,0.108221565582
ACH-000189,0.0809585966693
ACH-000190,0.0441243315647
