,FCER1G (2207)
ACH-000004,-0.199868657751
ACH-000007,0.06620469132489999
ACH-000009,-0.014563429921200001
ACH-000011,0.00428868947994
ACH-000012,-0.166454028916
ACH-000013,-0.0140971070487
ACH-000014,0.234943267892
ACH-000015,0.0029466981399299996
ACH-000017,-0.187807899342
ACH-000018,0.163228530313
ACH-000019,0.114782319168
ACH-000021,-0.0448605933567
ACH-000022,-0.250602399804
ACH-000025,-0.10767066175899999
ACH-000028,-0.007378842706060001
ACH-000030,-0.0106934472419
ACH-000035,-0.257259427873
ACH-000036,0.15038129193299998
ACH-000037,-0.220680844481
ACH-000039,-0.15126988489
ACH-000040,-0.0957339763355
ACH-000041,-0.051917756708300004
ACH-000042,0.0702216218813
ACH-000045,-0.120080136242
ACH-000047,0.0519895072327
ACH-000052,-0.0700137076673
ACH-000053,-0.19688995784000002
ACH-000054,0.053179779287900006
ACH-000055,-0.07560270547760001
ACH-000060,0.052155841091499996
ACH-000067,0.209403905279
ACH-000070,0.00713800216715
ACH-000075,-0.05091404742430001
ACH-000078,-0.167927657936
ACH-000082,0.0192307133609
ACH-000085,0.0439871990118
ACH-000086,-0.173680481519
ACH-000087,-0.09015994295780001
ACH-000092,-0.101291463858
ACH-000095,0.00210860512436
ACH-000097,-0.0261105220158
ACH-000098,-0.14003036911900002
ACH-000099,0.0157124501609
ACH-000108,0.133436080104
ACH-000113,0.154070385836
ACH-000115,0.21246494026
ACH-000116,-0.016009918579200002
ACH-000118,0.054762148842500004
ACH-000120,0.027372194709
ACH-000123,0.061536801756899996
ACH-000127,-0.0192427643618
ACH-000128,-0.0666526056573
ACH-000132,-0.0989727411108
ACH-000133,-0.0925285389445
ACH-000137,0.12054414606200001
ACH-000138,0.09251079605000001
ACH-000142,-0.0176219367935
ACH-000143,-0.020569310117400003
ACH-000146,-0.17397788311700002
ACH-000148,-0.012004080371799999
ACH-000150,-0.0554595008853
ACH-000152,0.082979126728
ACH-000153,0.135361669379
ACH-000159,-0.0492675863729
ACH-000160,0.089358772996
ACH-000163,0.0726025726691
ACH-000167,-0.0773158954661
ACH-000168,0.052088715791300005
ACH-000169,0.03792426553080001
ACH-000178,-0.09468947460589999
ACH-000182,0.0177284420107
ACH-000183,-0.0035642561860899998
ACH-000188,-0.06835597996380001
ACH-000189,-0.0405909110631
ACH-000190,0.0274908954562
ACH-000198,-0.187186146905
ACH-000204,-0.017165932962
ACH-000206,-0.0926447869122
ACH-000207,-0.27259292988600003
ACH-000211,-0.151733293808
ACH-000215,-0.12754636599000002
ACH-000221,0.0908981629932
ACH-000222,0.043878965188300006
ACH-000223,-0.11559366164999998
ACH-000226,-0.038896829076099995
ACH-000227,-0.184352467994
ACH-000228,-0.043178119499500005
ACH-000231,0.0406194404441
ACH-000232,-0.0175715772572
ACH-000233,0.134688776268
ACH-000234,-0.034230060622
ACH-000235,0.00156122239513
ACH-000237,-0.04670609000730001
ACH-000238,0.16710595280999999
ACH-000243,0.00434935149313
ACH-000244,-0.118136606579
ACH-000246,-0.0765619975999
ACH-000248,-0.208764559201
ACH-000250,-0.050485005929199994
ACH-000251,0.186204163616
ACH-000253,0.0190799347729
ACH-000255,-0.120610576259
ACH-000256,0.08270031103639999
ACH-000257,-0.268804082692
ACH-000258,0.233131041158
ACH-000259,-0.039025365652900004
ACH-000260,0.027756254564299997
ACH-000261,-0.0119015521215
ACH-000262,0.0861118678192
ACH-000263,-0.143327626175
ACH-000264,-0.0853313474556
ACH-000265,0.075623790874
ACH-000266,0.019642439912900003
ACH-000272,-0.128233496196
ACH-000273,0.0404153013815
ACH-000274,0.119966725625
ACH-000277,0.09029076701919998
ACH-000278,-0.155660881017
ACH-000279,0.0555758977663
ACH-000280,-0.04426509343309999
ACH-000281,-0.132756979175
ACH-000288,-0.057466081222599996
ACH-000291,-0.0374035990737
ACH-000293,-0.0263695468502
ACH-000294,-0.159652329394
ACH-000295,-0.0036481781571999997
ACH-000296,0.00651812571051
ACH-000302,-0.117535351086
ACH-000304,-0.0948455620403
ACH-000307,0.0434634074242
ACH-000308,-0.0022994678566
ACH-000310,-0.0332439386359
ACH-000311,0.0676443459563
ACH-000312,-0.0768952082913
ACH-000315,0.0644714370426
ACH-000316,-0.0011945166721099999
ACH-000317,-0.28980593887
ACH-000318,-0.115815989452
ACH-000319,0.013612532364
ACH-000320,0.24683630439800003
ACH-000322,-0.151399900427
ACH-000323,0.07550976696810001
ACH-000324,-0.0693310328455
ACH-000329,-0.0536376996318
ACH-000330,-0.0193574373469
ACH-000331,-0.116166726551
ACH-000332,0.00174431192683
ACH-000334,-0.08505760090780001
ACH-000335,0.0044550927706499995
ACH-000336,-0.0336524049045
ACH-000337,0.059315333703500006
ACH-000339,-0.0897341118528
ACH-000341,0.227194744331
ACH-000348,-0.20331413738200002
ACH-000350,-0.236565584163
ACH-000352,-0.0234298720805
ACH-000356,-0.163778810598
ACH-000361,-0.0638236168254
ACH-000362,-0.147744045702
ACH-000363,-0.173558781257
ACH-000364,0.0807203159731
ACH-000365,-0.0108307246808
ACH-000366,-0.0975529025356
ACH-000368,-0.05373466190719999
ACH-000374,-0.0217782761192
ACH-000375,-0.256356084785
ACH-000376,0.0907038643447
ACH-000381,-0.110064527838
ACH-000383,-0.157219550249
ACH-000387,-0.14922481521400002
ACH-000389,0.14176286957800002
ACH-000390,-0.30481918220800003
ACH-000393,-0.173999223362
ACH-000395,-0.119318924219
ACH-000397,-0.000400984287317
ACH-000401,-0.29351809009
ACH-000402,-0.220758263809
ACH-000403,-0.10619700422
ACH-000404,0.00186036187692
ACH-000406,-0.0609040739283
ACH-000407,0.048028957500999996
ACH-000408,-0.27777534745
ACH-000410,-0.0154880290146
ACH-000411,-0.0609281464333
ACH-000414,0.0567487396818
ACH-000415,0.180526507132
ACH-000416,-0.04301345581180001
ACH-000420,0.116428578266
ACH-000421,-0.226855577183
ACH-000424,-0.122975547509
ACH-000425,-0.006409916223939999
ACH-000426,-0.34336209359700004
ACH-000427,-0.0923854529823
ACH-000433,-0.113779831028
ACH-000436,-0.13658813011600002
ACH-000444,-0.0995543084059
ACH-000445,0.160612546167
ACH-000448,0.0363288236696
ACH-000450,-0.142089158622
ACH-000452,0.0201380925803
ACH-000454,-0.135627123066
ACH-000458,-0.09312475058250001
ACH-000459,0.123799465217
ACH-000460,-0.0241625828613
ACH-000461,0.0807306233772
ACH-000463,-0.225427119747
ACH-000464,0.0815628723543
ACH-000466,-0.0109712299503
ACH-000467,-0.115399954996
ACH-000468,0.104504189343
ACH-000469,0.133729447415
ACH-000470,0.19520764938700003
ACH-000471,0.0378280558616
ACH-000472,-0.0326411763827
ACH-000473,0.07506253845810001
ACH-000475,0.0513490262955
ACH-000476,-0.014552412644400001
ACH-000477,5.43257836325e-06
ACH-000480,0.011894692724799998
ACH-000481,-0.030283348535599997
ACH-000483,-0.0928138675322
ACH-000484,-0.173457052435
ACH-000485,-0.0665825764761
ACH-000486,-0.08346186754939999
ACH-000487,-0.000116720032543
ACH-000488,-0.14787288647299998
ACH-000490,-0.307129272211
ACH-000491,0.0674175474455
ACH-000495,0.0578001548259
ACH-000496,0.19273203527199997
ACH-000499,0.0012364708699400002
ACH-000500,0.0142564295789
ACH-000502,0.09413426471610001
ACH-000503,-0.359329749788
ACH-000505,-0.0155101430055
ACH-000507,-0.230277402544
ACH-000510,-0.0996256472513
ACH-000511,-0.0641178924321
ACH-000512,-0.122446977012
ACH-000516,-0.18195586408
ACH-000517,-0.0026962671506799997
ACH-000518,0.0778779644287
ACH-000520,0.07415213219880001
ACH-000521,0.17565286680599998
ACH-000522,0.08406621744899999
ACH-000524,-0.09241468770160001
ACH-000527,-0.0865196919908
ACH-000528,-0.13856648999600002
ACH-000537,0.0105619425409
ACH-000541,0.124267242686
ACH-000542,-0.060613974721999996
ACH-000544,0.018013837206900002
ACH-000545,0.08529068321630001
ACH-000547,-0.19619501904699999
ACH-000548,-0.210479592397
ACH-000549,-0.206971715091
ACH-000550,0.053537096759
ACH-000552,0.0189413900981
ACH-000556,-0.127643592723
ACH-000557,0.00469463720773
ACH-000570,0.0170345071104
ACH-000571,-0.11318529694700001
ACH-000573,0.137271629513
ACH-000576,-0.192252363907
ACH-000580,-0.114214129335
ACH-000584,0.106012948738
