,EHD2 (30846)
ACH-000004,-0.30268067941300003
ACH-000007,-0.28499144769699997
ACH-000009,-0.00967857792909
ACH-000011,0.0202826900736
ACH-000012,-0.230838963391
ACH-000013,-0.0738802524097
ACH-000014,-0.197549248036
ACH-000015,-0.160701522247
ACH-000017,0.0146688131346
ACH-000018,-0.165136382863
ACH-000019,-0.00634456997371
ACH-000021,-0.108715594477
ACH-000022,-0.218549039454
ACH-000025,0.0024140152850100002
ACH-000028,-0.010295884757399999
ACH-000030,-0.08184573023839999
ACH-000035,-0.102636786572
ACH-000036,-0.030770006983500003
ACH-000037,-0.223959842812
ACH-000039,0.14672092865
ACH-000040,-0.0929696957464
ACH-000041,-0.259007046127
ACH-000042,-0.058267840245
ACH-000045,-0.142808087409
ACH-000047,-0.305134306357
ACH-000052,-0.134616867804
ACH-000053,-0.156790812973
ACH-000054,-0.252547921251
ACH-000055,-0.14525600646
ACH-000060,-0.057227611433300005
ACH-000067,-0.0737691131674
ACH-000070,-0.252125149124
ACH-000075,-0.11882889237
ACH-000078,-0.0689663319143
ACH-000082,-0.232270652036
ACH-000085,-0.0967167341646
ACH-000086,-0.32650535119
ACH-000087,-0.167195164305
ACH-000092,-0.136980104629
ACH-000095,-0.0168355469666
ACH-000097,-0.11029707331599999
ACH-000098,-0.259483531701
ACH-000099,0.147689225181
ACH-000108,-0.139301024124
ACH-000113,-0.12591688172
ACH-000115,-0.0630258831661
ACH-000116,-0.0467562848855
ACH-000118,0.0416006666989
ACH-000120,-0.016795727293400002
ACH-000123,0.0385921029244
ACH-000127,0.00368098793433
ACH-000128,-0.29368556088500003
ACH-000132,0.025074095471700003
ACH-000133,0.0044035431328400005
ACH-000137,-0.379516080276
ACH-000138,-0.03651668953269999
ACH-000142,0.017907036804400003
ACH-000143,-0.00679404429387
ACH-000146,-0.0920157760775
ACH-000148,-0.0957148402512
ACH-000150,-0.113474333623
ACH-000152,-0.0380789094984
ACH-000153,-0.405707275701
ACH-000159,-0.07689918345430001
ACH-000160,-0.130032448254
ACH-000163,-0.168333285803
ACH-000167,-0.008739013243780002
ACH-000168,0.217398257638
ACH-000169,-0.0657427977571
ACH-000178,-0.133237723418
ACH-000182,-0.137186041605
ACH-000183,-0.219550423354
ACH-000188,-0.02308676601
ACH-000189,-0.07533486602
ACH-000190,-0.008880518311110001
ACH-000198,-0.092746078389
ACH-000204,-0.470786809921
ACH-000206,0.142713074121
ACH-000207,-0.16959595008499997
ACH-000211,-0.007873398852850001
ACH-000215,-0.0365626529489
ACH-000221,-0.015118046916399999
ACH-000222,-0.0798313241658
ACH-000223,0.015426797119400001
ACH-000226,-0.0675218082555
ACH-000227,0.034989638218900006
ACH-000228,0.06459191320299999
ACH-000231,-0.107549332108
ACH-000232,-0.057466795370399996
ACH-000233,-0.220375005033
ACH-000234,-0.13209973434900002
ACH-000235,-0.12022428798800001
ACH-000237,-0.159626065789
ACH-000238,-0.137512694763
ACH-000243,0.0860514791647
ACH-000244,0.16030904190099998
ACH-000246,-0.120250520207
ACH-000248,0.100387398628
ACH-000250,-0.12306711203199999
ACH-000251,0.12254155322999999
ACH-000253,-0.265966052124
ACH-000255,-0.115766741272
ACH-000256,-0.0380196424999
ACH-000257,0.0286042010891
ACH-000258,0.32460051566799997
ACH-000259,-0.046928668176699995
ACH-000260,-0.0653700375197
ACH-000261,-0.067374470178
ACH-000262,-0.344010624823
ACH-000263,0.181959112479
ACH-000264,0.019818103567400002
ACH-000265,-0.10585411183700001
ACH-000266,-0.0453483463493
ACH-000272,0.006422511524979999
ACH-000273,-0.07919886240960002
ACH-000274,-0.06701606367330001
ACH-000277,0.010135662145799999
ACH-000278,-0.11006043133400001
ACH-000279,-0.145291280997
ACH-000280,-0.027096812274199997
ACH-000281,0.0121251631749
ACH-000288,-0.0696561973892
ACH-000291,-0.102278068289
ACH-000293,0.0881214279675
ACH-000294,-0.443428824802
ACH-000295,-0.277878340241
ACH-000296,-0.144440086986
ACH-000302,-0.313745560301
ACH-000304,0.19558597238400002
ACH-000307,0.104924838662
ACH-000308,-0.111112472106
ACH-000310,0.229281033424
ACH-000311,0.0504939397089
ACH-000312,0.09577735397579999
ACH-000315,-0.01840224373
ACH-000316,0.057836169215199996
ACH-000317,0.12431950462300001
ACH-000318,-0.178282336664
ACH-000319,0.05430400968230001
ACH-000320,0.0195285091598
ACH-000322,-0.016926158171999998
ACH-000323,-0.164376991428
ACH-000324,-0.00263473829038
ACH-000329,-0.0113325547612
ACH-000330,0.030140653747
ACH-000331,-0.049788708413500006
ACH-000332,-0.136966710864
ACH-000334,-0.238746004596
ACH-000335,-0.38418270574600005
ACH-000336,0.039168649355599994
ACH-000337,-0.0636404023395
ACH-000339,-0.0190095017983
ACH-000341,-0.42813102057700003
ACH-000348,-0.12328095277899999
ACH-000350,-0.084507953651
ACH-000352,-0.180884723516
ACH-000356,-0.104555979701
ACH-000361,-0.0113174840736
ACH-000362,-0.006693709718770001
ACH-000363,-0.046591348828600006
ACH-000364,-0.060184173703800005
ACH-000365,-0.0334972961998
ACH-000366,-0.336138030198
ACH-000368,-0.107903527112
ACH-000374,-0.052516193809900004
ACH-000375,-0.0838479809464
ACH-000376,-0.071131387966
ACH-000381,0.021244841423
ACH-000383,-0.125662348545
ACH-000387,0.224375573284
ACH-000389,-0.325081362608
ACH-000390,-0.0634111020888
ACH-000393,-0.0638414783272
ACH-000395,-0.0527617895045
ACH-000397,-0.186406925176
ACH-000401,-0.14339461413
ACH-000402,-0.138234866961
ACH-000403,-0.12018332419500001
ACH-000404,0.057073042647400006
ACH-000406,-0.042666025198900004
ACH-000407,-0.288003087575
ACH-000408,-0.0647829507085
ACH-000410,-0.0866454595401
ACH-000411,-0.08261755104389999
ACH-000414,0.0615053151417
ACH-000415,-0.0437557000643
ACH-000416,-0.21520869903099998
ACH-000420,-0.23111468218400003
ACH-000421,-0.103372707423
ACH-000424,0.21013379799899998
ACH-000425,0.0339852738187
ACH-000426,-0.0967499022297
ACH-000427,-0.340570630333
ACH-000433,-0.16555591409499998
ACH-000436,-0.233510677079
ACH-000444,-0.10206537588999999
ACH-000445,-0.291995328543
ACH-000448,-0.199353598371
ACH-000450,-0.10584520131200001
ACH-000452,0.05967404613130001
ACH-000454,-0.114615790417
ACH-000458,-0.08271671469039998
ACH-000459,0.0794674304714
ACH-000460,-0.0930063797209
ACH-000461,-0.0706264604624
ACH-000463,-0.363633995733
ACH-000464,-0.09697372359380001
ACH-000466,-0.0563124392454
ACH-000467,0.107345283493
ACH-000468,0.038616191930900004
ACH-000469,-0.12328284455999998
ACH-000470,-0.198082063675
ACH-000471,0.0401012427127
ACH-000472,-0.0839871188989
ACH-000473,0.07011016253619999
ACH-000475,-0.0922607158251
ACH-000476,-0.162965567158
ACH-000477,0.190310941961
