,RNMTL1 (55178)
ACH-000004,-0.0368926355075
ACH-000007,-0.444392971539
ACH-000009,-0.355611011339
ACH-000011,-0.11616211645999999
ACH-000012,-0.263788726556
ACH-000013,-0.489608084254
ACH-000014,-0.286393570556
ACH-000015,-0.5455252485809999
ACH-000017,-0.277488535458
ACH-000018,-0.08659315065960001
ACH-000019,-0.39282253637100006
ACH-000021,-0.18173019764000004
ACH-000022,-0.5278149736559999
ACH-000025,-0.31632850924
ACH-000028,-0.7072664787899999
ACH-000030,-0.231016954985
ACH-000035,-0.377845950743
ACH-000036,-0.019865776098799998
ACH-000037,-0.496779388398
ACH-000039,-0.06622389867980001
ACH-000040,-0.36287869639200004
ACH-000041,-0.326553457325
ACH-000042,-0.25979327650600004
ACH-000045,-0.20965833945
ACH-000047,-0.644527430457
ACH-000052,-0.486713927908
ACH-000053,-0.193660018622
ACH-000054,-0.309810444213
ACH-000055,-0.160874654233
ACH-000060,-0.504290217363
ACH-000067,-0.09563396380010002
ACH-000070,-0.29863344482099996
ACH-000075,-0.23513184336399998
ACH-000078,-0.46091082705700004
ACH-000082,-0.253761393137
ACH-000085,-0.12472644266499999
ACH-000086,-0.5619359116089999
ACH-000087,-0.337489129673
ACH-000092,-0.213529319749
ACH-000095,-0.0843753715045
ACH-000097,-0.106824443447
ACH-000098,-0.258507460308
ACH-000099,-0.592554739358
ACH-000108,-0.19133711613499998
ACH-000113,-0.73168803462
ACH-000115,-0.399052474112
ACH-000116,-0.23962973506700003
ACH-000118,-0.6833899530679999
ACH-000120,-0.120815491026
ACH-000123,-0.471098489661
ACH-000127,-0.328025475735
ACH-000128,-0.562501635985
ACH-000132,-0.310308969106
ACH-000133,-0.353750716228
ACH-000137,-0.35759509171099996
ACH-000138,-0.23358884636
ACH-000142,-0.153383619582
ACH-000143,-0.320782521976
ACH-000146,-0.17019076745499997
ACH-000148,-0.386583034842
ACH-000150,-0.46631135733
ACH-000152,-0.21758067733000003
ACH-000153,-0.496589304617
ACH-000159,-0.267770784737
ACH-000160,-0.656705686954
ACH-000163,-0.205088118324
ACH-000167,-0.329317326635
ACH-000168,-0.308634163596
ACH-000169,-0.367750598992
ACH-000178,-0.366907911258
ACH-000182,-0.606017894286
ACH-000183,-0.10650234998199999
ACH-000188,-0.36223879484099997
ACH-000189,-0.300056062279
ACH-000190,-0.50388018147
ACH-000198,-0.369249908402
ACH-000204,-0.5036391413660001
ACH-000206,-0.0166122828165
ACH-000207,-0.421840592198
ACH-000211,-0.324634022231
ACH-000215,-0.275071472363
ACH-000221,-0.613366424241
ACH-000222,-0.209619153641
ACH-000223,-0.348876989426
ACH-000226,-0.141196372009
ACH-000227,-0.18059682416099998
ACH-000228,-0.320083754048
ACH-000231,-0.0876863703943
ACH-000232,-0.48767894717
ACH-000233,-0.20475446701299999
ACH-000234,-0.35777860991
ACH-000235,-0.17332290647999998
ACH-000237,-0.0811339171633
ACH-000238,-0.308415469168
ACH-000243,-0.205622801076
ACH-000244,-0.18443081811700002
ACH-000246,-0.55986525415
ACH-000248,-0.20339492448600002
ACH-000250,-0.057748497815500004
ACH-000251,-0.25712428383200003
ACH-000253,-0.133794300113
ACH-000255,-0.19211691484700003
ACH-000256,-0.425647457095
ACH-000257,-0.363511779466
ACH-000258,-0.30407329860300003
ACH-000259,-0.7435559275579999
ACH-000260,-0.23797188987
ACH-000261,-0.04704072083409999
ACH-000262,-0.33362112818000006
ACH-000263,-0.280029191554
ACH-000264,-0.244409227502
ACH-000265,-0.625348603412
ACH-000266,-0.24367096857599999
ACH-000272,-0.23121222430100002
ACH-000273,-0.255191451913
ACH-000274,-0.34903558996899997
ACH-000277,-0.45557414345299996
ACH-000278,-0.200332363678
ACH-000279,-0.380813506011
ACH-000280,-0.429986464305
ACH-000281,-0.46959161420699996
ACH-000288,-0.43125903693400003
ACH-000291,-0.379274910677
ACH-000293,-0.5056525947899999
ACH-000294,0.159427860728
ACH-000295,-0.0782360311365
ACH-000296,-0.0308971004628
ACH-000302,-0.445107061756
ACH-000304,-0.557003067352
ACH-000307,-0.191191832273
ACH-000308,-0.17580651175999998
ACH-000310,-0.410474140131
ACH-000311,-0.39563543147
ACH-000312,-0.328467368526
ACH-000315,-0.0786153739537
ACH-000316,-0.48320475849600003
ACH-000317,-0.241634331553
ACH-000318,-0.48508442075499997
ACH-000319,-0.311033131901
ACH-000320,-0.206143681388
ACH-000322,-0.471156312848
ACH-000323,-0.37108341008699997
ACH-000324,-0.21032833938499998
ACH-000329,-0.398381429441
ACH-000330,-0.2559398931
ACH-000331,-0.192986491187
ACH-000332,-0.253949373317
ACH-000334,-0.07841820036569999
ACH-000335,-0.0840501018781
ACH-000336,-0.477708591514
ACH-000337,-0.0603792871048
ACH-000339,-0.174677528016
ACH-000341,-0.29968786452199997
ACH-000348,-0.333128817651
ACH-000350,-0.466493347642
ACH-000352,-0.29126019342500004
ACH-000356,-0.294924081305
ACH-000361,-0.25867290782200003
ACH-000362,-0.100569952272
ACH-000363,-0.244481296899
ACH-000364,-0.43500801537699996
ACH-000365,-0.15997987777
ACH-000366,-0.112761712442
ACH-000368,-0.313506380053
ACH-000374,-0.614422290641
ACH-000375,-0.223239781922
ACH-000376,-0.297375399302
ACH-000381,-0.658646325704
ACH-000383,-0.255902975669
ACH-000387,-0.150417140249
ACH-000389,-0.157896734076
ACH-000390,-0.46896035993100005
ACH-000393,-0.232096515143
ACH-000395,-0.22329928438700003
ACH-000397,-0.22719371688
ACH-000401,-0.31676991990200004
ACH-000402,-0.0884097479204
ACH-000403,-0.24654252625
ACH-000404,-0.454442049693
ACH-000406,-0.438951960857
ACH-000407,-0.318647490408
ACH-000408,-0.348026403231
ACH-000410,-0.293738779401
ACH-000411,-0.132203775317
ACH-000414,-0.281916684811
ACH-000415,-0.299901440057
ACH-000416,-0.0537472991125
ACH-000420,-0.26756154651
ACH-000421,-0.08804562517560001
ACH-000424,-0.40328012966300003
ACH-000425,-0.339805929406
ACH-000426,-0.260326193489
ACH-000427,-0.390588499374
ACH-000433,-0.016145200076600003
ACH-000436,-0.191044139268
ACH-000444,-0.543797535746
ACH-000445,-0.210767907649
ACH-000448,-0.208512511788
ACH-000450,-0.545837302971
ACH-000452,-0.17807736320099998
ACH-000454,-0.479695145391
ACH-000458,-0.384951801942
ACH-000459,-0.873168873847
ACH-000460,-0.326801982619
ACH-000461,-0.314453186114
ACH-000463,-0.0894362125257
ACH-000464,-0.166478083423
ACH-000466,-0.194844968605
ACH-000467,-0.692822649501
ACH-000468,-0.5330081367399999
ACH-000469,-0.441120832367
ACH-000470,-0.0029169050900300004
ACH-000471,-0.144829713183
ACH-000472,-0.197855757321
ACH-000473,-0.43190507780000004
ACH-000475,-0.380801995546
ACH-000476,-0.5428700208730001
ACH-000477,-0.31834770928399997
ACH-000480,-0.263077741927
ACH-000481,-0.263939284356
ACH-000483,-0.580982248165
ACH-000484,-0.17173380478300002
ACH-000485,-0.12544242548100001
ACH-000486,-0.117821554222
ACH-000487,-0.596572904259
ACH-000488,-0.817224150749
ACH-000490,-0.40772654211099996
ACH-000491,-0.503981949227
ACH-000495,-0.267444371567
ACH-000496,-0.23028346864
ACH-000499,-0.48933509513000006
ACH-000500,-0.673542760175
ACH-000502,-0.175486161376
ACH-000503,-0.523061240266
ACH-000505,-0.26672282503
ACH-000507,-0.618605552625
ACH-000510,-0.439606361279
ACH-000511,-0.0106315796094
ACH-000512,-0.28945640113000004
ACH-000516,-0.268347725392
ACH-000517,-0.19613447695500003
ACH-000518,-0.285608850237
ACH-000520,-0.151274313177
ACH-000521,-0.345693547405
ACH-000522,-0.386391171926
ACH-000524,-0.25677251199
ACH-000527,-0.5841609113449999
ACH-000528,-0.425302703886
ACH-000537,-0.48589482303099996
ACH-000541,-0.240117915038
ACH-000542,-0.17893728708099998
ACH-000544,-0.47426161870300004
ACH-000545,-0.40742829454
ACH-000547,-0.289427382167
ACH-000548,-0.0811881487875
ACH-000549,-0.180231473306
ACH-000550,-0.213639467249
ACH-000552,-0.247036693028
ACH-000556,-0.303408205517
ACH-000557,-0.265887040898
ACH-000570,-0.5308085395709999
ACH-000571,-0.37447376492299994
ACH-000573,-0.166535692844
ACH-000576,-0.21693981792599998
ACH-000580,0.019463657684099998
ACH-000584,-0.32084925143000004
