,RAD51D (5892)
ACH-000204,-1.10805279048
ACH-000206,-1.5802596106
ACH-000207,-1.2473568247700002
ACH-000211,-1.05207823121
ACH-000215,-0.907627860388
ACH-000221,-0.984684729495
ACH-000222,-1.3983888227799999
ACH-000223,-1.28544488926
ACH-000226,-1.11302601324
ACH-000227,-0.8672364908750001
ACH-000228,-1.03082995428
ACH-000231,-1.05327493615
ACH-000232,-1.196635403
ACH-000233,-1.24316678538
ACH-000234,-1.12232307407
ACH-000235,-1.0025661450799999
ACH-000237,-1.0945506626200001
ACH-000238,-1.06514171525
ACH-000243,-1.2233920576100001
ACH-000244,-0.891310546038
ACH-000246,-0.908682458883
ACH-000248,-1.13183767153
ACH-000250,-0.47324626153399996
ACH-000251,-1.22239257592
ACH-000253,-0.7357553207709999
ACH-000255,-1.2662837331999999
ACH-000256,-0.707049221601
ACH-000257,-0.314113795322
ACH-000258,-1.2649402110299999
ACH-000259,-0.885084026903
ACH-000260,-0.7216678395430001
ACH-000261,-1.2901192500399998
ACH-000262,-0.964292429642
ACH-000263,-0.6888151184360001
ACH-000264,-0.668828547222
ACH-000265,-0.979971848347
ACH-000266,-0.938694486012
ACH-000272,-1.21210764201
ACH-000273,-0.7196825763760001
ACH-000274,-0.697846106409
ACH-000277,-0.817777409577
ACH-000278,-1.0456081086
ACH-000279,-1.15424795001
ACH-000280,-1.04759451356
ACH-000281,-0.925986934885
ACH-000288,-0.9649479094850001
ACH-000291,-0.814342999285
ACH-000293,-0.8309519805869999
ACH-000294,-0.738716065949
ACH-000295,-0.700807117379
ACH-000296,-0.91308245701
ACH-000302,-0.762593535516
ACH-000304,-1.57360883979
ACH-000307,-0.796053601026
ACH-000308,-0.7123045804420001
ACH-000310,-0.844930831734
ACH-000311,-0.9028580961839999
ACH-000312,-0.854355333661
ACH-000315,-0.8787943652060001
ACH-000316,-1.31686160774
ACH-000317,-0.994417775314
ACH-000318,-0.947377849559
ACH-000319,-1.23177551912
ACH-000320,-1.02215571957
ACH-000322,-0.621196809751
ACH-000323,-1.23854354635
ACH-000324,-0.9153808137360001
ACH-000329,-0.9642110879639999
ACH-000330,-0.8166851821259999
ACH-000331,-0.932144108616
ACH-000332,-1.06630433596
ACH-000334,-0.7758161942820001
ACH-000335,-1.05083532993
ACH-000336,-1.14706905406
ACH-000337,-0.9307280389720001
ACH-000339,-1.32056231597
ACH-000341,-0.712024545304
ACH-000348,-1.2619186446
ACH-000350,-0.836254211672
ACH-000352,-0.885428781151
ACH-000356,-0.5973019972110001
ACH-000361,-1.4358688939300002
ACH-000362,-1.05471076685
ACH-000363,-1.10321415406
ACH-000364,-0.9783391020209999
ACH-000365,-0.790414685837
ACH-000366,-0.641768238227
ACH-000368,-1.05679654416
ACH-000374,-1.0642697338
ACH-000375,-0.987359304938
ACH-000376,-1.0898312496200002
ACH-000381,-1.04895827584
ACH-000383,-0.759072265916
ACH-000387,-1.03612590473
ACH-000389,-0.851533903159
ACH-000390,-0.7302483967290001
ACH-000393,-0.9200777685089999
ACH-000395,-0.919214915751
ACH-000397,-1.15339912096
ACH-000401,-1.09161095286
ACH-000402,-1.13198395832
ACH-000403,-0.827114944144
ACH-000404,-0.6851154549160001
ACH-000406,-0.8467941012260001
ACH-000407,-1.2623063881299998
ACH-000408,-1.1756423979200001
ACH-000410,-1.21537043271
ACH-000411,-0.996301228362
ACH-000414,-1.29838168569
ACH-000415,-1.29832874565
ACH-000416,-1.26690204165
ACH-000420,-0.72800686401
ACH-000421,-0.744823266146
ACH-000424,-1.05396517795
ACH-000425,-0.811536579156
ACH-000426,-1.36718628086
ACH-000427,-0.7241743933339999
ACH-000433,-0.7453408018709999
ACH-000436,-0.9992152752339999
ACH-000444,-1.1547627144900001
ACH-000445,-0.7314084940209999
ACH-000448,-0.850317791339
ACH-000450,-0.925404880374
ACH-000452,-0.7564112643199999
ACH-000454,-0.9785079054449999
ACH-000458,-1.02499953594
ACH-000459,-1.16542700173
ACH-000460,-0.871790703543
ACH-000461,-0.886308677351
ACH-000463,-0.800021853646
ACH-000464,-0.839013893857
ACH-000466,-0.959280837472
ACH-000467,-0.8802617267370001
ACH-000468,-0.690786501159
ACH-000469,-1.00143259245
ACH-000470,-1.45823443463
ACH-000471,-0.661728239108
ACH-000472,-1.40653303271
ACH-000473,-1.1958709685100002
ACH-000475,-0.8123759588249999
ACH-000476,-0.8638673812180001
ACH-000477,-0.7287560607089999
ACH-000480,-1.1211676940000002
ACH-000481,-0.690988691769
ACH-000483,-1.09639591542
ACH-000484,-1.00648486753
ACH-000485,-0.6788359190109999
ACH-000486,-0.882573345872
ACH-000487,-1.1935124049099999
ACH-000488,-1.07715597871
ACH-000490,-0.715646393227
ACH-000491,-1.05254021167
ACH-000495,-1.32097247126
ACH-000496,-1.1651575186299998
ACH-000499,-1.02723398434
ACH-000500,-0.7569359387450001
ACH-000502,-0.673350184505
ACH-000503,-1.52513734908
ACH-000505,-0.931310462425
ACH-000507,-0.792884072034
ACH-000510,-0.877563950427
ACH-000511,-0.8165208324079999
ACH-000512,-0.869405627191
ACH-000516,-0.815316295698
ACH-000517,-0.7074672905320001
ACH-000518,-1.02960647735
ACH-000520,-1.28520386063
ACH-000521,-1.1383149612799999
ACH-000522,-1.29669428022
ACH-000524,-0.722770153752
ACH-000527,-0.812849417753
ACH-000528,-1.34571764845
ACH-000537,-0.761693275479
ACH-000541,-0.672308450188
ACH-000542,-1.24531330231
ACH-000544,-0.878772720155
ACH-000545,-1.02825799234
ACH-000547,-1.10931365321
ACH-000548,-0.8458821839309999
ACH-000549,-1.14634365784
ACH-000550,-1.0604315652
ACH-000552,-0.74044913062
ACH-000556,-0.6899796708050001
ACH-000557,-1.12556745757
ACH-000570,-1.1578067538099999
ACH-000571,-0.8920874458210001
ACH-000573,-0.5304936997290001
ACH-000576,-1.0891211449299998
ACH-000580,-0.580261747743
ACH-000584,-1.3085268727700001
ACH-000585,-0.5422444748049999
ACH-000588,-1.30889591037
ACH-000589,-0.760838662033
ACH-000591,-0.807765533969
ACH-000593,-0.655381750344
ACH-000600,-0.749515441932
ACH-000601,-0.8800719723999999
ACH-000604,-1.64603067934
ACH-000605,-1.30973949058
ACH-000606,-0.84649696362
ACH-000608,-1.11384094861
ACH-000614,-0.51261731526
ACH-000616,-0.968487250597
ACH-000618,-1.1075436410600001
ACH-000619,-0.844044808126
ACH-000620,-0.714998463344
ACH-000621,-0.9056142019460001
ACH-000622,-0.7810493396349999
ACH-000623,-0.8237679497939999
ACH-000624,-0.7512010429629999
ACH-000627,-1.02997425999
ACH-000630,-0.832711610043
ACH-000632,-1.1572799031
ACH-000633,-0.788752687582
ACH-000637,-1.17269240151
ACH-000638,-1.0181211177200002
ACH-000646,-0.7705974360369999
ACH-000647,-0.9811250937989999
ACH-000648,-0.706708724141
ACH-000649,-1.1459043034
ACH-000651,-0.936789726253
ACH-000652,-1.17513890165
ACH-000653,-1.12889633552
ACH-000657,-1.08842841329
ACH-000658,-0.967400132785
ACH-000661,-0.7625475443970001
ACH-000662,-0.9198366409909999
ACH-000663,-0.9315150982179999
ACH-000665,-0.637754991312
ACH-000671,-0.912572040982
ACH-000673,-0.7866907142890001
ACH-000676,-0.871319021974
ACH-000677,-0.809046861165
ACH-000681,-0.891102348072
ACH-000682,-1.13820312305
ACH-000683,-0.6127058848929999
ACH-000684,-1.33829847238
ACH-000688,-1.3550248487399998
ACH-000693,-1.07427510608
ACH-000694,-1.18614283593
ACH-000695,-0.9725159378270001
ACH-000696,-1.10480211452
ACH-000697,-0.8611091391310001
ACH-000699,-0.856717435786
ACH-000701,-0.625880434304
ACH-000706,-1.14629416662
ACH-000711,-0.803024576409
ACH-000713,-1.20296990412
ACH-000714,-1.0967901469799999
ACH-000718,-1.0436759230200001
ACH-000720,-1.49719329405
ACH-000721,-0.973901867001
ACH-000724,-0.866494853777
ACH-000725,-0.9800848819560001
ACH-000732,-1.05788701354
ACH-000734,-0.7542403271770001
ACH-000735,-0.847239996618
ACH-000736,-0.38202200989699997
ACH-000738,-1.09967180452
ACH-000746,-0.668577138033
ACH-000747,-0.7316384725399999
ACH-000748,-1.1616748128
ACH-000753,-0.6196357677800001
ACH-000756,-1.05078836845
ACH-000757,-0.560972660833
ACH-000758,-1.00771268577
ACH-000760,-0.42356555152500003
ACH-000763,-1.28278088556
ACH-000764,-1.2572927025299998
ACH-000765,-0.7837818098199999
ACH-000766,-0.7874863610609999
ACH-000767,-0.811342813563
ACH-000768,-1.33063019448
ACH-000769,-1.0591120846700002
ACH-000770,-0.9079589192299999
ACH-000771,-1.03555791125
ACH-000773,-0.858498452305
ACH-000776,-0.796154053702
ACH-000777,-1.2534154626
ACH-000778,-1.1004503268299999
ACH-000781,-1.0391733453799998
ACH-000782,-0.805965917028
ACH-000783,-0.78872035316
ACH-000784,-0.993332369114
ACH-000785,-1.54907217621
ACH-000787,-1.35967736681
ACH-000788,-1.18440907068
ACH-000791,-0.8608835768449999
ACH-000792,-0.892826835925
ACH-000794,-0.775942098
ACH-000796,-1.4154322241100001
ACH-000799,-0.830230674412
ACH-000800,-0.58222213912
ACH-000802,-0.979781292648
ACH-000804,-0.9193949584540001
ACH-000805,-1.03743567704
ACH-000809,-1.3669910354700001
ACH-000810,-0.908850146178
ACH-000811,-0.8795209915209999
ACH-000817,-1.09157766081
ACH-000819,-1.1275408313200002
ACH-000820,-0.312452356631
ACH-000821,-0.925172817084
ACH-000822,-0.883757595507
ACH-000823,-1.06763297847
ACH-000824,-0.600909233362
ACH-000827,-0.9663307360850001
ACH-000829,-1.21756907325
ACH-000831,-1.2283727606100001
ACH-000832,-0.8755858857909999
ACH-000833,-0.688415317693
ACH-000834,-0.899189436856
ACH-000835,-1.27030546112
ACH-000836,-1.39970086831
ACH-000837,-1.1010525885200002
ACH-000838,-1.2640342704
ACH-000839,-0.827633368038
ACH-000840,-0.737522253315
ACH-000841,-1.32960164575
ACH-000843,-1.10877492608
ACH-000846,-0.568704810842
ACH-000847,-0.8901419091339999
ACH-000848,-0.960153725666
ACH-000849,-1.3130925989
ACH-000851,-0.915391681939
ACH-000855,-1.69441932838
ACH-000856,-0.936410392174
ACH-000858,-1.14929533343
ACH-000859,-1.20666809797
ACH-000861,-1.02068154852
ACH-000862,-0.9981037080700002
ACH-000865,-1.1109645983399998
ACH-000866,-0.966774304123
ACH-000867,-0.8779587771009999
ACH-000869,-1.10721450009
ACH-000872,-0.9984178895170001
ACH-000873,-1.1910369020799998
ACH-000876,-1.7362360592299997
ACH-000878,-1.05888935926
ACH-000880,-1.3365531592
ACH-000881,-0.9736385694490001
ACH-000882,-0.837137548674
ACH-000884,-1.13441446908
ACH-000885,-0.737051853487
ACH-000887,-1.0767717128
ACH-000888,-0.9286471464530001
ACH-000889,-0.95787035359
ACH-000890,-1.2410373261499998
ACH-000896,-0.670868146173
ACH-000898,-0.550063568559
ACH-000900,-0.948054562078
ACH-000901,-1.10824395971
ACH-000905,-1.08295563219
ACH-000906,-1.30108588978
ACH-000907,-1.13827731405
ACH-000910,-0.838759455516
ACH-000911,-1.15343322362
ACH-000912,-1.05504587791
ACH-000913,-1.22535167465
ACH-000915,-0.715519567862
ACH-000916,-0.9859030694230001
ACH-000917,-1.16730335823
ACH-000921,-1.10079173403
ACH-000924,-0.911795098846
ACH-000926,-1.1080727054200001
ACH-000928,-0.725531809894
ACH-000929,-0.875255311848
ACH-000932,-0.720204452973
ACH-000935,-0.981709632334
ACH-000936,-1.0288109184
ACH-000937,-0.820017043273
ACH-000938,-1.23551582005
ACH-000939,-0.8428228150849999
ACH-000941,-0.734119619535
ACH-000943,-1.07192555347
ACH-000946,-1.31325567508
ACH-000947,-1.18813873916
ACH-000948,-1.0265453282700001
ACH-000950,-0.9167495338339999
ACH-000953,-0.47433130760799996
ACH-000957,-0.863541882805
ACH-000958,-0.9217142654029999
ACH-000960,-1.1578278634299999
ACH-000963,-0.973639595418
ACH-000968,-0.7613115177850001
ACH-000969,-1.06023200756
ACH-000973,-1.2177164519700001
ACH-000974,-1.0700548571700002
ACH-000975,-0.945772485553
ACH-000976,-0.8773454390659999
ACH-000978,-0.991471970211
ACH-000980,-0.527676157417
ACH-000984,-0.591317305378
ACH-000986,-0.8892971689120001
ACH-000988,-1.3053160531799999
ACH-000993,-0.9378422073549999
ACH-000994,-1.0528331180600001
ACH-000996,-0.37456042127800004
ACH-001001,-1.32994218937
ACH-001020,-1.08552698496
ACH-001028,-0.8263546916769999
ACH-001031,-0.854316436559
ACH-001038,-0.792900930255
ACH-001048,-0.9539277825399999
ACH-001050,-1.16669942885
ACH-001053,-0.9222628376459999
ACH-001054,-1.27047158919
ACH-001061,-1.06905316345
ACH-001067,-0.860004529152
ACH-001075,-1.06100449155
ACH-001096,-0.942770490291
ACH-001128,-0.5653863441929999
ACH-001134,-0.889175994094
ACH-001151,-1.1530302593100001
ACH-001163,-0.7471590712780001
ACH-001164,-1.34651720637
ACH-001173,-1.14962655856
ACH-001183,-0.89998784155
ACH-001184,-0.916746336711
ACH-001190,-0.5599887155300001
ACH-001192,-1.05831771839
ACH-001193,-0.983952271267
ACH-001196,-1.00637856621
ACH-001197,-0.779802828769
ACH-001205,-0.961513541535
ACH-001211,-0.8156267695270001
ACH-001212,-1.0028775911499999
ACH-001228,-0.6886247513320001
ACH-001232,-1.081888455
ACH-001239,-0.9837160725380001
ACH-001274,-0.8774084358059999
ACH-001275,-1.01266929661
ACH-001277,-0.607041987937
ACH-001278,-1.10686522256
ACH-001280,-1.46676669757
ACH-001283,-1.00533711919
ACH-001289,-0.794721809264
ACH-001295,-1.1394970665000002
ACH-001300,-0.6025163463000001
ACH-001301,-1.12772631153
ACH-001302,-0.7094244865389999
ACH-001303,-0.675739871353
ACH-001306,-0.849801768158
ACH-001318,-1.02287326657
ACH-001322,-0.93024686403
ACH-001328,-0.634045243014
ACH-001332,-0.924499564311
ACH-001333,-1.0705817674200002
ACH-001336,-0.908779267462
ACH-001340,-1.10533152112
ACH-001346,-0.995875873776
ACH-001353,-0.8529434382
ACH-001354,-1.71822487783
ACH-001367,-1.0514372856899998
ACH-001368,-1.08463842532
ACH-001374,-0.898702613585
ACH-001375,-0.606654370523
ACH-001377,-0.868067003956
ACH-001380,-0.987158173844
ACH-001391,-0.635393366773
ACH-001407,-1.1469553691299998
ACH-001408,-1.41672885521
ACH-001413,-0.665274046746
ACH-001430,-0.9830503204009999
ACH-001431,-0.9636447413510001
ACH-001450,-0.874459378794
ACH-001496,-0.7285962167829999
ACH-001500,-0.8517731379729999
ACH-001521,-0.737480798337
ACH-001523,-1.21894124774
ACH-001532,-0.796258977039
ACH-001536,-0.9741849237569999
ACH-001550,-1.07725507705
ACH-001552,-1.2686680271600002
ACH-001554,-1.07538626506
ACH-001645,-1.06382571658
ACH-001654,-0.979192492246
ACH-001715,-0.776320924801
ACH-001735,-0.767833102204
ACH-001736,-1.09184905313
ACH-001737,-1.16802131445
ACH-001740,-0.617016301906
ACH-001745,-0.605231213417
ACH-001750,-0.9887611945720001
ACH-001765,-0.41567607043399996
ACH-001956,-0.591345300431
ACH-001957,-1.14341474463
