,IKBKE (9641)
ACH-000004,-0.202674503041
ACH-000007,-0.141452626973
ACH-000009,-0.147756877201
ACH-000011,0.0555939839529
ACH-000012,-0.0813691175208
ACH-000013,-0.117517653497
ACH-000014,0.0885246475212
ACH-000015,-0.206755515843
ACH-000017,-0.07474488440600001
ACH-000018,0.025079216595000002
ACH-000019,-0.272080525432
ACH-000021,-0.199398977289
ACH-000022,-0.0445056820804
ACH-000025,-0.0228337571067
ACH-000028,-0.218603819666
ACH-000030,0.043467488468000005
ACH-000035,0.125142985216
ACH-000036,0.0877174699945
ACH-000037,-0.054147110843
ACH-000039,-0.144440062351
ACH-000040,0.185027746387
ACH-000041,-0.212747786077
ACH-000042,-0.133619186596
ACH-000045,0.117175647949
ACH-000047,-0.0675248096098
ACH-000052,0.30624097297200004
ACH-000053,-0.00596697510565
ACH-000054,-0.0821250885885
ACH-000055,0.108574688095
ACH-000060,-0.0874383409492
ACH-000067,-0.036588097897199995
ACH-000070,-0.111824526061
ACH-000075,-0.268108495528
ACH-000078,0.0302842122793
ACH-000082,0.0182111872914
ACH-000085,0.0616849292065
ACH-000086,-0.238177480203
ACH-000087,-0.0030154473477099998
ACH-000092,-0.11937949003699999
ACH-000095,0.0899191988861
ACH-000097,-0.169152845308
ACH-000098,-0.0758482018728
ACH-000099,0.129178996261
ACH-000108,-0.0200305407901
ACH-000113,0.025946549388999998
ACH-000115,-0.0592046096385
ACH-000116,0.07224236810189999
ACH-000118,-0.102115490559
ACH-000120,-0.208056895537
ACH-000123,-0.0236788403794
ACH-000127,0.052574488738599996
ACH-000128,-0.07976289074689999
ACH-000132,0.09232344375089999
ACH-000133,0.06265272647009999
ACH-000137,0.0624016269275
ACH-000138,-0.00677042750292
ACH-000142,-0.0281847253455
ACH-000143,-0.11846558305400001
ACH-000146,0.0240245130521
ACH-000148,-0.23543127342700002
ACH-000150,-0.00535822131218
ACH-000152,0.0491269806637
ACH-000153,-0.160148850965
ACH-000159,-0.0419351535794
ACH-000160,0.055501125258599994
ACH-000163,0.12343555312799999
ACH-000167,0.377411241938
ACH-000168,-0.033162415894
ACH-000169,-0.053449810341499995
ACH-000178,0.0434210964855
ACH-000182,0.022348521992500002
ACH-000183,0.019658487585299998
ACH-000188,-0.143581796568
ACH-000189,-0.37809480113300004
ACH-000190,-0.25995825388099997
ACH-000198,0.11045856226
ACH-000204,-0.077443444675
ACH-000206,0.04410699919419999
ACH-000207,0.155143134992
ACH-000211,0.0924362010427
ACH-000215,-0.008214677977680001
ACH-000221,0.120432378953
ACH-000222,-0.1873782349
ACH-000223,0.0193192483548
ACH-000226,-0.137282456453
ACH-000227,0.08223775604660001
ACH-000228,0.023609133453999998
ACH-000231,-0.0207555168215
ACH-000232,0.0660651785328
ACH-000233,-0.15993040867900002
ACH-000234,-0.052370720993099994
ACH-000235,-0.16967259177299998
ACH-000237,0.0589631614778
ACH-000238,-0.0971436478475
ACH-000243,-0.0810362971605
ACH-000244,-0.269760478143
ACH-000246,0.0664449974815
ACH-000248,0.106258400867
ACH-000250,0.034739878194400005
ACH-000251,-0.0361575889993
ACH-000253,-0.0313264827445
ACH-000255,0.183137261243
ACH-000256,-0.00503420676051
ACH-000257,-0.290278480023
ACH-000258,-0.0426860140441
ACH-000259,-0.0186578030562
ACH-000260,-0.10862678874500001
ACH-000261,0.0159212650153
ACH-000262,0.139253446436
ACH-000263,-0.0537870622849
ACH-000264,-0.0819608803801
ACH-000265,-0.00437644392203
ACH-000266,-0.082796981154
ACH-000272,-0.06785164531809999
ACH-000273,0.0104070549515
ACH-000274,0.0118120631039
ACH-000277,0.144747561055
ACH-000278,0.159561151134
ACH-000279,0.077207259311
ACH-000280,-0.0986397658869
ACH-000281,-0.0726253982928
ACH-000288,-0.0611517270331
ACH-000291,0.0272920386314
ACH-000293,0.07621951428399999
ACH-000294,-0.116107419583
ACH-000295,-0.130255844255
ACH-000296,-0.08894812318160002
ACH-000302,-0.062936193099
ACH-000304,-0.159446808573
ACH-000307,0.025011381970099996
ACH-000308,0.032367896128099996
ACH-000310,7.39739844887e-05
ACH-000311,-0.129582565294
ACH-000312,-0.160886509896
ACH-000315,0.128919508929
ACH-000316,-0.0235650701717
ACH-000317,0.0607641355406
ACH-000318,-0.09224069024170001
ACH-000319,0.005491485147810001
ACH-000320,-0.09950962652869999
ACH-000322,-0.566290690053
ACH-000323,0.00448410263909
ACH-000324,-0.18210844837600002
ACH-000329,-0.0872989945531
ACH-000330,-0.0287372968468
ACH-000331,0.0294178045634
ACH-000332,0.0322425798971
ACH-000334,-0.109052192618
ACH-000335,0.22264175832199998
ACH-000336,0.21088903229699998
ACH-000337,-0.0871081263747
