,ESF1 (51575)
ACH-000460,-0.788123388535
ACH-000461,-1.03023061321
ACH-000463,-1.2640568979
ACH-000464,-0.969484561191
ACH-000466,-0.829382871356
ACH-000467,-0.885416270336
ACH-000468,-0.854951054594
ACH-000469,-0.954716013173
ACH-000470,-0.851256093073
ACH-000471,-0.987747358372
ACH-000472,-0.715143308996
ACH-000473,-0.960955809351
ACH-000475,-1.1692035011
ACH-000476,-0.897023417098
ACH-000477,-1.25611200172
ACH-000480,-1.13224259134
ACH-000481,-0.788603237247
ACH-000483,-1.15953956691
ACH-000484,-1.3670144841299998
ACH-000485,-1.1501420628
ACH-000486,-1.33079154171
ACH-000487,-0.773175596365
ACH-000488,-1.0515218689899999
ACH-000490,-1.12438474161
ACH-000491,-1.28635680972
ACH-000495,-0.35935845022699997
ACH-000496,-1.4977355866799997
ACH-000499,-1.2372201043100002
ACH-000500,-0.625154546662
ACH-000502,-1.30608272108
ACH-000503,-0.9312668081799998
ACH-000505,-1.10547988309
ACH-000507,-0.7527794795300001
ACH-000510,-1.0291329247499998
ACH-000511,-1.1577858463600001
ACH-000512,-0.942031632817
ACH-000516,-1.0332064463200001
ACH-000517,-1.01089385478
ACH-000518,-0.9288108528710001
ACH-000520,-0.963260691948
ACH-000521,-1.2464460603299998
ACH-000522,-0.7846370495020001
ACH-000524,-1.46811838551
ACH-000527,-0.991372462132
ACH-000528,-0.89162303942
ACH-000537,-1.07810007876
ACH-000541,-0.963485074174
ACH-000542,-1.2663440855399999
ACH-000544,-0.764272979876
ACH-000545,-1.0413384569
ACH-000547,-0.6876478730910001
ACH-000548,-0.851634200512
ACH-000549,-0.6767745068909999
ACH-000550,-0.968872240955
ACH-000552,-1.20538546545
ACH-000556,-1.0942292448200002
ACH-000557,-1.15626198113
ACH-000570,-0.907904495534
ACH-000571,-1.09954337029
ACH-000573,-1.20328300759
ACH-000576,-0.956014899841
ACH-000580,-0.9430246844939999
ACH-000584,-0.8146553946070001
ACH-000585,-1.2425575290100002
ACH-000588,-1.09660675158
ACH-000589,-1.11089825642
ACH-000591,-1.1025256624700002
ACH-000593,-0.9318755345799999
ACH-000600,-1.02380524696
ACH-000601,-1.26549938217
ACH-000604,-1.56352910049
ACH-000605,-1.21296770171
ACH-000606,-1.0825483040600001
ACH-000608,-0.918538030237
ACH-000614,-1.6828965405200003
ACH-000616,-1.35143935278
ACH-000618,-0.8705243889000001
ACH-000619,-0.810731147537
ACH-000620,-0.9160808967020001
ACH-000621,-0.9612992049629999
ACH-000622,-1.20579983684
ACH-000623,-1.01273159561
ACH-000624,-1.20664252053
ACH-000627,-1.33611926669
ACH-000630,-0.8790875356910001
ACH-000632,-1.02124378479
ACH-000633,-0.792283493768
ACH-000637,-0.918035659339
ACH-000638,-1.18116435366
ACH-000646,-0.9492114104420001
ACH-000647,-1.1451940245799999
ACH-000648,-1.49336847782
ACH-000649,-1.0664283748999999
ACH-000651,-0.868304180204
ACH-000652,-1.3992878148399999
ACH-000653,-1.11571422188
ACH-000657,-1.18878027162
ACH-000658,-1.3289261481899999
ACH-000661,-1.1760859025200001
ACH-000662,-0.91751581229
ACH-000663,-1.16834216389
ACH-000665,-1.11624717348
ACH-000671,-0.984084045176
ACH-000673,-0.9945747532279999
ACH-000676,-1.0017919968200002
ACH-000677,-1.16458093724
ACH-000681,-1.09376153665
ACH-000682,-1.01017196
ACH-000683,-0.912502214083
ACH-000684,-1.20674267781
ACH-000688,-0.944926842453
ACH-000693,-1.33888444059
ACH-000694,-1.04512500164
ACH-000695,-1.04178533687
ACH-000696,-1.0807640576100002
ACH-000697,-1.0958734098
ACH-000699,-1.053188858
ACH-000701,-1.51173396113
ACH-000706,-1.16246629938
ACH-000711,-0.9889723376999999
ACH-000713,-1.24281956997
ACH-000714,-1.0562965826200001
ACH-000718,-1.19403455357
ACH-000720,-1.12875709884
ACH-000721,-1.2617876555299998
ACH-000724,-1.2321177751899999
ACH-000725,-1.3556346828999999
ACH-000732,-0.682185039457
ACH-000734,-1.22248403054
ACH-000735,-0.8519914972499999
ACH-000736,-1.1848024597
ACH-000738,-0.802980487282
ACH-000746,-1.31835211735
ACH-000747,-1.18822046894
ACH-000748,-1.1619090328
ACH-000753,-1.09611337643
ACH-000756,-0.9707269990909999
ACH-000757,-1.62719859593
ACH-000758,-1.0051221425599999
ACH-000760,-0.8733643648200001
ACH-000763,-1.05362154209
ACH-000764,-1.06097533651
ACH-000765,-0.774046113249
ACH-000766,-1.31326501698
ACH-000767,-1.12164898111
ACH-000768,-0.9790970642479999
ACH-000769,-1.35602588959
ACH-000770,-1.28259045072
ACH-000771,-0.936958426052
ACH-000773,-1.34063336609
ACH-000776,-0.8616009833120001
ACH-000777,-1.1607916876200002
ACH-000778,-1.0804982725299999
ACH-000781,-1.20531478487
ACH-000782,-0.9114485344959999
ACH-000783,-1.1343228113500001
ACH-000784,-0.9142630700609999
ACH-000785,-1.12914836029
ACH-000787,-1.04447108671
ACH-000788,-1.07430463065
ACH-000791,-1.23286120189
ACH-000792,-0.948164935915
ACH-000794,-0.755908143115
ACH-000796,-1.16497928475
ACH-000799,-1.04245824637
ACH-000800,-0.7527331736409999
ACH-000802,-1.0602870713700001
ACH-000804,-1.14042341052
ACH-000805,-0.937834836231
ACH-000809,-1.11833669802
ACH-000810,-1.57433097938
ACH-000811,-1.2352629203899999
ACH-000817,-1.10462954507
ACH-000819,-1.12769249429
ACH-000820,-1.15041449907
ACH-000821,-0.9840822509550001
ACH-000822,-0.731205556348
ACH-000823,-1.07475686565
ACH-000824,-1.332015697
ACH-000827,-1.1558067220100001
ACH-000829,-1.1276473006
ACH-000831,-1.0503695206700001
ACH-000832,-1.0486323538700002
ACH-000833,-0.7628456377509999
ACH-000834,-0.74347024231
ACH-000835,-1.2006937969700002
ACH-000836,-1.0685061967
ACH-000837,-1.2020842664799998
ACH-000838,-1.3584416345800001
ACH-000839,-1.04853948027
ACH-000840,-1.21081851964
ACH-000841,-1.14138126451
ACH-000843,-1.00290872064
ACH-000846,-1.23968860011
ACH-000847,-0.997307973722
ACH-000848,-1.14508157651
ACH-000849,-0.946922681809
ACH-000851,-1.00932143081
ACH-000855,-1.2708844199200002
ACH-000856,-1.2057022774200001
ACH-000858,-1.0666226601
ACH-000859,-1.23610719089
ACH-000861,-0.893403995567
ACH-000862,-1.05024658694
ACH-000865,-1.12462561233
ACH-000866,-1.1555930199200002
ACH-000867,-1.3403421744
ACH-000869,-1.1967034036
ACH-000872,-0.932957449711
ACH-000873,-0.9568375632170001
ACH-000876,-1.0236395511399998
ACH-000878,-1.19393495176
ACH-000880,-1.0353054716299999
ACH-000881,-1.05012765199
ACH-000882,-0.9399446457189999
ACH-000884,-0.9926098726360001
ACH-000885,-1.19959631382
ACH-000887,-1.08976592434
ACH-000888,-1.21661821747
ACH-000889,-1.00943480436
ACH-000890,-0.893234260274
ACH-000896,-0.8214364308419999
ACH-000898,-0.8276650105460001
ACH-000900,-1.07501102374
ACH-000901,-0.978782967128
ACH-000905,-0.869817777609
ACH-000906,-0.9216871723919999
ACH-000907,-0.927322636329
ACH-000910,-0.961911642416
ACH-000911,-0.8028230627509999
ACH-000912,-1.0020151135100002
ACH-000913,-1.03935521189
ACH-000915,-1.0650708876000001
ACH-000916,-1.3212968999099999
ACH-000917,-0.825742407898
ACH-000921,-1.2103412260200002
ACH-000924,-1.2013233412
ACH-000926,-1.00603852131
ACH-000928,-1.00309059205
ACH-000929,-1.17274078449
ACH-000932,-0.8706968823899999
ACH-000935,-0.772093436751
ACH-000936,-0.943194004974
ACH-000937,-0.744924301269
ACH-000938,-1.12364335871
ACH-000939,-1.2348181003
ACH-000941,-1.0204118793
ACH-000943,-0.995373363835
ACH-000946,-1.05715676988
ACH-000947,-0.95666691177
ACH-000948,-0.9257450453239999
ACH-000950,-0.8653776185340001
ACH-000953,-0.811979380953
ACH-000957,-1.24683567672
ACH-000958,-1.21896907547
ACH-000960,-1.0432298486700002
ACH-000963,-1.2613857558700001
ACH-000968,-1.21882653429
ACH-000969,-0.9701931726090001
ACH-000973,-0.907871436535
ACH-000974,-1.00364499087
ACH-000975,-1.0089233495
ACH-000976,-0.854075471769
ACH-000978,-0.961755762162
ACH-000980,-1.2526947634999999
ACH-000984,-1.29962389343
ACH-000986,-1.24729696334
ACH-000988,-1.28485026995
ACH-000993,-1.07695467901
ACH-000994,-1.38594841444
ACH-000996,-1.06777987625
ACH-001001,-0.893109910261
ACH-001020,-1.0044835863700001
ACH-001028,-1.071459215
ACH-001031,-1.01276452894
ACH-001038,-1.0566700202200001
ACH-001048,-0.882483473468
ACH-001050,-0.8933869698549999
ACH-001053,-0.9200685149410001
ACH-001054,-1.22828213517
ACH-001061,-0.979310542068
ACH-001067,-1.11864697128
ACH-001075,-1.59609294279
ACH-001096,-0.892835290352
ACH-001128,-1.5137213818700002
ACH-001134,-0.942529152941
ACH-001151,-1.08842956625
ACH-001163,-0.9586567648000001
ACH-001164,-1.4131884238699999
ACH-001173,-1.16264811745
ACH-001183,-0.9912042881149999
ACH-001184,-0.986419142272
ACH-001190,-1.12957874226
ACH-001192,-1.0608438796600002
ACH-001193,-1.11225871981
ACH-001196,-0.940151409083
ACH-001197,-1.0487831109
ACH-001205,-0.9941532949869999
ACH-001211,-1.1535593312299999
ACH-001212,-1.33426368204
ACH-001228,-0.9536930365430001
ACH-001232,-0.9010888746150001
ACH-001239,-1.03931799714
ACH-001274,-1.15097270839
ACH-001275,-1.25905515091
ACH-001277,-0.883895140515
ACH-001278,-1.2725110698
ACH-001280,-1.31934323965
ACH-001283,-0.9767823367470001
ACH-001289,-1.1537004902799999
ACH-001295,-1.0226379339799998
ACH-001300,-1.1229851585600001
ACH-001301,-1.2993904236799998
ACH-001302,-1.22903901371
ACH-001303,-1.1538924073999999
ACH-001306,-1.02918542296
ACH-001318,-1.47225940245
ACH-001322,-1.1631436613400001
ACH-001328,-0.8922792554160001
ACH-001332,-0.863051952482
ACH-001333,-1.21234261749
ACH-001336,-0.989079731418
ACH-001340,-1.25250233561
ACH-001346,-1.15995866669
ACH-001353,-1.1052135435
ACH-001354,-0.7798694040549999
ACH-001367,-1.0101262139700002
ACH-001368,-1.22689145153
ACH-001374,-0.960622575539
ACH-001375,-0.879758889888
ACH-001377,-1.17543571003
ACH-001380,-1.04647724088
ACH-001391,-1.11038013034
ACH-001407,-0.750964249166
ACH-001408,-0.980420005467
ACH-001413,-1.04463039799
ACH-001430,-0.559604895598
ACH-001431,-0.8114493260690001
ACH-001450,-0.55446029165
ACH-001496,-1.03230387906
ACH-001500,-0.962912074096
ACH-001521,-1.07982255271
ACH-001523,-0.912489209729
ACH-001532,-0.9872094063079999
ACH-001536,-1.08614819463
ACH-001550,-1.1897812490100002
ACH-001552,-0.871103894325
ACH-001554,-1.0806167256700001
ACH-001645,-0.827465470282
ACH-001654,-0.8987098431559999
ACH-001715,-1.16349568857
ACH-001735,-0.858999221488
ACH-001736,-0.845635023449
ACH-001737,-0.730568470864
ACH-001740,-0.835941212419
ACH-001745,-0.771653507429
ACH-001750,-0.9914096913070001
ACH-001765,-0.916647088888
ACH-001956,-1.09023514818
ACH-001957,-1.0913031152
