,MDN1 (23195)
ACH-000337,-0.892001827609
ACH-000339,-1.4349731139200002
ACH-000341,-1.1755624657200001
ACH-000348,-1.34924316935
ACH-000350,-1.7995197863999999
ACH-000352,-1.63394301468
ACH-000356,-1.3065547207600001
ACH-000361,-1.38110569389
ACH-000362,-1.10642007604
ACH-000363,-1.5127912270800001
ACH-000364,-1.48067872477
ACH-000365,-1.4353778657
ACH-000366,-1.3736639247600002
ACH-000368,-1.15949251585
ACH-000374,-0.628518827586
ACH-000375,-0.907279000598
ACH-000376,-1.30564652935
ACH-000381,-1.21070613047
ACH-000383,-1.36686933982
ACH-000387,-1.22147632452
ACH-000389,-1.70274245167
ACH-000390,-1.30954085864
ACH-000393,-1.32114952467
ACH-000395,-1.20880007106
ACH-000397,-1.46901810769
ACH-000401,-1.4150935170200003
ACH-000402,-0.576195489437
ACH-000403,-1.2120592788200002
ACH-000404,-1.28760031279
ACH-000406,-1.6294506072100001
ACH-000407,-1.3398005111
ACH-000408,-1.23474852332
ACH-000410,-1.27611924794
ACH-000411,-1.48657312157
ACH-000414,-1.508849899
ACH-000415,-1.41671989955
ACH-000416,-1.45937057427
ACH-000420,-1.10148741966
ACH-000421,-1.59655951273
ACH-000424,-1.0864386772
ACH-000425,-1.47296955838
ACH-000426,-1.27375951633
ACH-000427,-1.2570004258299998
ACH-000433,-1.38013338841
ACH-000436,-1.27574867674
ACH-000444,-1.1888162364200001
ACH-000445,-1.1511311606
ACH-000448,-1.38710172587
ACH-000450,-1.05725481171
ACH-000452,-1.33244832387
ACH-000454,-0.8607188159479999
ACH-000458,-1.46283748801
ACH-000459,-0.851535569284
ACH-000460,-1.24062071054
ACH-000461,-1.33563619589
ACH-000463,-1.53158740884
ACH-000464,-1.43123303286
ACH-000466,-1.2530774594499998
ACH-000467,-1.61716500646
ACH-000468,-1.5374206810799997
ACH-000469,-1.29571222884
ACH-000470,-1.33689176812
ACH-000471,-1.1670226513700002
ACH-000472,-1.3965448575900001
ACH-000473,-1.60679371512
ACH-000475,-1.35193588995
ACH-000476,-1.4064354362600002
ACH-000477,-1.45016665451
ACH-000480,-1.36468636304
ACH-000481,-1.23100802821
ACH-000483,-1.8951523661400003
ACH-000484,-1.61848718965
ACH-000485,-1.6502315828100003
ACH-000486,-1.32951466408
ACH-000487,-1.2660148142299998
ACH-000488,-1.36033926567
ACH-000490,-1.14482353739
ACH-000491,-1.13524321466
ACH-000495,-1.55067042224
ACH-000496,-1.41830283234
ACH-000499,-1.2109508092899999
ACH-000500,-1.4491713022600001
ACH-000502,-1.5174956013499998
ACH-000503,-1.48681531561
ACH-000505,-1.6641899454
ACH-000507,-1.3665602805200001
ACH-000510,-1.12345371919
ACH-000511,-1.4161251709600002
ACH-000512,-1.3546605659600002
ACH-000516,-1.4268871223800002
ACH-000517,-1.3634522521899999
ACH-000518,-1.3626652952399998
ACH-000520,-1.2034413320200001
ACH-000521,-1.07532115815
ACH-000522,-1.2068284599099999
ACH-000524,-1.39636385367
ACH-000527,-1.2190105347700002
ACH-000528,-1.39618379224
ACH-000537,-1.36924887139
ACH-000541,-1.46159218497
ACH-000542,-1.2234699858
ACH-000544,-1.23409031056
ACH-000545,-0.988544964619
ACH-000547,-1.4078839326800001
ACH-000548,-1.32613099906
ACH-000549,-1.61242038989
ACH-000550,-1.48288982167
ACH-000552,-1.4258130641999998
ACH-000556,-1.3729971381400001
ACH-000557,-1.20795182898
ACH-000570,-1.3773444877599998
ACH-000571,-1.8856403754700002
ACH-000573,-0.8846172821320001
ACH-000576,-1.7820333780500002
ACH-000580,-1.5780717394600001
ACH-000584,-1.28965617209
ACH-000585,-1.5267940399200002
ACH-000588,-1.28466069933
ACH-000589,-1.52209501111
ACH-000591,-1.3120049679
ACH-000593,-1.37068520938
ACH-000600,-1.1640401857
ACH-000601,-1.3511662222100003
ACH-000604,-1.7935626849200001
ACH-000605,-1.7825452179799999
ACH-000606,-1.1620286313700001
ACH-000608,-1.38125294646
ACH-000614,-1.13859858871
ACH-000616,-1.39142559403
ACH-000618,-1.72438784524
ACH-000619,-1.3148573277200002
ACH-000620,-1.58740123546
ACH-000621,-1.59099011574
ACH-000622,-1.28913985471
ACH-000623,-1.3152201230299998
ACH-000624,-1.33846925239
ACH-000627,-1.37599187759
ACH-000630,-1.27375626937
ACH-000632,-1.29245262415
ACH-000633,-1.36268620864
ACH-000637,-1.46371596901
ACH-000638,-1.4570534853600001
ACH-000646,-1.7198168394
ACH-000647,-1.40832696336
ACH-000648,-0.884195007007
ACH-000649,-1.4359009184399998
ACH-000651,-1.43113549054
ACH-000652,-1.55021813255
ACH-000653,-1.3429616258500001
ACH-000657,-1.44590703814
ACH-000658,-1.2040801727600001
ACH-000661,-1.21938291049
ACH-000662,-0.9478824996070001
ACH-000663,-1.51402054678
ACH-000665,-1.21683025874
ACH-000671,-1.32486205712
ACH-000673,-1.23364124899
ACH-000676,-1.33202831569
ACH-000677,-1.4659848988600002
ACH-000681,-1.4886393769600001
ACH-000682,-1.23065262724
ACH-000683,-1.51022113365
ACH-000684,-1.44685247477
ACH-000688,-0.936620193749
ACH-000693,-1.29231887997
ACH-000694,-1.08923148309
ACH-000695,-0.990405691452
ACH-000696,-1.10182514059
ACH-000697,-1.23199128008
ACH-000699,-1.2465476953499999
ACH-000701,-1.96176134982
ACH-000706,-1.3610255545200003
ACH-000711,-1.3062743102
ACH-000713,-1.33208322235
ACH-000714,-1.55025445386
ACH-000718,-1.40075868246
ACH-000720,-1.31122877179
ACH-000721,-1.2803346313200001
ACH-000724,-1.5248655222
ACH-000725,-1.2848076692100001
ACH-000732,-1.1776989290200002
ACH-000734,-1.57223724907
ACH-000735,-1.28708517896
ACH-000736,-1.20786174133
ACH-000738,-1.3421581572399999
ACH-000746,-1.42532513491
ACH-000747,-1.26011798155
ACH-000748,-1.17966924559
ACH-000753,-1.23618025244
ACH-000756,-1.1770899003
ACH-000757,-1.4720119948800001
ACH-000758,-1.09932807593
ACH-000760,-1.35346312482
ACH-000763,-1.34756419838
ACH-000764,-0.996770139783
ACH-000765,-1.1925969799
ACH-000766,-1.3641869833899998
ACH-000767,-1.34777460153
ACH-000768,-1.39362775357
ACH-000769,-1.5061786858200001
ACH-000770,-1.45296011782
ACH-000771,-1.17731307031
ACH-000773,-1.3265056027200002
ACH-000776,-1.35159159561
ACH-000777,-1.43364108169
ACH-000778,-1.493828874
ACH-000781,-1.51626375271
ACH-000782,-1.31357193613
ACH-000783,-1.26195623064
ACH-000784,-1.5770376413
ACH-000785,-1.20189459224
ACH-000787,-1.27174634645
ACH-000788,-1.288062735
ACH-000791,-1.4701973556099999
ACH-000792,-1.29260690464
ACH-000794,-1.13178324129
ACH-000796,-1.47373451869
ACH-000799,-1.4198968321399998
ACH-000800,-1.65191005164
ACH-000802,-1.1722835447
ACH-000804,-1.3484380420299997
ACH-000805,-1.38256945653
ACH-000809,-1.1995623927399999
ACH-000810,-1.30571263269
ACH-000811,-1.47498118535
ACH-000817,-1.4496531202
ACH-000819,-1.3735221281999999
ACH-000820,-1.38362070252
ACH-000821,-1.53598567942
ACH-000822,-1.48296572131
ACH-000823,-1.3087896618000001
ACH-000824,-1.3866694614500001
ACH-000827,-1.26978439829
ACH-000829,-1.37579091801
ACH-000831,-1.2051479409
ACH-000832,-1.29824995993
ACH-000833,-1.54412039585
ACH-000834,-1.44864337687
ACH-000835,-1.3319226183
ACH-000836,-1.48712473857
ACH-000837,-1.1687553362799998
ACH-000838,-1.17162301692
ACH-000839,-1.53930412411
ACH-000840,-1.43813276135
ACH-000841,-1.3963472489700002
ACH-000843,-1.6916533947799999
ACH-000846,-1.0144215626100002
ACH-000847,-1.40099192093
ACH-000848,-1.12258067918
ACH-000849,-1.42434007871
ACH-000851,-1.38713535781
ACH-000855,-1.7315894728299999
ACH-000856,-1.54453084843
ACH-000858,-1.5357175802
ACH-000859,-1.27983054214
ACH-000861,-1.64207947671
ACH-000862,-1.55851191489
ACH-000865,-1.45868968571
ACH-000866,-1.29204140266
ACH-000867,-1.17977512937
ACH-000869,-1.33294740113
ACH-000872,-1.48622271486
ACH-000873,-1.59886132221
ACH-000876,-1.53727381468
ACH-000878,-0.998534305347
ACH-000880,-1.4168879707700002
ACH-000881,-1.3428398522799998
ACH-000882,-0.916725669526
ACH-000884,-1.35706468646
ACH-000885,-1.47796660052
ACH-000887,-1.3058156945000001
ACH-000888,-1.26374191186
ACH-000889,-1.22607654541
ACH-000890,-0.941232817576
ACH-000896,-1.39487286482
ACH-000898,-1.11639435159
ACH-000900,-1.3887213528100002
ACH-000901,-1.7757420931799999
ACH-000905,-1.31717069516
ACH-000906,-1.38006866169
ACH-000907,-1.27159135423
ACH-000910,-1.5749298595299999
ACH-000911,-1.27120425724
ACH-000912,-1.28240678764
ACH-000913,-1.2524146554200002
ACH-000915,-1.1769094416399999
ACH-000916,-1.68757894537
ACH-000917,-1.32118723556
ACH-000921,-1.24186794354
ACH-000924,-1.40052807169
ACH-000926,-1.45095304575
ACH-000928,-1.2284949705
ACH-000929,-1.60328541606
ACH-000932,-1.4760592531999999
ACH-000935,-1.4832768591499998
ACH-000936,-1.18967231504
ACH-000937,-1.3526354784399999
ACH-000938,-1.45075583196
ACH-000939,-1.7596550958900001
ACH-000941,-1.1711489370100001
ACH-000943,-1.4936908854299997
ACH-000946,-1.40024457598
ACH-000947,-1.40550890509
ACH-000948,-1.65884167289
ACH-000950,-1.2320546159799999
ACH-000953,-1.58443435478
ACH-000957,-1.49303294211
ACH-000958,-1.06843533058
ACH-000960,-1.4870664354799998
ACH-000963,-1.66182434356
ACH-000968,-1.48735534253
ACH-000969,-1.71292078395
ACH-000973,-1.33313115293
ACH-000974,-1.3968093159000001
ACH-000975,-1.63622529731
ACH-000976,-1.19996657255
ACH-000978,-2.25709186547
ACH-000980,-1.3180025874799999
ACH-000984,-1.35684179685
ACH-000986,-1.33575164892
ACH-000988,-1.9289728192700002
ACH-000993,-1.20364990393
ACH-000994,-1.6257281364899998
ACH-000996,-1.09312145935
ACH-001001,-1.35548147849
ACH-001020,-1.94124307414
ACH-001028,-1.22520978654
ACH-001031,-1.24584238817
ACH-001038,-1.1284612713700002
ACH-001048,-1.25386475565
ACH-001050,-0.9525383794490001
ACH-001053,-1.2935385186
ACH-001054,-1.1634679026299999
ACH-001061,-1.3561573848800001
ACH-001067,-1.11942795483
ACH-001075,-1.25765568296
ACH-001096,-1.13761978144
ACH-001128,-1.35271969665
ACH-001134,-1.13053361698
ACH-001151,-1.29821611442
ACH-001163,-1.3789019378299998
ACH-001164,-1.47937045464
ACH-001173,-1.2015161105
ACH-001183,-1.42228625338
ACH-001184,-1.28964159505
ACH-001190,-1.31410807063
ACH-001192,-1.21706897176
ACH-001193,-1.2839584339899999
ACH-001196,-1.19323555605
ACH-001197,-1.3305756797700001
ACH-001205,-1.25790582629
ACH-001211,-1.5667056475499999
ACH-001212,-1.69259003883
ACH-001228,-1.6743980287399998
ACH-001232,-1.2991862055299999
ACH-001239,-1.32190635655
ACH-001274,-1.7772236944
ACH-001275,-1.11901009015
ACH-001277,-1.19078540494
ACH-001278,-1.5245952349599998
ACH-001280,-1.6943138133000002
ACH-001283,-1.25958300876
ACH-001289,-1.41438241101
ACH-001295,-1.3134287381899998
ACH-001300,-1.66680433175
ACH-001301,-1.30741545689
ACH-001302,-1.0739887158299999
ACH-001303,-1.5366637226700002
ACH-001306,-1.43159220073
ACH-001318,-1.30695417513
ACH-001322,-1.23634035464
ACH-001328,-1.2522663138799999
ACH-001332,-1.3307981414499999
ACH-001333,-1.12360411129
ACH-001336,-1.3944874302599999
ACH-001340,-1.3668631391400001
ACH-001346,-1.53987551936
ACH-001353,-1.21941800302
ACH-001354,-1.39467597842
ACH-001367,-1.18115904595
ACH-001368,-1.0542558333299998
ACH-001374,-1.16336749513
ACH-001375,-1.47842044658
ACH-001377,-1.67821865421
ACH-001380,-1.4530905211200003
ACH-001391,-1.5031246010400001
ACH-001407,-1.34404368239
ACH-001408,-1.3973231568200002
ACH-001413,-1.17496462191
ACH-001430,-1.2587357277700002
ACH-001431,-1.29333421965
ACH-001450,-1.2193724518100002
ACH-001496,-1.41572977486
ACH-001500,-1.27319192681
ACH-001521,-1.65128491049
ACH-001523,-1.33158549449
ACH-001532,-1.35621115754
ACH-001536,-1.34029033886
ACH-001550,-1.35947654765
ACH-001552,-1.00976986838
ACH-001554,-1.58426253382
ACH-001645,-1.3601006567899998
ACH-001654,-1.26683458968
ACH-001715,-1.06937024995
ACH-001735,-1.31006051881
ACH-001736,-1.39416923479
ACH-001737,-0.587967314121
ACH-001740,-1.5867737387099998
ACH-001745,-1.60238515931
ACH-001750,-1.33293698374
ACH-001765,-1.1889110831899998
ACH-001956,-1.55966648129
ACH-001957,-1.50057407201
