,SPOPL (339745)
ACH-000004,-0.185455449928
ACH-000007,-0.213806817556
ACH-000009,-0.278022887916
ACH-000011,-0.131324090941
ACH-000012,-0.145008722064
ACH-000013,-0.11553216397600001
ACH-000014,-0.132775637563
ACH-000015,-0.137747041743
ACH-000017,-0.209492186242
ACH-000018,-0.0767842500093
ACH-000019,-0.221753789827
ACH-000021,-0.111544756445
ACH-000022,-0.038335252521800006
ACH-000025,-0.056960550912100005
ACH-000028,-0.233042919959
ACH-000030,-0.11677798275800001
ACH-000035,-0.0393591526228
ACH-000036,-0.047706162049900004
ACH-000037,-0.265452386439
ACH-000039,0.0130791635604
ACH-000040,-0.08239731900019999
ACH-000041,-0.202299146884
ACH-000042,-0.12902928941199998
ACH-000045,-0.157385643976
ACH-000047,-0.20353156641800002
ACH-000052,-0.35157333546999997
ACH-000053,-0.0899755886545
ACH-000054,-0.0940895416464
ACH-000055,0.0502427478784
ACH-000060,0.021605741637400002
ACH-000067,-0.171486508896
ACH-000070,-0.12140415037499999
ACH-000075,-0.164118088076
ACH-000078,-0.18435737052
ACH-000082,-0.235271230469
ACH-000085,-0.251212726752
ACH-000086,-0.11047065118100001
ACH-000087,0.113750915272
ACH-000092,-0.19607290273400002
ACH-000095,-0.17629055301
ACH-000097,-0.168011458409
ACH-000098,-0.19941920266600002
ACH-000099,-0.110369124709
ACH-000108,-0.0288756195399
ACH-000113,-0.163942132775
ACH-000115,-0.0475992948817
ACH-000116,-0.212836157235
ACH-000118,-0.201402311615
ACH-000120,-0.117043940602
ACH-000123,-0.16807519354000003
ACH-000127,-0.0553355532145
ACH-000128,0.0465484727206
ACH-000132,-0.070271187494
ACH-000133,-0.206706252276
ACH-000137,-0.295371631124
ACH-000138,-0.0360971432208
ACH-000142,-0.180824337367
ACH-000143,-0.11585319578400001
ACH-000146,-0.18357218235
ACH-000148,-0.0670957010421
ACH-000150,-0.170553069551
ACH-000152,-0.313865404533
ACH-000153,-0.149444699795
ACH-000159,-0.237834207529
ACH-000160,-0.205653047785
ACH-000163,-0.180169649787
ACH-000167,-0.394462212963
ACH-000168,-0.075712652717
ACH-000169,-0.120417964921
ACH-000178,-0.178675501268
ACH-000182,-0.051598999572300006
ACH-000183,-0.0276569021873
ACH-000188,-0.18053501621100002
ACH-000189,0.239449910616
ACH-000190,-0.0893483816896
ACH-000198,-0.103977014521
ACH-000204,-0.051258859031
ACH-000206,-0.186877919056
ACH-000207,-0.0302240857522
ACH-000211,-0.117070759721
ACH-000215,-0.0845971914498
ACH-000221,-0.11752913915999999
ACH-000222,-0.0783712202664
ACH-000223,-0.33315870148800003
ACH-000226,-0.117559211523
ACH-000227,-0.27582617651999997
ACH-000228,-0.0657976280413
ACH-000231,-0.138737760515
ACH-000232,-0.164779421487
ACH-000233,-0.07464655829939999
ACH-000234,-0.25669489848099997
ACH-000235,-0.15024066705800002
ACH-000237,-0.0588123549499
ACH-000238,-0.286855363082
ACH-000243,-0.19409144013500002
ACH-000244,-0.17877227382
ACH-000246,-0.143394845428
ACH-000248,-0.0967410861994
ACH-000250,-0.21164732766600003
ACH-000251,-0.237034333701
ACH-000253,-0.11060487861099999
ACH-000255,-0.15744708793
ACH-000256,-0.242176347794
ACH-000257,0.0940654097982
ACH-000258,-0.349826695854
ACH-000259,-0.237374096931
ACH-000260,-0.0767481573373
ACH-000261,-0.057617664512599996
ACH-000262,-0.190195308433
ACH-000263,-0.035982198763199996
ACH-000264,-0.146576090666
ACH-000265,-0.20677600721099998
ACH-000266,-0.19078006799400002
ACH-000272,-0.198993444639
ACH-000273,-0.203263071553
ACH-000274,-0.08592348570979999
ACH-000277,-0.0771541320388
ACH-000278,-0.037479367931400005
ACH-000279,-0.0887926125723
ACH-000280,-0.194097742198
ACH-000281,-0.0883279418146
ACH-000288,-0.155792385101
ACH-000291,-0.0806533095236
ACH-000293,-0.277702288451
ACH-000294,-0.0710024130541
ACH-000295,-0.141648950721
ACH-000296,-0.17976167836399998
ACH-000302,-0.193605062425
ACH-000304,-0.138588734776
ACH-000307,-0.178063007656
ACH-000308,-0.203950391748
ACH-000310,-0.314153546399
ACH-000311,-0.020924551097299997
ACH-000312,-0.0856085901785
ACH-000315,0.11461169780500001
ACH-000316,0.0306166129199
ACH-000317,0.0613780195118
ACH-000318,0.014228416862500001
ACH-000319,-0.111284660286
ACH-000320,-0.34430717975100006
ACH-000322,-0.11848773311899999
ACH-000323,0.081240830342
ACH-000324,-0.21757835708700002
ACH-000329,-0.0958207302515
ACH-000330,-0.276440974419
ACH-000331,-0.0729805678034
ACH-000332,-0.199009073407
ACH-000334,-0.336559518477
ACH-000335,0.0844895894719
ACH-000336,-0.454550501461
ACH-000337,-0.0288739632118
ACH-000339,-0.214358433861
ACH-000341,-0.322191062014
ACH-000348,-0.10730352087999999
ACH-000350,0.0301962693285
ACH-000352,-0.137733973596
ACH-000356,-0.262591256651
ACH-000361,-0.247801221916
ACH-000362,-0.190071276741
ACH-000363,-0.0671465975775
ACH-000364,-0.06857945293869999
ACH-000365,-0.0427663435186
ACH-000366,-0.111200432934
ACH-000368,-0.235259263285
ACH-000374,-0.32005891524
ACH-000375,-0.192980411863
ACH-000376,-0.162852039713
ACH-000381,0.00296037810536
ACH-000383,-0.240680561305
ACH-000387,-0.203638272117
ACH-000389,-0.0550685228663
ACH-000390,-0.0865604453906
ACH-000393,-0.24630099095
ACH-000395,-0.106314479199
ACH-000397,-0.271401963831
ACH-000401,-0.0769621042631
ACH-000402,0.124255625717
ACH-000403,-0.177752302976
ACH-000404,0.141157982833
ACH-000406,-0.08892149644160001
ACH-000407,-0.0432458611761
ACH-000408,-0.19465714605700002
ACH-000410,-0.21879697758900002
ACH-000411,-0.23957583707199998
ACH-000414,-0.156148019951
ACH-000415,-0.19594384567099998
ACH-000416,-0.165884906831
ACH-000420,-0.09168477152180002
ACH-000421,-0.183724422943
ACH-000424,-0.32096108411400004
ACH-000425,-0.0391329130988
ACH-000426,0.036421348780199994
ACH-000427,-0.274690310095
ACH-000433,-0.167557576642
ACH-000436,0.041828656552699996
ACH-000444,-0.267739173726
ACH-000445,-0.143621310873
ACH-000448,-0.121479687192
ACH-000450,-0.0200176587433
ACH-000452,-0.14498276942
ACH-000454,-0.347912754199
ACH-000458,-0.0263306599914
ACH-000459,-0.12800829697000002
ACH-000460,-0.308548607594
ACH-000461,-0.191830629438
ACH-000463,-0.366458872133
ACH-000464,-0.0869163626182
ACH-000466,-0.225715307388
ACH-000467,-0.0679465330558
ACH-000468,-0.133411969764
ACH-000469,-0.141957478376
ACH-000470,-0.21529815930100002
ACH-000471,-0.16394398320999998
ACH-000472,-0.10312037300799999
ACH-000473,-0.167486434876
ACH-000475,-0.189381000002
ACH-000476,-0.307606018764
ACH-000477,-0.19473665230700002
