,ITGAL (3683)
ACH-000004,0.017460571114299998
ACH-000007,-0.055225209021
ACH-000009,0.132737109624
ACH-000011,0.123002647875
ACH-000012,0.018030387840299998
ACH-000013,-0.0860343066904
ACH-000014,-0.131578371699
ACH-000015,-0.137139634375
ACH-000017,0.0390275960444
ACH-000018,0.09780686114050001
ACH-000019,0.08870287437850001
ACH-000021,-0.15858765986
ACH-000022,-0.0895419796158
ACH-000025,-0.121271626893
ACH-000028,0.0162577301454
ACH-000030,0.133964778508
ACH-000035,-0.0502323266206
ACH-000036,0.09435237966469999
ACH-000037,0.0346216541678
ACH-000039,-0.014367057128600001
ACH-000040,0.0318823715137
ACH-000041,-0.129256355059
ACH-000042,0.111173841441
ACH-000045,-0.12335433270400001
ACH-000047,-0.0608020748235
ACH-000052,-0.013282220620799999
ACH-000053,0.0361689159735
ACH-000054,0.06811638586730001
ACH-000055,0.0938063600066
ACH-000060,0.244405234586
ACH-000067,0.0243435860632
ACH-000070,0.22506154448899998
ACH-000075,-0.08026877876360002
ACH-000078,0.0529411438915
ACH-000082,0.0138932218569
ACH-000085,0.0171023669148
ACH-000086,-0.00305870656487
ACH-000087,0.152301299496
ACH-000092,-0.038802843708900005
ACH-000095,0.0711371277299
ACH-000097,0.082874494151
ACH-000098,-0.0576433522707
ACH-000099,0.175966211411
ACH-000108,0.0800321889788
ACH-000113,-0.204191930647
ACH-000115,-0.0643545916462
ACH-000116,0.0160116403134
ACH-000118,-0.09611343755439998
ACH-000120,-0.0833350288615
ACH-000123,-0.05896765112269999
ACH-000127,-0.245098699045
ACH-000128,0.00020117913339099997
ACH-000132,-0.044773323141800006
ACH-000133,0.117129534311
ACH-000137,0.0076688424931999994
ACH-000138,0.168584219254
ACH-000142,-0.036181526368599996
ACH-000143,0.0667835170764
ACH-000146,0.10680536670299999
ACH-000148,-0.117487466555
ACH-000150,0.0816334403669
ACH-000152,0.0702384486288
ACH-000153,-0.022629752386
ACH-000159,-0.0257600888016
ACH-000160,0.08325472799719999
ACH-000163,-0.160600685201
ACH-000167,0.106961297695
ACH-000168,0.160331919782
ACH-000169,0.030790814027999998
ACH-000178,0.0914729977014
ACH-000182,-0.0174107742104
ACH-000183,-0.0515531816488
ACH-000188,0.0880919001826
ACH-000189,-0.293400680426
ACH-000190,4.36887980778e-07
ACH-000198,0.0008791240327739999
ACH-000204,-0.22191804898000003
ACH-000206,-0.27944263834399996
ACH-000207,0.125906396183
ACH-000211,0.0871791083567
ACH-000215,0.12312846362299999
ACH-000221,-0.20687764062
ACH-000222,0.0017344825310499998
ACH-000223,0.0751629090311
ACH-000226,0.019855762388
ACH-000227,0.24714562005
ACH-000228,0.00701008213108
ACH-000231,-0.08379327267310001
ACH-000232,-0.024342894889400002
ACH-000233,-0.121631162773
ACH-000234,-0.0579351475632
ACH-000235,-0.056302109435
ACH-000237,0.0728754639988
ACH-000238,0.116188239385
ACH-000243,-0.0125329812885
ACH-000244,-0.0251764698638
ACH-000246,0.0860848269761
ACH-000248,-0.190924948103
ACH-000250,-0.0133955399058
ACH-000251,-0.047251939674199994
ACH-000253,-0.0133719959445
ACH-000255,0.048006518783
ACH-000256,-0.0250376135085
ACH-000257,0.012119280299599999
ACH-000258,0.08568707922689998
ACH-000259,0.00346380759677
ACH-000260,0.038791077041599994
ACH-000261,-0.0058773943524200005
ACH-000262,0.0510907354132
ACH-000263,-0.08641300291919998
ACH-000264,-0.059512644412099996
ACH-000265,-0.0301408878988
ACH-000266,0.02019221339
ACH-000272,0.053716105441100004
ACH-000273,0.120535894006
ACH-000274,-0.006326135668039999
ACH-000277,0.146442394755
ACH-000278,0.138173408083
ACH-000279,-0.0230359935494
ACH-000280,-0.18934708064599998
ACH-000281,0.163329564671
