,RASGEF1C (255426)
ACH-000004,0.00369557996873
ACH-000007,-0.0678179869896
ACH-000009,0.009411171087209999
ACH-000011,-0.07408092001910001
ACH-000012,-0.040721772502699996
ACH-000013,0.0210900548887
ACH-000014,0.0525339310144
ACH-000015,-0.137136153584
ACH-000017,0.0283539720713
ACH-000018,0.281684409408
ACH-000019,-0.0801696555723
ACH-000021,0.0113666726489
ACH-000022,-0.171201776602
ACH-000025,0.0150743461462
ACH-000028,0.0641893534717
ACH-000030,0.00125911491273
ACH-000035,-0.0593666246546
ACH-000036,-0.115183643558
ACH-000037,-0.0169360722642
ACH-000039,-0.144018024812
ACH-000040,0.0492974633106
ACH-000041,-0.0127627032458
ACH-000042,-0.06508031685190001
ACH-000045,0.0553022541313
ACH-000047,-0.0248423276101
ACH-000052,0.00513022362604
ACH-000053,-0.0532628032486
ACH-000054,-0.048218099941800006
ACH-000055,-0.112009275518
ACH-000060,-0.0631380580449
ACH-000067,0.169047059399
ACH-000070,-0.0769376347502
ACH-000075,-0.120119710583
ACH-000078,0.0165654939374
ACH-000082,-0.0115022898866
ACH-000085,-0.135332274388
ACH-000086,-0.0508225150905
ACH-000087,-0.0378119998413
ACH-000092,-0.0335745449462
ACH-000095,-0.132005852605
ACH-000097,0.052534873253499995
ACH-000098,-0.035882315795199994
ACH-000099,-0.18409352284000002
ACH-000108,-0.0160499990505
ACH-000113,0.000937726232873
ACH-000115,-0.173562843656
ACH-000116,0.09062291911149999
ACH-000118,0.243032912608
ACH-000120,-0.133394686388
ACH-000123,-0.0204280457763
ACH-000127,0.060219513808
ACH-000128,0.0321359629697
ACH-000132,2.86913417928e-05
ACH-000133,-0.0061060357758100006
ACH-000137,0.117893917661
ACH-000138,0.036975860334
ACH-000142,0.0155676578877
ACH-000143,-0.113391678395
ACH-000146,-0.00292551995805
ACH-000148,-0.0234765562414
ACH-000150,-0.16717796790699999
ACH-000152,0.0179039723989
ACH-000153,-0.0504636681747
ACH-000159,-0.12143473254699999
ACH-000160,0.147850131463
ACH-000163,-0.11273850227700001
ACH-000167,-0.0124777391937
ACH-000168,-0.07569803752689999
ACH-000169,-0.045213743909700004
ACH-000178,-0.0547478565972
ACH-000182,-0.15619869556
ACH-000183,-0.12754081758400002
ACH-000188,0.0930790784086
ACH-000189,0.177093184906
ACH-000190,-0.163025173117
ACH-000198,-0.06361508720869999
ACH-000204,0.21450656943399998
ACH-000206,0.189714371615
ACH-000207,-0.0535288794624
ACH-000211,-0.041903609921800006
ACH-000215,0.058756850084699996
ACH-000221,0.061161408521800006
ACH-000222,0.0866781267948
ACH-000223,-0.00671849913546
ACH-000226,0.022966712844599998
ACH-000227,0.00931361473878
ACH-000228,0.179643834336
ACH-000231,-0.00367312844241
ACH-000232,-0.15043309695
ACH-000233,-0.214408515742
ACH-000234,-0.189218512148
ACH-000235,0.0397221242273
ACH-000237,-0.0116781844753
ACH-000238,0.0249089857419
ACH-000243,0.032646301054500004
ACH-000244,-2.48139416278e-05
ACH-000246,-0.020171195020599997
ACH-000248,0.019570450938900003
ACH-000250,-0.111304038293
ACH-000251,-0.165903922718
ACH-000253,-0.0163326360603
ACH-000255,-0.107786242041
ACH-000256,-0.127168201793
ACH-000257,0.111256373416
ACH-000258,0.114993443749
ACH-000259,0.025921479830099996
ACH-000260,-0.007498906240300001
ACH-000261,0.0130690780038
ACH-000262,0.158105571545
ACH-000263,0.000861699219823
ACH-000264,0.0933839915478
ACH-000265,-0.00254316025079
ACH-000266,0.05926856870490001
ACH-000272,-0.00211866339742
ACH-000273,-0.09628677702749999
ACH-000274,0.08991808861960002
ACH-000277,0.033426501639900005
ACH-000278,-0.0654804509236
ACH-000279,0.0757055001113
ACH-000280,0.0795856335988
