,EIF4A2 (1974)
ACH-000004,-0.0581758008682
ACH-000007,-0.0620224915873
ACH-000009,-0.305852586169
ACH-000011,-0.134089293288
ACH-000012,-0.152655801373
ACH-000013,-0.0231988486487
ACH-000014,-0.318142398664
ACH-000015,-0.172813972885
ACH-000017,-0.0340047872131
ACH-000018,-0.186844989201
ACH-000019,-0.139320357847
ACH-000021,-0.047504973510099996
ACH-000022,-0.0633220920701
ACH-000025,-0.235154249719
ACH-000028,-0.0608708511831
ACH-000030,-0.195156059061
ACH-000035,-0.0368756536909
ACH-000036,-0.164545136283
ACH-000037,-0.180320325231
ACH-000039,0.017553948618
ACH-000040,-0.27158276347800003
ACH-000041,-0.24298299097399997
ACH-000042,0.000272063539661
ACH-000045,-0.171045939071
ACH-000047,-0.108540670438
ACH-000052,-0.158070638399
ACH-000053,-0.121276030396
ACH-000054,-0.316934214031
ACH-000055,-0.181164215432
ACH-000060,-0.283585120976
ACH-000067,-0.151960640274
ACH-000070,-0.283751879429
ACH-000075,0.0444623415205
ACH-000078,0.0453536889451
ACH-000082,-0.234838591267
ACH-000085,0.012895976254100001
ACH-000086,-0.24122948058899998
ACH-000087,0.0760624624189
ACH-000092,-0.348405893487
ACH-000095,-0.142914774231
ACH-000097,-0.0265757127273
ACH-000098,-0.0789452927065
ACH-000099,-0.049989821687599995
ACH-000108,-0.157264893717
ACH-000113,-0.321425301811
ACH-000115,-0.0442909206406
ACH-000116,-0.25451589814
ACH-000118,-0.0952484708257
ACH-000120,-0.25412965776700003
ACH-000123,-0.128163015329
ACH-000127,-0.13274696646099998
ACH-000128,-0.135883266399
ACH-000132,-0.0845477436802
ACH-000133,-0.2405777841
ACH-000137,-0.247522632409
ACH-000138,0.0185420506487
ACH-000142,-0.27019948841499997
ACH-000143,-0.641417225204
ACH-000146,-0.288414109907
ACH-000148,-0.197507151037
ACH-000150,-0.0026521592713
ACH-000152,-0.263101114601
ACH-000153,0.0494070813966
ACH-000159,0.017045207304100002
ACH-000160,-0.12029927011199999
ACH-000163,-0.18561206042
ACH-000167,-0.395287364588
ACH-000168,-0.148836294
ACH-000169,-0.205321381582
ACH-000178,-0.26121061290500003
ACH-000182,-0.163385303956
ACH-000183,-0.32196938655900004
ACH-000188,-0.221614396022
ACH-000189,-0.264643407595
ACH-000190,-0.07562534180489999
ACH-000198,-0.145237228495
ACH-000204,-0.044453643294099995
ACH-000206,-0.12114081858100001
ACH-000207,-0.339332825249
ACH-000211,-0.358886098838
ACH-000215,-0.255181379807
ACH-000221,0.12141155582699999
ACH-000222,-0.35699432105800005
ACH-000223,-0.374323493458
ACH-000226,-0.11722190064200001
ACH-000227,-0.0958222437664
ACH-000228,0.171285863497
ACH-000231,-0.19293800961
ACH-000232,-0.282825062153
ACH-000233,-0.20041742516
ACH-000234,-0.166748021844
ACH-000235,-0.23602823257599997
ACH-000237,-0.178619789507
ACH-000238,-0.229241844694
ACH-000243,-0.111779751807
ACH-000244,-0.34847333532200003
ACH-000246,-0.231555040512
ACH-000248,-0.245853304606
ACH-000250,-0.267903128451
ACH-000251,-0.0317268809121
ACH-000253,-0.145847724658
ACH-000255,-0.287887036966
ACH-000256,-0.23462266862
ACH-000257,-0.019739968377099997
ACH-000258,-0.305926114995
ACH-000259,-0.171240586305
ACH-000260,-0.0348907351702
ACH-000261,-0.255881771912
ACH-000262,-0.331584631547
ACH-000263,-0.729339824925
ACH-000264,-0.21042894511799998
ACH-000265,0.039545012523199995
ACH-000266,-0.18349925283100002
ACH-000272,-0.214865369049
ACH-000273,-0.285343684684
ACH-000274,-0.304111968123
ACH-000277,-0.266035939991
ACH-000278,-0.16955973052499998
ACH-000279,-0.435659254239
ACH-000280,-0.161318315831
