,UTF1 (8433)
ACH-000004,0.00896214461675
ACH-000007,0.0323767634378
ACH-000009,0.20210480776099998
ACH-000011,0.0471714083271
ACH-000012,-0.0668230709379
ACH-000013,0.06893650970460001
ACH-000014,0.0504159185917
ACH-000015,0.118453691787
ACH-000017,-0.0632968302116
ACH-000018,-0.054645448414699996
ACH-000019,-0.011274215804700002
ACH-000021,-0.058082739621599995
ACH-000022,0.136832546461
ACH-000025,-0.0733966534209
ACH-000028,0.09834444139599999
ACH-000030,-0.0298486249583
ACH-000035,-0.042523669088
ACH-000036,-0.13687454200500002
ACH-000037,-0.557629923613
ACH-000039,0.00157270831596
ACH-000040,0.023671046799
ACH-000041,-0.220158342105
ACH-000042,-0.0938192289016
ACH-000045,-0.240732486646
ACH-000047,0.019114022249799998
ACH-000052,-0.26956099045299997
ACH-000053,0.034105566025099995
ACH-000054,-0.158223009568
ACH-000055,-0.16654730013900002
ACH-000060,-0.228163358674
ACH-000067,0.0602023054737
ACH-000070,-0.296950287745
ACH-000075,0.0618689795259
ACH-000078,0.116378633374
ACH-000082,0.0882189134905
ACH-000085,-0.0329504580056
ACH-000086,-0.159281315062
ACH-000087,0.0565713552197
ACH-000092,-0.0159860388146
ACH-000095,-0.19702592616
ACH-000097,0.06106808486930001
ACH-000098,-0.0426675100166
ACH-000099,-0.07416739212000001
ACH-000108,0.0702555758279
ACH-000113,-0.0839230124315
ACH-000115,-0.07988102547730001
ACH-000116,-0.218719772969
ACH-000118,-0.00211771762713
ACH-000120,0.124985070743
ACH-000123,0.07844632502349999
ACH-000127,-0.051908779735300004
ACH-000128,-0.0009972071108169998
ACH-000132,-0.23339063888
ACH-000133,-0.15072331360400001
ACH-000137,-0.206685713018
ACH-000138,0.05852406101430001
ACH-000142,-0.127532293825
ACH-000143,0.0278516310975
ACH-000146,0.105921184461
ACH-000148,-0.0679181252676
ACH-000150,0.132722716722
ACH-000152,-0.20312416163400002
ACH-000153,-0.00596062715775
ACH-000159,-0.23142196214699998
ACH-000160,0.25066120249
ACH-000163,-0.20309190426399998
ACH-000167,0.482984921916
ACH-000168,0.09005900244719998
ACH-000169,-0.336182824865
ACH-000178,0.18533975827
ACH-000182,0.0669940983649
ACH-000183,-0.0402417564587
ACH-000188,-0.00668824188892
ACH-000189,-0.23678258022
ACH-000190,0.38833995616800004
ACH-000198,0.00116621671464
ACH-000204,-0.317511579649
ACH-000206,0.0468899960843
ACH-000207,0.0921514651907
ACH-000211,0.048358347745500005
ACH-000215,-0.0906986886238
ACH-000221,-0.114257766621
ACH-000222,0.20313652711199998
ACH-000223,0.0334517236773
ACH-000226,-0.10728519781099999
ACH-000227,0.0388468694024
ACH-000228,0.08475442995789999
ACH-000231,0.00219944140854
ACH-000232,0.00349619080458
ACH-000233,-0.0590355165865
ACH-000234,-0.0742739740882
ACH-000235,-0.0397537793995
ACH-000237,-0.0197408522989
ACH-000238,-0.06958054631880001
ACH-000243,0.056506204395900005
ACH-000244,-0.140746615778
ACH-000246,-0.06393282476789999
ACH-000248,0.0106788822112
ACH-000250,-0.0628304687583
