,KNTC1 (9735)
ACH-000475,-0.31246594465
ACH-000476,0.0153254419233
ACH-000477,-0.44574158406000003
ACH-000480,-0.188777426599
ACH-000481,-0.49647967369499996
ACH-000483,-0.398054232073
ACH-000484,-0.331404838549
ACH-000485,-0.597447456839
ACH-000486,-0.444083656907
ACH-000487,-0.196102760524
ACH-000488,-0.309761839789
ACH-000490,-0.446535220573
ACH-000491,-0.00816961758387
ACH-000495,-0.31506513387400004
ACH-000496,-0.34952226476
ACH-000499,-0.512053804087
ACH-000500,-1.23579026651
ACH-000502,-0.427776138364
ACH-000503,-0.945765383324
ACH-000505,-0.303252398019
ACH-000507,-0.43249103635200004
ACH-000510,-0.5486056656270001
ACH-000511,-0.370321022346
ACH-000512,-0.440860766016
ACH-000516,-0.268337815206
ACH-000517,0.0200634185228
ACH-000518,0.128063154453
ACH-000520,-0.387867757126
ACH-000521,-0.0157392716442
ACH-000522,-0.46258590111500003
ACH-000524,-0.155262006743
ACH-000527,-0.367618860087
ACH-000528,-0.20845048995700002
ACH-000537,-0.22799409583799998
ACH-000541,-0.227636860852
ACH-000542,-0.70591474512
ACH-000544,-0.6727882875579999
ACH-000545,-0.680880853785
ACH-000547,-1.10840899131
ACH-000548,-0.777119453162
ACH-000549,-0.279637781054
ACH-000550,-0.324810855763
ACH-000552,-0.0063708560834100005
ACH-000556,-0.14435851591499999
ACH-000557,-0.524995777558
ACH-000570,-0.45793004829899997
ACH-000571,-0.430333619843
ACH-000573,-0.261584347203
ACH-000576,-0.17185464543900003
ACH-000580,-0.7747503816329999
ACH-000584,-0.561895777678
ACH-000585,-1.18391516086
ACH-000588,-0.29297689195099996
ACH-000589,-0.119111592805
ACH-000591,-0.617407311485
ACH-000593,-0.50306732202
ACH-000600,-0.519061220772
ACH-000601,-0.491271271729
ACH-000604,0.054957781389199996
ACH-000605,-0.38026840305299997
ACH-000606,-0.90022823533
ACH-000608,-0.7321207598459999
ACH-000614,-0.444950437351
ACH-000616,0.019137039538900003
ACH-000618,-0.429923625902
ACH-000619,-0.8804134067470001
ACH-000620,-0.971531310931
ACH-000621,-0.801383198701
ACH-000622,-0.19366126117899998
ACH-000623,-0.337499274435
ACH-000624,0.0258111395932
ACH-000627,-0.334876044288
ACH-000630,-0.538939065619
ACH-000632,-0.776966244236
ACH-000633,-0.10273943342900001
ACH-000637,0.05897289432519999
ACH-000638,-0.07096903330189999
ACH-000646,-0.44360296185000003
ACH-000647,-0.24727488100900002
ACH-000648,-0.562466879696
ACH-000649,-0.665939496272
ACH-000651,0.0794570955109
ACH-000652,-0.10779876362
ACH-000653,-0.0401933993672
ACH-000657,-0.23642436562600003
ACH-000658,-0.0571218174064
ACH-000661,-0.191017052354
ACH-000662,-0.503067682887
ACH-000663,-0.7689458579330001
ACH-000665,-0.21646569297200002
ACH-000671,-0.416499874791
ACH-000673,-0.361032529173
ACH-000676,-0.642801022452
ACH-000677,-0.384374535782
ACH-000681,-0.283890400196
ACH-000682,-0.8721395643790001
ACH-000683,-0.42175194694300006
ACH-000684,-0.658308779029
ACH-000688,0.0364928965097
ACH-000693,-0.31627531330499997
ACH-000694,-0.198296720304
ACH-000695,-0.291391321704
ACH-000696,-0.11557341366900001
ACH-000697,-0.5784387416910001
ACH-000699,-0.083964228085
ACH-000701,-0.4829602822
ACH-000706,-0.240238124619
ACH-000711,-0.133273911517
ACH-000713,-0.7053760235500001
ACH-000714,-0.607546965066
ACH-000718,-0.50049816265
ACH-000720,-0.368698079411
ACH-000721,-0.270413064096
ACH-000724,-0.20427363342799998
ACH-000725,-0.0413192705754
ACH-000732,-0.0722493196607
ACH-000734,-0.393169740459
ACH-000735,-0.559905383649
ACH-000736,-0.179195441902
ACH-000738,-0.322076721466
ACH-000746,-0.110047891422
ACH-000747,-0.28822784074
ACH-000748,-0.11488550027899999
ACH-000753,-0.621713219993
ACH-000756,-0.46757560866400005
ACH-000757,-0.30879459569
ACH-000758,-0.15431356636399998
ACH-000760,-0.39988556883299997
ACH-000763,-0.111128581617
ACH-000764,-0.161953755954
ACH-000765,-0.336091879508
ACH-000766,0.0347032413162
ACH-000767,-0.295330498356
ACH-000768,-0.506681542559
ACH-000769,-0.160211127798
ACH-000770,-0.060576191735899995
ACH-000771,-0.654052284953
ACH-000773,-0.849605955413
ACH-000776,-0.16261406609999998
ACH-000777,-0.596910010373
ACH-000778,-0.12414668408299999
ACH-000781,-0.456692923826
ACH-000782,-0.46345225848800004
ACH-000783,-0.31382372504
ACH-000784,-0.283132031977
ACH-000785,-1.00313799759
ACH-000787,-0.363728620928
ACH-000788,-0.184768519064
ACH-000791,-0.459351297797
ACH-000792,-0.30062782364999996
ACH-000794,-0.487036476308
ACH-000796,-0.383036133141
ACH-000799,-0.312288787112
ACH-000800,-0.528551395182
ACH-000802,-0.637155169196
ACH-000804,-0.327355043556
ACH-000805,-0.5128293308290001
ACH-000809,-0.237728169405
ACH-000810,-0.413459083282
ACH-000811,-0.131232776379
ACH-000817,-0.26096819577
ACH-000819,-0.36252292076
ACH-000820,-0.019146358578700003
ACH-000821,-0.32034839402
ACH-000822,-0.38753232442900004
ACH-000823,-0.6460362108209999
ACH-000824,-0.115323246764
ACH-000827,-0.201829467667
ACH-000829,-0.613383053463
ACH-000831,-0.36377933994999995
ACH-000832,-0.272368466421
ACH-000833,-0.569638322405
ACH-000834,-0.36148248194300003
ACH-000835,-0.271954667729
ACH-000836,-0.310590890134
ACH-000837,-0.30458761270999996
ACH-000838,-0.45057895199299997
ACH-000839,-0.112278278623
ACH-000840,0.649992100006
ACH-000841,-0.359718963578
ACH-000843,-0.0277660865953
ACH-000846,0.0835818902637
ACH-000847,-0.38894032120399996
ACH-000848,-0.5793508959579999
ACH-000849,-0.33394317253
ACH-000851,-0.23557577287599998
ACH-000855,-0.0524356642797
ACH-000856,-0.886228858396
ACH-000858,-0.047970463354
ACH-000859,0.00526560867337
ACH-000861,-0.30002204653000003
ACH-000862,-0.801237789814
ACH-000865,-0.512997980467
ACH-000866,-0.504431240384
ACH-000867,-0.5212346514890001
ACH-000869,0.0413819080892
ACH-000872,-0.369894401824
ACH-000873,-0.442645726884
ACH-000876,-0.515662985168
ACH-000878,0.28833832589
ACH-000880,-0.8338485435359999
ACH-000881,-0.368089449021
ACH-000882,-0.599552437727
ACH-000884,-0.456130197672
ACH-000885,-0.730037570672
ACH-000887,-0.309433285993
ACH-000888,-0.103167856633
ACH-000889,-0.36349921911899996
ACH-000890,-0.6356622961899999
ACH-000896,-0.230098895696
ACH-000898,-0.529465962232
ACH-000900,-0.115949458804
ACH-000901,-0.431289933578
ACH-000905,-0.226448301624
ACH-000906,-0.39002136165600004
ACH-000907,0.018525126331599997
ACH-000910,-0.447371045384
ACH-000911,-0.126673188504
ACH-000912,-0.210160811937
ACH-000913,-0.211571863962
ACH-000915,-0.27183374818100003
ACH-000916,0.185804330574
ACH-000917,-0.281311248766
ACH-000921,-0.159174928504
ACH-000924,-0.06876692402439999
ACH-000926,-0.510358850835
ACH-000928,-0.5460067438930001
ACH-000929,-0.00148897341141
ACH-000932,-0.664007330556
ACH-000935,-0.758197017295
ACH-000936,-0.0356905970986
ACH-000937,-0.348268512179
ACH-000938,-0.285717835758
ACH-000939,-1.01196751159
ACH-000941,-0.482047261444
ACH-000943,-0.410830534225
ACH-000946,-0.7146736859389999
ACH-000947,-0.471735369201
ACH-000948,-0.142174439364
ACH-000950,-0.43287396377099996
ACH-000953,-0.33643581248899995
ACH-000957,-0.98265077498
ACH-000958,-0.246332005519
ACH-000960,-0.137490880599
ACH-000963,-0.555307612633
ACH-000968,-0.59414473576
ACH-000969,-0.186715605093
ACH-000973,-0.258059960155
ACH-000974,0.0151849434841
ACH-000975,-0.370740767643
ACH-000976,-0.685107310721
ACH-000978,-0.36352341965499996
ACH-000980,-0.048507194582
ACH-000984,-0.908853010967
ACH-000986,-0.539581632128
ACH-000988,-0.185702319739
ACH-000993,-0.264308290773
ACH-000994,-0.353755541653
ACH-000996,-0.07544953062189999
ACH-001001,-0.349324308027
ACH-001020,-0.538707842735
ACH-001028,-0.249551722856
ACH-001031,-0.741747287376
ACH-001038,-0.389411759583
ACH-001048,-0.544347109215
ACH-001050,-0.611702468505
ACH-001053,-0.692046300412
ACH-001054,-0.894505137138
ACH-001061,-0.238156354771
ACH-001067,-0.637130795711
ACH-001075,-0.508741766235
ACH-001096,-0.474667174564
ACH-001128,-0.689391187406
ACH-001134,-0.948443706876
ACH-001151,-0.314549277892
ACH-001163,-0.317862312107
ACH-001164,-0.558405787541
ACH-001173,-0.45241959130599996
ACH-001183,-0.639124971838
ACH-001184,-0.578676906004
ACH-001190,-0.360967346514
ACH-001192,-0.35393284254
ACH-001193,-0.557605807731
ACH-001196,-0.265051350649
ACH-001197,-0.482482004524
ACH-001205,-0.46756232861999997
ACH-001211,-0.8081709546179999
ACH-001212,-0.48640575756000004
ACH-001228,-0.100481622257
ACH-001232,-0.20262051696699998
ACH-001239,-0.48007325221299996
ACH-001274,-0.23963898674400003
ACH-001275,-0.436026665454
ACH-001277,-0.347178242299
ACH-001278,-0.397209230987
ACH-001280,-0.6517351920560001
ACH-001283,-0.0869442413961
ACH-001289,-0.49512806831600004
ACH-001295,0.04577107035899999
ACH-001300,-0.32722106032299997
ACH-001301,-0.617714668441
ACH-001302,-0.495900851373
ACH-001303,-0.561286595422
ACH-001306,-0.170559017492
ACH-001318,-0.267858479193
ACH-001322,-0.13647217851
ACH-001328,-0.607379601912
ACH-001332,-1.09986496247
ACH-001333,-0.389423501818
ACH-001336,-0.326202708066
ACH-001340,-0.393101493125
ACH-001346,-0.581650742768
ACH-001353,-0.554146631466
ACH-001354,-0.39896956892700003
ACH-001367,-0.567842159639
ACH-001368,-0.3222376737
ACH-001374,0.416273681099
ACH-001375,-0.407474756663
ACH-001377,-0.601420163951
ACH-001380,-0.6477745411429999
ACH-001391,-0.30310241887
ACH-001407,-0.401854046141
ACH-001408,-0.600418722021
ACH-001413,-0.703014383777
ACH-001430,-0.5792610839060001
ACH-001431,-0.386600672249
ACH-001450,-0.200052646787
ACH-001496,-0.43159527375100004
ACH-001500,-0.18885214862
ACH-001521,-0.34383845926299994
ACH-001523,-0.8385899163439999
ACH-001532,-0.763866454603
ACH-001536,-0.50026156459
ACH-001550,-0.20100357587900003
ACH-001552,-0.50650351376
ACH-001554,-0.285732620764
ACH-001645,-0.499394045506
ACH-001654,-0.30909177260299997
ACH-001715,-0.465446707626
ACH-001735,-0.31623398938
ACH-001736,-0.5214690438
ACH-001737,-0.0308864655829
ACH-001740,-0.22921809269
ACH-001745,-0.22497877265299998
ACH-001750,-0.331383055767
ACH-001765,-0.47296675195
ACH-001956,-0.213859791834
ACH-001957,-0.369191628889
