,MYNN (55892)
ACH-000004,-0.09586238437380001
ACH-000007,0.005868132448
ACH-000009,-0.20582928716200002
ACH-000011,-0.0185215035101
ACH-000012,-0.045178069259199996
ACH-000013,-0.13397462920199998
ACH-000014,-0.378821147715
ACH-000015,-0.07990997157860001
ACH-000017,-0.0273174467883
ACH-000018,-0.12724520076600002
ACH-000019,-0.176905812577
ACH-000021,0.005890862167359999
ACH-000022,-0.114338043976
ACH-000025,-0.0247771545324
ACH-000028,-0.0116067458076
ACH-000030,-0.0917368565873
ACH-000035,-0.129724624112
ACH-000036,-0.194475903733
ACH-000037,0.105069750794
ACH-000039,-0.154630465138
ACH-000040,-0.236092986195
ACH-000041,-0.043204093294900006
ACH-000042,0.0851059999164
ACH-000045,-0.019300690606
ACH-000047,-0.11924154293099999
ACH-000052,-0.0943821752434
ACH-000053,-0.0650767699462
ACH-000054,-0.18930533307
ACH-000055,-0.26352370666700003
ACH-000060,-0.0921319996943
ACH-000067,-0.0044920806070900005
ACH-000070,-0.0848749804923
ACH-000075,0.17621128722100002
ACH-000078,-0.20729440770100002
ACH-000082,-0.060946527715
ACH-000085,-0.23592362609099998
ACH-000086,-0.0186761153659
ACH-000087,-0.284717322271
ACH-000092,-0.1165869125
ACH-000095,-0.212738087251
ACH-000097,-0.255631245368
ACH-000098,0.350746005443
ACH-000099,-0.106892762883
ACH-000108,0.038493067367
ACH-000113,-0.04242534990709999
ACH-000115,-0.21404246367600002
ACH-000116,-0.159777788258
ACH-000118,-0.0656691836376
ACH-000120,-0.043507935932300006
ACH-000123,-0.138760754782
ACH-000127,0.0372260039038
ACH-000128,-0.205430582636
ACH-000132,-0.09718998559860001
ACH-000133,-0.29602595793
ACH-000137,0.057428086773899996
ACH-000138,0.059766445371199996
ACH-000142,-0.16322195266
ACH-000143,0.135881573493
ACH-000146,-0.0914834265975
ACH-000148,-0.138058321028
ACH-000150,0.148155144427
ACH-000152,-0.041138544062199994
ACH-000153,0.110569374326
ACH-000159,-0.09558367775830001
ACH-000160,-0.109936313569
ACH-000163,-0.248273728798
ACH-000167,-0.110940433696
ACH-000168,-0.206220076268
ACH-000169,-0.12913666970899998
ACH-000178,0.0262957209677
ACH-000182,0.0120536001362
ACH-000183,-0.182401074463
ACH-000188,0.0359379996026
ACH-000189,-0.06846873369800001
ACH-000190,-0.113130863132
ACH-000198,-0.173780128843
ACH-000204,0.236598656835
ACH-000206,-0.158250616067
ACH-000207,-0.160247446028
ACH-000211,-0.13994939776100002
ACH-000215,-0.09652281807539999
ACH-000221,-0.011081337187099999
ACH-000222,0.151784249995
ACH-000223,-0.153655745384
ACH-000226,-0.0420272764604
ACH-000227,-0.317215266941
ACH-000228,-0.00581504358343
ACH-000231,-0.17569407816100002
ACH-000232,0.04630766020219999
ACH-000233,-0.05294872092180001
ACH-000234,-0.29327688176399996
ACH-000235,-0.10995849364600001
