,REPIN1 (29803)
ACH-000004,-0.0963698312489
ACH-000007,-0.04801947593719999
ACH-000009,-0.09469028944949999
ACH-000011,-0.112838989326
ACH-000012,-0.19899336974800003
ACH-000013,-0.06686968776890001
ACH-000014,-0.184170170822
ACH-000015,-0.04516979944400001
ACH-000017,0.04751772359400001
ACH-000018,0.193349665845
ACH-000019,-0.17762140294300002
ACH-000021,-0.108838399598
ACH-000022,-0.08962755829160002
ACH-000025,-0.04775840994009999
ACH-000028,0.0728384227416
ACH-000030,-0.0410288520851
ACH-000035,-0.06749259408649999
ACH-000036,-0.269436103418
ACH-000037,-0.24563131586999998
ACH-000039,-0.226664976804
ACH-000040,-0.247052687787
ACH-000041,-0.272685481426
ACH-000042,0.0165367591578
ACH-000045,-0.188803935413
ACH-000047,0.0405247934647
ACH-000052,-0.14128750996
ACH-000053,-0.06118000343280001
ACH-000054,-0.0050135109098100004
ACH-000055,0.027453577294
ACH-000060,-0.295062636556
ACH-000067,-0.208990812815
ACH-000070,-0.043974523555
ACH-000075,-0.124306933154
ACH-000078,-0.0481912099353
ACH-000082,-0.106724564959
ACH-000085,0.31442548352
ACH-000086,0.072198754262
ACH-000087,-0.08253516402649999
ACH-000092,0.015214573471200001
ACH-000095,-0.19201841953200002
ACH-000097,0.026066144083799998
ACH-000098,-0.06895954435110001
ACH-000099,-0.134903529391
ACH-000108,0.051594496424400005
ACH-000113,-0.086192864756
ACH-000115,-0.315651151623
ACH-000116,-0.0921272690648
ACH-000118,-0.0288581075918
ACH-000120,-0.20188677533
ACH-000123,-0.157885412623
ACH-000127,-0.115116081492
ACH-000128,0.00869871277479
ACH-000132,-0.169653107676
ACH-000133,-0.183198792385
ACH-000137,-0.147381130139
ACH-000138,0.17103048681
ACH-000142,-0.0907403290285
ACH-000143,-0.083770029824
ACH-000146,-0.181997613835
ACH-000148,-0.031264567159
ACH-000150,0.0851156116642
ACH-000152,-0.12142452019099999
ACH-000153,-0.332545729008
ACH-000159,-0.12580550248400002
ACH-000160,-0.061664755270199996
ACH-000163,-0.261296818381
ACH-000167,-0.16061137750499999
ACH-000168,0.0970490613514
ACH-000169,-0.0335107585213
ACH-000178,-0.190514160438
ACH-000182,-0.150742631766
ACH-000183,-0.272339784722
ACH-000188,-0.11255991364399999
ACH-000189,-0.235656745144
ACH-000190,0.0696622276248
ACH-000198,-0.0762138366356
ACH-000204,-0.146451980058
ACH-000206,-0.177254972628
ACH-000207,0.13016733663399999
ACH-000211,-0.0329421848961
ACH-000215,-0.17188087617400002
ACH-000221,-0.283969520599
ACH-000222,0.13396531930299999
ACH-000223,-0.187519829034
