,LTBP3 (4054)
ACH-000004,-0.35061356480300004
ACH-000007,-0.63559945843
ACH-000009,-0.4586897688
ACH-000011,-0.544623119725
ACH-000012,-0.516121101244
ACH-000013,-0.34969387105300004
ACH-000014,-0.20885308733199998
ACH-000015,-0.432165644719
ACH-000017,-0.392172237488
ACH-000018,-0.504323321436
ACH-000019,-0.755292183452
ACH-000021,-0.615204510907
ACH-000022,-0.44444821304300003
ACH-000025,-0.292795454247
ACH-000028,-0.480722805696
ACH-000030,-0.4929913801100001
ACH-000035,-0.40608386320699996
ACH-000036,-0.688183564278
ACH-000037,-0.499706668846
ACH-000039,-0.55745648948
ACH-000040,-0.44884387656400004
ACH-000041,-0.40096274191799997
ACH-000042,-0.590908936171
ACH-000045,-0.435779199033
ACH-000047,-0.33763447447899997
ACH-000052,-0.38163199160899997
ACH-000053,-0.48285735829099996
ACH-000054,-0.270815937048
ACH-000055,-0.544577856548
ACH-000060,-0.42523409248899996
ACH-000067,-0.64264591559
ACH-000070,-0.37096102899899996
ACH-000075,-0.34661687783699996
ACH-000078,-0.596340916343
ACH-000082,-0.549893741943
ACH-000085,-0.432010830907
ACH-000086,-0.541169055352
ACH-000087,-0.412918093536
ACH-000092,-0.5573741855250001
ACH-000095,-0.555555078703
ACH-000097,-0.42869381112099997
ACH-000098,-0.323996825459
ACH-000099,-0.457026147487
ACH-000108,-0.35441918792300003
ACH-000113,-0.588384695202
ACH-000115,-0.603372604288
ACH-000116,-0.479301331917
ACH-000118,-0.671697564878
ACH-000120,-0.5368618609660001
ACH-000123,-0.48041569694700004
ACH-000127,-0.348089021068
ACH-000128,-0.561586524761
ACH-000132,-0.5534381272460001
ACH-000133,-0.488131059255
ACH-000137,-0.504681633281
ACH-000138,-0.530314342372
ACH-000142,-0.573244871466
ACH-000143,-0.37933051772
ACH-000146,-0.43188918735699994
ACH-000148,-0.440120233572
ACH-000150,-0.540063448823
ACH-000152,-0.315782930029
ACH-000153,-0.712808131811
ACH-000159,-0.222768484272
ACH-000160,-0.567747932842
ACH-000163,-0.58761207088
ACH-000167,-0.401995266468
ACH-000168,-0.356192568187
ACH-000169,-0.577149313148
ACH-000178,-0.38054035473000003
ACH-000182,-0.294207103263
ACH-000183,-0.4619143411399999
ACH-000188,-0.736221991972
ACH-000189,-0.869313415405
ACH-000190,-0.324421691322
ACH-000198,-0.557246101615
ACH-000204,-0.316286756809
ACH-000206,0.0129813071839
ACH-000207,-0.635556910765
ACH-000211,-0.448827812138
ACH-000215,-0.469306761652
ACH-000221,-0.38179926883500004
ACH-000222,-0.455308268811
ACH-000223,-0.37205234692100003
ACH-000226,-0.543529832786
ACH-000227,-0.5299618351259999
ACH-000228,-0.584878625664
ACH-000231,-0.43737118478200004
ACH-000232,-0.469382791433
ACH-000233,-0.47449118377800004
ACH-000234,-0.38975210550300005
ACH-000235,-0.463092933823
ACH-000237,-0.48274077241499996
ACH-000238,-0.390790225999
ACH-000243,-0.495513926538
ACH-000244,-0.634347627574
ACH-000246,-0.437521762846
ACH-000248,-0.181071068015
ACH-000250,-0.558575973984
ACH-000251,-0.875365638406
ACH-000253,-0.40517665155999993
ACH-000255,-0.503463240518
ACH-000256,-0.621361844332
ACH-000257,-0.541436104477
ACH-000258,-0.316917200325
ACH-000259,-0.43226479248300004
ACH-000260,-0.503434112946
ACH-000261,-0.464585173246
ACH-000262,-0.335191512329
ACH-000263,-0.580512459115
ACH-000264,-0.48850598763400005
ACH-000265,-0.453429854964
ACH-000266,-0.634852620585
ACH-000272,-0.30139505
ACH-000273,-0.548698297505
ACH-000274,-0.353526520598
ACH-000277,-0.509998600229
ACH-000278,-0.385281877962
ACH-000279,-0.313397230309
ACH-000280,-0.576181268489
ACH-000281,-0.7114393401870001
ACH-000288,-0.412702757222
ACH-000291,-0.29833716143800004
ACH-000293,-0.389673856341
ACH-000294,-0.737443841938
ACH-000295,-0.7764844473720001
ACH-000296,-0.534906491344
ACH-000302,-0.352862002852
ACH-000304,-0.34389838408100004
ACH-000307,-0.30889477839400004
ACH-000308,-0.66614459106
ACH-000310,-0.613290786957
ACH-000311,-0.44999441687700004
ACH-000312,-0.352201612039
ACH-000315,-0.673514435107
ACH-000316,-0.537426588532
ACH-000317,-0.294840551312
ACH-000318,-0.803655393876
ACH-000319,-0.277193484164
ACH-000320,-0.41487419364
ACH-000322,-0.339955346936
ACH-000323,-0.47796699835699996
ACH-000324,-0.349219900232
