,PAM16 (51025)
ACH-000004,-1.5707535590200001
ACH-000007,-1.48366310463
ACH-000009,-1.42205707292
ACH-000011,-1.35670701829
ACH-000012,-1.47572419449
ACH-000013,-1.62098968857
ACH-000014,-1.53129293623
ACH-000015,-1.65199762857
ACH-000017,-1.42993095598
ACH-000018,-1.3033820904100002
ACH-000019,-1.4961880884
ACH-000021,-1.4144290048500001
ACH-000022,-1.64969217162
ACH-000025,-1.32103505432
ACH-000028,-1.4115539859200001
ACH-000030,-1.20065128978
ACH-000035,-1.5062965183300001
ACH-000036,-1.3897022267599999
ACH-000037,-0.571912390249
ACH-000039,-1.51795160903
ACH-000040,-1.46494693405
ACH-000041,-1.39770029391
ACH-000042,-1.4540408328
ACH-000045,-1.56018857252
ACH-000047,-1.38307378455
ACH-000052,-1.15697066741
ACH-000053,-1.37109630678
ACH-000054,-1.34164730127
ACH-000055,-1.3885790213
ACH-000060,-1.2713262951100002
ACH-000067,-1.4655770309799998
ACH-000070,-1.47801711244
ACH-000075,-1.29281486832
ACH-000078,-1.54506602449
ACH-000082,-1.5850071300600002
ACH-000085,-1.23302252002
ACH-000086,-1.3162238096899999
ACH-000087,-1.0463369799
ACH-000092,-1.4288567588799999
ACH-000095,-1.64005661443
ACH-000097,-1.43961068065
ACH-000098,-1.52866085676
ACH-000099,-1.4214385630700002
ACH-000108,-1.63600184674
ACH-000113,-1.49887337247
ACH-000115,-2.6806287195299996
ACH-000116,-1.7537443473099998
ACH-000118,-1.22137915964
ACH-000120,-1.35266437324
ACH-000123,-1.39776889835
ACH-000127,-1.5087939302200002
ACH-000128,-1.66160216325
ACH-000132,-1.2641036540600001
ACH-000133,-1.47989351368
ACH-000137,-1.57992882221
ACH-000138,-1.36468819465
ACH-000142,-1.60043718484
ACH-000143,-1.4395090903799999
ACH-000146,-1.83267112498
ACH-000148,-1.51496553349
ACH-000150,-1.2643059850299998
ACH-000152,-1.0724770518100002
ACH-000153,-1.3412141933600001
ACH-000159,-1.5488809012399998
ACH-000160,-1.3389772886799998
ACH-000163,-1.47014278743
ACH-000167,-1.61035918542
ACH-000168,-1.42467513443
ACH-000169,-1.37979067034
ACH-000178,-1.35163778029
ACH-000182,-1.3395373880299999
ACH-000183,-1.4494975171000002
ACH-000188,-1.36689519049
ACH-000189,-1.32368338561
ACH-000190,-1.16977332332
ACH-000198,-1.2836677970700001
ACH-000204,-1.6550568743
ACH-000206,-1.14530060154
ACH-000207,-1.01193146183
ACH-000211,-1.3127970346100002
ACH-000215,-1.4616157795700002
ACH-000221,-1.64537101696
ACH-000222,-1.59614381741
ACH-000223,-1.2988186290500001
ACH-000226,-1.5644710124599999
ACH-000227,-1.15798862927
ACH-000228,-1.6084054415200002
ACH-000231,-1.45028799408
ACH-000232,-1.4775071733399998
ACH-000233,-1.4580576102399998
ACH-000234,-1.45652990667
ACH-000235,-1.44433697542
ACH-000237,-1.53356272736
ACH-000238,-1.20908466903
ACH-000243,-1.37688447546
ACH-000244,-1.660752079
ACH-000246,-1.09874094763
ACH-000248,-1.4761458511
ACH-000250,-1.2073420893
ACH-000251,-1.28077802749
ACH-000253,-1.6755637355700002
ACH-000255,-1.46722740532
ACH-000256,-1.28234398544
ACH-000257,-1.89948820225
ACH-000258,-1.48779012099
ACH-000259,-1.46273173748
ACH-000260,-1.33806039408
ACH-000261,-1.3884869072
ACH-000262,-1.37999867188
ACH-000263,-2.0320841136400003
ACH-000264,-1.54607169683
ACH-000265,-1.4167467373500002
ACH-000266,-1.42878095533
ACH-000272,-1.32977281817
ACH-000273,-1.24354471074
ACH-000274,-1.7504554140900002
ACH-000277,-2.0453289645
ACH-000278,-1.25535019319
ACH-000279,-1.26453276527
ACH-000280,-1.43965711546
ACH-000281,-1.4579265914500001
ACH-000288,-1.5170951748100001
ACH-000291,-1.40158547646
ACH-000293,-1.55358070487
ACH-000294,-1.6928442992700001
ACH-000295,-1.3149093140299999
ACH-000296,-1.7935024448299999
ACH-000302,-1.9323851273800001
ACH-000304,-1.6381763180700002
ACH-000307,-1.3375773783
ACH-000308,-1.46684851169
ACH-000310,-1.21576473542
ACH-000311,-1.6128912412799998
ACH-000312,-1.3189323586
ACH-000315,-1.5044828303
ACH-000316,-1.8601440429700002
ACH-000317,-1.8400770225099998
ACH-000318,-1.1629148566
ACH-000319,-1.5108385123199999
ACH-000320,-1.3573193461700002
ACH-000322,-1.25824008177
ACH-000323,-1.5799918518599998
ACH-000324,-1.41534643119
ACH-000329,-1.5193801973899999
ACH-000330,-1.39552172505
ACH-000331,-1.20956171408
ACH-000332,-1.47302642193
ACH-000334,-1.36162886824
ACH-000335,-1.42541666838
ACH-000336,-1.7233980493599999
ACH-000337,-1.44078822187
ACH-000339,-1.38546822593
ACH-000341,-1.51920795905
ACH-000348,-1.68087185099
ACH-000350,-1.4971393670500002
ACH-000352,-1.4498625667299998
ACH-000356,-1.5585935427200002
ACH-000361,-1.17960161396
ACH-000362,-1.5962420191799997
ACH-000363,-1.3578227951100001
ACH-000364,-1.42020675352
ACH-000365,-1.53028189671
ACH-000366,-1.2396068550700001
ACH-000368,-1.5224982048700002
ACH-000374,-1.24314002842
ACH-000375,-1.56082130903
ACH-000376,-1.4686246149200002
ACH-000381,-1.5670759865600001
ACH-000383,-1.27662633551
ACH-000387,-1.3878762726299998
ACH-000389,-1.3693546068900002
ACH-000390,-1.32747695497
ACH-000393,-1.36567591909
ACH-000395,-1.41758157093
ACH-000397,-1.4151995589200002
ACH-000401,-1.3301486253
ACH-000402,-1.5431774702399998
ACH-000403,-1.20582170752
ACH-000404,-1.3491020844100001
ACH-000406,-1.76883952402
ACH-000407,-1.63542008903
ACH-000408,-1.4413389877399998
ACH-000410,-1.35793392004
ACH-000411,-1.61918816406
ACH-000414,-1.82705117401
ACH-000415,-1.52145497315
ACH-000416,-1.3994182008000002
ACH-000420,-1.46830058023
ACH-000421,-1.10544684503
ACH-000424,-1.2369348787999999
ACH-000425,-1.54550946949
ACH-000426,-1.05274867544
ACH-000427,-1.59956231777
ACH-000433,-1.51506127262
ACH-000436,-1.6057949347799998
ACH-000444,-1.61928381553
ACH-000445,-1.53804322399
ACH-000448,-1.55715484763
ACH-000450,-1.5126507439399999
ACH-000452,-1.4716313514300001
ACH-000454,-1.2704083817799998
ACH-000458,-1.38984778016
ACH-000459,-1.0960445010100002
ACH-000460,-1.3522974466100002
ACH-000461,-1.5142268984600002
ACH-000463,-1.20441268182
ACH-000464,-1.75259441058
ACH-000466,-1.57430893491
ACH-000467,-1.1679182906799999
ACH-000468,-1.52587629448
ACH-000469,-1.44615014383
ACH-000470,-1.44966253687
ACH-000471,-1.5493384376
ACH-000472,-1.36409615113
ACH-000473,-1.49691877171
ACH-000475,-1.33771641767
ACH-000476,-1.5991459974200002
ACH-000477,-1.4214119604799997
ACH-000480,-1.5983183075999998
ACH-000481,-1.74451134523
ACH-000483,-2.19011116811
ACH-000484,-1.4624083316299998
ACH-000485,-1.3628529342700002
ACH-000486,-1.51106237945
ACH-000487,-1.24811139671
ACH-000488,-1.3308054871200001
ACH-000490,-1.33668887074
ACH-000491,-1.7732019067700002
ACH-000495,-1.23630832489
ACH-000496,-1.40033262299
ACH-000499,-1.46758597035
ACH-000500,-1.4433742059999999
ACH-000502,-1.3114839976100001
ACH-000503,-1.76428333491
ACH-000505,-1.3805487968
ACH-000507,-1.523621155
ACH-000510,-1.6138020898199998
ACH-000511,-1.36745690658
ACH-000512,-1.35206388984
ACH-000516,-1.38256821459
ACH-000517,-1.35994299356
ACH-000518,-1.33297949084
ACH-000520,-1.5028658751800001
ACH-000521,-1.6371039158200003
ACH-000522,-1.42157914565
ACH-000524,-1.48424358596
ACH-000527,-1.3933999637299999
ACH-000528,-1.4826165262
ACH-000537,-1.44523170254
ACH-000541,-1.9695191543700001
ACH-000542,-1.32509977814
ACH-000544,-1.33015495068
ACH-000545,-1.26585642634
ACH-000547,-1.59715969784
ACH-000548,-1.36596411927
ACH-000549,-1.45957238419
ACH-000550,-1.45952044912
ACH-000552,-1.32359996334
ACH-000556,-1.5972392850400001
ACH-000557,-1.7219502525400001
ACH-000570,-1.46530876408
ACH-000571,-1.46252984865
ACH-000573,-1.49514905143
ACH-000576,-1.6919414169999998
ACH-000580,-1.4963147199000002
ACH-000584,-1.58973842198
ACH-000585,-1.34882866985
ACH-000588,-1.5218952101899998
ACH-000589,-1.42714154098
ACH-000591,-1.56037801537
ACH-000593,-1.19106325789
ACH-000600,-1.67137721516
ACH-000601,-1.4882715213600002
ACH-000604,-1.5275065511800001
ACH-000605,-1.86723090369
ACH-000606,-1.53321131881
ACH-000608,-1.3703640796399998
ACH-000614,-1.4644697912
ACH-000616,-1.7033245973700002
ACH-000618,-1.4493388775999998
ACH-000619,-1.2694524514499999
ACH-000620,-1.4095550487000001
ACH-000621,-1.632012796
ACH-000622,-1.31251011693
ACH-000623,-1.46376494646
ACH-000624,-1.29870680089
ACH-000627,-1.25132037311
ACH-000630,-1.51536292973
ACH-000632,-1.64280337534
ACH-000633,-1.57052878474
ACH-000637,-1.38833853186
ACH-000638,-1.42276897907
ACH-000646,-1.6021394899899999
ACH-000647,-1.6713369397600002
ACH-000648,-1.63651659497
ACH-000649,-1.3937204585499998
ACH-000651,-1.50812730084
ACH-000652,-1.8294719582199999
ACH-000653,-1.5668204951
ACH-000657,-1.4485402031299999
ACH-000658,-1.5429251453400001
ACH-000661,-1.63230094954
ACH-000662,-0.794134895473
ACH-000663,-1.4026218244
ACH-000665,-1.2685924011299998
ACH-000671,-1.5716141809399997
ACH-000673,-1.30351734001
ACH-000676,-1.31589470678
ACH-000677,-1.1642271836
ACH-000681,-1.7819562819499999
ACH-000682,-1.3559563544600002
ACH-000683,-1.46137929889
ACH-000684,-1.49036667925
ACH-000688,-1.3889908749000002
ACH-000693,-1.48089274943
ACH-000694,-1.2411029311700001
ACH-000695,-1.66373704146
ACH-000696,-1.3581028430500002
ACH-000697,-1.2691222046700001
ACH-000699,-1.6080755407799998
ACH-000701,-1.5937758261700001
ACH-000706,-1.51683544958
ACH-000711,-1.2234230738
ACH-000713,-1.19835008178
ACH-000714,-1.41096075444
ACH-000718,-1.4666988486
ACH-000720,-1.3871137061899999
ACH-000721,-1.2975288883
ACH-000724,-1.57025330084
ACH-000725,-1.69392484336
ACH-000732,-1.3538256530200001
ACH-000734,-1.46725595824
ACH-000735,-1.5272833729
ACH-000736,-1.5119632961200002
ACH-000738,-1.33151269854
ACH-000746,-1.7000224999200002
ACH-000747,-1.6178269317200002
ACH-000748,-1.5673725238999998
ACH-000753,-1.7785013516900003
ACH-000756,-1.2283854315
ACH-000757,-1.55977051929
ACH-000758,-1.40839082244
ACH-000760,-1.45625572893
ACH-000763,-1.37016719692
ACH-000764,-1.4105208597499999
ACH-000765,-1.50561312119
ACH-000766,-1.65484390386
ACH-000767,-1.43435837484
ACH-000768,-1.3587372257600001
ACH-000769,-1.0754883203
ACH-000770,-1.38838595023
ACH-000771,-1.4496452570899998
ACH-000773,-1.22649502048
ACH-000776,-1.60264982293
ACH-000777,-1.5791424408899999
ACH-000778,-1.07495660029
ACH-000781,-1.68711772792
ACH-000782,-1.26849177769
ACH-000783,-1.57916500671
ACH-000784,-1.44517608214
ACH-000785,-1.6565770734399998
ACH-000787,-1.62837393911
ACH-000788,-1.44016699626
ACH-000791,-1.25076654999
ACH-000792,-1.41353225714
ACH-000794,-1.2645318694399998
ACH-000796,-1.4234838400100003
ACH-000799,-1.17799136898
ACH-000800,-1.51921457403
ACH-000802,-1.3168628085299998
ACH-000804,-1.31669496073
ACH-000805,-1.46598193178
ACH-000809,-1.31576368981
ACH-000810,-1.75365851288
ACH-000811,-1.55694441514
ACH-000817,-1.2010983472
ACH-000819,-1.66990428347
ACH-000820,-1.70463621989
ACH-000821,-1.47743772884
ACH-000822,-0.998363753317
ACH-000823,-0.909647037278
ACH-000824,-1.55202842355
ACH-000827,-1.42708561025
ACH-000829,-1.48152690079
ACH-000831,-1.27793532748
ACH-000832,-1.40074721489
ACH-000833,-1.5969917231
ACH-000834,-1.3300893845200001
ACH-000835,-1.45039408795
ACH-000836,-1.5716495347200001
ACH-000837,-1.43494564236
ACH-000838,-1.386710774
ACH-000839,-1.24249171891
ACH-000840,-1.4456313279
ACH-000841,-1.63007497524
ACH-000843,-1.15349580228
ACH-000846,-1.51513778627
ACH-000847,-1.34983036141
ACH-000848,-1.3334548736299998
ACH-000849,-1.73406471934
ACH-000851,-1.3322596024700002
ACH-000855,-1.42228700885
ACH-000856,-1.45286546169
ACH-000858,-1.17639427516
ACH-000859,-1.33266734897
ACH-000861,-1.58008143542
ACH-000862,-1.24445093891
ACH-000865,-1.3315823771100002
ACH-000866,-1.63551915287
ACH-000867,-1.5391813762600002
ACH-000869,-1.77797116651
ACH-000872,-1.72332685616
ACH-000873,-1.09843246203
ACH-000876,-1.89928226357
ACH-000878,-1.5759221349599999
ACH-000880,-1.56736528782
ACH-000881,-1.5522661772
ACH-000882,-1.43764865725
ACH-000884,-1.26210796852
ACH-000885,-1.39786829072
ACH-000887,-1.1689469253
ACH-000888,-1.68270128197
ACH-000889,-1.63312095213
ACH-000890,-1.3581175275400001
ACH-000896,-1.47625981018
ACH-000898,-1.44706796692
ACH-000900,-1.51432074148
ACH-000901,-1.5343303033200002
ACH-000905,-1.59062340217
ACH-000906,-1.46408411644
ACH-000907,-1.1666163564299998
ACH-000910,-1.44713319498
ACH-000911,-1.3448241438
ACH-000912,-1.34683558151
ACH-000913,-1.44493532526
ACH-000915,-1.4329700553799998
ACH-000916,-0.9137861200759999
ACH-000917,-1.57103163284
ACH-000921,-1.4592676739300001
ACH-000924,-1.64114901825
ACH-000926,-1.4952584443
ACH-000928,-1.83337343755
ACH-000929,-1.75270349289
ACH-000932,-1.36100919722
ACH-000935,-1.45434155456
ACH-000936,-1.3999124408899999
ACH-000937,-1.34430685762
ACH-000938,-1.58427414863
ACH-000939,-1.70857285024
ACH-000941,-1.70426461261
ACH-000943,-1.36993982863
ACH-000946,-1.59994354834
ACH-000947,-1.4209618756400002
ACH-000948,-1.4263784704799998
ACH-000950,-1.72903383502
ACH-000953,-1.36343829233
ACH-000957,-1.28789767769
ACH-000958,-1.2354264804200001
ACH-000960,-1.42274670415
ACH-000963,-1.44123191333
ACH-000968,-1.45335617669
ACH-000969,-1.3149238890000001
ACH-000973,-1.4159262139300002
ACH-000974,-1.51628400118
ACH-000975,-1.2544585741399998
ACH-000976,-1.6384208332199999
ACH-000978,-1.3454753834600002
ACH-000980,-1.60885600442
ACH-000984,-1.53482834497
ACH-000986,-1.3473896469100002
ACH-000988,-1.51903198041
ACH-000993,-1.6194387127
ACH-000994,-1.7099303385299998
ACH-000996,-1.0005836615
ACH-001001,-1.12020821127
ACH-001020,-1.4505020222799998
ACH-001028,-1.31361412382
ACH-001031,-1.4629162866799998
ACH-001038,-1.33174854312
ACH-001048,-1.4224115051800001
ACH-001050,-1.6751883025799998
ACH-001053,-1.36875736417
ACH-001054,-1.1801239935899999
ACH-001061,-1.40261544161
ACH-001067,-1.33872005336
ACH-001075,-1.1331102271
ACH-001096,-1.4398302834299999
ACH-001128,-1.76953711398
ACH-001134,-1.3549485712
ACH-001151,-1.28624611281
ACH-001163,-1.29621838331
ACH-001164,-1.40048578146
ACH-001173,-1.35898257681
ACH-001183,-1.52671498678
ACH-001184,-1.40416481553
ACH-001190,-1.0465632758399999
ACH-001192,-1.17860257624
ACH-001193,-1.37028472024
ACH-001196,-1.3180744699200002
ACH-001197,-1.62153487111
ACH-001205,-1.44687944247
ACH-001211,-1.2959017116
ACH-001212,-2.0719534040400003
ACH-001228,-1.4283394796200002
ACH-001232,-1.3211959147
ACH-001239,-1.7290882705200001
ACH-001274,-1.5134559493700002
ACH-001275,-1.40326309503
ACH-001277,-1.5006134482799998
ACH-001278,-1.91223220532
ACH-001280,-0.922895774223
ACH-001283,-1.51023317431
ACH-001289,-1.42741530326
ACH-001295,-1.5018523428600001
ACH-001300,-1.39162288713
ACH-001301,-1.54155625026
ACH-001302,-1.46417609268
ACH-001303,-1.2945315630299998
ACH-001306,-1.12740432886
ACH-001318,-1.89743206616
ACH-001322,-1.5093576818099999
ACH-001328,-1.3598962402
ACH-001332,-1.3448555923299998
ACH-001333,-1.21143028039
ACH-001336,-1.3244360213700002
ACH-001340,-1.4207711570700001
ACH-001346,-1.4819284295500001
ACH-001353,-1.2386066788799999
ACH-001354,-1.14282510419
ACH-001367,-1.30770190262
ACH-001368,-1.55904256469
ACH-001374,-1.42444909109
ACH-001375,-1.3849276125499999
ACH-001377,-1.40559586949
ACH-001380,-1.15864403496
ACH-001391,-1.46605983236
ACH-001407,-1.36923261805
ACH-001408,-1.40411149241
ACH-001413,-1.1082598560299999
ACH-001430,-1.17354858032
ACH-001431,-1.1957872895700001
ACH-001450,-1.24077544783
ACH-001496,-1.19741318699
ACH-001500,-1.60393243493
ACH-001521,-1.4170372160100002
ACH-001523,-1.4303704626299998
ACH-001532,-1.28143985642
ACH-001536,-1.3837335138
ACH-001550,-1.33041242969
ACH-001552,-1.44956395325
ACH-001554,-1.53869859894
ACH-001645,-1.30550533
ACH-001654,-1.5475722266999998
ACH-001715,-1.70862359019
ACH-001735,-1.5955800466799999
ACH-001736,-1.59274454606
ACH-001737,-0.660547967767
ACH-001740,-1.32518821386
ACH-001745,-1.36003528437
ACH-001750,-1.66819078682
ACH-001765,-1.6312942666999999
ACH-001956,-1.9506356625599999
ACH-001957,-1.63738788504
