,CLUH (23277)
ACH-000189,0.0491046711101
ACH-000190,-0.28559970466400003
ACH-000198,-0.677176707977
ACH-000204,-0.020228687450299997
ACH-000206,-0.042791145129699996
ACH-000207,-0.39431448201700003
ACH-000211,-0.192008886444
ACH-000215,-0.248524533884
ACH-000221,-0.351958333356
ACH-000222,-0.34400483475
ACH-000223,-0.43967317542900003
ACH-000226,-0.312792711562
ACH-000227,-0.431008256104
ACH-000228,-0.40159725460199996
ACH-000231,-0.476105969264
ACH-000232,-0.258471277464
ACH-000233,-0.670600572262
ACH-000234,-0.364044423303
ACH-000235,-0.24849708533599998
ACH-000237,-0.416226963977
ACH-000238,-0.639013041863
ACH-000243,-0.277626317131
ACH-000244,-0.549350142219
ACH-000246,-0.474281167514
ACH-000248,-0.024335784827400002
ACH-000250,-0.6202772128899999
ACH-000251,-0.016036779371200002
ACH-000253,-0.131561196761
ACH-000255,-0.338497496996
ACH-000256,-0.291165429361
ACH-000257,-0.563480622647
ACH-000258,-0.235865197704
ACH-000259,-0.5722779905709999
ACH-000260,-0.286225088184
ACH-000261,-0.334054441155
ACH-000262,-0.44836601532700004
ACH-000263,-0.641099296756
ACH-000264,-0.214830778541
ACH-000265,-0.36471348975199996
ACH-000266,-0.342253855194
ACH-000272,-0.270532122952
ACH-000273,-0.25377126569
ACH-000274,-0.403913035265
ACH-000277,-0.403104181909
ACH-000278,-0.629362514062
ACH-000279,-0.40980627818000004
ACH-000280,-0.25414942253199996
ACH-000281,-0.28286824948600003
ACH-000288,-0.49995559389300004
ACH-000291,-0.430337915763
ACH-000293,-0.495890910907
ACH-000294,0.312412909831
ACH-000295,-0.43929046322099996
ACH-000296,-0.36104510748999996
ACH-000302,-0.653454700454
ACH-000304,-0.48875604157499997
ACH-000307,-0.10519699238399999
ACH-000308,-0.20348144667800003
ACH-000310,-0.218408924373
ACH-000311,-0.0526515947567
ACH-000312,-0.340765742554
ACH-000315,-0.156883803319
ACH-000316,-0.402906400097
ACH-000317,0.0575336732295
ACH-000318,-0.25998666179
ACH-000319,-0.289046328655
ACH-000320,-0.385413413176
ACH-000322,-0.5307553349949999
ACH-000323,-0.257610521641
ACH-000324,-0.350138304758
ACH-000329,-0.606443022817
ACH-000330,-0.11551805261800001
ACH-000331,-0.37205038869499996
ACH-000332,-0.234576387123
ACH-000334,0.0509853419706
ACH-000335,-0.0376057690422
ACH-000336,-0.36413274294200004
ACH-000337,-0.119361637519
ACH-000339,-0.332862932379
ACH-000341,-0.110639921281
ACH-000348,-0.271160841921
ACH-000350,-0.408843593982
ACH-000352,-0.6087656138449999
ACH-000356,-0.25818979857700003
ACH-000361,-0.100676007434
ACH-000362,-0.0324574899438
ACH-000363,-0.432576102285
ACH-000364,-0.243878270006
ACH-000365,-0.708392170608
ACH-000366,-0.224981120038
ACH-000368,-0.347563843986
ACH-000374,-0.519685197649
ACH-000375,0.038031924541300006
ACH-000376,-0.0246164470086
ACH-000381,-0.288439484615
ACH-000383,-0.366042214705
ACH-000387,-0.315113676334
ACH-000389,-0.120119641297
ACH-000390,-0.137474306951
ACH-000393,-0.480401677249
ACH-000395,-0.337712843919
ACH-000397,-0.425012163673
ACH-000401,-0.407313346378
ACH-000402,-0.054154863808000005
ACH-000403,-0.329897883228
ACH-000404,-0.32324121859099997
ACH-000406,-0.475124655743
ACH-000407,-0.341915350387
ACH-000408,-0.224919530704
ACH-000410,-0.268719697776
ACH-000411,-0.14930517797499998
ACH-000414,-0.9082646684550001
ACH-000415,-0.410601642778
ACH-000416,-0.232645195699
ACH-000420,-0.596858904916
ACH-000421,-0.277938049579
ACH-000424,-0.34532239946500004
ACH-000425,-0.30686241249699997
ACH-000426,-0.37557545638400003
ACH-000427,-0.867877318513
ACH-000433,-0.436925198313
ACH-000436,-0.131444278916
ACH-000444,-0.21898272931499999
ACH-000445,-0.298935548432
ACH-000448,-0.41751719137800003
ACH-000450,-0.824520199013
ACH-000452,-0.30146497322099997
ACH-000454,-0.34771240019
ACH-000458,-0.14897805954
ACH-000459,-0.528177554122
ACH-000460,-0.18796491685800001
ACH-000461,-0.339849437513
ACH-000463,-0.22704806678300002
ACH-000464,-0.46843490539800003
ACH-000466,-0.5069450638740001
ACH-000467,-0.36889556522
ACH-000468,-0.46129746747100003
ACH-000469,-0.413570265132
ACH-000470,-0.28857916448300003
ACH-000471,-0.20070304606800002
ACH-000472,-0.247904547363
ACH-000473,-0.271680528662
ACH-000475,-0.349815508549
ACH-000476,-0.332297101147
ACH-000477,-0.20145761390099998
ACH-000480,-0.241648526622
ACH-000481,-0.275921374348
ACH-000483,-0.433116628309
ACH-000484,-0.123073954992
ACH-000485,-0.133970972609
ACH-000486,-0.174467889227
ACH-000487,-0.515532797034
ACH-000488,-1.0540279132400001
ACH-000490,-0.170183477952
ACH-000491,-0.5182426308120001
ACH-000495,-0.0564776328696
ACH-000496,-0.32305783424
ACH-000499,-0.134092093468
ACH-000500,-0.16898816069400002
ACH-000502,-0.380993420383
ACH-000503,-0.44687691026199994
ACH-000505,-0.240601931489
ACH-000507,-0.36432097257299995
ACH-000510,-0.204668856052
ACH-000511,-0.489197749121
ACH-000512,-0.795855364129
ACH-000516,-0.21069499547200002
ACH-000517,-0.375309675077
ACH-000518,-0.29254970884799997
ACH-000520,-0.560052600126
ACH-000521,-0.496673334942
ACH-000522,-0.5036641859000001
ACH-000524,-0.298252683543
ACH-000527,-0.35856620602899997
ACH-000528,-0.343843845855
ACH-000537,-0.1569959763
ACH-000541,-0.300332224005
ACH-000542,-0.201786639694
ACH-000544,-0.206902888625
ACH-000545,-0.325336268445
ACH-000547,-0.319663681845
ACH-000548,-0.273919130197
ACH-000549,-0.40383125822
ACH-000550,-0.470140409412
ACH-000552,-0.340863287923
ACH-000556,-0.39264845645700003
ACH-000557,-0.251416439288
ACH-000570,-0.365851676398
ACH-000571,-0.45366812500200004
ACH-000573,-0.324984793944
ACH-000576,-0.0172672328141
ACH-000580,-0.178573301765
ACH-000584,-0.506988764539
ACH-000585,-0.409748832882
ACH-000588,-1.0045486564100001
ACH-000589,-1.06178336869
ACH-000591,-0.355301370137
ACH-000593,-0.311585213299
ACH-000600,-0.328215745331
ACH-000601,-0.267706741206
ACH-000604,-0.927399002564
ACH-000605,-0.133528715407
ACH-000606,-0.557068331395
ACH-000608,-0.36395427280599996
ACH-000614,-0.7364510702150001
ACH-000616,-0.305774459948
ACH-000618,-0.6585330249570001
ACH-000619,-0.41153306496200004
ACH-000620,-0.300361307023
ACH-000621,-0.318640910682
ACH-000622,-0.35213895923699995
ACH-000623,-0.34797978623099995
ACH-000624,-0.564731916535
ACH-000627,-0.344440001813
ACH-000630,-0.32788859200599996
ACH-000632,-0.35697592774400005
ACH-000633,-0.55539720011
ACH-000637,-0.275980497268
ACH-000638,-0.268774187637
ACH-000646,-0.0850061006619
ACH-000647,-0.259745349912
ACH-000648,-0.22433571911400002
ACH-000649,-0.166387683296
ACH-000651,-0.6059176382720001
ACH-000652,-0.25036680213
ACH-000653,-0.344894647994
ACH-000657,-0.445668821218
ACH-000658,0.014128868099200002
ACH-000661,-0.22819059249899998
ACH-000662,-0.41604921046599996
ACH-000663,-0.245857280662
ACH-000665,-0.24157514060199997
ACH-000671,-0.24483364698600002
ACH-000673,-0.330498607936
ACH-000676,-0.267769023559
ACH-000677,-0.741160162987
ACH-000681,-0.0756600260416
ACH-000682,-0.359551712528
ACH-000683,-0.158184696972
ACH-000684,-0.378333126595
ACH-000688,-0.39409149968
ACH-000693,-0.44958086395499997
ACH-000694,-0.330524742011
ACH-000695,-0.0800557319493
ACH-000696,-0.528468695106
ACH-000697,-0.403958820704
ACH-000699,-0.265757444892
ACH-000701,-0.371717183795
ACH-000706,-0.7631844894140001
ACH-000711,-0.132591813607
ACH-000713,-0.4890575180899999
ACH-000714,-0.28707737037
ACH-000718,-0.5172153709749999
ACH-000720,-0.440270385238
ACH-000721,-0.378725401967
ACH-000724,-0.519067326772
ACH-000725,-0.44399110406000003
ACH-000732,-0.36537685903399997
ACH-000734,-0.189750531228
ACH-000735,-0.29046939225900004
ACH-000736,-0.26139507332600004
ACH-000738,-0.29005229569200003
ACH-000746,-0.205237548134
ACH-000747,-0.528560348111
ACH-000748,-0.154154206306
ACH-000753,-0.425334228823
ACH-000756,-0.28477488345400004
ACH-000757,-0.641147398479
ACH-000758,-0.215885561636
ACH-000760,-0.21350375033500002
ACH-000763,-0.496181922896
ACH-000764,-0.405898933262
ACH-000765,-0.19271281917999997
ACH-000766,-0.472582739134
ACH-000767,-0.32430185145999996
ACH-000768,-0.418355340374
ACH-000769,-0.174778065227
ACH-000770,-0.28422905895399997
ACH-000771,-0.323470707009
ACH-000773,-0.261552525603
ACH-000776,-0.18445434635699998
ACH-000777,-0.432664005224
ACH-000778,-0.312390165798
ACH-000781,-0.480675892354
ACH-000782,-0.379217913394
ACH-000783,-0.490069363946
ACH-000784,-0.227555357659
ACH-000785,-0.36442359025399995
ACH-000787,-0.38544000011699997
ACH-000788,-0.36877439294299996
ACH-000791,-0.228042482504
ACH-000792,-0.317564278798
ACH-000794,-0.273258235235
ACH-000796,-0.121704684208
ACH-000799,-0.279560380994
ACH-000800,-0.3109495881
ACH-000802,-0.372776898644
ACH-000804,-0.497395618258
ACH-000805,-0.467476871836
ACH-000809,-0.20971764469999998
ACH-000810,0.11405402638800001
ACH-000811,-0.435891739369
ACH-000817,-0.318398500495
ACH-000819,-0.253267316409
ACH-000820,-0.668525869581
ACH-000821,-0.0275746865085
ACH-000822,-0.281677325917
ACH-000823,-0.39343826574900004
ACH-000824,-0.139292235257
ACH-000827,-0.16966757764
ACH-000829,-0.129485842368
ACH-000831,-0.602469828763
ACH-000832,-0.19719025954100003
ACH-000833,-0.124290415319
ACH-000834,-0.208660229573
ACH-000835,-0.291886095891
ACH-000836,-0.128873715683
ACH-000837,-0.15011671258
ACH-000838,-0.309273625031
ACH-000839,-0.328727575816
ACH-000840,-0.499087121316
ACH-000841,-0.07480346538680001
ACH-000843,-0.546939990259
ACH-000846,-0.149361776566
ACH-000847,-0.166276236514
ACH-000848,-0.347933480726
ACH-000849,-0.250474932037
ACH-000851,-0.1433476913
ACH-000855,-0.266272051543
ACH-000856,-0.398762359685
ACH-000858,-0.806572455859
ACH-000859,-0.254537637608
ACH-000861,-0.591976707993
ACH-000862,-0.438647028774
ACH-000865,-0.216683905665
ACH-000866,-0.286239507904
ACH-000867,-0.20048135715799997
ACH-000869,-0.30859932048300004
ACH-000872,-0.471947323864
ACH-000873,-0.31704015117
ACH-000876,-0.832547875103
ACH-000878,-0.716363953476
ACH-000880,-0.0921043982104
ACH-000881,-0.26985024580600003
ACH-000882,-0.315624425634
ACH-000884,-0.250577210742
ACH-000885,-0.46767736784100006
ACH-000887,-0.332469050077
ACH-000888,-0.37431928182999996
ACH-000889,-0.196203810803
ACH-000890,-0.37027847156300003
ACH-000896,-0.204529208479
ACH-000898,-0.222275030214
ACH-000900,-0.149133990774
ACH-000901,-0.298189146248
ACH-000905,-0.174606510178
ACH-000906,-0.200913755529
ACH-000907,-0.542610642492
ACH-000910,-0.46611545078
ACH-000911,-0.33968177289000007
ACH-000912,-0.347791784364
ACH-000913,-0.589221841821
ACH-000915,-0.303625317861
ACH-000916,-0.38641589303499996
ACH-000917,-0.5132280278970001
ACH-000921,-0.6521130779259999
ACH-000924,-0.8407525396950001
ACH-000926,-0.348507953909
ACH-000928,-0.614053573988
ACH-000929,-0.20017608037999998
ACH-000932,-0.300116908084
ACH-000935,-0.00726794027968
ACH-000936,-0.277760887449
ACH-000937,-0.20411446765799998
ACH-000938,-0.27760472475000003
ACH-000939,-0.41950113866800004
ACH-000941,-0.513763371105
ACH-000943,-0.887561520639
ACH-000946,-0.297257869859
ACH-000947,-0.38236179519
ACH-000948,-0.295199995268
ACH-000950,-0.40736254608499994
ACH-000953,-0.262539977295
ACH-000957,0.235961720119
ACH-000958,-0.133188017772
ACH-000960,-0.207916037318
ACH-000963,-0.230123471572
ACH-000968,-0.40178005183300003
ACH-000969,-0.553687853738
ACH-000973,-0.125790529877
ACH-000974,-0.198263265253
ACH-000975,-0.45326805114600005
ACH-000976,-0.273378527821
ACH-000978,-0.804322486924
ACH-000980,-0.45390975384
ACH-000984,-0.569023999978
ACH-000986,-0.09031219762
ACH-000988,-0.245772275207
ACH-000993,-0.32216729317299997
ACH-000994,-0.7447621814650001
ACH-000996,-0.649087403511
ACH-001001,-0.372209628553
ACH-001020,-0.560099401555
ACH-001028,-0.45537937918300003
ACH-001031,-0.375057338403
ACH-001038,-0.670816974815
ACH-001048,-0.23508701195599999
ACH-001050,-0.22906035145300002
ACH-001053,-0.144951296907
ACH-001054,-0.404077863786
ACH-001061,-0.487193048279
ACH-001067,-0.556138365207
ACH-001075,-0.500855301615
ACH-001096,-0.42790028728
ACH-001128,-0.527237802554
ACH-001134,-0.146360240271
ACH-001151,-0.216031031697
ACH-001163,-0.436507780488
ACH-001164,-0.354835336853
ACH-001173,-0.540029797331
ACH-001183,-0.311705780784
ACH-001184,-0.537124615319
ACH-001190,-0.442002607931
ACH-001192,-0.120197007907
ACH-001193,-0.693365605296
ACH-001196,-0.395630339322
ACH-001197,-0.11586586919299999
ACH-001205,-0.07060723349619999
ACH-001211,-0.349051247043
ACH-001212,-0.364440632963
ACH-001228,-0.282446731527
ACH-001232,-0.36171986186
ACH-001239,-0.229225053685
ACH-001274,-0.321492844497
ACH-001275,-0.30041174619600003
ACH-001277,-0.595076076904
ACH-001278,-0.495547230506
ACH-001280,-0.24634306689399998
ACH-001283,-0.163632575783
ACH-001289,-0.35414507612199997
ACH-001295,-0.555246847327
ACH-001300,-0.336427825552
ACH-001301,-0.104517083484
ACH-001302,-0.06993937713460001
ACH-001303,-0.18082134486999998
ACH-001306,-0.440266160331
ACH-001318,-0.557251037929
ACH-001322,-0.292851025034
ACH-001328,-0.34817335530500004
ACH-001332,-0.0796863070188
ACH-001333,-0.46547868333000003
ACH-001336,-0.310260018042
ACH-001340,-0.339785621056
ACH-001346,-0.417172912782
ACH-001353,-0.0393175666981
ACH-001354,-0.35604368098800004
ACH-001367,-0.456485964798
ACH-001368,-0.33566485269199997
ACH-001374,-0.411049906998
ACH-001375,-0.305614117488
ACH-001377,-0.18352409102000003
ACH-001380,-0.584673285289
ACH-001391,-0.456578569901
ACH-001407,-0.103000429956
ACH-001408,-0.222769875714
ACH-001413,-0.22795565583299998
ACH-001430,-0.37165429817400003
ACH-001431,-0.24366606686099998
ACH-001450,-0.472918265928
ACH-001496,-0.459056271333
ACH-001500,-0.485251031698
ACH-001521,-0.32060837082
ACH-001523,-0.688524913476
ACH-001532,-0.39109407564800003
ACH-001536,-0.471646431958
ACH-001550,-0.18398374297000003
ACH-001552,-0.418901080436
ACH-001554,-0.34282429414399995
ACH-001645,-0.103660493319
ACH-001654,-0.32252111598
ACH-001715,-0.40566031146
ACH-001735,-0.09604805867760001
ACH-001736,-0.309698813166
ACH-001737,-0.133406903039
ACH-001740,-0.107657990397
ACH-001745,-0.117057683545
ACH-001750,-0.34726083918000006
ACH-001765,-0.198271284747
ACH-001956,-0.33048351301600004
ACH-001957,-0.395785757553
