,YBX2 (51087)
ACH-000004,-0.0217636827245
ACH-000007,0.011265074229200001
ACH-000009,-0.290521684944
ACH-000011,-0.316174100735
ACH-000012,0.0402384181109
ACH-000013,-0.23847716242400002
ACH-000014,0.320976392703
ACH-000015,-0.07630919774139999
ACH-000017,-0.18733042752999998
ACH-000018,-0.230313471713
ACH-000019,-0.33798370421400004
ACH-000021,-0.056109276944399995
ACH-000022,-0.106550906317
ACH-000025,-0.0172572808455
ACH-000028,-0.0166591254646
ACH-000030,0.0173024085606
ACH-000035,-0.15608957490599998
ACH-000036,-0.117631071479
ACH-000037,-0.225971294432
ACH-000039,-0.11041963774800001
ACH-000040,-0.38147000189900004
ACH-000041,-0.286830478451
ACH-000042,-0.019741284542900004
ACH-000045,-0.0673786237876
ACH-000047,-0.06780901592500001
ACH-000052,0.0112730633849
ACH-000053,0.0739094824761
ACH-000054,-0.176877317936
ACH-000055,0.220023295966
ACH-000060,-0.332071162358
ACH-000067,-0.247087790661
ACH-000070,-0.250394820209
ACH-000075,-0.591160848693
ACH-000078,-0.263726791741
ACH-000082,-0.150331204762
ACH-000085,-0.118475860098
ACH-000086,-0.17530996940000002
ACH-000087,-0.137734323059
ACH-000092,-0.0448681500151
ACH-000095,-0.223590947401
ACH-000097,0.12033862475700001
ACH-000098,-0.179260297849
ACH-000099,-0.038667424274900004
ACH-000108,0.12133752893100001
ACH-000113,-0.154536680677
ACH-000115,0.0328194174367
ACH-000116,-0.14763912048900002
ACH-000118,0.0374315714205
ACH-000120,-0.0146298620566
ACH-000123,-0.127179934494
ACH-000127,-0.017107107360499998
ACH-000128,-0.173184177304
ACH-000132,-0.151688925091
ACH-000133,-0.2996707922
ACH-000137,-0.232034826133
ACH-000138,-0.00786941264126
ACH-000142,-0.24137362518199998
ACH-000143,-0.27076525212200003
ACH-000146,0.0487411773467
ACH-000148,-0.10125268829600001
ACH-000150,-0.117770036089
ACH-000152,-0.119312528454
ACH-000153,0.272700064799
ACH-000159,-0.0884772048698
ACH-000160,0.188753144078
ACH-000163,-0.07442496710089999
ACH-000167,0.0219397985281
ACH-000168,-0.13681620529400002
ACH-000169,0.0110810368637
ACH-000178,-0.113468577413
ACH-000182,-0.0161702892104
ACH-000183,-0.150155724764
ACH-000188,-0.462109140234
ACH-000189,-0.02391442676
ACH-000190,0.27492604455200004
ACH-000198,0.00194853712054
ACH-000204,0.0369340372244
ACH-000206,-0.42757806286300004
ACH-000207,-0.0327390534907
ACH-000211,-0.166609457647
ACH-000215,-0.107775493998
ACH-000221,-0.201942590515
ACH-000222,0.364575922816
ACH-000223,-0.23975780461500001
ACH-000226,-0.19277788332
ACH-000227,-0.167302390804
ACH-000228,-0.084844310651
ACH-000231,-0.339138557054
ACH-000232,-0.16395039205999998
ACH-000233,0.12273928835100001
ACH-000234,-0.134064418799
ACH-000235,0.08773646654549999
ACH-000237,-0.126026167347
ACH-000238,-0.49180017733599996
ACH-000243,0.058325689822199996
ACH-000244,-0.282736325909
ACH-000246,-0.11999519619599999
ACH-000248,-0.0744011051435
ACH-000250,-0.0520622789075
ACH-000251,-0.105328645558
ACH-000253,-0.171723126303
ACH-000255,-0.00822890230654
ACH-000256,-0.247253722674
ACH-000257,0.116043159728
ACH-000258,-0.0983938080352
ACH-000259,-0.14006166084799998
ACH-000260,-0.030035743084499997
