,PTAFR (5724)
ACH-000004,-0.19326671687199998
ACH-000007,-0.11997798785599999
ACH-000009,0.08322111094489999
ACH-000011,0.176675753262
ACH-000012,0.013975274357100002
ACH-000013,-0.08899274297910001
ACH-000014,0.16673377962400002
ACH-000015,-0.057016210443
ACH-000017,0.0112080664087
ACH-000018,0.034857226114300005
ACH-000019,0.176086782303
ACH-000021,0.0473749528434
ACH-000022,0.09736197367550001
ACH-000025,0.0019356388495099998
ACH-000028,-0.00549967115474
ACH-000030,0.0312144921953
ACH-000035,-0.23352540453200002
ACH-000036,0.135829366378
ACH-000037,-0.04494725426940001
ACH-000039,-0.016436815275000002
ACH-000040,-0.0831168720361
ACH-000041,-0.028559385883999998
ACH-000042,0.0568245515057
ACH-000045,-0.00732965741294
ACH-000047,0.08029600181310001
ACH-000052,-0.138160663064
ACH-000053,0.021264131472
ACH-000054,-0.06849485347630001
ACH-000055,-0.169980903745
ACH-000060,-0.11697863602700001
ACH-000067,-0.061509152903699994
ACH-000070,0.142491921877
ACH-000075,0.060424900914400004
ACH-000078,0.12286828698100001
ACH-000082,0.0713702412308
ACH-000085,0.06963812029199999
ACH-000086,0.0368781420352
ACH-000087,-0.00371312493839
ACH-000092,-0.163431765603
ACH-000095,0.026606403394400003
ACH-000097,0.14924312035099999
ACH-000098,0.0883840723645
ACH-000099,0.064624881498
ACH-000108,-0.111371937773
ACH-000113,-0.00941889608703
ACH-000115,-0.23782875546
ACH-000116,0.0665358564194
ACH-000118,0.061400323025
ACH-000120,0.123025603621
ACH-000123,-0.0770795518042
ACH-000127,-0.0248677984557
ACH-000128,-0.166337533678
ACH-000132,0.0037830458367100004
ACH-000133,-0.115381246519
ACH-000137,-0.00403585662903
ACH-000138,-0.0225334589524
ACH-000142,-0.048853004676999996
ACH-000143,-0.0015667499835799999
ACH-000146,0.04660535136519999
ACH-000148,0.0332896005457
ACH-000150,-0.19146629405299997
ACH-000152,-0.23866428891600003
ACH-000153,-0.34828451733599997
ACH-000159,0.043720687822599996
ACH-000160,0.0481162472401
ACH-000163,-0.00903108883338
ACH-000167,-0.241618941313
ACH-000168,-0.16710183182
ACH-000169,0.039689054058300005
ACH-000178,-0.0788048964112
ACH-000182,0.0905245295609
ACH-000183,-0.19302655752099998
ACH-000188,-0.203612261752
ACH-000189,0.432478664626
ACH-000190,-0.0818638871709
ACH-000198,0.0166770096726
ACH-000204,0.0966914842932
ACH-000206,-0.159569047544
ACH-000207,0.165277477297
ACH-000211,0.16896593689300002
ACH-000215,-0.032297329525
ACH-000221,0.171337858959
ACH-000222,0.10522033386099999
ACH-000223,0.009511571618040001
ACH-000226,0.104618343705
ACH-000227,-0.22465733505999996
ACH-000228,-0.0273720118286
ACH-000231,-0.0697040849132
ACH-000232,0.0105894386512
ACH-000233,0.116525343829
ACH-000234,0.026069429147200004
ACH-000235,-0.013885615020299998
ACH-000237,-0.150589002828
ACH-000238,-0.263529570464
ACH-000243,0.0468682218288
ACH-000244,0.14558629535
