,TGFBR1 (7046)
ACH-000004,-0.10433031167199999
ACH-000007,-0.33556367275700005
ACH-000009,-0.0257181449936
ACH-000011,-0.333174710823
ACH-000012,-0.37891742467100004
ACH-000013,0.0260409293804
ACH-000014,0.172476534099
ACH-000015,-0.184294989087
ACH-000017,-0.238579633651
ACH-000018,-0.576907115493
ACH-000019,0.09624115876310001
ACH-000021,-0.0486356674674
ACH-000022,-0.014983286475
ACH-000025,-0.257846496692
ACH-000028,-0.157777192463
ACH-000030,0.205517932333
ACH-000035,-0.42586968539399994
ACH-000036,1.2328210772700001
ACH-000037,-0.113969150426
ACH-000039,-0.0762969174405
ACH-000040,-0.5477341437359999
ACH-000041,-0.24615860614399998
ACH-000042,-0.222850122135
ACH-000045,0.074942595404
ACH-000047,-0.269216149154
ACH-000052,-0.0878731864862
ACH-000053,-0.174035157368
ACH-000054,-0.0131085691448
ACH-000055,-1.02519039441
ACH-000060,-0.07135705737760001
ACH-000067,-0.281390853289
ACH-000070,0.0343279275539
ACH-000075,-0.390171018363
ACH-000078,-0.465765201459
ACH-000082,-0.368050515044
ACH-000085,-0.167598956171
ACH-000086,-0.09379970891169999
ACH-000087,0.20008326986299999
ACH-000092,-0.18618730797000002
ACH-000095,-0.106008432126
ACH-000097,-0.0972738803479
ACH-000098,-0.20233202785999999
ACH-000099,-0.8795247620059999
ACH-000108,-0.20216887316399998
ACH-000113,-0.00294489718404
ACH-000115,-0.00567285250655
ACH-000116,0.0343424285983
ACH-000118,-0.592413756731
ACH-000120,0.635490969649
ACH-000123,-0.13050064919399998
ACH-000127,-0.24497536620700003
ACH-000128,-0.22113597573399998
ACH-000132,0.054534866409
ACH-000133,-0.242984219556
ACH-000137,-0.0951844304312
ACH-000138,-0.105600078534
ACH-000142,-0.270927361987
ACH-000143,-0.022299811521999998
ACH-000146,-0.179966865719
ACH-000148,0.0824195934998
ACH-000150,-0.169283922497
ACH-000152,0.0826753467841
ACH-000153,-0.191733998745
ACH-000159,0.073614783188
ACH-000160,-0.114380748068
ACH-000163,-0.388283236223
ACH-000167,-0.0504332678031
ACH-000168,-0.196601366417
ACH-000169,0.0831780273662
ACH-000178,-0.17410748046900001
ACH-000182,-0.259884559638
ACH-000183,-0.373021568145
ACH-000188,-0.323653752869
ACH-000189,-0.559944821179
ACH-000190,-0.67123116745
ACH-000198,-0.15343906746400002
ACH-000204,-0.111491959627
ACH-000206,-0.327169588606
ACH-000207,0.102293631527
ACH-000211,-0.36760276603
ACH-000215,-0.50857637205
ACH-000221,-0.027598693659099997
ACH-000222,-0.183844585553
ACH-000223,-0.13015423217
ACH-000226,-0.216284775727
ACH-000227,-0.261886904614
ACH-000228,-0.23990102760600002
ACH-000231,-0.10089035136
ACH-000232,-0.0360155878841
ACH-000233,-0.12374468653899999
ACH-000234,-0.0648071743523
ACH-000235,-0.6912286993979999
ACH-000237,-0.123200530118
ACH-000238,-0.240477913164
ACH-000243,-0.0462330189107
ACH-000244,-0.477650952164
ACH-000246,-0.143650201094
ACH-000248,-0.300813004246
ACH-000250,-0.357838071632
ACH-000251,0.06948795964039998
ACH-000253,-0.18825735725099998
ACH-000255,-0.643018977119
ACH-000256,0.226612438509
ACH-000257,0.046162439412599995
ACH-000258,0.154989529342
ACH-000259,-0.299631810695
ACH-000260,-0.31935044407499996
ACH-000261,-0.050232325446199995
ACH-000262,-0.0378063582703
ACH-000263,-0.00453469555553
ACH-000264,-0.305733985304
ACH-000265,-0.210272001069
ACH-000266,-0.0841413871318
ACH-000272,-0.177831263661
ACH-000273,-0.6388963698129999
ACH-000274,-0.433417888687
ACH-000277,-0.43268923773100004
ACH-000278,-0.025323131343499998
ACH-000279,-0.0102478018288
ACH-000280,-0.19656855630800002
ACH-000281,-0.048101295760399995
ACH-000288,0.126034016322
ACH-000291,-0.00892082467467
ACH-000293,-0.012899066965299999
ACH-000294,0.150552359479
ACH-000295,-0.37849791354699996
ACH-000296,-0.119092343618
ACH-000302,-0.170874184428
ACH-000304,-0.0570430798114
ACH-000307,-0.378442990621
ACH-000308,-0.043325763151
ACH-000310,-0.277660202505
ACH-000311,-0.0684845774907
ACH-000312,-0.172714159547
ACH-000315,-0.113740067681
ACH-000316,-0.0831532852727
ACH-000317,-0.023984698384700003
ACH-000318,-0.348934744373
ACH-000319,-0.207465162088
ACH-000320,-0.08300225490110001
ACH-000322,0.133266999216
ACH-000323,-0.552050053639
ACH-000324,-0.152745203605
ACH-000329,-0.180458526481
ACH-000330,-0.254929860366
ACH-000331,-0.680596176366
ACH-000332,-0.0823044932137
ACH-000334,-0.154403443528
ACH-000335,-0.390580564292
ACH-000336,-0.309097560659
ACH-000337,-0.5440722860189999
ACH-000339,-0.311515164247
ACH-000341,-0.306542540894
ACH-000348,-0.0948265574329
ACH-000350,-0.175664167751
ACH-000352,-0.0821105251998
ACH-000356,-0.1401364092
ACH-000361,0.0951663885025
ACH-000362,0.23307893175799999
ACH-000363,-0.00256998403341
ACH-000364,-0.28562967234000003
ACH-000365,-0.146364035925
ACH-000366,-0.43554018786000004
ACH-000368,-0.198950772764
ACH-000374,-0.46559733682
ACH-000375,-0.300620514011
ACH-000376,-0.239948479164
ACH-000381,-0.148674962962
ACH-000383,-0.25784997838
ACH-000387,-0.250578217621
ACH-000389,0.0937608628079
ACH-000390,-0.181131731886
ACH-000393,-0.26361968607700004
ACH-000395,-0.258507474058
ACH-000397,-0.100917483634
ACH-000401,-0.23752053071499998
ACH-000402,-0.37243410753600004
ACH-000403,0.0380350476622
ACH-000404,-0.027477390452400004
ACH-000406,-0.058729844954
ACH-000407,-0.557609659123
ACH-000408,-0.550875799614
ACH-000410,-0.258585190268
ACH-000411,-0.429032220573
ACH-000414,-0.20208740390000002
ACH-000415,-0.7586026672689999
ACH-000416,-0.460003170568
ACH-000420,0.231223551118
ACH-000421,-0.30001550370700003
ACH-000424,-0.198857400067
ACH-000425,-0.07039967508169999
ACH-000426,-0.0891638017515
ACH-000427,-0.136224407608
ACH-000433,0.115949649976
ACH-000436,-0.368266876841
ACH-000444,-0.320635224524
ACH-000445,-0.256692957383
ACH-000448,-0.17036764360399997
ACH-000450,-0.473983638416
ACH-000452,-1.2345623320399999
ACH-000454,-0.324071900585
ACH-000458,-0.014985113692999999
ACH-000459,-0.00605143265185
ACH-000460,0.43797373805699996
ACH-000461,-0.0471899755093
ACH-000463,-0.38721908688600004
ACH-000464,-0.0384029965246
ACH-000466,0.10058579691700001
ACH-000467,-0.267719681654
ACH-000468,-0.20968953726700001
ACH-000469,-0.803006998307
ACH-000470,-0.19809734550299998
ACH-000471,-0.0809454413551
ACH-000472,0.347141670668
ACH-000473,0.022550734279400002
ACH-000475,-0.0805354579557
ACH-000476,0.370265810978
ACH-000477,0.030907285271099996
ACH-000480,-0.27963077038600004
ACH-000481,-0.00798004445248
ACH-000483,-0.164357315015
ACH-000484,-0.291544400395
ACH-000485,-0.105591334387
ACH-000486,-0.17495109597600003
ACH-000487,-0.187900442693
ACH-000488,-0.375278698714
ACH-000490,-0.127812895735
ACH-000491,-0.22236352383400002
ACH-000495,-0.08499431810180001
ACH-000496,-0.324590303431
ACH-000499,0.154114005947
