,EVPLL (645027)
ACH-000004,0.0730853893553
ACH-000007,-0.250087312397
ACH-000009,-0.278945021377
ACH-000011,-0.0910915802479
ACH-000012,-0.131608545305
ACH-000013,-0.35729639638099997
ACH-000014,-0.127983155924
ACH-000015,-0.13769455026799998
ACH-000017,-0.033293325836200004
ACH-000018,-0.289171948068
ACH-000019,-0.0770893569974
ACH-000021,-0.0710755718525
ACH-000022,-0.7392620480230001
ACH-000025,-0.266543278685
ACH-000028,-0.102389711288
ACH-000030,0.0944707705081
ACH-000035,-0.21481268971
ACH-000036,-0.0954003130703
ACH-000037,-0.168669000264
ACH-000039,-0.374975808746
ACH-000040,-0.28270312769
ACH-000041,-0.320643989711
ACH-000042,-0.338650911156
ACH-000045,-0.180494673323
ACH-000047,-0.037887906326599996
ACH-000052,0.0372542830675
ACH-000053,-0.020122011464099997
ACH-000054,0.0290538409784
ACH-000055,-0.195724963503
ACH-000060,-0.268547825804
ACH-000067,-0.212972859863
ACH-000070,0.0879945239562
ACH-000075,-0.27115526180300004
ACH-000078,-0.164103362408
ACH-000082,-0.351390259366
ACH-000085,0.06983880816089999
ACH-000086,-0.0972834418437
ACH-000087,-0.269577777885
ACH-000092,0.0279148770761
ACH-000095,-0.17168791693
ACH-000097,-0.0344751132209
ACH-000098,-0.185140924274
ACH-000099,-0.128735051732
ACH-000108,-0.162765943224
ACH-000113,-0.064376469516
ACH-000115,-0.384826463331
ACH-000116,0.04403233135700001
ACH-000118,0.0387140676369
ACH-000120,-0.297044183421
ACH-000123,-0.06565029121430001
ACH-000127,-0.281675848574
ACH-000128,-0.132679343125
ACH-000132,-0.0533626676911
ACH-000133,-0.0426058953874
ACH-000137,-0.138132917642
ACH-000138,-0.309066834021
ACH-000142,-0.142982018882
ACH-000143,-0.130598497123
ACH-000146,-0.110098867006
ACH-000148,-0.09763919913349998
ACH-000150,-0.18975570016499999
ACH-000152,-0.21774398787500002
ACH-000153,-0.23894651759899999
ACH-000159,-0.19333863924199998
ACH-000160,0.026640400307
ACH-000163,0.00565119508868
ACH-000167,-0.178277735205
ACH-000168,-0.121850195698
ACH-000169,-0.0233663283181
ACH-000178,-0.206956428632
ACH-000182,-0.143300633053
ACH-000183,-0.258912937306
ACH-000188,-0.179374676194
ACH-000189,-0.186258783451
ACH-000190,0.0388123784416
ACH-000198,-0.18469591921
ACH-000204,0.11439500290200001
ACH-000206,0.202704754067
ACH-000207,-0.0106780205447
ACH-000211,-0.0290828128058
ACH-000215,-0.12937889117
ACH-000221,-0.189931148627
ACH-000222,-0.0530993827895
ACH-000223,0.00442372950935
ACH-000226,-0.239710197863
ACH-000227,-0.11212920592700001
ACH-000228,-0.11995836176100001
ACH-000231,-0.126866088271
ACH-000232,-0.100183701458
ACH-000233,-0.115874620105
ACH-000234,-0.116043769931
ACH-000235,-0.18317540620099998
ACH-000237,-0.0100893858809
ACH-000238,-0.304686119079
ACH-000243,-0.19428929607099998
ACH-000244,0.14248986045700002
ACH-000246,-0.0545526893636
ACH-000248,-0.00273002981559
ACH-000250,-0.06561969137819999
ACH-000251,0.152833345237
ACH-000253,-0.00682207674109
ACH-000255,-0.122300245941
ACH-000256,0.0407699610318
ACH-000257,-0.00971335183566
ACH-000258,-0.0575716531379
ACH-000259,0.034599757550699994
ACH-000260,-0.20501863373
ACH-000261,-0.129198050293
ACH-000262,0.0315796493334
ACH-000263,0.047782462128
ACH-000264,-0.0316243401372
ACH-000265,-0.159904333766
ACH-000266,-0.154754685449
ACH-000272,-0.0612922847894
ACH-000273,-0.09695004428449999
ACH-000274,-0.0912930005966
ACH-000277,-0.35338454164399996
ACH-000278,-0.07352361528950001
ACH-000279,-0.10190637905
ACH-000280,-0.09181122579939999
ACH-000281,-0.0462458353345
ACH-000288,-0.343914079283
ACH-000291,-0.034897485082199996
ACH-000293,0.157600893524
ACH-000294,0.0292326281593
ACH-000295,-0.35419379848899996
ACH-000296,-0.000159135151704
ACH-000302,-0.12132083579000001
ACH-000304,0.0144893339619
ACH-000307,0.111168260669
ACH-000308,0.026641478934200002
ACH-000310,-0.0626951467055
ACH-000311,-0.372459584948
ACH-000312,-0.224349705541
ACH-000315,-0.13116733557399998
ACH-000316,-0.333528904559
ACH-000317,0.277104682384
ACH-000318,-0.204479759158
ACH-000319,-0.0824377359897
ACH-000320,0.10859059907
ACH-000322,0.0392549011487
ACH-000323,-0.381680631482
ACH-000324,-0.187047868334
ACH-000329,-0.0612654284898
ACH-000330,0.0974670910625
ACH-000331,-0.188851909834
ACH-000332,0.010843363572799998
ACH-000334,-0.217714310214
ACH-000335,0.0405525928443
ACH-000336,-0.341382552632
ACH-000337,-0.19293148960700002
ACH-000339,-0.0724331064911
ACH-000341,-0.37063714589900004
ACH-000348,-0.0995826077971
