,PLCL2 (23228)
ACH-000004,0.111820332555
ACH-000007,0.107967023761
ACH-000009,-0.025847197914800002
ACH-000011,0.00156752086045
ACH-000012,0.08744154899739999
ACH-000013,0.04899314965030001
ACH-000014,0.0492224136029
ACH-000015,0.061926792647799996
ACH-000017,0.111071960282
ACH-000018,-0.11563230962099999
ACH-000019,0.021600437190000002
ACH-000021,-0.010046617656
ACH-000022,0.0410420225306
ACH-000025,0.0148037478566
ACH-000028,0.146476473618
ACH-000030,0.101270491994
ACH-000035,0.09581620310219999
ACH-000036,0.139233358532
ACH-000037,-0.0837738864841
ACH-000039,-0.192703345083
ACH-000040,-0.0985124853771
ACH-000041,0.10765308637
ACH-000042,-0.170006263653
ACH-000045,0.057703918032800006
ACH-000047,0.0986219660918
ACH-000052,0.19079422845600003
ACH-000053,-0.0005915604214349999
ACH-000054,0.008370601812
ACH-000055,-0.040766860044
ACH-000060,-0.08731497660630001
ACH-000067,0.158300080621
ACH-000070,0.171259591115
ACH-000075,-0.160216155778
ACH-000078,-0.14362428979800002
ACH-000082,0.165399772994
ACH-000085,0.0033887595779299997
ACH-000086,0.12500240825300002
ACH-000087,0.155721373366
ACH-000092,0.0301683718353
ACH-000095,-0.0438203976569
ACH-000097,-0.006500217756640001
ACH-000098,0.0265179303064
ACH-000099,0.0530350166682
ACH-000108,0.0148795333537
ACH-000113,-0.059195100088599996
ACH-000115,-0.0241028319208
ACH-000116,0.014197389115600001
ACH-000118,-0.0307638166054
ACH-000120,-0.0896037891453
ACH-000123,-0.12839317286
ACH-000127,0.0303244510902
ACH-000128,0.162190657808
ACH-000132,-0.078734002799
ACH-000133,0.0652533876026
ACH-000137,0.119109323276
ACH-000138,-0.136547675556
ACH-000142,-0.017405620327
ACH-000143,0.14614029998199998
ACH-000146,0.024143286335400003
ACH-000148,0.00195912223553
ACH-000150,-0.156780784832
ACH-000152,0.08690587295959999
ACH-000153,0.0591654251073
ACH-000159,0.0347986388199
ACH-000160,0.039521559324400005
ACH-000163,0.112322525114
ACH-000167,-0.046499652127599995
ACH-000168,-0.0489335009552
ACH-000169,-0.023924455147599995
ACH-000178,0.18563849509799998
ACH-000182,0.180177474353
ACH-000183,-0.121867551196
ACH-000188,0.012974601309499999
