,SCAF11 (9169)
ACH-000004,-0.26262459468000005
ACH-000007,-0.44182462488700003
ACH-000009,-0.338311842673
ACH-000011,-0.397617141174
ACH-000012,-0.21537007026399999
ACH-000013,-0.259277287332
ACH-000014,-0.5617192157940001
ACH-000015,-0.304799173763
ACH-000017,-0.571787211936
ACH-000018,-0.69854340532
ACH-000019,-0.2735082002
ACH-000021,-0.199360781781
ACH-000022,-0.21844162561099997
ACH-000025,-0.42932141124
ACH-000028,-0.22316181864999998
ACH-000030,-0.267391114898
ACH-000035,-0.326853245238
ACH-000036,-0.455589524868
ACH-000037,-0.317955860019
ACH-000039,-0.491962074454
ACH-000040,-0.29438073171100004
ACH-000041,-0.374675869178
ACH-000042,-0.108306674619
ACH-000045,-0.14645599906600001
ACH-000047,-0.369910042274
ACH-000052,-0.503406261108
ACH-000053,-0.189727109474
ACH-000054,-0.246309607967
ACH-000055,-0.174927213058
ACH-000060,-0.220609618546
ACH-000067,-0.37730983331100004
ACH-000070,-0.266763239428
ACH-000075,-0.35645558696
ACH-000078,-0.436811052686
ACH-000082,-0.296549100929
ACH-000085,0.043451242054
ACH-000086,-0.397128564506
ACH-000087,-0.257592189112
ACH-000092,-0.19109986744600002
ACH-000095,-0.18898215153200001
ACH-000097,-0.23914990127799998
ACH-000098,0.0475552417452
ACH-000099,-0.133990415427
ACH-000108,-0.154736019724
ACH-000113,-0.215177674565
ACH-000115,-0.0292446096673
ACH-000116,-0.191016025967
ACH-000118,-0.189330412634
ACH-000120,-0.277871084973
ACH-000123,-0.458231239046
ACH-000127,-0.250489003465
ACH-000128,-0.229818410284
ACH-000132,-0.254129333521
ACH-000133,-0.459689211212
ACH-000137,0.132814182209
ACH-000138,-0.323211016972
ACH-000142,-0.308854370762
ACH-000143,-0.151499096074
ACH-000146,-0.356422483556
ACH-000148,-0.37658231450499996
ACH-000150,-0.291301885997
ACH-000152,-0.227305047863
ACH-000153,-0.22868112982299998
ACH-000159,-0.22204350909899997
ACH-000160,-0.163233377869
ACH-000163,-0.457669960995
ACH-000167,-0.07272564397589999
ACH-000168,-0.21465781889899999
ACH-000169,-0.375230432364
ACH-000178,-0.401712093803
ACH-000182,-0.05270953437419999
ACH-000183,-0.35060845272299995
ACH-000188,-0.234591280234
ACH-000189,-0.20864132945900002
ACH-000190,-0.38591280810500006
ACH-000198,-0.102045476358
ACH-000204,-0.424144798443
ACH-000206,0.122365131945
ACH-000207,-0.7192911477689999
ACH-000211,-0.22961140681999997
ACH-000215,-0.20183580870999998
ACH-000221,-0.224193392353
ACH-000222,-0.26137069427299997
ACH-000223,-0.370820337062
ACH-000226,-0.318901341113
ACH-000227,-0.31855775776399997
ACH-000228,-0.40757890378300005
ACH-000231,-0.191307371738
ACH-000232,-0.454219403107
