,MPL (4352)
ACH-000004,-1.7511226885799998
ACH-000007,-0.148972663985
ACH-000009,-0.12165562153699999
ACH-000011,-0.0345107588706
ACH-000012,-0.11041079526900001
ACH-000013,-0.150693911032
ACH-000014,-0.0200237061882
ACH-000015,-0.0517021374833
ACH-000017,-0.0449789389406
ACH-000018,-0.155115506353
ACH-000019,-0.19460555545400002
ACH-000021,0.0024966255462199995
ACH-000022,-0.16388117403799998
ACH-000025,-0.0332017515617
ACH-000028,-0.0447647337823
ACH-000030,-0.009503001461379999
ACH-000035,-0.175518668116
ACH-000036,0.0372926363388
ACH-000037,-0.0684480759528
ACH-000039,0.00410401178879
ACH-000040,-0.038884586521800005
ACH-000041,0.0268062623348
ACH-000042,0.11470902025900001
ACH-000045,0.046651745277500004
ACH-000047,0.0290029482428
ACH-000052,-0.133072982654
ACH-000053,-0.0426283993224
ACH-000054,0.0754052217578
ACH-000055,0.00973018366129
ACH-000060,-0.203813143635
ACH-000067,-0.0154022029718
ACH-000070,-0.151699922974
ACH-000075,-0.16321202455
ACH-000078,0.00403828446746
ACH-000082,-0.0220373978608
ACH-000085,-0.27102382403999997
ACH-000086,-0.059224745768099996
ACH-000087,-0.024564317808699998
ACH-000092,-0.288651704472
ACH-000095,-0.043433696513099994
ACH-000097,-0.0117836542912
ACH-000098,-0.07163151374269999
ACH-000099,0.0596126789783
ACH-000108,0.040487522654800004
ACH-000113,-0.0810168034364
ACH-000115,-0.0267600338088
ACH-000116,0.0215881786375
ACH-000118,-0.034574074873300005
ACH-000120,-0.04266166567969999
ACH-000123,0.104435326395
ACH-000127,-0.101443232493
ACH-000128,0.037063729630699996
ACH-000132,-0.282008130123
ACH-000133,-0.0871519659498
ACH-000137,-0.13037545264699998
ACH-000138,0.046665398613
ACH-000142,-0.0804653087278
ACH-000143,-0.166404764999
ACH-000146,-0.410997874067
ACH-000148,0.013435182141
ACH-000150,-0.319247717738
ACH-000152,-0.10593185536699999
ACH-000153,0.0339408832192
ACH-000159,0.0407748017575
ACH-000160,-0.135148384142
ACH-000163,0.032829999788799996
ACH-000167,-0.0528085490475
ACH-000168,-0.08707260301410001
ACH-000169,-0.152108645792
ACH-000178,-0.051625904250099997
ACH-000182,0.00713514751514
ACH-000183,0.0219340947839
ACH-000188,-0.315541025616
ACH-000189,-0.00395514339784
ACH-000190,-0.036288938070800004
ACH-000198,-0.06679245450299999
ACH-000204,-0.306692231007
ACH-000206,-0.149132057741
ACH-000207,-0.1377620423
ACH-000211,0.00183419441522
ACH-000215,-0.058767155180599995
ACH-000221,-0.0233188981207
ACH-000222,-0.0235314289294
ACH-000223,0.115482495373
ACH-000226,-0.104716675437
ACH-000227,0.0143654909163
ACH-000228,-0.11277719625
ACH-000231,-0.102335043391
ACH-000232,-0.0035545158863400004
ACH-000233,0.126633082807
ACH-000234,-0.00600844157589
ACH-000235,-0.0036915253960999998
ACH-000237,0.0156318927771
ACH-000238,-0.318032075774
ACH-000243,0.061516010537199996
ACH-000244,-0.132378202472
ACH-000246,-0.00105267869514
ACH-000248,-0.111305802455
ACH-000250,-0.00874909441411
ACH-000251,0.10923458720799999
ACH-000253,-0.0587146431585
ACH-000255,-0.0264619487004
ACH-000256,-0.0119715977094
ACH-000257,-0.0209214496232
ACH-000258,-0.00060469324047
ACH-000259,0.00496322872678
ACH-000260,-0.0297135398852
ACH-000261,-0.0834204062032
ACH-000262,-0.0989527806962
ACH-000263,0.0346709133258
ACH-000264,-0.0506391974984
ACH-000265,-0.022973114482
ACH-000266,0.0785714746391
ACH-000272,-0.08001258170910001
ACH-000273,0.047834025751
ACH-000274,-0.231707426324
ACH-000277,0.013509476822299998
ACH-000278,-0.0776351384714
ACH-000279,-0.092657775692
ACH-000280,-0.048159792301900005
ACH-000281,0.142017810386
ACH-000288,-0.115834075916
ACH-000291,-0.025317435927400003
ACH-000293,-0.13687097597200001
ACH-000294,0.107266756482
ACH-000295,-0.0432905490427
ACH-000296,0.0541720453763
ACH-000302,-0.104689248261
ACH-000304,0.104163345032
ACH-000307,-0.143092702991
ACH-000308,0.014901296192900001
ACH-000310,0.08363284733450001
ACH-000311,0.12661749917600001
ACH-000312,-0.0649775020579
ACH-000315,-0.0937754223199
ACH-000316,-0.166181528197
ACH-000317,0.07726402193
ACH-000318,-0.162743841109
ACH-000319,0.0638473245239
ACH-000320,0.15293409741699998
ACH-000322,0.13510792347699999
ACH-000323,0.0909384788646
ACH-000324,0.108210000358
ACH-000329,-0.0343917505341
ACH-000330,-0.176647880899
ACH-000331,-0.208774907856
ACH-000332,0.0366094292004
ACH-000334,-0.07553353192630001
ACH-000335,-0.106593069958
ACH-000336,0.059814771579599996
ACH-000337,-0.018655832230400002
ACH-000339,0.0706677440955
ACH-000341,-0.1254066497
ACH-000348,-0.0453726259178
ACH-000350,0.0976929026723
ACH-000352,0.0162265542616
ACH-000356,-0.249669230012
ACH-000361,0.157570246218
ACH-000362,0.095620331534
ACH-000363,-0.0649311043895
ACH-000364,-0.340790231272
ACH-000365,-0.0450772636742
ACH-000366,-0.0687748217012
ACH-000368,-0.117307854108
ACH-000374,0.0222459098699
ACH-000375,0.16200360555999999
ACH-000376,-0.0431229452834
ACH-000381,0.02816269379
ACH-000383,-0.110204973969
ACH-000387,-0.08906748461349999
ACH-000389,-0.195629899188
ACH-000390,-0.0607816420543
ACH-000393,-0.00654105171368
ACH-000395,0.26300364764600004
ACH-000397,-0.009101055864669999
ACH-000401,0.023612009046200002
ACH-000402,-0.300836310607
ACH-000403,0.0921957733014
ACH-000404,0.000587703929644
ACH-000406,0.019011784300099997
ACH-000407,-0.10406873920399999
ACH-000408,-0.138715449486
ACH-000410,0.08933770338960001
ACH-000411,0.0830439677573
ACH-000414,0.10693510097999999
ACH-000415,-0.160198800227
ACH-000416,-0.04548911305930001
ACH-000420,0.11403697732200001
ACH-000421,-0.0537388989992
ACH-000424,-0.361260291909
ACH-000425,-0.0388644473017
ACH-000426,-0.0808602426156
ACH-000427,0.0209252324981
ACH-000433,0.152645317473
ACH-000436,-0.14443745924
ACH-000444,0.013093909687299999
ACH-000445,-0.199706927458
ACH-000448,-0.0747192899745
ACH-000450,-0.0199106496461
ACH-000452,0.00130961149633
ACH-000454,-0.193286651659
ACH-000458,-0.10596766471
ACH-000459,-0.25040225484
ACH-000460,0.0690599412094
ACH-000461,-0.08638658419379999
ACH-000463,-0.00264884588751
ACH-000464,-0.09156611922910002
ACH-000466,-0.0144888986886
ACH-000467,0.0219259636969
ACH-000468,0.08762215230730001
ACH-000469,0.013117874798000001
ACH-000470,0.302599664771
ACH-000471,-0.060117794821499995
ACH-000472,-0.024090586549999998
ACH-000473,-0.09341522456189999
ACH-000475,-0.0744911138476
ACH-000476,-0.18068810088
ACH-000477,0.16457893056700001
ACH-000480,-0.0327728727154
ACH-000481,-0.06418832943109999
ACH-000483,-0.0799682162479
ACH-000484,-0.009866226854799999
ACH-000485,-0.126669499523
ACH-000486,0.027531778702500002
ACH-000487,-0.09293220104360002
ACH-000488,-0.09912198263489999
ACH-000490,-0.059615271643699994
ACH-000491,-0.15019679316600001
ACH-000495,-0.18589995009399998
ACH-000496,-0.0393509226526
ACH-000499,-0.128364058989
ACH-000500,-0.239840752039
ACH-000502,0.0735535941472
ACH-000503,0.154244679969
ACH-000505,-0.00298764493306
ACH-000507,-0.157816028234
ACH-000510,0.00134968935336
ACH-000511,-0.116708432216
ACH-000512,-0.228311423451
ACH-000516,-0.0310121037868
ACH-000517,-0.0133971252715
ACH-000518,-0.10336699825099999
ACH-000520,0.00741615026395
ACH-000521,-0.214335199757
ACH-000522,-0.122026760549
ACH-000524,0.04252300691790001
ACH-000527,0.0436238671031
ACH-000528,0.060539985645199995
ACH-000537,-0.036754614815300006
ACH-000541,-0.039748131288099994
ACH-000542,-0.0621527745439
ACH-000544,-0.122939045284
ACH-000545,-0.230146118566
ACH-000547,-0.00474653730748
ACH-000548,0.0670514932619
ACH-000549,-0.06326746344880001
ACH-000550,-0.11704773882000001
ACH-000552,-0.051664148973099996
ACH-000556,-0.156822551013
ACH-000557,0.032474488012
ACH-000570,0.09115035529650001
ACH-000571,-0.0819430744137
ACH-000573,0.04993143264930001
ACH-000576,-0.127328466965
ACH-000580,0.0880056260427
ACH-000584,0.038823199806699994
ACH-000585,-0.22157844982900002
ACH-000588,-0.021415223381
ACH-000589,0.00255644310659
ACH-000591,-0.0454672154284
ACH-000593,-0.29186288432199997
ACH-000600,-0.24573999051800002
ACH-000601,-0.0169836574021
