,SF3B5 (83443)
ACH-000004,-1.7969228790599998
ACH-000007,-1.74296055637
ACH-000009,-1.58318862269
ACH-000011,-1.7113149926
ACH-000012,-1.55727238424
ACH-000013,-1.4998734025
ACH-000014,-1.8457387518900001
ACH-000015,-1.4934442967200001
ACH-000017,-1.7690130847999999
ACH-000018,-1.53602976727
ACH-000019,-1.7999531488999998
ACH-000021,-1.48664997555
ACH-000022,-1.8602317049000001
ACH-000025,-1.54492668189
ACH-000028,-1.46727186891
ACH-000030,-1.58974805766
ACH-000035,-1.41146220935
ACH-000036,-1.70754577016
ACH-000037,-1.8318366267
ACH-000039,-1.31388154061
ACH-000040,-1.27975290903
ACH-000041,-1.53701805045
ACH-000042,-1.72645345712
ACH-000045,-1.5290948479700002
ACH-000047,-1.61587807177
ACH-000052,-1.67868765894
ACH-000053,-1.60635651671
ACH-000054,-1.27650380384
ACH-000055,-1.45314173836
ACH-000060,-1.7775722785799999
ACH-000067,-1.2759052731799998
ACH-000070,-1.56130903619
ACH-000075,-1.61854114784
ACH-000078,-1.58171682174
ACH-000082,-1.88040702727
ACH-000085,-1.3855987524700002
ACH-000086,-1.27135533278
ACH-000087,-1.55040485255
ACH-000092,-1.5518767254199999
ACH-000095,-1.75707789278
ACH-000097,-1.7560981426900002
ACH-000098,-1.26278355067
ACH-000099,-1.59827358843
ACH-000108,-1.4899515726700001
ACH-000113,-1.52680866836
ACH-000115,-2.0521055104099997
ACH-000116,-1.88603509284
ACH-000118,-1.67400720841
ACH-000120,-1.7251091412200001
ACH-000123,-1.8108056065599998
ACH-000127,-1.61699978259
ACH-000128,-1.51253032241
ACH-000132,-1.80455472534
ACH-000133,-1.5811614971099999
ACH-000137,-1.6556442253
ACH-000138,-1.8359207282900003
ACH-000142,-1.8319507179700003
ACH-000143,-1.50906339357
ACH-000146,-1.91291248815
ACH-000148,-1.6514203967299999
ACH-000150,-1.27516383588
ACH-000152,-1.3317532841500002
ACH-000153,-1.26727829967
ACH-000159,-1.76054442973
ACH-000160,-1.8661428011400003
ACH-000163,-1.63806323541
ACH-000167,-1.0710939522799998
ACH-000168,-1.38454683205
ACH-000169,-1.7463140624200002
ACH-000178,-1.55892974848
ACH-000182,-1.5260244650900001
ACH-000183,-1.89830671508
ACH-000188,-1.58159831244
ACH-000189,-1.68017171216
ACH-000190,-1.3033383175700002
ACH-000198,-1.7191711226900002
ACH-000204,-1.53283280185
ACH-000206,-1.62262606975
ACH-000207,-2.29106596374
ACH-000211,-1.6268797636599999
ACH-000215,-1.45420432162
ACH-000221,-1.8137287347599997
ACH-000222,-1.5276966884999998
ACH-000223,-1.67457836606
ACH-000226,-1.66414976162
ACH-000227,-1.6154620435299998
ACH-000228,-1.5703280595
ACH-000231,-1.6110411308700001
ACH-000232,-1.58794094545
ACH-000233,-1.7913396151599996
ACH-000234,-1.40090897727
ACH-000235,-1.6945879632700003
ACH-000237,-1.58653709372
ACH-000238,-1.7164747314200002
ACH-000243,-1.40097627122
ACH-000244,-1.6851108419799998
ACH-000246,-1.69448078063
ACH-000248,-1.41516874845
ACH-000250,-1.50754715928
ACH-000251,-1.3588173161700001
ACH-000253,-1.62220196333
ACH-000255,-1.3753344432499999
ACH-000256,-1.6894161344499998
ACH-000257,-1.7357495410900003
ACH-000258,-1.7663716429499998
ACH-000259,-1.5975994121500001
ACH-000260,-1.68754144357
ACH-000261,-1.46395366098
ACH-000262,-1.4323198938
ACH-000263,-2.0792266977900002
ACH-000264,-1.53132412745
ACH-000265,-1.3976464301
ACH-000266,-1.5733916817700002
ACH-000272,-1.4142967752700002
ACH-000273,-1.7037820263799999
ACH-000274,-1.7755811232700003
ACH-000277,-1.73292657002
ACH-000278,-1.90201644444
ACH-000279,-1.6413623356799998
ACH-000280,-1.60181587644
ACH-000281,-1.81032851305
ACH-000288,-1.6082424588
ACH-000291,-1.5377415482299999
ACH-000293,-1.57469361613
ACH-000294,-1.66925848252
ACH-000295,-1.20233233269
ACH-000296,-1.7310412074900001
ACH-000302,-1.40548341472
ACH-000304,-1.32990515996
ACH-000307,-1.6346292962200002
ACH-000308,-1.68051945246
ACH-000310,-1.2004535041700002
ACH-000311,-1.5016187143700002
ACH-000312,-1.47893559509
ACH-000315,-1.62482861695
ACH-000316,-1.24852296279
ACH-000317,-1.8065533538999998
ACH-000318,-1.9124325787099998
ACH-000319,-1.28210548797
ACH-000320,-1.53261415122
ACH-000322,-1.47704896127
ACH-000323,-1.1981003049299999
ACH-000324,-1.59450261494
ACH-000329,-1.6095103051
ACH-000330,-1.6163299662900001
ACH-000331,-1.49629322663
ACH-000332,-1.54374320514
ACH-000334,-2.12516742035
ACH-000335,-1.61369041714
ACH-000336,-2.1555526073299998
ACH-000337,-1.3561102760600001
ACH-000339,-1.48270295675
ACH-000341,-1.97954648089
ACH-000348,-1.5736855497600002
ACH-000350,-2.23182827603
ACH-000352,-1.8692366524400001
ACH-000356,-1.46423417664
ACH-000361,-1.54766356794
ACH-000362,-1.6141838229899999
ACH-000363,-2.0767877804299997
ACH-000364,-1.48513668151
ACH-000365,-1.8622905963099998
ACH-000366,-1.5490206546599998
ACH-000368,-1.2946818631
ACH-000374,-1.39421471753
ACH-000375,-1.65526076808
ACH-000376,-1.5702232448299998
ACH-000381,-1.3973801362600002
ACH-000383,-1.4530416423899999
ACH-000387,-1.43814816401
ACH-000389,-1.48592847824
ACH-000390,-1.68107533945
ACH-000393,-1.5716240594600002
ACH-000395,-1.60857713489
ACH-000397,-1.6627511388
ACH-000401,-1.9461530697999998
ACH-000402,-1.6346637033200002
ACH-000403,-1.90587761568
ACH-000404,-1.1604414695899998
ACH-000406,-1.54845276616
ACH-000407,-1.4055618168900001
ACH-000408,-1.40355436927
ACH-000410,-1.629933901
ACH-000411,-1.28128874202
ACH-000414,-1.6698994253400001
ACH-000415,-1.66728725661
ACH-000416,-1.5527833524099999
ACH-000420,-1.58794738506
ACH-000421,-1.60998357723
ACH-000424,-1.41713244753
ACH-000425,-1.4634524514700002
ACH-000426,-2.15375833476
ACH-000427,-1.37963614572
ACH-000433,-1.4541160661
ACH-000436,-1.8096431766299999
ACH-000444,-1.29317988528
ACH-000445,-1.68719469995
ACH-000448,-1.4751970061500002
ACH-000450,-2.0349046603599996
ACH-000452,-1.45797776283
ACH-000454,-1.35468668213
ACH-000458,-1.5337690152599999
ACH-000459,-1.9152795257799997
ACH-000460,-1.4693088204700002
ACH-000461,-1.75931917506
ACH-000463,-1.4237172176100001
ACH-000464,-1.45917169171
ACH-000466,-1.66162626194
ACH-000467,-1.46758367482
ACH-000468,-1.2708407253799998
ACH-000469,-1.40934294206
ACH-000470,-1.6939643662200001
ACH-000471,-1.5247274557
ACH-000472,-1.38781364383
ACH-000473,-1.5623218409200001
ACH-000475,-1.4589852831799999
ACH-000476,-1.59662694028
ACH-000477,-1.9121121481799999
ACH-000480,-1.4455043924700002
ACH-000481,-1.9678045546400003
ACH-000483,-1.3364038225100001
ACH-000484,-1.5419116232799999
ACH-000485,-1.92723374412
ACH-000486,-1.6590367709600002
ACH-000487,-1.5563472863799999
ACH-000488,-1.7423457141499998
ACH-000490,-1.4255239545200002
ACH-000491,-1.5490691108
ACH-000495,-1.6359746348100002
ACH-000496,-1.6136539388100002
ACH-000499,-1.6110189585899999
ACH-000500,-1.46207595052
ACH-000502,-1.7164710538999999
ACH-000503,-1.8648965604700003
ACH-000505,-1.51684442372
ACH-000507,-1.82308157312
ACH-000510,-1.43316106661
ACH-000511,-1.60604623255
ACH-000512,-2.02771372026
ACH-000516,-1.7324375689700002
ACH-000517,-1.7515261938799997
ACH-000518,-1.8411948853400002
ACH-000520,-1.6615534534
ACH-000521,-1.51778478535
ACH-000522,-1.5834768372499999
ACH-000524,-1.7564056324500001
ACH-000527,-1.6506784931099998
ACH-000528,-1.73410600116
ACH-000537,-1.60543957311
ACH-000541,-1.67511356176
ACH-000542,-1.38925499276
ACH-000544,-1.48670169846
ACH-000545,-1.7218664162900001
ACH-000547,-1.65797762128
ACH-000548,-1.8391796712200001
ACH-000549,-1.8094283892700003
ACH-000550,-1.72094061602
ACH-000552,-1.64050934306
ACH-000556,-1.6503582495500002
ACH-000557,-1.6529912385299999
ACH-000570,-1.46087966875
ACH-000571,-1.93829033027
ACH-000573,-1.7753548857599997
ACH-000576,-1.74659614785
ACH-000580,-1.4984114031
ACH-000584,-1.8772190092900003
ACH-000585,-1.56504139749
ACH-000588,-1.64152172429
ACH-000589,-1.7759098575799999
ACH-000591,-1.5496900654799999
ACH-000593,-1.53618906802
ACH-000600,-1.41381044496
ACH-000601,-1.58804101168
ACH-000604,-1.44176548803
ACH-000605,-1.71153346296
ACH-000606,-1.5190869454499998
ACH-000608,-2.2810329409400003
ACH-000614,-1.7052481102000001
ACH-000616,-1.4182600331600002
ACH-000618,-1.54144961945
ACH-000619,-1.5227903522100001
ACH-000620,-1.68992099201
ACH-000621,-1.42397535773
ACH-000622,-1.3196671188200002
ACH-000623,-1.53904322019
ACH-000624,-1.7028370814200002
ACH-000627,-1.6151200336700002
ACH-000630,-1.2610317705
ACH-000632,-1.4402885220800001
ACH-000633,-1.4610514573500002
ACH-000637,-1.92445401335
ACH-000638,-1.7506740725099998
ACH-000646,-1.6781681572999998
ACH-000647,-1.78290664507
ACH-000648,-1.8027283041
ACH-000649,-1.4088923794
ACH-000651,-1.5282615740099998
ACH-000652,-1.58913368109
ACH-000653,-1.92199447652
ACH-000657,-1.83517619165
ACH-000658,-1.9734358682099997
ACH-000661,-1.8852513293200002
ACH-000662,-1.81000257594
ACH-000663,-1.5639701732299998
ACH-000665,-1.50556040929
ACH-000671,-1.76569874097
ACH-000673,-1.38580750009
ACH-000676,-1.28022232351
ACH-000677,-1.28961878486
ACH-000681,-1.5918033299599998
ACH-000682,-1.56074490602
ACH-000683,-1.5774266986399998
ACH-000684,-1.3928429873600001
ACH-000688,-1.8732791804799998
ACH-000693,-1.6591644962
ACH-000694,-1.42961335252
ACH-000695,-1.8490546670200003
ACH-000696,-1.66292545766
ACH-000697,-1.50499256768
ACH-000699,-1.6656667090900001
ACH-000701,-1.86585029512
ACH-000706,-1.5502751082100001
ACH-000711,-1.60884517937
ACH-000713,-1.46561665339
ACH-000714,-1.3948125715700002
ACH-000718,-1.68574712596
ACH-000720,-1.72397119603
ACH-000721,-1.6468676415099999
ACH-000724,-2.0713651798
ACH-000725,-2.19197448102
ACH-000732,-1.47762341451
ACH-000734,-1.6985312747299999
ACH-000735,-1.5510376394799998
ACH-000736,-1.5767673866999998
ACH-000738,-1.69498407972
ACH-000746,-1.5194745097600002
ACH-000747,-1.61389020815
ACH-000748,-1.37072587412
ACH-000753,-1.53131830394
ACH-000756,-1.30900701873
ACH-000757,-1.42686980468
ACH-000758,-1.38190714005
ACH-000760,-1.6463057561899999
ACH-000763,-2.38938201225
ACH-000764,-1.4994754107100001
ACH-000765,-1.31228940851
ACH-000766,-1.3738937577
ACH-000767,-1.8070132691499998
ACH-000768,-1.48032495386
ACH-000769,-1.85462918778
ACH-000770,-1.7584217013099999
ACH-000771,-1.81626231083
ACH-000773,-1.85511669817
ACH-000776,-1.4847809170800002
ACH-000777,-1.32392610647
ACH-000778,-1.8266386403400001
ACH-000781,-1.6606834114700002
ACH-000782,-1.78263838778
ACH-000783,-2.05285148201
ACH-000784,-1.58372383846
ACH-000785,-2.01562976383
ACH-000787,-1.6610725958399999
ACH-000788,-1.4446488933700001
ACH-000791,-1.5771146706999999
ACH-000792,-1.49149659616
ACH-000794,-1.62812823529
ACH-000796,-1.60818251511
ACH-000799,-1.54553005884
ACH-000800,-1.72135051623
ACH-000802,-1.5973951656799998
ACH-000804,-1.7396202436200001
ACH-000805,-1.51393285789
ACH-000809,-1.7837972099200001
ACH-000810,-1.762648185
ACH-000811,-1.6541742141100002
ACH-000817,-1.65095739975
ACH-000819,-1.61975663024
ACH-000820,-1.56857249887
ACH-000821,-2.36190509054
ACH-000822,-1.7293847457599998
ACH-000823,-1.68681153206
ACH-000824,-1.55356558561
ACH-000827,-1.4563618340200002
ACH-000829,-1.56544503833
ACH-000831,-1.50701494607
ACH-000832,-1.41872749236
ACH-000833,-2.25191407607
ACH-000834,-1.53986395514
ACH-000835,-1.3436529109
ACH-000836,-1.9218938876299998
ACH-000837,-1.49420165822
ACH-000838,-2.0620625955
ACH-000839,-1.52660100782
ACH-000840,-1.86899375787
ACH-000841,-1.63511599345
ACH-000843,-1.8495213282099998
ACH-000846,-1.38272429009
ACH-000847,-1.5464751329799997
ACH-000848,-1.2762751404000001
ACH-000849,-1.44249617353
ACH-000851,-1.64772849622
ACH-000855,-1.4226188199399998
ACH-000856,-1.60745400343
ACH-000858,-1.53374679704
ACH-000859,-1.47970692311
ACH-000861,-1.4503207895200003
ACH-000862,-1.8468172994799998
ACH-000865,-1.43720873761
ACH-000866,-1.6165924710799997
ACH-000867,-1.7381270439200003
ACH-000869,-1.61759668614
ACH-000872,-1.71959202235
ACH-000873,-1.66522060769
ACH-000876,-2.0315571803
ACH-000878,-1.04500984764
ACH-000880,-1.62150163778
ACH-000881,-1.5964032931099998
ACH-000882,-1.4854852268799998
ACH-000884,-1.8706292849200001
ACH-000885,-1.7378186041299999
ACH-000887,-1.5392792759399998
ACH-000888,-1.8186174726099997
ACH-000889,-1.7235484282299998
ACH-000890,-1.36545081723
ACH-000896,-1.8468905823700001
ACH-000898,-1.5525421656799998
ACH-000900,-1.6444380407799999
ACH-000901,-1.39386918358
ACH-000905,-1.62099593281
ACH-000906,-1.7532417047
ACH-000907,-1.179973826
ACH-000910,-1.83900958053
ACH-000911,-1.55562243399
ACH-000912,-1.7570998071500001
ACH-000913,-1.61191251676
ACH-000915,-1.51471028537
ACH-000916,-1.4598579028100003
ACH-000917,-1.5657186798700002
ACH-000921,-1.57682814372
ACH-000924,-1.7929439094599997
ACH-000926,-1.53162616254
ACH-000928,-1.5388449468799998
ACH-000929,-1.7784469331200001
ACH-000932,-1.7422659439099997
ACH-000935,-1.7834139298599998
ACH-000936,-1.2096034439499999
ACH-000937,-1.81420862227
ACH-000938,-1.7635695894
ACH-000939,-1.75529454116
ACH-000941,-1.9309914824
ACH-000943,-1.62579782296
ACH-000946,-1.51662388615
ACH-000947,-1.6980304942700002
ACH-000948,-1.69850165315
ACH-000950,-1.5624351464700001
ACH-000953,-1.8610939959200001
ACH-000957,-1.6067825733399999
ACH-000958,-1.50140159482
ACH-000960,-1.83840755181
ACH-000963,-1.47196243018
ACH-000968,-1.77537810283
ACH-000969,-1.6671509993200002
ACH-000973,-1.63988006943
ACH-000974,-1.2695351859000001
