,TFPT (29844)
ACH-000004,-0.101906007151
ACH-000007,-0.33339843244
ACH-000009,-0.236736071415
ACH-000011,-0.456280618418
ACH-000012,-0.468398125433
ACH-000013,-0.795057305123
ACH-000014,-0.47543699182
ACH-000015,-0.406150601458
ACH-000017,-0.638652970201
ACH-000018,-0.6939872843189999
ACH-000019,-0.10055308622199999
ACH-000021,-0.43749096392399994
ACH-000022,-0.313864740104
ACH-000025,-0.160183909587
ACH-000028,0.005285653925689999
ACH-000030,-0.450123109546
ACH-000035,-0.397161572931
ACH-000036,-0.50824498014
ACH-000037,-0.39082133450199996
ACH-000039,-0.09239259191369999
ACH-000040,-0.53649161088
ACH-000041,-0.343100375055
ACH-000042,-0.136983153751
ACH-000045,-0.26945810512699997
ACH-000047,-0.08797469963610001
ACH-000052,-0.202530804317
ACH-000053,-0.758791753451
ACH-000054,-0.443422464512
ACH-000055,0.0203172855618
ACH-000060,-0.635912014005
ACH-000067,-0.19306952725
ACH-000070,-0.209039682118
ACH-000075,-0.29912060677700003
ACH-000078,-0.151882632218
ACH-000082,-0.37008575895499995
ACH-000085,-0.09379242569869999
ACH-000086,-0.322229606924
ACH-000087,-0.21365164687199997
ACH-000092,-0.124236411147
ACH-000095,-0.143156734341
ACH-000097,-0.351408727817
ACH-000098,-0.31287395386
ACH-000099,-0.40404407698100003
ACH-000108,-0.349118301541
ACH-000113,-0.208112353891
ACH-000115,-0.659557595491
ACH-000116,-0.374093282161
ACH-000118,-0.40802088537299996
ACH-000120,-0.367046947864
ACH-000123,-0.354216454713
ACH-000127,-0.6008513948699999
ACH-000128,-0.260024546114
ACH-000132,-0.0939771181537
ACH-000133,-0.39235016234
ACH-000137,-0.5202031226789999
ACH-000138,-0.541641140449
ACH-000142,-0.6065047953079999
ACH-000143,-0.286841752782
ACH-000146,-0.322320259653
ACH-000148,-0.284626700547
ACH-000150,-0.23485773478
ACH-000152,-0.17752357397
ACH-000153,-0.383848762477
ACH-000159,-0.313658354195
ACH-000160,0.133381825227
ACH-000163,0.210794972171
ACH-000167,0.15444867606100002
ACH-000168,-0.384236018288
ACH-000169,-0.361265659033
ACH-000178,-0.436157480476
ACH-000182,-0.42461209416100004
ACH-000183,-0.6953782830799999
ACH-000188,-0.213700200267
ACH-000189,-0.0546767005521
ACH-000190,-0.0916854009386
ACH-000198,-0.47921270516000003
ACH-000204,-0.602174758113
ACH-000206,-0.30286369124400003
ACH-000207,-0.350556277786
ACH-000211,-0.532000289147
ACH-000215,-0.243221068967
ACH-000221,-0.336607383134
ACH-000222,-0.378488197822
ACH-000223,-0.37938569813600004
ACH-000226,-0.54410938451
ACH-000227,-0.35013324793000006
ACH-000228,0.106473469239
ACH-000231,-0.217090681833
ACH-000232,0.069488497513
ACH-000233,-0.367220364028
ACH-000234,-0.184043856153
ACH-000235,-0.186692317132
ACH-000237,-0.413478698745
ACH-000238,-0.397238225562
ACH-000243,-0.374992838522
ACH-000244,0.0790721973392
ACH-000246,-0.504544333443
ACH-000248,-0.47360121577200004
ACH-000250,-0.544712299084
ACH-000251,-0.838239751344
ACH-000253,-0.472816728521
ACH-000255,0.05456166912830001
ACH-000256,-0.38691307372699996
ACH-000257,-0.371427788459
ACH-000258,0.0170727134788
ACH-000259,0.200994550859
ACH-000260,-0.508065827038
ACH-000261,-0.49723891718400004
ACH-000262,-0.366809384789
ACH-000263,-0.779731975053
ACH-000264,-0.643107738539
ACH-000265,-0.363460380621
ACH-000266,0.109518985059
ACH-000272,0.0867639111442
ACH-000273,-0.209987468788
ACH-000274,-0.572141202509
ACH-000277,-0.63068406598
ACH-000278,-0.372050091854
ACH-000279,-0.27830281486999997
ACH-000280,-0.471082258878
ACH-000281,-0.274845312119
ACH-000288,-0.21565050708099998
ACH-000291,-0.47871002850199995
ACH-000293,-0.542547824644
ACH-000294,-0.567221889645
ACH-000295,-0.264031174954
ACH-000296,-0.5697505113
ACH-000302,-0.591607088012
ACH-000304,-0.0936295653
ACH-000307,-0.238909209862
ACH-000308,0.0048721998977299995
ACH-000310,-0.378585343682
ACH-000311,-0.42603730851899996
ACH-000312,-0.105997459827
ACH-000315,-0.273077440278
ACH-000316,-0.461587198777
ACH-000317,-0.365195281314
ACH-000318,-0.5170960463800001
ACH-000319,-0.24886196226799998
ACH-000320,-0.110485974759
ACH-000322,-0.17001107234499999
ACH-000323,-0.571300031427
ACH-000324,-0.23735171904
ACH-000329,-0.354508563886
ACH-000330,-0.41796168891999996
ACH-000331,-0.442224326554
ACH-000332,-0.48807543245800006
ACH-000334,-0.162270921239
ACH-000335,-0.242652107702
ACH-000336,0.324008934421
ACH-000337,-0.19398039299199998
ACH-000339,-0.37792415877499996
ACH-000341,-0.46700766465099997
ACH-000348,-0.508623201549
ACH-000350,-0.443055105521
ACH-000352,-0.373287455303
ACH-000356,-0.161013825459
ACH-000361,-0.199723947779
ACH-000362,-0.19139102455899998
ACH-000363,-0.33953915425399994
ACH-000364,-0.346730197508
ACH-000365,-0.254520543691
ACH-000366,-0.388130275023
ACH-000368,-0.410437354465
ACH-000374,-0.255053608453
ACH-000375,-0.164269048434
ACH-000376,-0.281511737507
ACH-000381,-0.35262783475000004
ACH-000383,-0.38606766250299995
ACH-000387,-0.321693404022
ACH-000389,-0.479555561841
ACH-000390,-0.172555788682
ACH-000393,-0.49452334079800003
ACH-000395,-0.7285365833030001
ACH-000397,-0.6473299850240001
ACH-000401,-0.679648044094
ACH-000402,-0.6110454765119999
ACH-000403,-0.29804498711
ACH-000404,0.0245093078846
ACH-000406,-0.18146490531800002
ACH-000407,-0.610866324575
ACH-000408,-0.08180660326349999
ACH-000410,-0.524445907076
ACH-000411,-0.377184638474
ACH-000414,-0.278252603902
ACH-000415,-0.149790861023
ACH-000416,-0.173827996286
ACH-000420,-0.36444286489699995
ACH-000421,-0.360836883403
ACH-000424,-0.550456311423
ACH-000425,-0.493036349526
ACH-000426,-0.412430249406
ACH-000427,-0.36265510438500004
ACH-000433,-0.23983126931600002
ACH-000436,-0.233850470147
ACH-000444,-0.238982985554
ACH-000445,-0.21076227473900003
ACH-000448,-0.8190564155940001
ACH-000450,-0.147657054515
ACH-000452,-0.110563932672
ACH-000454,-0.29528292589
ACH-000458,-0.38066670477700004
ACH-000459,-0.247198678092
ACH-000460,-0.44397286649800005
ACH-000461,-0.609576671417
ACH-000463,-0.295888215814
ACH-000464,0.020181477157
ACH-000466,-0.0914959135166
ACH-000467,-0.227070076851
ACH-000468,-0.227561666552
ACH-000469,-0.356383937187
ACH-000470,-0.5221056422720001
ACH-000471,-0.659212635646
ACH-000472,-0.37229789861999996
ACH-000473,-0.527867190961
ACH-000475,-0.11439214312000001
ACH-000476,-0.412448079639
ACH-000477,-0.417768755072
ACH-000480,-0.15057844182
ACH-000481,-0.22634535005399997
ACH-000483,-0.536381939209
ACH-000484,-0.42835500441
ACH-000485,-0.37022214375699997
ACH-000486,-0.6773478180660001
ACH-000487,-0.334410163881
ACH-000488,-0.436405421929
ACH-000490,-0.223220837825
ACH-000491,-0.285616136187
ACH-000495,-0.456666687795
ACH-000496,-0.118656325196
ACH-000499,-0.421900328195
ACH-000500,-0.270103121706
ACH-000502,-0.330748231861
ACH-000503,-0.194704036479
ACH-000505,-0.529277557437
ACH-000507,-0.38263605495499997
ACH-000510,-0.446158073261
ACH-000511,-0.19844205296
ACH-000512,-0.49677590955300005
ACH-000516,-0.361781724943
ACH-000517,-0.338994041924
ACH-000518,-0.262227191826
ACH-000520,-0.590145092156
ACH-000521,-0.00394806097759
ACH-000522,0.010989416259600001
