,CRYBA1 (1411)
ACH-000004,-0.21688049507399998
ACH-000007,-0.193318442463
ACH-000009,-0.359437437549
ACH-000011,-0.185990524983
ACH-000012,-0.211689755772
ACH-000013,-0.255528030876
ACH-000014,-0.06257730600150001
ACH-000015,-0.07595200858869999
ACH-000017,-0.331150160335
ACH-000018,-0.208710831063
ACH-000019,-0.26295348076499997
ACH-000021,-0.176270832795
ACH-000022,-0.322872679454
ACH-000025,-0.0979213909837
ACH-000028,-0.225411594069
ACH-000030,-0.24700566230700002
ACH-000035,-0.5629125554559999
ACH-000036,-0.245254804411
ACH-000037,-0.100136696104
ACH-000039,-0.31930847191100004
ACH-000040,-0.198248415363
ACH-000041,-0.266954199964
ACH-000042,-0.10392193709200001
ACH-000045,-0.204036096119
ACH-000047,-0.11925336324500001
ACH-000052,-0.233427049877
ACH-000053,-0.34922243166
ACH-000054,-0.192517204137
ACH-000055,0.0312615742029
ACH-000060,-0.118862726228
ACH-000067,-0.18611401256
ACH-000070,-0.255658190312
ACH-000075,-0.177839542548
ACH-000078,-0.14809005642200002
ACH-000082,-0.207113318133
ACH-000085,-0.459781048698
ACH-000086,-0.34243240851999995
ACH-000087,-0.211341455061
ACH-000092,0.0361374641225
ACH-000095,-0.0643651311775
ACH-000097,-0.173711043792
ACH-000098,-0.26229018212
ACH-000099,-0.171583383321
ACH-000108,-0.330697616268
ACH-000113,-0.128483169914
ACH-000115,-0.325132171435
ACH-000116,-0.118640432198
ACH-000118,-0.140737292925
ACH-000120,-0.22422188810600002
ACH-000123,-0.10900538234099999
ACH-000127,-0.11245539590999998
ACH-000128,-0.072213981878
ACH-000132,-0.0805459789907
ACH-000133,-0.164720809642
ACH-000137,-0.31361236702399997
ACH-000138,-0.09938237759749999
ACH-000142,-0.265661813259
ACH-000143,-0.164319958416
ACH-000146,-0.233183931099
ACH-000148,-0.109807983419
ACH-000150,-0.258192413663
ACH-000152,-0.36254142766
ACH-000153,-0.0722577021468
ACH-000159,-0.20690209668900003
ACH-000160,-0.301166703643
ACH-000163,-0.427580786651
ACH-000167,-0.22113489544
ACH-000168,-0.30347488701499997
ACH-000169,-0.196102207615
ACH-000178,-0.171976842143
ACH-000182,-0.231856001823
ACH-000183,-0.24692465785
ACH-000188,-0.380507221011
ACH-000189,-0.452496260928
ACH-000190,-0.43824982121699996
ACH-000198,-0.215655924794
ACH-000204,-0.516670895822
ACH-000206,-0.19957119929699998
ACH-000207,-0.308189050026
ACH-000211,-0.307833089249
ACH-000215,-0.156843487232
ACH-000221,-0.21190930292500001
ACH-000222,-0.300112722022
ACH-000223,-0.200924940576
ACH-000226,-0.0507434286426
ACH-000227,-0.0995448111156
ACH-000228,-0.362523128343
ACH-000231,-0.143645885331
ACH-000232,-0.0261275243243
ACH-000233,-0.19320786153099997
ACH-000234,-0.235392511021
ACH-000235,-0.30392425287700003
ACH-000237,-0.175615790786
ACH-000238,-0.11068561163799999
ACH-000243,-0.332270052522
ACH-000244,-0.21316233947000002
ACH-000246,-0.18947952121
ACH-000248,-0.520024138601
ACH-000250,-0.257445545256
ACH-000251,-0.19089664006999998
ACH-000253,-0.030309793874300002
ACH-000255,-0.22820785975900001
ACH-000256,-0.0912726533661
ACH-000257,0.0577065828388
ACH-000258,0.0954065395444
ACH-000259,-0.214935620165
ACH-000260,-0.0648088599436
ACH-000261,-0.144677816369
ACH-000262,-0.329532028044
ACH-000263,0.0632571252509
ACH-000264,-0.24010243399
ACH-000265,-0.29431121868500004
ACH-000266,-0.221370573979
ACH-000272,-0.16953255413100002
ACH-000273,-0.156585020443
ACH-000274,-0.213775712412
ACH-000277,-0.31423248456
ACH-000278,-0.0858667201465
ACH-000279,-0.188981117539
ACH-000280,-0.33041487063499997
ACH-000281,-0.16176760014900002
ACH-000288,-0.364808139459
ACH-000291,-0.273381114672
ACH-000293,-0.194354664294
ACH-000294,-0.062036858315699994
ACH-000295,-0.39739703434
ACH-000296,-0.256100834989
ACH-000302,-0.312096233145
ACH-000304,0.076520054828
ACH-000307,-0.135725050763
ACH-000308,-0.22954394773000003
ACH-000310,-0.0765012915279
ACH-000311,-0.34068942587300005
ACH-000312,-0.358939682518
ACH-000315,-0.356481580198
ACH-000316,-0.187021002746
ACH-000317,-0.369131857605
ACH-000318,-0.04605652145769999
ACH-000319,-0.270974234231
ACH-000320,-0.275191911039
ACH-000322,-0.211925762704
ACH-000323,-0.2042191414
ACH-000324,-0.117611670254
ACH-000329,-0.238512384073
ACH-000330,-0.34178783828599996
