,EEF1G (1937)
ACH-000004,-0.923819405171
ACH-000007,-0.8813581367000001
ACH-000009,-0.902332165414
ACH-000011,-1.53659903843
ACH-000012,-1.0199960634899998
ACH-000013,-1.0070394658600001
ACH-000014,-1.0666530904
ACH-000015,-0.949182080535
ACH-000017,-0.8908569458560001
ACH-000018,-0.639567745607
ACH-000019,-0.967441431997
ACH-000021,-0.683701765573
ACH-000022,-0.932199983465
ACH-000025,-1.21987583766
ACH-000028,-1.2629242114299999
ACH-000030,-0.963620574093
ACH-000035,-1.017404821
ACH-000036,-1.05399717068
ACH-000037,-1.07521020718
ACH-000039,-1.10947702201
ACH-000040,-1.14051871172
ACH-000041,-1.25539426866
ACH-000042,-0.9879781790950001
ACH-000045,-1.07084204614
ACH-000047,-1.0817028207
ACH-000052,-1.13499263859
ACH-000053,-0.917434078988
ACH-000054,-1.05637444894
ACH-000055,-1.2805725211599999
ACH-000060,-1.13477167909
ACH-000067,-0.981707163127
ACH-000070,-1.25621006284
ACH-000075,-1.27159487581
ACH-000078,-0.689373511455
ACH-000082,-1.00298193993
ACH-000085,-1.3926834457799997
ACH-000086,-1.1258895334399999
ACH-000087,-0.561335272381
ACH-000092,-1.17100195917
ACH-000095,-1.05306989386
ACH-000097,-1.1059766467299998
ACH-000098,-0.929659773345
ACH-000099,-0.911848346215
ACH-000108,-0.699119169175
ACH-000113,-0.946709200201
ACH-000115,-1.13028349943
ACH-000116,-0.9796933968729999
ACH-000118,-0.7381440905600001
ACH-000120,-1.0330739117399999
ACH-000123,-0.83222642708
ACH-000127,-1.02898875431
ACH-000128,-1.0012083472
ACH-000132,-0.9007520589929999
ACH-000133,-0.8650486736570001
ACH-000137,-1.4396719508200002
ACH-000138,-0.703909099597
ACH-000142,-1.0991454325399999
ACH-000143,-1.24318838821
ACH-000146,-0.712143296679
ACH-000148,-1.0397749695
ACH-000150,-1.1805139823
ACH-000152,-0.9971339018529999
ACH-000153,-1.09242333317
ACH-000159,-1.2606232454100001
ACH-000160,-1.21684635876
ACH-000163,-1.2960301355500001
ACH-000167,-1.45414554569
ACH-000168,-1.1608837329200001
ACH-000169,-1.0922737475700002
ACH-000178,-1.02766420703
ACH-000182,-1.1584154669700002
ACH-000183,-0.9609239533409999
ACH-000188,-0.9006119606280001
ACH-000189,-0.9949293384379999
ACH-000190,-1.15353238985
ACH-000198,-0.9591803870360001
ACH-000204,-0.792931217103
ACH-000206,-1.49689545805
ACH-000207,-0.6779704993760001
ACH-000211,-1.0839445641399998
