,AQP12B (653437)
ACH-000159,-0.110473559421
ACH-000160,-0.09822045857239999
ACH-000163,-0.340064151773
ACH-000167,-0.12411999009500001
ACH-000168,-0.330730854481
ACH-000169,-0.382465912171
ACH-000178,-0.170195946808
ACH-000182,-0.212674361357
ACH-000183,-0.0614128337708
ACH-000188,-0.36566196800399997
ACH-000189,0.12893766711500002
ACH-000190,-0.184914032748
ACH-000198,-0.24319882986900002
ACH-000204,-0.11993192595
ACH-000206,-0.130597852291
ACH-000207,0.07449770795489999
ACH-000211,-0.156177801699
ACH-000215,-0.25562557043
ACH-000221,0.0409140246684
ACH-000222,-0.139875420741
ACH-000223,-0.17559308938
ACH-000226,-0.40320793271600003
ACH-000227,-0.23472222961999997
ACH-000228,-0.37330930260899997
ACH-000231,-0.215238426728
ACH-000232,-0.27586737450599996
ACH-000233,-0.36191971570200004
ACH-000234,-0.48226023537600005
ACH-000235,-0.153891157867
ACH-000237,-0.173538403403
ACH-000238,-0.215433203677
ACH-000243,-0.0935391003028
ACH-000244,-0.22819008868700003
ACH-000246,-0.21146087473
ACH-000248,-0.12009910122300001
ACH-000250,-0.41008872427000004
ACH-000251,-0.207295512665
ACH-000253,-0.496636964582
ACH-000255,-0.0523049010125
ACH-000256,-0.370089267957
ACH-000257,0.0709930708753
ACH-000258,-0.400567509424
ACH-000259,-0.195925637831
ACH-000260,-0.15574039295800002
ACH-000261,-0.184563997522
ACH-000262,-0.00771143084024
ACH-000263,-0.471379561679
ACH-000264,0.0266945405817
ACH-000265,0.037354432553
ACH-000266,-0.143503998324
ACH-000272,-0.229804145262
ACH-000273,-0.141374540384
ACH-000274,-0.23930911607500002
ACH-000277,-0.25842516786499997
ACH-000278,-0.0583834773821
ACH-000279,-0.0300041463467
ACH-000280,-0.229082511897
ACH-000281,-0.123164399464
ACH-000288,-0.295121282617
ACH-000291,-0.209315957776
ACH-000293,-0.356565001531
ACH-000294,-0.18763261676800003
ACH-000295,-0.227625669281
ACH-000296,-0.09137517756920001
ACH-000302,0.0326639995671
ACH-000304,0.16504511747099998
ACH-000307,-0.296050520983
ACH-000308,-0.173575837357
ACH-000310,-0.23549440610599998
ACH-000311,-0.265285180011
ACH-000312,-0.176731543085
ACH-000315,0.201410783498
ACH-000316,-0.38718684757700006
ACH-000317,-0.182535062259
ACH-000318,-0.147860703903
ACH-000319,-0.22030933794
ACH-000320,-0.141829674737
ACH-000322,-0.18804131497200002
ACH-000323,-0.08462634771510001
ACH-000324,-0.537410896198
ACH-000329,-0.273720795713
ACH-000330,-0.0300311478442
ACH-000331,-0.23166999365899998
ACH-000332,-0.20859070630100002
ACH-000334,0.022186264018
ACH-000335,0.0744739142258
ACH-000336,-0.18078098118799998
ACH-000337,-0.180132441582
ACH-000339,-0.131462600937
ACH-000341,-0.511906022816
ACH-000348,-0.178949095176
ACH-000350,-0.12034916739700001
ACH-000352,-0.188594459476
ACH-000356,-0.0314412875378
ACH-000361,-0.077540572397
ACH-000362,-0.38260142538099995
ACH-000363,-0.198850388435
ACH-000364,-0.190158072598
ACH-000365,-0.214480867561
ACH-000366,-0.18517924604000002
ACH-000368,-0.307165176587
ACH-000374,-0.195401583576
ACH-000375,-0.238270397688
ACH-000376,-0.121612573894
ACH-000381,-0.18737983944699999
ACH-000383,-0.135102558226
ACH-000387,-0.182515118496
ACH-000389,-0.0878361503201
ACH-000390,-0.264703787047
ACH-000393,0.0213979172615
ACH-000395,-0.24609015918699997
ACH-000397,-0.148231282352
ACH-000401,-0.257566016538
ACH-000402,-0.37857264589100004
ACH-000403,-0.477990088703
ACH-000404,-0.0199699227259
ACH-000406,-0.1009056373
ACH-000407,-0.269684496131
ACH-000408,0.0309216569855
ACH-000410,-0.142060713385
ACH-000411,-0.165858300707
ACH-000414,-0.280195175255
ACH-000415,-0.070390590937
ACH-000416,-0.200909419507
ACH-000420,-0.396988253511
ACH-000421,-0.182134822419
ACH-000424,-0.020113410296599996
ACH-000425,-0.0779778994688
ACH-000426,-0.5574463383470001
ACH-000427,0.079623817303
ACH-000433,-0.20087018226599998
ACH-000436,-0.43108165743
ACH-000444,-0.256650821339
ACH-000445,-0.18602198632
ACH-000448,-0.14593505408
ACH-000450,0.000964462027805
ACH-000452,-0.139341750141
ACH-000454,-0.36787301138899997
ACH-000458,-0.178164688297
ACH-000459,-0.355997347984
ACH-000460,-0.07709955896000001
ACH-000461,-0.32199880588700003
ACH-000463,-0.15019605817
ACH-000464,-0.216961426677
ACH-000466,0.024720839664
ACH-000467,-0.273977541539
ACH-000468,-0.08378261040089999
ACH-000469,-0.426465857941
ACH-000470,-0.249873092613
ACH-000471,-0.224313623805
ACH-000472,0.10269594112500001
ACH-000473,-0.324351769159
ACH-000475,-0.12513943516599998
ACH-000476,-0.314192041828
ACH-000477,-0.176309257541
ACH-000480,-0.182906041112
ACH-000481,-0.0732710457957
ACH-000483,-0.12638569523600002
ACH-000484,-0.342411604052
ACH-000485,-0.397923479942
ACH-000486,-0.0060495606869
ACH-000487,-0.11585340468800001
ACH-000488,0.0236261844588
ACH-000490,-0.27882969734
ACH-000491,0.0297362464271
ACH-000495,-0.34743067809100003
ACH-000496,-0.324515631427
ACH-000499,-0.0099096756939
ACH-000500,-0.908337975896
ACH-000502,-0.286882420009
ACH-000503,-0.0197148080587
ACH-000505,-0.22303748369399998
ACH-000507,-0.208963375804
ACH-000510,-0.042004893487099994
ACH-000511,-0.30151173015599997
ACH-000512,-0.430551614204
ACH-000516,0.106072427895
ACH-000517,-0.39821250901699995
ACH-000518,-0.237136797106
ACH-000520,-0.35310068563600006
ACH-000521,-0.318548344363
ACH-000522,-0.211620735209
ACH-000524,-0.256105481756
ACH-000527,-0.263220849122
ACH-000528,-0.153122228479
ACH-000537,-0.313247754707
ACH-000541,-0.391170390531
ACH-000542,-0.139891364115
ACH-000544,-0.18926764581099997
ACH-000545,-0.207226033362
ACH-000547,-0.0251624348212
ACH-000548,-0.34961172329999995
ACH-000549,-0.285043496118
ACH-000550,0.0645925441027
ACH-000552,-0.288537593612
ACH-000556,-0.456110486717
ACH-000557,-0.449688269174
ACH-000570,-0.311388141317
ACH-000571,-0.294486536464
ACH-000573,0.0160397666154
ACH-000576,-0.210003256773
ACH-000580,-0.309674256452
ACH-000584,-0.0878698695188
ACH-000585,-0.292695286895
ACH-000588,-0.318487220375
ACH-000589,-0.239328821042
ACH-000591,-0.0209473454758
ACH-000593,-0.37913154234499996
ACH-000600,-0.351526964066
ACH-000601,-0.168824288125
ACH-000604,-0.279367137326
ACH-000605,-0.029555556973700003
ACH-000606,-0.203129875095
ACH-000608,-0.269387354403
ACH-000614,-0.013929322234399999
ACH-000616,-0.22507645599800002
ACH-000618,-0.16846161923500003
ACH-000619,-0.329983930001
ACH-000620,-0.24589143771699998
ACH-000621,-0.141865826941
ACH-000622,-0.351919907188
ACH-000623,-0.325408305545
ACH-000624,-0.369046463148
ACH-000627,-0.273897142539
ACH-000630,-0.179774033261
ACH-000632,-0.236296302218
ACH-000633,-0.332188009793
ACH-000637,-0.253820592452
ACH-000638,-0.181265681831
ACH-000646,-0.224677304534
ACH-000647,-0.17157768918900002
ACH-000648,-0.262950564514
ACH-000649,-0.283561763532
ACH-000651,5.95951388354e-05
ACH-000652,-0.286129378818
ACH-000653,-0.530092416227
ACH-000657,-0.168613456245
ACH-000658,-0.0818515019733
ACH-000661,0.17342092838
ACH-000662,-0.0915716213495
ACH-000663,-0.260430972418
ACH-000665,-0.09338709850130002
ACH-000671,-0.09008228186280001
ACH-000673,-0.375479035523
ACH-000676,-0.150908773897
ACH-000677,-0.153726891552
ACH-000681,-0.241589493477
ACH-000682,-0.12140275393100002
ACH-000683,-0.272656768
ACH-000684,0.014788376253500001
ACH-000688,-0.176032845278
ACH-000693,-0.138676650571
ACH-000694,-0.115257112765
ACH-000695,0.018780797537599998
ACH-000696,-0.23680462529899998
ACH-000697,0.021879958224400003
ACH-000699,-0.133031805556
ACH-000701,-0.361372866222
ACH-000706,-0.0877552773743
ACH-000711,-0.21005779309
ACH-000713,-0.13476030941199998
ACH-000714,-0.117054616307
ACH-000718,-0.266660702896
ACH-000720,-0.286866833283
ACH-000721,-0.122805204227
ACH-000724,-0.260586388024
ACH-000725,-0.0216847158104
ACH-000732,-0.11010086636399999
ACH-000734,-0.004688835435479999
ACH-000735,-0.144764108639
ACH-000736,-0.152438302745
ACH-000738,-0.029344943069799997
ACH-000746,-0.13669916398
ACH-000747,0.09807211934019999
ACH-000748,0.00905011259277
ACH-000753,-0.140536178815
ACH-000756,-0.212073730972
ACH-000757,-0.311458792717
ACH-000758,-0.0181695119175
ACH-000760,-0.289152016729
ACH-000763,-0.169004694619
ACH-000764,0.1101966358
ACH-000765,-0.249200996643
ACH-000766,-0.24105507663400003
ACH-000767,-0.102645680463
ACH-000768,-0.0953886584631
ACH-000769,-0.00838357814784
ACH-000770,-0.21027059977
ACH-000771,0.00714393582867
ACH-000773,-0.49350594016800003
ACH-000776,-0.456026350763
ACH-000777,-0.32180363117800004
ACH-000778,0.17668210007
ACH-000781,-0.273708656759
ACH-000782,-0.0947338530242
ACH-000783,-0.159492712676
ACH-000784,-0.140312101739
ACH-000785,-0.227908891933
ACH-000787,-0.118293540046
ACH-000788,-0.141136884177
ACH-000791,-0.11586410740599999
ACH-000792,-0.312212171187
ACH-000794,-0.235738126923
ACH-000796,-0.0758779151426
ACH-000799,-0.26681859384
ACH-000800,-0.135770073667
ACH-000802,-0.013183343980499999
ACH-000804,-0.10061360737
ACH-000805,-0.0030640169985900003
ACH-000809,-0.265673184785
ACH-000810,-0.315145929697
ACH-000811,-0.231025440372
ACH-000817,-0.17044437573899998
ACH-000819,-0.05531778490519999
ACH-000820,-0.137468794846
ACH-000821,-0.209544094609
ACH-000822,-0.150091449988
ACH-000823,-0.0753108316992
ACH-000824,-0.34424520244400003
ACH-000827,-0.143099189929
ACH-000829,-0.276383577388
ACH-000831,-0.207305543566
ACH-000832,-0.173145989443
ACH-000833,-0.310508538652
ACH-000834,-0.167474487828
ACH-000835,-0.1571997756
ACH-000836,-0.192941292903
ACH-000837,-0.148522279609
ACH-000838,-0.126070262245
ACH-000839,-0.154543851923
ACH-000840,-0.0241837720972
ACH-000841,-0.26202054044399997
ACH-000843,0.0163963011402
ACH-000846,-0.0338799324606
ACH-000847,-0.20839635852699998
ACH-000848,-0.453193211445
ACH-000849,0.024313657746599996
ACH-000851,-0.111192466413
ACH-000855,-0.512790408617
ACH-000856,-0.14391719507200001
ACH-000858,-0.263083377856
ACH-000859,-0.396233046756
ACH-000861,-0.137230218866
ACH-000862,-0.297075501083
ACH-000865,-0.154672763408
ACH-000866,-0.229691657759
ACH-000867,-0.153476721304
ACH-000869,-0.272034256542
ACH-000872,-0.337033084027
ACH-000873,-0.152412966082
ACH-000876,-0.331748500597
ACH-000878,-0.00747989069033
ACH-000880,-0.22380016169599998
ACH-000881,-0.22971422688499998
ACH-000882,-0.251237048319
ACH-000884,-0.13721226747600002
ACH-000885,-0.203220284634
ACH-000887,-0.226355641969
ACH-000888,-0.162276536077
ACH-000889,-0.242844354953
ACH-000890,-0.06331665324180001
ACH-000896,-0.18868773475900003
ACH-000898,-0.22203008805799998
ACH-000900,-0.04440319025930001
ACH-000901,-0.0716732971811
ACH-000905,-0.057769923247999996
ACH-000906,-0.237796406339
ACH-000907,-0.131738555412
ACH-000910,-0.17919439619000002
ACH-000911,-0.250051673877
ACH-000912,-0.178001783789
ACH-000913,-0.293769883463
ACH-000915,-0.244099512474
ACH-000916,-0.573068135244
ACH-000917,-0.17867106811
ACH-000921,-0.383793429933
ACH-000924,-0.2674986129
ACH-000926,-0.649412355028
ACH-000928,-0.111258252794
ACH-000929,0.07237034521989999
ACH-000932,-0.180227036083
ACH-000935,-0.46067885935099995
ACH-000936,-0.147308077284
ACH-000937,-0.17233078847199998
ACH-000938,-0.0783695213154
ACH-000939,-0.06748600299719999
ACH-000941,-0.0622551061114
ACH-000943,-0.20966891811000002
ACH-000946,-0.09924634853589999
ACH-000947,-0.106170638661
ACH-000948,-0.16933138324000002
ACH-000950,-0.024369498489900002
ACH-000953,-0.36399843156499995
ACH-000957,-0.17276674199900002
ACH-000958,-0.134049451518
ACH-000960,-0.271319427397
ACH-000963,-0.0778119749572
ACH-000968,-0.296076585065
ACH-000969,-0.33640623704000006
ACH-000973,-0.09212480298869999
ACH-000974,-0.329310475802
ACH-000975,-0.12657700275999997
ACH-000976,-0.258940112088
ACH-000978,-0.590250815333
ACH-000980,-0.175596640211
ACH-000984,-0.0619692108907
ACH-000986,-0.18415467792100002
ACH-000988,-0.182987638856
ACH-000993,-0.307289412386
ACH-000994,-0.00558945167148
ACH-000996,-0.023074083865400004
ACH-001001,-0.18145828234499997
ACH-001020,-0.317437398269
ACH-001028,-0.0951202722042
ACH-001031,-0.23035032507300002
ACH-001038,-0.35966711471900004
ACH-001048,-0.272572931795
ACH-001050,-0.267462117351
ACH-001053,-0.41996434717
ACH-001054,-0.11998620445000001
ACH-001061,0.0245691926602
ACH-001067,-0.17969110312
ACH-001075,-0.241674761318
ACH-001096,-0.38811602911799997
ACH-001128,-0.511717102089
ACH-001134,-0.341639118588
ACH-001151,-0.200493457079
ACH-001163,0.0564670143497
ACH-001164,-0.27642959182
ACH-001173,-0.168433935507
ACH-001183,-0.170558682648
ACH-001184,-0.28630464640500003
ACH-001190,-0.301591447208
ACH-001192,-0.23904332782499998
ACH-001193,-0.0662801535396
ACH-001196,-0.31935476471900004
ACH-001197,-0.104627012996
ACH-001205,-0.029423564419900003
ACH-001211,-0.28025380934300004
ACH-001212,-0.563291109614
ACH-001228,-0.0259479157221
ACH-001232,-0.23135404214000002
ACH-001239,-0.164745152363
ACH-001274,-0.378011539406
ACH-001275,-0.09929493001560001
ACH-001277,-0.288311013131
ACH-001278,0.00920195782916
ACH-001280,-0.197706018304
ACH-001283,-0.09774582671260001
ACH-001289,-0.314032481356
ACH-001295,-0.062536835729
ACH-001300,-0.195224676343
ACH-001301,0.035938704915199994
ACH-001302,-0.14933138435
ACH-001303,-0.28120113832
ACH-001306,-0.0657818168516
ACH-001318,-0.00645958520443
ACH-001322,-0.255976715234
ACH-001328,-0.311554574957
ACH-001332,-0.231986171709
ACH-001333,-0.09241722567060001
ACH-001336,-0.21318943215599997
ACH-001340,-0.29617026185
ACH-001346,-0.223033969963
ACH-001353,-0.215288084962
ACH-001354,0.07684277954419999
ACH-001367,-0.0140952146603
ACH-001368,-0.249319214417
ACH-001374,-0.266605479953
ACH-001375,-0.06956581880469999
ACH-001377,-0.233273094595
ACH-001380,-0.236987270395
ACH-001391,-0.5575403237659999
ACH-001407,-0.23368917393000002
ACH-001408,-0.314097211551
ACH-001413,-0.16611582908199998
ACH-001430,0.09701599896600001
ACH-001431,0.00107688772545
ACH-001450,-0.19286372819699998
ACH-001496,-0.14161413163
ACH-001500,-0.25705291692800003
ACH-001521,-0.31421350059500003
ACH-001523,-0.08639437504789999
ACH-001532,-0.0506416002738
ACH-001536,-0.447700344941
ACH-001550,-0.010855691186799998
ACH-001552,-0.075526649948
ACH-001554,-0.275966026087
ACH-001645,-0.206531429092
ACH-001654,-0.046052144306699995
ACH-001715,-0.333334898638
ACH-001735,-0.08667486591910001
ACH-001736,-0.19700576736900002
ACH-001737,-0.295223393274
ACH-001740,-0.25175591283300003
ACH-001745,-0.19678082422200002
ACH-001750,-0.339727654657
ACH-001765,-0.167533767236
ACH-001956,-0.214493589362
ACH-001957,-0.334834907974
