,CLPX (10845)
ACH-000004,-0.44400208862199997
ACH-000007,-0.131447071389
ACH-000009,-0.557094455614
ACH-000011,-0.16960742827199998
ACH-000012,-0.34130795819799997
ACH-000013,-0.47413030579599996
ACH-000014,-0.27613687442699997
ACH-000015,-0.105771737495
ACH-000017,-0.320405064877
ACH-000018,-0.0346343344461
ACH-000019,-0.0904465365975
ACH-000021,-0.218031659622
ACH-000022,-0.632318293612
ACH-000025,-0.432301867606
ACH-000028,-0.380426866723
ACH-000030,-0.0898248814618
ACH-000035,-0.467069634675
ACH-000036,0.110785627518
ACH-000037,0.10476485339500001
ACH-000039,-0.203827268037
ACH-000040,-0.149780693925
ACH-000041,-0.30406919058000004
ACH-000042,-0.287957106194
ACH-000045,-0.0930862395075
ACH-000047,-0.41918536405999995
ACH-000052,-0.0410564140105
ACH-000053,-0.07275123288160001
ACH-000054,-0.200751266016
ACH-000055,-0.211380348232
ACH-000060,-0.213989526904
ACH-000067,-0.166550640009
ACH-000070,-0.13524223346699998
ACH-000075,-0.236280286862
ACH-000078,-0.286270223068
ACH-000082,-0.120292066744
ACH-000085,-0.219315416645
ACH-000086,-0.10097188870200001
ACH-000087,0.11953301504200001
ACH-000092,-0.16944840928
ACH-000095,-0.11981818761499999
ACH-000097,-0.2543762927
ACH-000098,-0.166857966032
ACH-000099,-0.234506148715
ACH-000108,-0.268517465387
ACH-000113,-0.345713823321
ACH-000115,-0.0346123084849
ACH-000116,-0.291249999277
ACH-000118,-0.225962807183
ACH-000120,-0.1738625446
ACH-000123,-0.39687851408200003
ACH-000127,-0.30587488187199996
ACH-000128,-0.403918305063
ACH-000132,-0.34519848950800003
ACH-000133,-0.288679044215
ACH-000137,-0.175860686446
ACH-000138,-0.0407836335219
ACH-000142,-0.12690728810000002
ACH-000143,-0.10568326865199999
ACH-000146,-0.214308525209
ACH-000148,-0.202223105304
ACH-000150,-0.359051833537
ACH-000152,-0.220689553351
ACH-000153,0.00824408558173
ACH-000159,-0.08651760532849999
ACH-000160,-0.873222145711
ACH-000163,-0.241475891184
ACH-000167,-0.252474792529
ACH-000168,-0.0870700070209
ACH-000169,-0.148556953448
ACH-000178,-0.19256834188799998
ACH-000182,-0.35196325255099997
ACH-000183,-0.07196479282089999
ACH-000188,-0.39247021508
ACH-000189,-0.245655017491
ACH-000190,-0.241802891399
ACH-000198,-0.29096290106199996
ACH-000204,-0.473948407713
ACH-000206,-0.139981202587
ACH-000207,0.001400323019
ACH-000211,-0.0866549886982
ACH-000215,-0.057409008935400005
ACH-000221,-0.0814496897788
ACH-000222,-0.340796503652
ACH-000223,-0.286806463169
ACH-000226,-0.21542524345699998
ACH-000227,-0.07840896946419999
ACH-000228,-0.23588289876600002
ACH-000231,-0.172884210032
ACH-000232,-0.0658010337261
ACH-000233,-0.224423398798
ACH-000234,-0.191746288213
ACH-000235,-0.28036763169100004
ACH-000237,-0.47929142858400003
ACH-000238,-0.24129088574299998
ACH-000243,-0.38055213261799997
ACH-000244,-0.367270657221
ACH-000246,-0.262612391622
ACH-000248,-0.24963460583900002
ACH-000250,-0.09953204524569999
ACH-000251,-0.0408788822719
ACH-000253,-0.293935328035
ACH-000255,-0.283759029375
ACH-000256,-0.5640465684089999
ACH-000257,-0.715525560161
ACH-000258,-0.14571866484
ACH-000259,-0.42061135574299996
ACH-000260,-0.178395270923
ACH-000261,-0.00569635362602
ACH-000262,-0.302937246951
ACH-000263,-0.586116781216
ACH-000264,-0.188243981703
ACH-000265,-0.455780161839
ACH-000266,-0.170851530311
ACH-000272,-0.327862967149
ACH-000273,-0.20807751138099997
ACH-000274,-0.294312466505
ACH-000277,-0.175316548338
ACH-000278,-0.346358637636
ACH-000279,-0.142437538959
ACH-000280,-0.17227677620999998
ACH-000281,-0.298207697209
ACH-000288,-0.303055020093
ACH-000291,-0.244191308737
ACH-000293,-0.387222693143
ACH-000294,-0.468696628304
ACH-000295,-0.425488932017
ACH-000296,-0.720268152959
ACH-000302,-0.5014650862969999
ACH-000304,0.0517526951195
ACH-000307,-0.134557214098
ACH-000308,-0.17485013772799998
ACH-000310,-0.37073517093900005
ACH-000311,-0.302210120896
ACH-000312,-0.17781563210499998
ACH-000315,-0.125949072514
ACH-000316,0.0037613634456
ACH-000317,-0.0960177453621
ACH-000318,-0.36923775554300003
ACH-000319,-0.284433500131
ACH-000320,-0.13003352474899998
ACH-000322,-0.285130747994
ACH-000323,-0.382198520807
ACH-000324,-0.345748653019
ACH-000329,-0.138625034042
ACH-000330,-0.524150910094
ACH-000331,-0.330155545424
ACH-000332,-0.313457086961
ACH-000334,-0.061805173443
ACH-000335,-0.0183806658799
ACH-000336,0.0533984064754
ACH-000337,-0.08514354759680001
ACH-000339,-0.280862713311
ACH-000341,-0.0988720940286
ACH-000348,-0.134248035745
ACH-000350,-0.262262517366
ACH-000352,-0.6445122958649999
ACH-000356,0.029182856812100002
ACH-000361,-0.34322899835500004
ACH-000362,-0.165246469216
ACH-000363,-0.138249979828
ACH-000364,-0.127848041508
ACH-000365,-0.0442948627056
ACH-000366,-0.09437816922049999
ACH-000368,-0.129880479317
ACH-000374,-0.281379512869
ACH-000375,-0.522746058393
ACH-000376,-0.449903425475
ACH-000381,-0.153251255647
ACH-000383,-0.19825171812800002
ACH-000387,-0.21580272875300002
ACH-000389,-0.24405465771499998
ACH-000390,-0.102897030866
ACH-000393,-0.148229093842
ACH-000395,-0.122019281541
ACH-000397,-0.055807607243999996
ACH-000401,-0.197048726303
ACH-000402,0.0344952569113
ACH-000403,-0.119518020866
ACH-000404,-0.29911688385
ACH-000406,-0.484887326355
ACH-000407,-0.15197092395
ACH-000408,-0.277032925103
ACH-000410,-0.40534477346500003
ACH-000411,-0.132875374756
ACH-000414,-0.35163366370300003
ACH-000415,-0.297013981182
ACH-000416,-0.331605800206
ACH-000420,-0.30534084211
ACH-000421,-0.306551150504
ACH-000424,-0.336199177382
ACH-000425,-0.508700905209
ACH-000426,-0.548000567141
ACH-000427,-0.14472877560699998
ACH-000433,-0.279542213252
ACH-000436,-0.126012412611
ACH-000444,-0.285198064492
ACH-000445,-0.39574654819399996
ACH-000448,-0.32485069775
ACH-000450,-0.343141974766
ACH-000452,-0.159608497235
ACH-000454,-0.33810826913900005
ACH-000458,-0.126457304839
ACH-000459,-0.508981437677
ACH-000460,-0.22809020885899997
ACH-000461,-0.5041911150230001
ACH-000463,0.0568857502973
ACH-000464,-0.415710092945
ACH-000466,-0.17653705059799998
ACH-000467,-0.040809779017199996
ACH-000468,-0.326602839912
ACH-000469,-0.171492579746
ACH-000470,-0.693123135732
ACH-000471,-0.166759140114
ACH-000472,-0.112534145681
ACH-000473,-0.0789958944582
ACH-000475,-0.0937911675746
ACH-000476,-0.347690896545
ACH-000477,-0.479693782535
ACH-000480,-0.164087740053
ACH-000481,-0.414845977817
ACH-000483,-0.662612877733
ACH-000484,-0.20418655744800002
ACH-000485,-0.249785061447
ACH-000486,-0.240690098491
ACH-000487,-0.5745657760180001
ACH-000488,-0.6256937318219999
ACH-000490,-0.212792974903
ACH-000491,-0.582126625741
ACH-000495,-0.685074754775
ACH-000496,-0.242971145999
ACH-000499,-0.31125875987
ACH-000500,0.126055897251
ACH-000502,-0.22744746063000001
ACH-000503,-0.0660841591291
ACH-000505,-0.137235788941
ACH-000507,-0.296337632082
ACH-000510,-0.245443660408
ACH-000511,-0.271372033954
ACH-000512,-0.07160100114319999
ACH-000516,-0.367969855734
ACH-000517,-0.258373345876
ACH-000518,-0.37663230597400005
ACH-000520,-0.311531244637
ACH-000521,-0.020586226396000003
ACH-000522,-0.5908936894269999
ACH-000524,-0.389619376929
ACH-000527,-0.5454653069950001
ACH-000528,-0.29407179494
ACH-000537,-0.262251183147
ACH-000541,-0.269489012415
ACH-000542,-0.208977730748
ACH-000544,-0.195378402038
ACH-000545,-0.264269043334
ACH-000547,-0.515102203099
ACH-000548,-0.186998372018
ACH-000549,-0.07631545781810001
ACH-000550,-0.18680729174199998
ACH-000552,-0.16831044696699998
ACH-000556,-0.0376592590653
ACH-000557,-0.040945336792699995
ACH-000570,-0.25666937902
ACH-000571,-0.08225113915110001
ACH-000573,-0.322403020182
