,KLLN (100144748)
ACH-000004,-0.000951883276011
ACH-000007,-0.242397803436
ACH-000009,0.00161488396126
ACH-000011,-0.275938860813
ACH-000012,-0.202927285429
ACH-000013,0.000289226581658
ACH-000014,-0.385957890614
ACH-000015,-0.217416339673
ACH-000017,-0.042795126714500004
ACH-000018,-0.449324733693
ACH-000019,-0.22773425374899997
ACH-000021,-0.174289446693
ACH-000022,-0.20379482749299999
ACH-000025,-0.185399171073
ACH-000028,-0.07620325357260001
ACH-000030,-0.205068188594
ACH-000035,-0.176145675036
ACH-000036,-0.267111295108
ACH-000037,-0.267276008798
ACH-000039,-0.0364313409036
ACH-000040,-0.08812088761569999
ACH-000041,-0.17716241289299997
ACH-000042,-0.154842345094
ACH-000045,-0.160887627406
ACH-000047,-0.303855242953
ACH-000052,-0.28001640715799997
ACH-000053,-0.11464710886900001
ACH-000054,-0.0431317517415
ACH-000055,-0.37603196077
ACH-000060,-0.16950047861900003
ACH-000067,-0.19486629446800002
ACH-000070,-0.23573377680399998
ACH-000075,-0.028390339946599997
ACH-000078,-0.0728005836603
ACH-000082,-0.0761535200019
ACH-000085,-0.260002757409
ACH-000086,-0.300950178556
ACH-000087,0.00872977412172
ACH-000092,-0.019727111598
ACH-000095,-0.0768704971737
ACH-000097,-0.08645358221270001
ACH-000098,0.050012171507099995
ACH-000099,-0.141605378959
ACH-000108,-0.17920441446199997
ACH-000113,-0.13786174324699998
ACH-000115,-0.180698057747
ACH-000116,-0.122012631266
ACH-000118,-0.17127419848
ACH-000120,-0.056888792937400005
ACH-000123,0.024890656953400002
ACH-000127,-0.173860104041
ACH-000128,0.10925827563200001
ACH-000132,-0.293256758763
ACH-000133,-0.233473628871
ACH-000137,-0.407385706174
ACH-000138,-0.108349025243
ACH-000142,-0.0388855666771
ACH-000143,-0.19839849734499998
ACH-000146,-0.13714098988600001
ACH-000148,-0.213083955099
ACH-000150,-0.0321303296238
ACH-000152,-0.18245082852800001
ACH-000153,0.13101421915300002
ACH-000159,-0.263034346297
ACH-000160,-0.340755147486
ACH-000163,0.0471903410495
ACH-000167,-0.101160137867
ACH-000168,-0.29267341550500003
ACH-000169,-0.0837387601798
ACH-000178,-0.109395875629
ACH-000182,-0.45297317346999993
ACH-000183,-0.0972085536134
ACH-000188,-0.0961350662538
ACH-000189,-0.258023769793
ACH-000190,-0.00872081088457
ACH-000198,-0.134562959694
ACH-000204,-0.16698251356899999
ACH-000206,-0.32875311336
ACH-000207,-0.0036757673062200002
ACH-000211,-0.249123375379
ACH-000215,-0.235180831973
ACH-000221,-0.121038280096
ACH-000222,-0.109751484847
ACH-000223,-0.312919812737
ACH-000226,-0.174704234606
ACH-000227,-0.404106224186
ACH-000228,-0.563490279629
ACH-000231,-0.332640363741
ACH-000232,-0.22765706367600003
ACH-000233,-0.087139468007
ACH-000234,-0.281640111952
ACH-000235,-0.198973234634
ACH-000237,-0.077955888549
ACH-000238,-0.260530217762
ACH-000243,-0.230946922486
ACH-000244,-0.09109365854260001
ACH-000246,-0.131025102715
ACH-000248,-0.0496957434994
ACH-000250,-0.246875647951
ACH-000251,-0.030345454274900003
ACH-000253,-0.126321674285
ACH-000255,-0.17186204145
ACH-000256,-0.152604883692
ACH-000257,-0.0423651710171
