,AURKA (6790)
ACH-000649,-1.11970595126
ACH-000651,-1.1501384497700002
ACH-000652,-0.7261497482260001
ACH-000653,-1.15555900549
ACH-000657,-1.31987459594
ACH-000658,-1.29959513616
ACH-000661,-0.857254133633
ACH-000662,-1.4326678237200001
ACH-000663,-1.07994935802
ACH-000665,-1.2235427065200002
ACH-000671,-1.0743492398999999
ACH-000673,-1.03680429425
ACH-000676,-1.22539094783
ACH-000677,-1.4702400619799998
ACH-000681,-1.3143238482
ACH-000682,-1.19653940444
ACH-000683,-1.0410716036499998
ACH-000684,-1.1643477900499999
ACH-000688,-1.64067936519
ACH-000693,-1.0467983354100001
ACH-000694,-1.1463927447700002
ACH-000695,-1.33053973472
ACH-000696,-1.17000836166
ACH-000697,-1.14061253457
ACH-000699,-1.59047505512
ACH-000701,-1.4529975727899997
ACH-000706,-1.06411189267
ACH-000711,-0.877743379883
ACH-000713,-0.9816819563150001
ACH-000714,-1.3744581059299998
ACH-000718,-1.6667421014100001
ACH-000720,-1.0949292797299999
ACH-000721,-1.40767389426
ACH-000724,-1.24365442918
ACH-000725,-1.4442606866799998
ACH-000732,-1.26901466642
ACH-000734,-0.861505861472
ACH-000735,-1.41848419599
ACH-000736,-0.90890444594
ACH-000738,-1.1767370105600001
ACH-000746,-1.1614449494499999
ACH-000747,-1.29563896352
ACH-000748,-1.4772720004100002
ACH-000753,-1.02875675313
ACH-000756,-0.898713681118
ACH-000757,-1.2069412448
ACH-000758,-0.87180725471
ACH-000760,-1.1687304496100002
ACH-000763,-1.20511483103
ACH-000764,-1.3125643174200001
ACH-000765,-0.9341626688860001
ACH-000766,-1.28520434254
ACH-000767,-1.46901552037
ACH-000768,-0.9036963456139999
ACH-000769,-1.25568003256
ACH-000770,-1.26867224895
ACH-000771,-1.1025481886
ACH-000773,-1.3502879295399999
ACH-000776,-0.943947901728
ACH-000777,-1.2140709334100002
ACH-000778,-1.32001267067
ACH-000781,-1.14412075845
ACH-000782,-1.2012165681
ACH-000783,-1.73709048125
ACH-000784,-1.30311606642
ACH-000785,-1.43857588132
ACH-000787,-1.63717049857
ACH-000788,-1.15007532873
ACH-000791,-1.11497429284
ACH-000792,-1.0390186019399998
ACH-000794,-1.2038111077200002
ACH-000796,-1.1809097123999999
ACH-000799,-1.2748556802200002
ACH-000800,-0.965198276467
ACH-000802,-0.9222025241930001
ACH-000804,-1.09737059872
ACH-000805,-1.07835032221
ACH-000809,-1.16453082375
ACH-000810,-1.20148495823
ACH-000811,-1.53527751493
ACH-000817,-1.15981896401
ACH-000819,-0.962265324401
ACH-000820,-1.24041930059
ACH-000821,-1.65023959289
ACH-000822,-1.4495142979700002
ACH-000823,-1.3131143444600002
ACH-000824,-1.13462663584
ACH-000827,-0.9683162057539999
ACH-000829,-1.22582553123
ACH-000831,-1.1809650196200001
ACH-000832,-0.914744035559
ACH-000833,-1.44829900214
ACH-000834,-1.01437567644
ACH-000835,-1.1292398376100001
ACH-000836,-1.1829318556200001
ACH-000837,-1.22344128204
ACH-000838,-1.28841754524
ACH-000839,-1.0706817099
ACH-000840,-1.0419366750399999
ACH-000841,-1.1954848045
ACH-000843,-1.1025189821799999
ACH-000846,-1.2064397607600001
ACH-000847,-1.1420402818200002
ACH-000848,-0.897444083954
ACH-000849,-1.5144548536200002
ACH-000851,-1.2543280322600001
ACH-000855,-0.7530704013699999
ACH-000856,-1.31969840342
ACH-000858,-1.09078567933
ACH-000859,-0.978440623094
ACH-000861,-1.14906263709
ACH-000862,-1.19370816844
ACH-000865,-1.20254488231
ACH-000866,-1.3992725620200002
ACH-000867,-1.4261451767500002
ACH-000869,-1.38277079317
ACH-000872,-1.30485359249
ACH-000873,-1.08558304271
ACH-000876,-1.3300913141500001
ACH-000878,-1.3622398863299998
ACH-000880,-1.08133447239
ACH-000881,-1.03884999877
ACH-000882,-1.22281675752
ACH-000884,-1.1063189207700002
ACH-000885,-1.3066110581700001
ACH-000887,-1.05496637857
ACH-000888,-0.992963144442
ACH-000889,-0.9094246236489999
ACH-000890,-1.27558613021
ACH-000896,-1.0786188547600002
ACH-000898,-1.26569636614
ACH-000900,-1.3905067668900002
ACH-000901,-1.51627563813
ACH-000905,-0.845945997516
ACH-000906,-1.22461479647
ACH-000907,-1.54613355239
ACH-000910,-1.29137290722
ACH-000911,-1.0470340764200001
ACH-000912,-1.2087751743000001
ACH-000913,-1.17718942667
ACH-000915,-1.1737107746200002
ACH-000916,-0.818324068849
ACH-000917,-1.26893545272
ACH-000921,-1.25209413415
ACH-000924,-1.29981162997
ACH-000926,-1.14335322409
ACH-000928,-1.2981364283299999
ACH-000929,-1.29465113064
ACH-000932,-1.17619585606
ACH-000935,-1.3778530867200003
ACH-000936,-1.23676975401
ACH-000937,-0.955312071046
ACH-000938,-1.1070196415
ACH-000939,-1.2868995206899998
ACH-000941,-1.29291106595
ACH-000943,-1.04667504312
ACH-000946,-1.25075965755
ACH-000947,-1.18541516199
ACH-000948,-1.0662120510700002
ACH-000950,-1.2488325519299999
ACH-000953,-1.1249901852500002
ACH-000957,-1.0032410449
ACH-000958,-1.06675156985
ACH-000960,-1.17947764937
ACH-000963,-0.997108158205
ACH-000968,-1.14100136771
ACH-000969,-0.927754419031
ACH-000973,-1.18982532554
ACH-000974,-1.27589544743
ACH-000975,-1.41100422529
ACH-000976,-1.20959608176
ACH-000978,-1.0646193193100002
ACH-000980,-1.4673154658200003
ACH-000984,-0.987415567457
ACH-000986,-1.23727900496
ACH-000988,-1.08088297504
ACH-000993,-1.38707594935
ACH-000994,-1.32096557261
ACH-000996,-1.24751605404
ACH-001001,-0.8787666148109999
ACH-001020,-0.9478370237899999
ACH-001028,-1.2751292106
ACH-001031,-1.3964822102
ACH-001038,-1.22966458355
ACH-001048,-1.0911874976
ACH-001050,-1.27416780468
ACH-001053,-1.2671426291299999
ACH-001054,-1.16827529857
ACH-001061,-1.12324110428
ACH-001067,-1.2664101541
ACH-001075,-0.997486361007
ACH-001096,-1.09360046209
ACH-001128,-1.83535058875
ACH-001134,-1.4055521722400002
ACH-001151,-1.24727454327
ACH-001163,-1.50272315412
ACH-001164,-1.06789915154
ACH-001173,-1.11413303439
ACH-001183,-0.9319936311750001
ACH-001184,-1.39123955247
ACH-001190,-1.3482767116499998
ACH-001192,-1.27993203348
ACH-001193,-0.975931635096
ACH-001196,-1.01480232783
ACH-001197,-1.1410424303
ACH-001205,-1.3628933332100002
ACH-001211,-1.46448252648
ACH-001212,-1.51753423301
ACH-001228,-1.26689138962
ACH-001232,-1.0231993066
ACH-001239,-1.40316271137
ACH-001274,-1.6738998367700002
ACH-001275,-1.48334707757
ACH-001277,-1.1449711422799997
ACH-001278,-1.3225709340799998
ACH-001280,-1.5377724205399999
ACH-001283,-1.21593166757
ACH-001289,-1.4038370503400002
ACH-001295,-1.362633548
ACH-001300,-1.44415561822
ACH-001301,-1.42543868007
ACH-001302,-1.37337056968
ACH-001303,-0.9430008103949999
ACH-001306,-1.3516161093399999
ACH-001318,-1.13799330335
ACH-001322,-1.3748343810299999
ACH-001328,-1.08006210848
ACH-001332,-1.14615478541
ACH-001333,-1.01524056941
ACH-001336,-1.11508222123
ACH-001340,-1.01335237341
ACH-001346,-1.19615038489
ACH-001353,-1.2078004218
ACH-001354,-0.9597559405299999
ACH-001367,-1.07408964369
ACH-001368,-1.4680455060600002
ACH-001374,-1.35222007498
ACH-001375,-1.12891506691
ACH-001377,-1.1513843156399999
ACH-001380,-1.1622667949299998
ACH-001391,-1.41186084614
ACH-001407,-1.2914558627
ACH-001408,-0.9887421478210001
ACH-001413,-1.2366562330700002
ACH-001430,-1.3032381113200002
ACH-001431,-1.1682377932899999
ACH-001450,-1.0859661622499999
ACH-001496,-1.34916268125
ACH-001500,-1.4425157326299998
ACH-001521,-1.2996410892799999
ACH-001523,-1.05191383592
ACH-001532,-1.1776054339700002
ACH-001536,-1.4188793648
ACH-001550,-1.36074509122
ACH-001552,-1.22664114199
ACH-001554,-1.38012204646
ACH-001645,-1.16552515212
ACH-001654,-1.28957104413
ACH-001715,-1.34921160591
ACH-001735,-1.35116730748
ACH-001736,-1.32340030985
ACH-001737,-1.14287607663
ACH-001740,-1.4246684973600001
ACH-001745,-1.3032789822700002
ACH-001750,-1.18518701711
ACH-001765,-1.4290864618799999
ACH-001956,-1.33156357793
ACH-001957,-1.4877851179799997
