,POLL (27343)
ACH-000588,-0.0995444202372
ACH-000589,-0.0701654051772
ACH-000591,-0.188866788692
ACH-000593,-0.055681712466000004
ACH-000600,-0.18114807315499998
ACH-000601,-0.121965686482
ACH-000604,-0.18502477143399998
ACH-000605,-0.110620128541
ACH-000606,-0.106358199702
ACH-000608,-0.19949713105500003
ACH-000614,-0.148224030206
ACH-000616,-0.23749463297600001
ACH-000618,-0.0879702556897
ACH-000619,0.0432730022129
ACH-000620,-0.0069748913253299995
ACH-000621,-0.226798591506
ACH-000622,-0.220690887941
ACH-000623,-0.365728151876
ACH-000624,-0.165538368618
ACH-000627,-0.11956148898499999
ACH-000630,-0.0613144564204
ACH-000632,-0.154660560642
ACH-000633,-0.16461625182
ACH-000637,-0.171569850961
ACH-000638,-0.399924238266
ACH-000646,-0.18480026039500003
ACH-000647,-0.29201777657600003
ACH-000648,-0.396405133957
ACH-000649,-0.17830306334100002
ACH-000651,-0.26397831216699996
ACH-000652,-0.254382304178
ACH-000653,-0.144068206206
ACH-000657,-0.189225265033
ACH-000658,0.0140739892304
ACH-000661,-0.212839975363
ACH-000662,-0.559886975695
ACH-000663,-0.265544064138
ACH-000665,-0.250870455403
ACH-000671,-0.35540192391599995
ACH-000673,-0.292013399071
ACH-000676,-0.289581776599
ACH-000677,-0.277377191719
ACH-000681,-0.120016673507
ACH-000682,-0.19959059157
ACH-000683,-0.159129727757
ACH-000684,-0.34813123983000005
ACH-000688,-0.24760047523200002
ACH-000693,-0.123104612526
ACH-000694,-0.133950352809
ACH-000695,-0.23803694911999998
ACH-000696,-0.18737549588100003
ACH-000697,-0.482824135004
ACH-000699,-0.13891503141
ACH-000701,-0.300599041017
ACH-000706,-0.15405072389399999
ACH-000711,-0.227910576535
ACH-000713,-0.0871550295532
ACH-000714,-0.203366305489
ACH-000718,-0.138038275549
ACH-000720,-0.162015877136
ACH-000721,-0.20776228763500001
ACH-000724,0.025706166920599998
ACH-000725,-0.15302514648600002
ACH-000732,-0.0699474247462
ACH-000734,-0.07872961507010001
ACH-000735,-0.212613904255
ACH-000736,0.0035829887987900003
ACH-000738,-0.244680395377
ACH-000746,0.026488960257200003
ACH-000747,-0.441840125432
ACH-000748,-0.19257923440000002
ACH-000753,0.0235071106655
ACH-000756,-0.00341861926723
ACH-000757,-0.218641124503
ACH-000758,-0.134882725106
ACH-000760,-0.207242844393
ACH-000763,-0.197425083072
ACH-000764,-0.0212030920866
ACH-000765,-0.147779413628
ACH-000766,-0.0472840054361
ACH-000767,-0.208200036703
ACH-000768,-0.180237400461
ACH-000769,-0.283883145896
ACH-000770,-0.0659225194142
ACH-000771,-0.11830020328600001
ACH-000773,-0.201619940735
ACH-000776,0.0359788057944
ACH-000777,-0.16811093079
ACH-000778,-0.00255886613263
ACH-000781,-0.166844947155
ACH-000782,-0.108911591233
ACH-000783,-0.195964117896
ACH-000784,-0.028417253602999997
ACH-000785,-0.183076902702
ACH-000787,-0.0680095073669
ACH-000788,-0.138309226013
ACH-000791,-0.09800751209280001
ACH-000792,-0.137873443442
ACH-000794,-0.11497080979299999
ACH-000796,-0.242337777483
ACH-000799,-0.09318450074269999
ACH-000800,-0.00238140609425
ACH-000802,-0.104242815297
ACH-000804,-0.27149180497
ACH-000805,-0.32957604595
ACH-000809,-0.16490932025399999
ACH-000810,-0.127076107862
ACH-000811,-0.202922592087
ACH-000817,-0.341321774151
ACH-000819,-0.104553874659
ACH-000820,-0.355056123241
ACH-000821,-0.0524790192119
ACH-000822,-0.203115972357
ACH-000823,-0.148542168679
ACH-000824,-0.151526234428
ACH-000827,-0.136347615239
ACH-000829,-0.0464402482863
ACH-000831,-0.247264978
ACH-000832,-0.20892613456300002
ACH-000833,-0.24906567769299998
ACH-000834,-0.142162129781
ACH-000835,-0.160350402906
ACH-000836,-0.148248253454
ACH-000837,-0.09641382745660002
ACH-000838,-0.386454220146
ACH-000839,-0.40051808087499996
ACH-000840,-0.163431928143
ACH-000841,-0.284020654004
ACH-000843,-0.048003090902699996
ACH-000846,-0.21628503502399998
ACH-000847,-0.560821817357
ACH-000848,-0.16399251932
ACH-000849,-0.107130829991
ACH-000851,-0.217516286961
ACH-000855,-0.0806216685284
ACH-000856,-0.20919164392099998
ACH-000858,-0.0680313155805
ACH-000859,-0.167640988999
ACH-000861,-0.38668773828100006
ACH-000862,-0.156040182396
ACH-000865,-0.168413659414
ACH-000866,-0.222001513233
ACH-000867,-0.13912761316199998
ACH-000869,0.0197345052636
ACH-000872,-0.34133851261200004
ACH-000873,-0.158853724833
ACH-000876,-0.0480788180595
ACH-000878,-0.259602400962
ACH-000880,-0.160056543268
ACH-000881,-0.209085772891
ACH-000882,-0.0991238101495
ACH-000884,-0.0735600870115
ACH-000885,-0.16196214031
ACH-000887,-0.10981996728900001
ACH-000888,-0.129774533206
ACH-000889,-0.323494346985
ACH-000890,-0.0767709014315
ACH-000896,-0.11249633832900001
ACH-000898,-0.173199227029
ACH-000900,-0.37581110403000006
ACH-000901,-0.245340417268
ACH-000905,-0.18361300102800002
ACH-000906,-0.10226698850400001
ACH-000907,-0.01584296542
ACH-000910,-0.12281539552300001
ACH-000911,-0.18150110239
ACH-000912,-0.156233334713
ACH-000913,-0.138134670253
ACH-000915,-0.10265191001599999
ACH-000916,-0.009570473342920001
ACH-000917,-0.0394305005483
ACH-000921,-0.239043958432
ACH-000924,-0.29976568855
ACH-000926,-0.175413842073
ACH-000928,0.06047373361269999
ACH-000929,-0.145657218886
ACH-000932,-0.101634462521
ACH-000935,-0.145694309051
ACH-000936,-0.0800267290921
ACH-000937,-0.21802081139499999
ACH-000938,-0.08242188855589999
ACH-000939,-0.37235103592299995
ACH-000941,-0.163254233259
ACH-000943,-0.250941634603
ACH-000946,-0.124645451953
ACH-000947,-0.363261761221
ACH-000948,-0.21837673869000002
ACH-000950,-0.12233318542199999
ACH-000953,-0.20964461949700003
ACH-000957,-0.0961063229362
ACH-000958,-0.121718674748
ACH-000960,-0.146836442067
ACH-000963,-0.022964463910400003
ACH-000968,-0.134820310932
ACH-000969,-0.252105433665
ACH-000973,-0.258410983679
ACH-000974,-0.14245091812799998
ACH-000975,-0.180826834602
ACH-000976,-0.09023771522700001
ACH-000978,-0.248550448803
ACH-000980,-0.20450886817400002
ACH-000984,-0.21890842686099998
ACH-000986,-0.0775000967329
ACH-000988,-0.268102820221
ACH-000993,-0.224455010575
ACH-000994,-0.35085055409500004
ACH-000996,-0.08281395848539999
ACH-001001,-0.23213603951900003
ACH-001020,-0.43488960049599995
ACH-001028,-0.214662250127
ACH-001031,-0.162538900371
ACH-001038,-0.273407379769
ACH-001048,-0.0896903864013
ACH-001050,-0.30933502689
ACH-001053,-0.5043319352160001
ACH-001054,-0.07666665252430001
ACH-001061,-0.156886416759
ACH-001067,-0.09126983716949999
ACH-001075,-0.054620251768800004
ACH-001096,-0.283693284826
ACH-001128,-0.530522428668
ACH-001134,-0.0276790905859
ACH-001151,-0.179202515347
ACH-001163,-0.185797162945
ACH-001164,-0.276785984605
ACH-001173,-0.192888208504
ACH-001183,-0.22637346594399999
ACH-001184,-0.109712127382
ACH-001190,-0.154851503251
ACH-001192,-0.25025472546
ACH-001193,-0.171814279062
ACH-001196,-0.25161301425500004
ACH-001197,0.0806481473019
ACH-001205,-0.24454329880800002
ACH-001211,-0.338034704548
ACH-001212,-0.14036229347100002
ACH-001228,-0.24011444059599998
ACH-001232,-0.148279371942
ACH-001239,-0.0839972981897
ACH-001274,-0.0791621734188
ACH-001275,-0.31236824139
ACH-001277,-0.204574113261
ACH-001278,-0.09271789001049999
ACH-001280,-0.201513782228
ACH-001283,-0.131236113478
ACH-001289,-0.335329548956
ACH-001295,-0.277861850042
ACH-001300,-0.23821337778299997
ACH-001301,-0.331686669201
ACH-001302,-0.29863662983600003
ACH-001303,-0.16916192757800003
ACH-001306,-0.279594804489
ACH-001318,-0.230856840653
ACH-001322,0.142594612895
ACH-001328,-0.146773523657
ACH-001332,-0.14429309599
ACH-001333,-0.208177074606
ACH-001336,-0.227163572268
ACH-001340,-0.150244720974
ACH-001346,-0.09940149697239999
ACH-001353,-0.13226496249199998
ACH-001354,0.11883593204500001
ACH-001367,-0.42519283466700003
ACH-001368,-0.175592796809
ACH-001374,-0.0275332566908
ACH-001375,-0.174090770282
ACH-001377,-0.18920656975800001
ACH-001380,-0.238946862325
ACH-001391,-0.13891697158299998
ACH-001407,-0.22329598832199998
ACH-001408,-0.160648251614
ACH-001413,-0.107682257894
ACH-001430,-0.19877335093899998
ACH-001431,-0.015739986184
ACH-001450,-0.29692283136799996
ACH-001496,-0.203247485735
ACH-001500,-0.17283889229600002
ACH-001521,0.0734361200192
ACH-001523,-0.0136282381657
ACH-001532,-0.305901017178
ACH-001536,-0.117954806535
ACH-001550,-0.36289662412199997
ACH-001552,-0.138983001687
ACH-001554,-0.196724130964
ACH-001645,-0.17843549729400002
ACH-001654,-0.0292651262717
ACH-001715,-0.244504715727
ACH-001735,-0.219137881809
ACH-001736,-0.13560766398600002
ACH-001737,0.114633299728
ACH-001740,-0.373430595181
ACH-001745,-0.136102733783
ACH-001750,-0.182156462548
ACH-001765,-0.22998974341400003
ACH-001956,-0.101669997039
ACH-001957,-0.08143181051489999
