,CYP2S1 (29785)
ACH-000004,-0.145994541376
ACH-000007,-0.180296677042
ACH-000009,-0.267945375807
ACH-000011,-0.212903778057
ACH-000012,-0.178243807713
ACH-000013,-0.247504005046
ACH-000014,-0.20808245907099998
ACH-000015,-0.167771903537
ACH-000017,-0.221297529067
ACH-000018,-0.270224748284
ACH-000019,-0.492748921251
ACH-000021,-0.212579167773
ACH-000022,-0.0472726304495
ACH-000025,-0.00714730571843
ACH-000028,-0.20434559141300002
ACH-000030,-0.2332323644
ACH-000035,-0.24502692350000002
ACH-000036,-0.253816514809
ACH-000037,0.041758454447699996
ACH-000039,-0.21707473523899998
ACH-000040,-0.075522221113
ACH-000041,-0.247507245348
ACH-000042,-0.253941709714
ACH-000045,-0.135955197696
ACH-000047,-0.12044269400999999
ACH-000052,-0.02506338308
ACH-000053,-0.306227340668
ACH-000054,-0.277542813977
ACH-000055,-0.034399684243199995
ACH-000060,0.0676337199758
ACH-000067,-0.0285558558948
ACH-000070,-0.306100996388
ACH-000075,-0.312791492967
ACH-000078,-0.251147649461
ACH-000082,-0.190975735372
ACH-000085,-0.308596674302
ACH-000086,-0.19045758710400001
ACH-000087,-0.494475938402
ACH-000092,-0.15464113721
ACH-000095,-0.0615460164081
ACH-000097,-0.25435085893000003
ACH-000098,-0.317229801201
ACH-000099,-0.179576962796
ACH-000108,-0.227305994521
ACH-000113,-0.09004177250489999
ACH-000115,-0.017708073761599996
ACH-000116,-0.109333231445
ACH-000118,-0.24087039906899999
ACH-000120,-0.179429401133
ACH-000123,-0.145599711626
ACH-000127,-0.35836193444799996
ACH-000128,-0.0593185756601
ACH-000132,-0.13642976160999998
ACH-000133,-0.150128038336
ACH-000137,-0.247850959066
ACH-000138,-0.248270435776
ACH-000142,-0.18934899419
ACH-000143,-0.0315169296649
ACH-000146,-0.184918593592
ACH-000148,-0.120461910164
ACH-000150,-0.210044546885
ACH-000152,-0.0975618272563
ACH-000153,-0.31268017884
ACH-000159,-0.169099843656
ACH-000160,-0.220003841974
ACH-000163,-0.0598845068322
ACH-000167,-0.09940925245769999
ACH-000168,-0.11226350959100001
ACH-000169,-0.146274566329
ACH-000178,-0.0842824086313
ACH-000182,-0.217787393209
ACH-000183,-0.311136738548
ACH-000188,-0.117365424955
ACH-000189,-0.184863455638
ACH-000190,-0.536513473557
ACH-000198,-0.289392202549
ACH-000204,-0.215593453364
ACH-000206,-0.151601296936
ACH-000207,-0.183760110229
ACH-000211,-0.17121802709399997
ACH-000215,-0.159848541561
ACH-000221,-0.235389087137
ACH-000222,-0.101185542254
ACH-000223,-0.0596591395139
ACH-000226,-0.182913865356
ACH-000227,-0.09290385360200001
ACH-000228,-0.34576137954999997
ACH-000231,-0.135878401102
ACH-000232,-0.20337234625599998
ACH-000233,-0.329390325459
ACH-000234,-0.254077254313
ACH-000235,-0.267095886807
ACH-000237,-0.200923180517
ACH-000238,-0.162085411298
ACH-000243,-0.188205142445
ACH-000244,-0.25365149985999996
ACH-000246,-0.243972710949
ACH-000248,-0.393602569453
ACH-000250,-0.1727579204
ACH-000251,-0.178646141486
ACH-000253,-0.194444045082
ACH-000255,-0.164773886235
ACH-000256,0.043033535596000004
ACH-000257,0.00928121180538
ACH-000258,-0.104785938774
ACH-000259,-0.148094555297
ACH-000260,-0.25870759324299997
ACH-000261,-0.294210329308
ACH-000262,-0.24255000814
ACH-000263,-0.41484024362899996
ACH-000264,-0.0663392383346
ACH-000265,-0.289016298383
ACH-000266,-0.224751353538
ACH-000272,-0.0634861974303
ACH-000273,0.00036073044828800006
ACH-000274,-0.0770024509573
ACH-000277,-0.0920314302485
ACH-000278,-0.10439871263699999
ACH-000279,-0.135574241924
ACH-000280,-0.43377574163000004
ACH-000281,-0.207551130847
ACH-000288,-0.04822780541780001
ACH-000291,-0.189271782568
ACH-000293,-0.125472940083
ACH-000294,-0.255331368559
ACH-000295,-0.279636117559
ACH-000296,-0.14810061861999999
ACH-000302,-0.485380944462
ACH-000304,0.00234074697355
ACH-000307,-0.039541212706
ACH-000308,-0.259406107149
ACH-000310,-0.102572083652
ACH-000311,-0.15160111918400002
ACH-000312,-0.189805104928
ACH-000315,-0.39735644081699995
ACH-000316,0.150784207588
ACH-000317,0.06648041302140001
ACH-000318,-0.448412022636
ACH-000319,-0.24673399777600002
ACH-000320,-0.18786173533
ACH-000322,-0.211702362309
ACH-000323,-0.260740740657
ACH-000324,-0.123869788977
ACH-000329,-0.189064674364
ACH-000330,-0.29992637546100004
ACH-000331,0.00488071977215
ACH-000332,-0.283776453793
ACH-000334,-0.252228503176
ACH-000335,-0.258846200887
ACH-000336,-0.09581664552930001
ACH-000337,-0.17209746721299998
ACH-000339,-0.347980294562
ACH-000341,0.0609405050226
ACH-000348,-0.15699345986500002
ACH-000350,-0.0640282748579
ACH-000352,-0.0654350174521
ACH-000356,-0.109197140091
ACH-000361,-0.10952868331900001
ACH-000362,-0.27969652640500003
ACH-000363,-0.0622661582896
ACH-000364,-0.19806325172699998
ACH-000365,-0.24919863154199998
ACH-000366,-0.295034854526
ACH-000368,-0.155477633369
ACH-000374,0.061039577153000006
ACH-000375,-0.387194061576
ACH-000376,-0.0102282201783
ACH-000381,-0.314039241977
ACH-000383,-0.07634547912539999
ACH-000387,-0.25308372651
ACH-000389,0.043527749583
ACH-000390,-0.280245687709
ACH-000393,-0.0860563262198
ACH-000395,-0.41490705879
ACH-000397,-0.12033570910800001
ACH-000401,0.006303670788770001
ACH-000402,-0.35340613869099996
ACH-000403,-0.10931797782
ACH-000404,0.0786920875265
ACH-000406,-0.172257211507
ACH-000407,-0.168051482001
