,NUCKS1 (64710)
ACH-000004,-0.108964705406
ACH-000007,-0.07406934658210002
ACH-000009,0.0944588708594
ACH-000011,0.126720218244
ACH-000012,-0.004241762980869999
ACH-000013,0.017020905834700003
ACH-000014,-0.170932793466
ACH-000015,0.230591998965
ACH-000017,0.212972443284
ACH-000018,-0.105237458411
ACH-000019,0.06260351296819999
ACH-000021,0.023730978304599998
ACH-000022,0.08887146773810001
ACH-000025,0.0536955053333
ACH-000028,0.0188389664758
ACH-000030,-0.004473425372399999
ACH-000035,0.141223458501
ACH-000036,0.336422224157
ACH-000037,-0.101756438302
ACH-000039,-0.034571325269199996
ACH-000040,0.0420727406447
ACH-000041,-0.042001980477599996
ACH-000042,0.020872848986400003
ACH-000045,-0.107630926753
ACH-000047,-0.053395176913999996
ACH-000052,0.139622380009
ACH-000053,-0.160519321512
ACH-000054,-0.0197024251157
ACH-000055,-0.0801916364419
ACH-000060,0.149195275045
ACH-000067,-0.04741190916140001
ACH-000070,0.287939352192
ACH-000075,-0.014001588470399999
ACH-000078,0.012605608759600002
ACH-000082,0.0625469867604
ACH-000085,-0.343719676285
ACH-000086,-0.0430246978693
ACH-000087,0.0784065795498
ACH-000092,0.0026356747893400002
ACH-000095,0.0774231603902
ACH-000097,0.0025381566567199997
ACH-000098,0.20492796282900003
ACH-000099,0.09114654298599999
ACH-000108,0.15372815350299998
ACH-000113,0.395996262527
ACH-000115,-0.0796427419305
ACH-000116,0.150573190045
ACH-000118,0.175639300266
ACH-000120,0.12361949386
ACH-000123,0.199324570863
ACH-000127,0.0424538995708
ACH-000128,0.0395675589222
ACH-000132,-0.011195554821600001
ACH-000133,0.07746195691980001
ACH-000137,0.13613132070999998
ACH-000138,0.043157575890899996
ACH-000142,0.0337660876185
ACH-000143,0.324716368501
ACH-000146,0.0238239156257
ACH-000148,0.0649833253527
ACH-000150,0.260708178573
ACH-000152,0.110891076453
ACH-000153,-0.150670238221
ACH-000159,0.0105959051624
ACH-000160,0.000116863835294
ACH-000163,-0.0535545121837
ACH-000167,0.16782116405
ACH-000168,0.033309285520900005
ACH-000169,0.163699544596
ACH-000178,0.0035211095909800003
ACH-000182,0.116776970945
ACH-000183,-0.0180745617069
ACH-000188,-0.0212670921028
ACH-000189,0.029933342885
ACH-000190,-0.060548503163099995
ACH-000198,0.021984409648199997
ACH-000204,-0.418906101186
ACH-000206,-0.0607394391256
ACH-000207,-0.0675903881547
ACH-000211,0.0996357439777
ACH-000215,-0.0222036558556
ACH-000221,0.19312886532
ACH-000222,0.234788107705
ACH-000223,0.078189932708
ACH-000226,-0.319695168745
ACH-000227,0.0755011925992
ACH-000228,-0.264664981221
ACH-000231,0.0550982562675
ACH-000232,0.0237832022111
ACH-000233,-0.0383579410442
ACH-000234,-0.14443574102
ACH-000235,-0.0601355591426
ACH-000237,0.061695258973
ACH-000238,0.119938863463
ACH-000243,0.014891054461399999
ACH-000244,0.379472711461
ACH-000246,-0.0590451759284
ACH-000248,-0.0535232449986
ACH-000250,-0.0461217430627
ACH-000251,-0.0496206491927
ACH-000253,-0.20341770366300002
ACH-000255,0.0261720291512
ACH-000256,-0.00437725635506
ACH-000257,0.19409878063000002
ACH-000258,0.166238162484
ACH-000259,-0.048481793402000005
ACH-000260,-0.0368815596081
ACH-000261,0.155425862216
ACH-000262,-0.013006672244100001
ACH-000263,0.133283154528
ACH-000264,0.0270144372651
ACH-000265,0.10503090967499999
ACH-000266,-0.057613581666599994
ACH-000272,-0.07060958475330001
ACH-000273,-0.13315467910700002
ACH-000274,0.055465452359100005
ACH-000277,-0.11179655306500001
ACH-000278,0.169680988946
ACH-000279,0.0535841625022
