,NRGN (4900)
ACH-000004,-0.0385054439829
ACH-000007,0.172930807645
ACH-000009,-0.018187636423
ACH-000011,0.0876649511319
ACH-000012,0.017212171912
ACH-000013,0.033849461836599995
ACH-000014,-0.0198887717846
ACH-000015,0.020985976785400002
ACH-000017,-0.0423982712931
ACH-000018,-0.124848836335
ACH-000019,-0.0466226587956
ACH-000021,0.20870037828
ACH-000022,0.07400614558789999
ACH-000025,-0.0836648274655
ACH-000028,-0.113212994704
ACH-000030,0.08914938097410001
ACH-000035,-0.0109655269937
ACH-000036,0.0197702943452
ACH-000037,0.059085222493199994
ACH-000039,0.0491644986873
ACH-000040,0.023052442755400002
ACH-000041,-0.046370404236900004
ACH-000042,0.19145280116900001
ACH-000045,0.0155633182017
ACH-000047,0.11518956615999998
ACH-000052,0.13670085580299998
ACH-000053,0.0152653808251
ACH-000054,0.0772640075835
ACH-000055,-0.0858045170528
ACH-000060,0.0594567800637
ACH-000067,0.259867797315
ACH-000070,-0.0990778788751
ACH-000075,-0.26880450293499997
ACH-000078,0.010224111368
ACH-000082,-0.0193917039595
ACH-000085,0.109860887664
ACH-000086,0.0165146072252
ACH-000087,-0.101297332383
ACH-000092,0.0902198997517
ACH-000095,-0.030026812498400002
ACH-000097,-0.0305295422951
ACH-000098,0.023570441639900002
ACH-000099,-0.0948010855899
ACH-000108,-0.0472843260822
ACH-000113,0.08052688142360001
ACH-000115,-0.0408737083244
ACH-000116,0.00415825226202
ACH-000118,0.283756665658
ACH-000120,0.10593264234500001
ACH-000123,0.12553524382200001
ACH-000127,0.0454232924427
ACH-000128,0.00487605228051
ACH-000132,-0.196717242366
ACH-000133,0.0820328305982
ACH-000137,-0.12206548944399999
ACH-000138,0.0596733607675
ACH-000142,-0.0423209889166
ACH-000143,-0.0631640243974
ACH-000146,0.0785173306631
ACH-000148,-0.045623132635300004
ACH-000150,-0.156471051686
ACH-000152,0.0500507277906
ACH-000153,0.242862437885
ACH-000159,0.173253452864
ACH-000160,0.12530485584599999
ACH-000163,-0.00734085159575
ACH-000167,-0.11775049721799999
ACH-000168,-0.188378016693
ACH-000169,-0.0315961223125
ACH-000178,0.07684938803389998
ACH-000182,0.0338402524128
ACH-000183,0.061216688642
ACH-000188,-0.178734178471
ACH-000189,0.13088617264
ACH-000190,-0.023073846156099996
ACH-000198,0.11974674163799999
ACH-000204,0.351059827776
ACH-000206,0.28171326425
ACH-000207,-0.0603382141698
ACH-000211,0.06382575265380001
ACH-000215,-0.0561416383411
ACH-000221,-0.040126869299199994
ACH-000222,0.440581734403
ACH-000223,0.116476474821
ACH-000226,0.133416631267
ACH-000227,0.21718748431600002
ACH-000228,-0.0656808603716
ACH-000231,0.0680489588586
ACH-000232,0.07666619451449999
ACH-000233,0.161661962876
ACH-000234,-0.0449081117048
ACH-000235,0.0493781715493
ACH-000237,0.0662397925126
ACH-000238,-0.0220346469191
ACH-000243,0.290549241098
ACH-000244,-0.35029600619499995
ACH-000246,-0.04547326035
ACH-000248,-0.00938241500856
ACH-000250,-0.047291935011400006
ACH-000251,-0.0330247530573
ACH-000253,0.08740577119529999
ACH-000255,-0.012863063327799998
ACH-000256,-0.031851759914899996
ACH-000257,0.301350117633
ACH-000258,0.156910726751
ACH-000259,0.036621785667500004
ACH-000260,-0.024421929028500003
ACH-000261,0.14305610146
ACH-000262,-0.24989371199000002
ACH-000263,0.417928930107
ACH-000264,0.07700990141389999
ACH-000265,0.25226771709
ACH-000266,0.19828615130199997
ACH-000272,-0.037886836922
ACH-000273,0.0162794165556
ACH-000274,-0.056140715661699994
ACH-000277,-0.0272722333848
ACH-000278,-0.158717328661
ACH-000279,-0.015313578565799998
ACH-000280,-0.059473983603099995
ACH-000281,0.192231888762
ACH-000288,-0.009997358937200001
ACH-000291,-0.0416973802322
ACH-000293,0.17623290729000002
ACH-000294,-0.026574714355099997
ACH-000295,-0.223013056346
ACH-000296,-0.0552036911446
ACH-000302,0.0409184154601
ACH-000304,0.196937263442
ACH-000307,0.183656756397
ACH-000308,-0.025713325392800003
ACH-000310,0.047841438968400006
ACH-000311,0.185883509856
ACH-000312,0.101114290369
ACH-000315,0.011311116845
ACH-000316,0.04975100768830001
ACH-000317,0.188432351679
ACH-000318,0.042838618059900004
ACH-000319,-0.0780845063702
ACH-000320,0.39877925015
ACH-000322,0.0026913827309699998
ACH-000323,0.00601782364577
ACH-000324,0.0324135424382
ACH-000329,-0.041701538319300006
ACH-000330,0.08639856960439998
ACH-000331,-0.021689098226900003
ACH-000332,0.120495826231
ACH-000334,0.120817521272
ACH-000335,0.209141825083
ACH-000336,-0.0992296361215
ACH-000337,-0.0204723866533
ACH-000339,-0.017918619498799998
ACH-000341,-0.07197033341030001
ACH-000348,-0.037604800944599996
ACH-000350,-0.015399474433600001
ACH-000352,0.0682318404618
ACH-000356,0.36821949606
ACH-000361,-0.163084666485
ACH-000362,-0.0457389466683
ACH-000363,0.006111137003850001
ACH-000364,0.05736284342069999
ACH-000365,0.06512936792849999
ACH-000366,0.0375441942109
ACH-000368,0.0012044626401300001
ACH-000374,-0.20189433555
ACH-000375,0.15262590769
ACH-000376,0.0311765055498
ACH-000381,0.201566936283
ACH-000383,0.019530994268900002
ACH-000387,0.164743129562
ACH-000389,0.0434947870894
ACH-000390,0.00965574386143
ACH-000393,0.0853985651241
ACH-000395,-0.058038089764
ACH-000397,0.0301020333262
ACH-000401,-0.0630749481437
ACH-000402,0.158637449125
ACH-000403,0.00666030298267
ACH-000404,0.226378685462
ACH-000406,0.031205944762900003
ACH-000407,0.0314906733505
ACH-000408,0.0902488245427
ACH-000410,0.090884292869
ACH-000411,0.194573177027
ACH-000414,0.270484089727
ACH-000415,0.00647919651083
ACH-000416,-0.0583163008465
ACH-000420,0.023973729561999998
ACH-000421,0.0169672884294
ACH-000424,0.0578887745861
ACH-000425,0.20455282181099999
ACH-000426,-0.176332125395
ACH-000427,-0.324893275356
ACH-000433,-0.254982989162
ACH-000436,0.0954554247184
