,SPRR2F (6705)
ACH-000004,0.0919876348745
ACH-000007,-0.149273388894
ACH-000009,0.00957718681302
ACH-000011,-0.043202860321699996
ACH-000012,-0.060341800521
ACH-000013,0.046493571754
ACH-000014,-0.0612393442942
ACH-000015,-0.0220208925737
ACH-000017,0.0932500543337
ACH-000018,-0.158576307171
ACH-000019,0.0407358781915
ACH-000021,0.0693465178059
ACH-000022,-0.0725595125824
ACH-000025,-0.06349474143400001
ACH-000028,0.010490883559
ACH-000030,-0.030972824723099996
ACH-000035,0.050492525237800005
ACH-000036,0.007543017433569999
ACH-000037,-0.05712644395719999
ACH-000039,0.21459978145
ACH-000040,-0.14793039673299999
ACH-000041,0.0322822150897
ACH-000042,0.169063290171
ACH-000045,-0.0503941979445
ACH-000047,0.00182209543135
ACH-000052,0.0194241423931
ACH-000053,-0.00542395336402
ACH-000054,-0.07529360451230001
ACH-000055,0.158018173146
ACH-000060,0.0196297594648
ACH-000067,-0.029555914223700002
ACH-000070,-0.0804144445133
ACH-000075,-0.186230718967
ACH-000078,-0.0264226165517
ACH-000082,-0.056969016185
ACH-000085,-0.21201818788899998
ACH-000086,-0.102378821798
ACH-000087,-0.00407759158684
ACH-000092,-0.094373642938
ACH-000095,0.0890522922455
ACH-000097,-0.168428421318
ACH-000098,-0.008748531594049999
ACH-000099,0.11694113149700001
ACH-000108,0.08089286651960001
ACH-000113,-0.0492609209516
ACH-000115,0.020823844352400003
ACH-000116,0.030543976437
ACH-000118,0.16417365555299998
ACH-000120,0.025628282147499997
ACH-000123,0.140291299525
ACH-000127,0.00910223661051
ACH-000128,-0.0499848670569
ACH-000132,0.127541976798
ACH-000133,0.06350255992619999
ACH-000137,0.0224240221284
ACH-000138,0.152126350813
ACH-000142,0.0120573098309
ACH-000143,0.184418164315
ACH-000146,0.064374656635
ACH-000148,-0.014660922424700002
ACH-000150,-0.0128457552192
ACH-000152,-0.0177317996243
ACH-000153,0.0131070373175
ACH-000159,-0.08644992363230002
ACH-000160,0.0536495140228
ACH-000163,-0.017116925983500002
ACH-000167,-0.0373866846291
ACH-000168,0.0143134433629
ACH-000169,-0.007483102494129999
ACH-000178,0.058122065662000004
ACH-000182,0.0193626300964
ACH-000183,0.08547248339199999
ACH-000188,-0.068017381682
ACH-000189,-0.155311572282
ACH-000190,0.056235290427699994
ACH-000198,-0.027366385254
ACH-000204,-0.437171223215
ACH-000206,0.00401739273225
ACH-000207,-0.19389631739100002
ACH-000211,0.015108802145499999
ACH-000215,-0.0656086836515
ACH-000221,0.059662395774300006
ACH-000222,0.0980893742645
ACH-000223,-0.10023591158600001
ACH-000226,0.05282142006030001
ACH-000227,0.228822401343
ACH-000228,0.016205553642
ACH-000231,0.00214516468379
ACH-000232,0.030996689662700003
ACH-000233,-0.0376229668686
ACH-000234,-0.0533801865673
ACH-000235,0.00623127377818
ACH-000237,-0.0692583344455
ACH-000238,-0.143180778928
ACH-000243,0.0838397975072
ACH-000244,-0.151126701822
ACH-000246,-0.05482113637080001
ACH-000248,0.0602646533328
ACH-000250,-0.0264492351266
ACH-000251,0.0130384896438
ACH-000253,-0.106206760572
ACH-000255,0.0556145049333
ACH-000256,0.183381639623
ACH-000257,0.167194898324
ACH-000258,-0.153138262114
ACH-000259,0.0387126067927
ACH-000260,0.06435809126019999
ACH-000261,0.152191469506
ACH-000262,0.0469482160215
ACH-000263,0.079852497045
ACH-000264,0.00225782342277
ACH-000265,0.0902803872388
ACH-000266,0.04266996239799999
ACH-000272,-0.032463897406599995
ACH-000273,-0.154912035732
ACH-000274,0.13385528085999998
ACH-000277,-0.0176483188436
ACH-000278,0.0300029576175
ACH-000279,0.125375907236
ACH-000280,-0.10879725697699999
ACH-000281,0.150591814297
ACH-000288,0.00702245471776
ACH-000291,0.055661311269300004
ACH-000293,-0.009506566929469999
ACH-000294,0.107716806871
ACH-000295,0.0599855303914
ACH-000296,-0.00799608395914
ACH-000302,0.025755080936500002
ACH-000304,-0.14638700420999998
ACH-000307,-0.0241138241207
ACH-000308,0.0101371704943
ACH-000310,0.286453947837
ACH-000311,0.0328348823015
ACH-000312,0.114425337152
ACH-000315,0.0158816314418
ACH-000316,-0.198989870838
ACH-000317,0.15190548145
ACH-000318,-0.05731076783919999
ACH-000319,0.09178427425710001
ACH-000320,0.179873194214
ACH-000322,0.0108085368062
ACH-000323,-0.0667317729863
ACH-000324,-0.040490193957699996
ACH-000329,-0.096864136291
ACH-000330,-0.048001467111
ACH-000331,-0.027159555696200002
ACH-000332,-0.0349137588388
ACH-000334,0.100186632926
ACH-000335,0.102786439164
ACH-000336,-0.10362549196599999
ACH-000337,0.33984683988200004
ACH-000339,0.08338173513
ACH-000341,-0.0546892786754
ACH-000348,-0.00511480405555
ACH-000350,0.0708303766129
ACH-000352,0.09393617164689999
ACH-000356,0.0144267663272
ACH-000361,-0.038788153531699995
ACH-000362,-0.10485597174200001
ACH-000363,-0.00222831773633
ACH-000364,-0.054166968822099995
ACH-000365,0.049456587596
ACH-000366,0.0921033519674
ACH-000368,-0.0445537770764
ACH-000374,0.00129239321152
ACH-000375,-0.0628252386807
ACH-000376,-0.0207186212985
ACH-000381,-0.178412797007
ACH-000383,0.0392395732047
ACH-000387,-0.018468684912
ACH-000389,-0.00234470064611
ACH-000390,0.0259765610192
ACH-000393,0.148204919524
ACH-000395,-0.17784393650199998
ACH-000397,-0.012134321986700001
ACH-000401,0.0544588552771
ACH-000402,-0.0654067603024
ACH-000403,-0.0349343194105
ACH-000404,-0.07279500820330001
ACH-000406,0.113128858847
ACH-000407,-0.0708992759935
ACH-000408,0.08081105824950001
ACH-000410,-0.00149862305302
ACH-000411,-0.124287948927
ACH-000414,0.161376205402
ACH-000415,0.0483770075258
ACH-000416,-0.0744906518956
ACH-000420,-0.0646623267801
ACH-000421,-0.0103283489074
ACH-000424,-0.09678328498199999
ACH-000425,-0.0366397185621
ACH-000426,0.0228937892179
ACH-000427,-0.228748697698
ACH-000433,0.14481550143400002
ACH-000436,0.0490617299471
ACH-000444,0.0303150292314
ACH-000445,-0.109187899476
ACH-000448,0.0244315392803
ACH-000450,-0.106006157401
ACH-000452,-0.0856492938521
ACH-000454,-0.037557575678
ACH-000458,-0.13711695135
ACH-000459,-0.127044110691
ACH-000460,0.0215965564125
ACH-000461,0.020173019382
ACH-000463,-0.030956780641999998
ACH-000464,-0.059693739581699996
ACH-000466,0.00644746763208
ACH-000467,-0.0270485290278
ACH-000468,0.0939142546719
ACH-000469,-0.0594730505884
