,P4HA2 (8974)
ACH-000004,0.023252092590799998
ACH-000007,0.165284939956
ACH-000009,-0.020977516300200002
ACH-000011,0.067323955264
ACH-000012,0.0100532465643
ACH-000013,0.07690528487639998
ACH-000014,0.0564855140186
ACH-000015,-0.0473546605726
ACH-000017,0.147501292071
ACH-000018,0.0760220027726
ACH-000019,-0.013974332349
ACH-000021,-0.0412576084505
ACH-000022,0.0401700538553
ACH-000025,0.17590232410300002
ACH-000028,0.0987361229022
ACH-000030,0.014520797480899999
ACH-000035,0.136122377849
ACH-000036,0.0148866718482
ACH-000037,0.070638781987
ACH-000039,-0.160941348433
ACH-000040,0.162179226074
ACH-000041,-0.0778650940896
ACH-000042,-0.009658812666709999
ACH-000045,-0.260782201258
ACH-000047,0.137005137771
ACH-000052,0.0867765566612
ACH-000053,-0.03621043545930001
ACH-000054,-0.0307548341862
ACH-000055,-0.0477912601039
ACH-000060,0.0561911362225
ACH-000067,0.211841335444
ACH-000070,0.315891191373
ACH-000075,0.095477085404
ACH-000078,0.0102569265864
ACH-000082,0.0988965594683
ACH-000085,0.149253613172
ACH-000086,0.0657935432947
ACH-000087,0.051811429977
ACH-000092,0.06705096719209999
ACH-000095,-0.0517369508787
ACH-000097,0.119604589588
ACH-000098,0.055695295642
ACH-000099,0.0443509439991
ACH-000108,0.11540838056500001
ACH-000113,0.022169418843400002
ACH-000115,0.0839451534928
ACH-000116,0.05028768055430001
ACH-000118,0.0081582701367
ACH-000120,0.126631031776
ACH-000123,-0.171403290363
ACH-000127,0.115275389595
ACH-000128,0.059839181556500004
ACH-000132,0.185727778987
ACH-000133,0.149526836375
ACH-000137,0.12262098823100001
ACH-000138,-0.041717928818900005
ACH-000142,0.117913350108
ACH-000143,0.0024544624591700003
ACH-000146,0.15105011675899999
ACH-000148,0.0120739309559
ACH-000150,0.0973325553007
ACH-000152,0.20548811549600002
ACH-000153,0.0820299549557
ACH-000159,0.08418600872510001
ACH-000160,0.53618302844
ACH-000163,0.10093326697499999
ACH-000167,0.7041983968150001
ACH-000168,-0.12992229801
ACH-000169,0.017230993749400004
ACH-000178,0.0774570401427
ACH-000182,0.0324037197462
ACH-000183,-0.122793600577
ACH-000188,0.012362873599399998
ACH-000189,0.304092547158
ACH-000190,0.435039448672
ACH-000198,-0.029000953438400003
ACH-000204,0.10543471300200001
ACH-000206,0.0942581848502
ACH-000207,0.16047622866900002
ACH-000211,0.0661646434394
ACH-000215,0.04788330382
ACH-000221,0.178569837506
ACH-000222,0.0653230758589
ACH-000223,0.043654310750199994
ACH-000226,-0.17343349177700002
ACH-000227,-0.0865626879618
ACH-000228,0.0407940049333
ACH-000231,0.11909872087099999
ACH-000232,0.0222416356244
ACH-000233,-0.15742549209
ACH-000234,0.08074064406499999
ACH-000235,-0.072957067376
ACH-000237,0.107583200417
ACH-000238,-0.024691762919900002
ACH-000243,0.0118236775827
ACH-000244,-0.19130720073
ACH-000246,0.057861913426400007
ACH-000248,0.36742222313199996
ACH-000250,0.022521318242599998
ACH-000251,-0.174437938924
