,KCMF1 (56888)
ACH-000004,-0.740104114734
ACH-000007,-1.29916918299
ACH-000009,-0.960004275986
ACH-000011,-0.266901942997
ACH-000012,-0.785679429538
ACH-000013,-0.9210340289290001
ACH-000014,-1.54688402238
ACH-000015,-0.928353198022
ACH-000017,-1.1314468485200002
ACH-000018,-1.0401636731200001
ACH-000019,-0.628733001866
ACH-000021,-1.13767549365
ACH-000022,-1.11190725595
ACH-000025,-1.0359242394
ACH-000028,-1.14856632802
ACH-000030,-1.0656115655399998
ACH-000035,-0.917410273986
ACH-000036,-0.8343747535889999
ACH-000037,-1.0485973225
ACH-000039,-0.8327426614569999
ACH-000040,-1.0864674964399998
ACH-000041,-0.7833522668289999
ACH-000042,-1.24272602334
ACH-000045,-0.259745042393
ACH-000047,-0.9643821497589999
ACH-000052,-0.9110352766169999
ACH-000053,-0.675326505794
ACH-000054,-0.7672150342899999
ACH-000055,-0.7255146963179999
ACH-000060,-1.03461786843
ACH-000067,-1.0980228605
ACH-000070,-0.24204821931899997
ACH-000075,-0.816768846209
ACH-000078,-0.8436997144249999
ACH-000082,-0.730716965722
ACH-000085,-0.935100515133
ACH-000086,-0.733173500288
ACH-000087,-0.817387010723
ACH-000092,-1.31164907965
ACH-000095,-0.95665023309
ACH-000097,-1.35164908544
ACH-000098,-1.0948681764200001
ACH-000099,-0.704583454155
ACH-000108,-1.00684876619
ACH-000113,-1.08605223524
ACH-000115,-0.536684452399
ACH-000116,-1.16929407581
ACH-000118,-1.0742807875
ACH-000120,-0.669021886312
ACH-000123,-1.2553416088
ACH-000127,-1.07545564384
ACH-000128,-0.6367237995539999
ACH-000132,-0.943230308341
ACH-000133,-0.963686479879
ACH-000137,-0.329811556803
ACH-000138,-0.653738764863
ACH-000142,-0.7274843636949999
ACH-000143,-1.1914060074600001
ACH-000146,-0.6901629387289999
ACH-000148,-0.9500336976270001
ACH-000150,-0.7990783590780001
ACH-000152,-1.1560000309
ACH-000153,-0.625576470323
ACH-000159,-0.131555201996
ACH-000160,-1.50057647585
ACH-000163,-1.0431296449299998
ACH-000167,-0.564141490427
ACH-000168,-0.513891994451
ACH-000169,-0.907260241047
ACH-000178,-0.46956826111100003
ACH-000182,-0.925009641393
ACH-000183,-0.911998591859
ACH-000188,-1.0766464530700002
ACH-000189,-0.857751590878
ACH-000190,-1.0900359928799999
ACH-000198,-1.1259982692100001
ACH-000204,-0.9452823218
ACH-000206,-0.7845623476289999
ACH-000207,-1.5229720341400002
ACH-000211,-0.941503883204
ACH-000215,-0.897472837062
ACH-000221,-0.884694115807
ACH-000222,-0.9710295950010001
ACH-000223,-0.8917140858050001
ACH-000226,-0.7881457591650001
ACH-000227,-0.753878502983
ACH-000228,-1.20310350709
ACH-000231,-0.87039716966
ACH-000232,-0.846467006213
ACH-000233,-0.6428592110970001
ACH-000234,-0.572864383658
ACH-000235,-0.69866738552
ACH-000237,-0.7776504032510001
ACH-000238,-1.0436680575
ACH-000243,-1.11347920922
ACH-000244,-1.40993825315
ACH-000246,-0.762295600302
ACH-000248,-1.11125590515
ACH-000250,-0.717708469683
ACH-000251,-0.800026058446
ACH-000253,-0.6687682479379999
ACH-000255,-1.0197798543799999
ACH-000256,-0.75114847303
ACH-000257,-1.22298741208
ACH-000258,-0.667493585042
ACH-000259,-0.7451532659899999
ACH-000260,-0.8819725888050001
ACH-000261,-1.08648633767
ACH-000262,-1.16328075858
ACH-000263,-1.0166537861799998
ACH-000264,-0.504263774604
ACH-000265,-0.8242991659469999
ACH-000266,-0.958736075356
ACH-000272,-0.685593421422
ACH-000273,-0.685325586152
ACH-000274,-0.864091501495
ACH-000277,-1.5822956917200002
ACH-000278,-0.800709262193
ACH-000279,-0.9416666322949999
ACH-000280,-0.89466653377
ACH-000281,-0.776904375167
ACH-000288,-0.987368229606
ACH-000291,-0.8424032830120001
ACH-000293,-0.9751640679700001
ACH-000294,-0.058581994514699996
ACH-000295,-1.09826514033
ACH-000296,-0.387631399751
ACH-000302,-0.419561596769
ACH-000304,-1.13519741804
ACH-000307,-1.11247905657
ACH-000308,-0.723634149244
ACH-000310,-0.763859989896
ACH-000311,-0.686639343441
ACH-000312,-0.867588600537
ACH-000315,-0.30475139679900004
ACH-000316,-0.947960930253
ACH-000317,-1.32709012301
ACH-000318,-0.866782453547
ACH-000319,-0.81702020078
ACH-000320,-1.02095280989
ACH-000322,-1.0804127178799998
ACH-000323,-0.9874066816179999
ACH-000324,-0.532017893604
ACH-000329,-0.776075475545
ACH-000330,-1.30681329759
ACH-000331,-1.13115053651
ACH-000332,-0.770680988292
ACH-000334,-0.286361961342
ACH-000335,-0.6824336223019999
ACH-000336,-0.993754365266
ACH-000337,-0.7623477862549999
ACH-000339,-0.9206734868269999
ACH-000341,-0.882744329079
ACH-000348,-1.21827129096
ACH-000350,-0.8939733144349999
ACH-000352,-0.558446817657
ACH-000356,-0.9908608092899999
ACH-000361,-1.30947941327
ACH-000362,-0.263958460226
ACH-000363,-0.0316782434123
ACH-000364,-1.24351851835
ACH-000365,-0.31828732813099997
ACH-000366,-0.631261139831
ACH-000368,-1.1737581397399999
ACH-000374,-1.2969169480299998
ACH-000375,-1.0734467665799998
ACH-000376,-1.0017472180299998
ACH-000381,-0.988331862812
ACH-000383,-0.6193440478369999
ACH-000387,-0.8718762259489999
ACH-000389,-1.2653682015
ACH-000390,-0.8242141147650001
ACH-000393,-0.817646033943
ACH-000395,-1.33891891124
ACH-000397,-0.953916190615
ACH-000401,-1.28798628156
ACH-000402,-1.10931178202
ACH-000403,-1.17700041816
ACH-000404,-0.50122140273
ACH-000406,-0.9338371077700001
ACH-000407,-0.8919999140029999
ACH-000408,-1.0205634919700002
ACH-000410,-0.982115123727
ACH-000411,-0.75225626509
ACH-000414,-0.5863340378549999
ACH-000415,-1.01414517387
ACH-000416,-1.0437880476399999
ACH-000420,-0.43804615233099997
ACH-000421,-0.852751900728
ACH-000424,-0.54140857507
ACH-000425,-0.857169196022
ACH-000426,-0.983696635794
ACH-000427,-1.22717133037
ACH-000433,-1.1713217089299999
ACH-000436,-0.7593115629899999
ACH-000444,-1.05498706505
ACH-000445,-0.970806278506
ACH-000448,-0.88278722909
ACH-000450,-0.794005769488
ACH-000452,-1.0903654099
ACH-000454,-1.12503480558
ACH-000458,-0.8868994259280001
ACH-000459,-0.954805221206
ACH-000460,-1.1465635649099999
ACH-000461,-0.740456674173
ACH-000463,-0.726639646064
ACH-000464,-1.14585515231
ACH-000466,-1.1390662735600001
ACH-000467,-0.9077259943160001
ACH-000468,-0.849857093605
ACH-000469,-1.17986007921
ACH-000470,-0.8393144609450001
ACH-000471,-0.435925936345
ACH-000472,-0.705972921537
ACH-000473,-0.765420929689
ACH-000475,-0.615927765808
ACH-000476,-0.9932265046340001
ACH-000477,-0.601473538011
ACH-000480,-0.242061638248
ACH-000481,-0.765752896451
ACH-000483,-0.663198721505
ACH-000484,-0.6724878307179999
ACH-000485,-0.9500386416600001
ACH-000486,-0.41632298605499996
ACH-000487,-0.908627754867
ACH-000488,-1.26519369164
ACH-000490,-0.9213237417229999
ACH-000491,-1.30136909287
ACH-000495,-0.382275128518
ACH-000496,-1.01607501683
ACH-000499,-0.9407229068549999
ACH-000500,-1.38026876966
ACH-000502,-0.9541725347229999
ACH-000503,-0.964060307272
ACH-000505,-0.77808690191
ACH-000507,-1.3293566433600001
ACH-000510,-0.587231456521
ACH-000511,-1.1885572872799999
ACH-000512,-0.844008988356
ACH-000516,-0.33319366572500003
ACH-000517,-1.1588250471100001
ACH-000518,-1.35182423093
ACH-000520,-0.8206389575740001
ACH-000521,-1.0665553131399998
ACH-000522,-0.718140411944
ACH-000524,-0.77027032559
ACH-000527,-0.8333775636920001
ACH-000528,-0.930560385183
ACH-000537,-0.861477252599
ACH-000541,-0.959145530355
ACH-000542,-0.833720480926
ACH-000544,-1.0746518261799998
ACH-000545,-0.957794405266
ACH-000547,-0.800871863838
ACH-000548,-1.0664408276200001
ACH-000549,-0.942023903699
ACH-000550,-0.778222097847
ACH-000552,-1.13708512378
ACH-000556,-0.739301874171
ACH-000557,-0.30852461483000004
ACH-000570,-0.964522246848
ACH-000571,-0.58756129045
ACH-000573,-0.52265849679
ACH-000576,-1.4293388869299999
ACH-000580,-0.952281942916
ACH-000584,-0.724486389084
ACH-000585,-1.2107921984799999
ACH-000588,-0.9625617392270001
ACH-000589,-1.08990717278
ACH-000591,-0.8895317911949999
ACH-000593,-0.595647976311
ACH-000600,-0.806324864842
ACH-000601,-1.32133635477
ACH-000604,-0.453223861835
ACH-000605,-1.34126437101
ACH-000606,-1.2258519780200001
ACH-000608,-1.0450692222
ACH-000614,-0.508102088614
ACH-000616,-1.0328506700799998
ACH-000618,-0.9715710061049999
ACH-000619,-1.0202043443100002
ACH-000620,-0.657136990811
ACH-000621,-1.2698697597
ACH-000622,-0.45705483216700005
ACH-000623,-1.0930995244600001
ACH-000624,-0.7023002676189999
ACH-000627,-1.13551562713
ACH-000630,-1.3015647481700001
ACH-000632,-1.02463436708
ACH-000633,-1.13534077169
ACH-000637,-1.22770316558
ACH-000638,-0.8143218316349999
ACH-000646,-0.9288822784299999
ACH-000647,-0.9099659394059999
ACH-000648,-0.392003606999
ACH-000649,-1.0016138166700002
ACH-000651,-0.889371538583
ACH-000652,-0.62967140355
ACH-000653,-1.0845996482200002
ACH-000657,-0.771872464516
ACH-000658,-0.8310776196699999
ACH-000661,-1.11463001578
ACH-000662,-0.748010468449
ACH-000663,-0.42741800970700006
ACH-000665,-0.805926541671
ACH-000671,-0.49022161995700003
ACH-000673,-1.19461339176
ACH-000676,-0.782058849453
ACH-000677,-0.6064548943029999
ACH-000681,-0.9719675153630001
ACH-000682,-1.08056944868
ACH-000683,-1.45958520658
ACH-000684,-0.858220360372
ACH-000688,-1.01994262049
ACH-000693,-1.14096010708
ACH-000694,-1.27086945531
ACH-000695,-1.14654661153
ACH-000696,-0.7823268902410001
ACH-000697,-0.944284093974
ACH-000699,-1.4153491228
ACH-000701,-0.778883550192
ACH-000706,-1.03565528988
ACH-000711,-0.973711229342
ACH-000713,-0.873865878929
ACH-000714,-1.22183365937
ACH-000718,-0.936815098952
ACH-000720,-0.8369062552330001
ACH-000721,-0.8708296165739999
ACH-000724,-0.755025103519
ACH-000725,-2.0869334841400002
ACH-000732,-0.8931023814040001
ACH-000734,-0.649963832776
ACH-000735,-1.28046016433
ACH-000736,-0.651110935606
ACH-000738,-1.21323142384
ACH-000746,-1.0740717826200001
ACH-000747,-1.01126048125
ACH-000748,-0.877667082146
ACH-000753,-1.24776922814
ACH-000756,-0.438647633692
ACH-000757,-1.1647656930399999
ACH-000758,-0.941295050234
ACH-000760,-1.04033614593
ACH-000763,-0.583818546183
ACH-000764,-0.371785268239
ACH-000765,-0.816565453064
ACH-000766,-0.9038237654200001
ACH-000767,-0.662778342007
ACH-000768,-0.583049082318
ACH-000769,-0.947973679052
ACH-000770,-1.19142402339
ACH-000771,-1.2150249255399999
ACH-000773,-0.429483777794
ACH-000776,-0.9855789672759999
ACH-000777,-0.989127626398
ACH-000778,-0.854451586892
ACH-000781,-0.8060461811830001
ACH-000782,-1.0671920607799998
ACH-000783,-0.8285074734990001
ACH-000784,-1.20603535213
ACH-000785,-1.2716948938500001
ACH-000787,-1.3721703363999997
ACH-000788,-0.680655886904
ACH-000791,-0.7227259663060001
ACH-000792,-1.1083776998100001
ACH-000794,-1.0661649753
ACH-000796,-0.8515242061130001
ACH-000799,-0.979972246566
ACH-000800,-1.09114945115
ACH-000802,-0.9986450775489999
ACH-000804,-0.738394533464
ACH-000805,-0.969943925926
ACH-000809,-1.1097093916399998
ACH-000810,-0.8966675526729999
ACH-000811,-0.76412651808
ACH-000817,-0.970238963101
ACH-000819,-0.8808990452150001
ACH-000820,-1.03728386157
ACH-000821,-0.512601424005
ACH-000822,-0.522791618561
ACH-000823,-1.02789579684
ACH-000824,-0.724500102292
ACH-000827,-0.940254204447
ACH-000829,-0.790837200037
ACH-000831,-0.78273950921
ACH-000832,-1.0163836211700001
