,PPRC1 (23082)
ACH-001128,-1.04366075168
ACH-001134,-0.790614754891
ACH-001151,-0.794088802405
ACH-001163,-0.712425181706
ACH-001164,-0.9070363777789999
ACH-001173,-0.609305019248
ACH-001183,-0.834854261683
ACH-001184,-0.8774725126299999
ACH-001190,-0.528302049011
ACH-001192,-0.912621033555
ACH-001193,-1.13044675917
ACH-001196,-0.56704848733
ACH-001197,-0.6946533281110001
ACH-001205,-0.768733099832
ACH-001211,-0.77104179073
ACH-001212,-0.7436161491850001
ACH-001228,-0.46591900104199996
ACH-001232,-0.853327171441
ACH-001239,-0.6608367719179999
ACH-001274,-1.09622424491
ACH-001275,-0.690404607362
ACH-001277,-1.1927820738
ACH-001278,-0.8445006157189999
ACH-001280,-0.35963470625200006
ACH-001283,-0.7730574765070001
ACH-001289,-0.5748637548009999
ACH-001295,-0.899547468953
ACH-001300,-0.743695234393
ACH-001301,-0.631134448024
ACH-001302,-0.759983150909
ACH-001303,-0.726871428919
ACH-001306,-0.791068395593
ACH-001318,-0.853796630399
ACH-001322,-0.855802587462
ACH-001328,-0.40705042680799997
ACH-001332,-0.624784056801
ACH-001333,-0.7947232706890001
ACH-001336,-0.549717669844
ACH-001340,-0.640854243029
ACH-001346,-0.8972348831489999
ACH-001353,-0.597625376884
ACH-001354,-0.90672828998
ACH-001367,-0.708833367908
ACH-001368,-0.623019946009
ACH-001374,-0.470894322166
ACH-001375,-0.7401904950689999
ACH-001377,-0.518567968419
ACH-001380,-0.677531243077
ACH-001391,-0.368514946821
ACH-001407,-0.844121410933
ACH-001408,-0.863707715405
ACH-001413,-0.658953769994
ACH-001430,-0.759586661469
ACH-001431,-0.543609920205
ACH-001450,-0.721262876363
ACH-001496,-0.818785834402
ACH-001500,-0.927173017471
ACH-001521,-0.8680293597050001
ACH-001523,-0.772402449538
ACH-001532,-0.896590542849
ACH-001536,-0.6983623272939999
ACH-001550,-0.656133342958
ACH-001552,-0.8409173216399999
ACH-001554,-0.8941621401659999
ACH-001645,-0.76523065295
ACH-001654,-0.856147089504
ACH-001715,-0.596060050788
ACH-001735,-0.5228345896850001
ACH-001736,-0.9027245955750001
ACH-001737,-0.499848818203
ACH-001740,-0.935810942685
ACH-001745,-0.8734493910410001
ACH-001750,-0.868520430966
ACH-001765,-0.8253271318009999
ACH-001956,-0.515444915511
ACH-001957,-0.821924159948
