,PPRC1 (23082)
ACH-000004,-0.6853204176469999
ACH-000007,-0.49154643950099997
ACH-000009,-0.5942177905439999
ACH-000011,-0.546095437655
ACH-000012,-0.386465150741
ACH-000013,-0.361238194584
ACH-000014,-0.8832347290799999
ACH-000015,-0.7386567176659999
ACH-000017,-0.544308786264
ACH-000018,-0.9406362153810001
ACH-000019,-0.537649652129
ACH-000021,-0.6676574114130001
ACH-000022,-0.668379383341
ACH-000025,-0.878026708046
ACH-000028,-0.497410588695
ACH-000030,-0.5740882154420001
ACH-000035,-0.9364255788920001
ACH-000036,-0.8746417907619999
ACH-000037,-1.08062789342
ACH-000039,-0.44958639920800003
ACH-000040,-0.7860514882649999
ACH-000041,-1.16522598803
ACH-000042,-0.612046908527
ACH-000045,-0.772107508029
ACH-000047,-0.214498890134
ACH-000052,-0.484985777095
ACH-000053,-0.867900339735
ACH-000054,-0.746827456637
ACH-000055,-0.396804596528
ACH-000060,-0.607401211826
ACH-000067,-0.8503693836239999
ACH-000070,-0.8070323367739999
ACH-000075,-0.8974421874959999
ACH-000078,-0.792796489021
ACH-000082,-0.616963329905
ACH-000085,-1.2305954801
ACH-000086,-0.845797934816
ACH-000087,-0.717301427938
ACH-000092,-0.541759831908
ACH-000095,-0.8626564604070001
ACH-000097,-0.6198418484489999
ACH-000098,-0.927366316372
ACH-000099,-0.598181686551
ACH-000108,-0.56489012475
ACH-000113,-0.704307187902
ACH-000115,-0.909413383291
ACH-000116,-0.672143985621
ACH-000118,-0.35038508514600003
ACH-000120,-0.657844700273
ACH-000123,-0.781573651385
ACH-000127,-0.739961560724
ACH-000128,-0.504869910105
ACH-000132,-0.7520088658159999
ACH-000133,-0.694207880131
ACH-000137,-0.8505462479479999
ACH-000138,-0.634008980792
ACH-000142,-0.839232353532
ACH-000143,-0.6616177480250001
ACH-000146,-0.266487789096
ACH-000148,-0.690703323593
ACH-000150,-1.0387381004
ACH-000152,-0.6330479113449999
ACH-000153,-0.503997649285
ACH-000159,-0.7005079611830001
ACH-000160,-0.625817911068
ACH-000163,-0.809852657009
ACH-000167,-0.6866843981199999
ACH-000168,-0.80392608002
ACH-000169,-0.753478972845
ACH-000178,-1.0291719506700001
ACH-000182,-0.670630545633
ACH-000183,-0.8631574369939999
ACH-000188,-0.581754213266
ACH-000189,-0.814045522445
ACH-000190,-0.830663207704
ACH-000198,-0.794207082789
ACH-000204,-0.857164745343
ACH-000206,-0.6901204982979999
ACH-000207,-1.25857386505
ACH-000211,-0.7965991893500001
ACH-000215,-0.8861329316240001
ACH-000221,-0.552378264975
ACH-000222,-0.38990140001699997
ACH-000223,-0.594488217951
ACH-000226,-0.675470196606
ACH-000227,-0.7925092136190001
ACH-000228,-0.6729514150300001
ACH-000231,-0.48394586349200003
ACH-000232,-0.635355079164
ACH-000233,-0.8557381411920001
ACH-000234,-0.549992791957
ACH-000235,-0.68640324699
ACH-000237,-0.850132783596
ACH-000238,-0.558587346969
ACH-000243,-0.837068839287
ACH-000244,-0.7168244074789999
ACH-000246,-0.773604242483
ACH-000248,-0.753265827309
ACH-000250,-0.877547169567
ACH-000251,-0.567755062588
ACH-000253,-0.8160138362870001
ACH-000255,-0.813989996392
ACH-000256,-0.477467238758
ACH-000257,-0.626808285972
ACH-000258,-0.7237481234
ACH-000259,-0.838911501775
ACH-000260,-0.703938180801
ACH-000261,-0.529710419866
ACH-000262,-0.771718068658
ACH-000263,-0.829501786565
ACH-000264,-0.493462515842
ACH-000265,-0.693163898096
ACH-000266,-0.609538390184
ACH-000272,-0.537771056388
ACH-000273,-0.8325662274879999
ACH-000274,-0.758932608596
ACH-000277,-0.6579350613030001
ACH-000278,-0.618000171927
ACH-000279,-0.8509407488840001
ACH-000280,-0.793751720897
ACH-000281,-1.22788523327
ACH-000288,-1.08459061694
ACH-000291,-1.08770636109
ACH-000293,-0.651440552195
ACH-000294,-1.0391757439700002
ACH-000295,-0.718969364949
ACH-000296,-0.878775364522
ACH-000302,-0.7063832341449999
ACH-000304,-0.140783795402
ACH-000307,-0.7028871562819999
ACH-000308,-0.528942108889
ACH-000310,-0.6550882532060001
ACH-000311,-0.565138639529
ACH-000312,-0.397165509798
ACH-000315,-0.550392626022
ACH-000316,-1.04352135306
ACH-000317,-0.847916567633
ACH-000318,-0.918869329279
ACH-000319,-0.7041021254009999
ACH-000320,-0.537551895599
ACH-000322,-0.847984291013
ACH-000323,-1.20105384698
ACH-000324,-0.833411098168
ACH-000329,-0.491085497262
ACH-000330,-0.6231975435670001
ACH-000331,-0.9811531260349999
ACH-000332,-0.677763251656
ACH-000334,-0.662481363405
ACH-000335,-0.901513089256
ACH-000336,-0.863801634031
ACH-000337,-0.9355616844939999
ACH-000339,-0.776794610554
ACH-000341,-0.957937732286
ACH-000348,-0.654587987767
ACH-000350,-0.900742311267
ACH-000352,-0.748901512258
ACH-000356,-0.585205703415
ACH-000361,-0.877754242245
ACH-000362,-0.5835361689090001
ACH-000363,-0.810088632271
ACH-000364,-0.81506767616
ACH-000365,-0.619090559038
ACH-000366,-0.929254288389
ACH-000368,-1.0305933566299998
ACH-000374,-0.669261738166
ACH-000375,-0.728145178692
ACH-000376,-0.839968537833
ACH-000381,-0.561084507462
ACH-000383,-0.591537760106
ACH-000387,-0.488154356951
ACH-000389,-0.745944196892
ACH-000390,-0.644578026372
ACH-000393,-0.84436316771
ACH-000395,-0.890007055135
ACH-000397,-0.375222192388
ACH-000401,-0.543147040556
ACH-000402,-0.7027233643140001
ACH-000403,-0.448872420854
ACH-000404,-0.592636516176
ACH-000406,-0.68755118919
ACH-000407,-0.866575572009
ACH-000408,-0.794831168633
ACH-000410,-0.663301884628
ACH-000411,-0.7357471105619999
ACH-000414,-0.34698157587399997
ACH-000415,-0.732433944189
ACH-000416,-0.862386539322
ACH-000420,-0.7924543729119999
ACH-000421,-0.627914882069
ACH-000424,-0.6520386933969999
ACH-000425,-0.56998087067
ACH-000426,-0.255673889735
ACH-000427,-0.320171673898
ACH-000433,-0.8387859308869999
ACH-000436,-0.68238102706
ACH-000444,-0.536201555237
ACH-000445,-0.9577694714589999
ACH-000448,-0.5680494364249999
ACH-000450,-0.8351735285330001
ACH-000452,-0.729585127376
ACH-000454,-0.720905418269
ACH-000458,-0.819643676751
ACH-000459,-0.841138312943
ACH-000460,-0.9182411014899999
ACH-000461,-0.725903456302
ACH-000463,-0.644597055406
ACH-000464,-0.8790313261310001
ACH-000466,-0.5486315412080001
ACH-000467,-0.628289213885
ACH-000468,-0.612099784128
ACH-000469,-0.482587024372
ACH-000470,-0.370890509602
ACH-000471,-1.00346655787
ACH-000472,-0.689856569447
ACH-000473,-0.799171572748
ACH-000475,-0.773209361673
ACH-000476,-0.7366206028100001
ACH-000477,-0.560057891949
ACH-000480,-0.776934166833
ACH-000481,-0.600942579667
ACH-000483,-0.725218027414
ACH-000484,-0.331739489155
ACH-000485,-0.455739500585
ACH-000486,-0.618395065172
ACH-000487,-0.610546878896
ACH-000488,-0.662869799861
ACH-000490,-0.5828236881600001
ACH-000491,-0.92561656802
ACH-000495,-1.12144860068
ACH-000496,-0.967816498411
ACH-000499,-0.724273948857
ACH-000500,-1.12124243227
ACH-000502,-0.662570530595
ACH-000503,-0.646406764003
ACH-000505,-0.978047016945
ACH-000507,-0.7025712602259999
ACH-000510,-0.6599381877699999
ACH-000511,-0.749769095639
ACH-000512,-0.62851555359
ACH-000516,-1.10781777016
ACH-000517,-0.628485286035
ACH-000518,-0.60837397227
ACH-000520,-0.497504103125
ACH-000521,-0.670592761309
ACH-000522,-0.645761471113
ACH-000524,-0.658198118307
ACH-000527,-0.413459490755
ACH-000528,-0.469005402849
ACH-000537,-1.00721155063
ACH-000541,-0.690877610145
ACH-000542,-0.728081589347
ACH-000544,-0.804967677502
ACH-000545,-0.749715807103
ACH-000547,-0.71532740593
ACH-000548,-0.759187755054
ACH-000549,-1.03017184578
ACH-000550,-1.19278694793
ACH-000552,-0.6597937786429999
ACH-000556,-0.721317748615
ACH-000557,-0.19782995262000003
ACH-000570,-0.939666416397
ACH-000571,-0.7699385777779999
ACH-000573,-0.737455282047
ACH-000576,-1.15054177464
ACH-000580,-0.49188731418700005
ACH-000584,-0.6959778788779999
ACH-000585,-0.9697585904870001
ACH-000588,-0.6419510888800001
ACH-000589,-0.821579677755
ACH-000591,-0.975669187755
ACH-000593,-0.652430875767
ACH-000600,-0.70106652571
ACH-000601,-0.6668081286559999
ACH-000604,-0.45754674870300005
ACH-000605,-0.587783589947
ACH-000606,-0.657975138027
ACH-000608,-0.67425093668
ACH-000614,-0.451504459678
ACH-000616,-0.683247456574
ACH-000618,-0.49552069990599995
ACH-000619,-0.711000625823
ACH-000620,-0.969234348852
ACH-000621,-0.693781714461
ACH-000622,-0.597580794375
ACH-000623,-0.792352109499
ACH-000624,-0.7413707973199999
ACH-000627,-0.980854707728
ACH-000630,-0.676642771242
ACH-000632,-0.913294751567
ACH-000633,-1.06038076616
ACH-000637,-0.48595094812399997
ACH-000638,-0.504053204088
ACH-000646,-0.603904321865
ACH-000647,-0.8487668301469999
ACH-000648,-0.7466965632860001
ACH-000649,-1.09104371469
ACH-000651,-0.875276120253
ACH-000652,-0.561836853108
ACH-000653,-0.668818018046
ACH-000657,-0.718078812093
ACH-000658,-0.228642064732
ACH-000661,-0.8096088788339999
ACH-000662,-0.664696480488
ACH-000663,-0.496354508688
ACH-000665,-0.62739552013
ACH-000671,-0.886684885934
ACH-000673,-0.646124779133
ACH-000676,-0.76664892919
ACH-000677,-0.713075333593
ACH-000681,-0.854956939042
ACH-000682,-0.604744973445
ACH-000683,-0.422140159749
ACH-000684,-0.965861064147
ACH-000688,-0.640417116448
ACH-000693,-0.842277323942
ACH-000694,-0.645166789297
ACH-000695,-1.0273072799
ACH-000696,-0.715101795061
ACH-000697,-1.15692217119
ACH-000699,-0.660170099147
ACH-000701,-0.71587732368
ACH-000706,-0.797941742668
ACH-000711,-0.8270631805230001
ACH-000713,-0.470152350347
ACH-000714,-0.611907170618
ACH-000718,-0.5705005703939999
ACH-000720,-0.6735620423109999
ACH-000721,-0.577118130135
ACH-000724,-0.7533108479520001
ACH-000725,-0.784742075513
ACH-000732,-0.7794664434299999
ACH-000734,-0.640578629923
ACH-000735,-0.8351050287549999
ACH-000736,-0.398541332225
ACH-000738,-0.9725135242799999
ACH-000746,-0.39519474418399997
ACH-000747,-0.78293813788
ACH-000748,-0.9565962093449999
ACH-000753,-0.734040273792
ACH-000756,-1.19794483072
ACH-000757,-0.729027168307
ACH-000758,-0.829197778861
ACH-000760,-0.864721340265
ACH-000763,-0.335195737985
ACH-000764,-0.872395742564
ACH-000765,-0.701947638587
ACH-000766,-0.233096203659
ACH-000767,-1.00737224825
ACH-000768,-0.445106251243
ACH-000769,-0.847966214321
ACH-000770,-0.563280543627
ACH-000771,-0.833464512069
ACH-000773,-0.773393159111
ACH-000776,-0.78274107309
ACH-000777,-0.76163285087
ACH-000778,-0.6784715631270001
ACH-000781,-0.8555829492370001
ACH-000782,-0.6980532323469999
ACH-000783,-0.7090191992899999
ACH-000784,-0.8460595669650001
ACH-000785,-0.648404704123
ACH-000787,-0.662601661631
ACH-000788,-0.815996676089
ACH-000791,-0.5908588230390001
ACH-000792,-0.792763592047
ACH-000794,-0.911935409192
ACH-000796,-0.164930998153
ACH-000799,-0.746841699391
ACH-000800,-0.8767113055169999
ACH-000802,-0.8916324252860001
ACH-000804,-0.859647371817
ACH-000805,-0.633009562835
ACH-000809,-0.518905750934
ACH-000810,-0.476669129217
ACH-000811,-0.576216691601
ACH-000817,-0.8715453995419999
ACH-000819,-0.7166430933
ACH-000820,-1.0214298077600001
ACH-000821,-0.49732516603200005
ACH-000822,-0.32283698928000004
ACH-000823,-0.649661510335
ACH-000824,-0.851162772163
ACH-000827,-0.856337409888
ACH-000829,-0.955265368316
ACH-000831,-0.6538619461949999
ACH-000832,-0.559907759305
ACH-000833,-0.758414132026
ACH-000834,-0.82838161341
ACH-000835,-0.755431798533
ACH-000836,-0.373932505346
ACH-000837,-0.802667091589
ACH-000838,-0.580301381988
ACH-000839,-0.515702484749
ACH-000840,-0.429821476392
ACH-000841,-0.691319295661
ACH-000843,-0.743819458835
ACH-000846,-0.59604194489
ACH-000847,-0.752312422908
ACH-000848,-0.782254519523
ACH-000849,-0.527651617088
ACH-000851,-0.651967529747
ACH-000855,-0.658016265157
ACH-000856,-0.894547985552
ACH-000858,-0.633833081271
ACH-000859,-0.6787672089910001
ACH-000861,-0.992744058239
ACH-000862,-0.7240415204809999
ACH-000865,-0.7753606870640001
ACH-000866,-0.7411926426800001
ACH-000867,-0.472624792332
ACH-000869,-0.7179846255140001
ACH-000872,-0.8192616095020001
ACH-000873,-0.9339479273100001
ACH-000876,-0.685144985041
ACH-000878,-0.581481578649
ACH-000880,-0.861023683487
ACH-000881,-0.878877574332
ACH-000882,-0.653161224189
ACH-000884,-0.764167732507
ACH-000885,-0.549988884566
ACH-000887,-0.7264956663709999
ACH-000888,-0.6740909397229999
ACH-000889,-0.870072460443
ACH-000890,-0.691095768032
ACH-000896,-0.704177876047
ACH-000898,-0.654414276568
ACH-000900,-0.599309803282
ACH-000901,-0.735977463481
ACH-000905,-0.8366011713410001
ACH-000906,-0.550631049975
ACH-000907,-0.445488209193
ACH-000910,-0.6742686113709999
ACH-000911,-0.736576660246
ACH-000912,-0.918069529649
ACH-000913,-0.8225752232860001
ACH-000915,-0.702928264557
ACH-000916,-0.948859650762
ACH-000917,-0.43374695894299997
ACH-000921,-0.6714637387010001
ACH-000924,-0.8115959456849999
ACH-000926,-0.707519342235
ACH-000928,-0.404634336307
ACH-000929,-0.8183137710899999
ACH-000932,-0.550374196211
ACH-000935,-1.0812807485200002
ACH-000936,-0.7088475003460001
ACH-000937,-0.502019074916
ACH-000938,-0.549091209576
ACH-000939,-0.664783145504
ACH-000941,-0.342712948656
ACH-000943,-0.558871068834
ACH-000946,-0.640196652122
ACH-000947,-0.148784730244
ACH-000948,-0.739781337729
ACH-000950,-0.722209526058
ACH-000953,-0.62358189703
ACH-000957,-0.552474982755
ACH-000958,-0.582883399894
ACH-000960,-0.728221708072
ACH-000963,-0.782702736169
ACH-000968,-0.5932588300230001
ACH-000969,-0.510095632764
ACH-000973,-0.916494345983
ACH-000974,-0.825227241371
ACH-000975,-0.654346254723
ACH-000976,-0.762068127144
ACH-000978,-0.0340840052071
ACH-000980,-0.684920611584
ACH-000984,-0.734393262789
ACH-000986,-0.577671530408
ACH-000988,-0.8956013548909999
ACH-000993,-0.500769566275
ACH-000994,-0.21683209676399998
ACH-000996,-0.322464146016
ACH-001001,-0.392416020933
ACH-001020,-0.748647120393
ACH-001028,-0.6354526428689999
ACH-001031,-0.696945549525
ACH-001038,-0.808391568425
ACH-001048,-0.612225280708
ACH-001050,-1.0062076414499999
ACH-001053,-0.947215277963
ACH-001054,-0.818291752189
ACH-001061,-0.7966163155760001
ACH-001067,-0.7277821323729999
ACH-001075,-0.866159899638
ACH-001096,-0.85997883175
