,ATG9A (79065)
ACH-000004,-0.764973305197
ACH-000007,-0.45262207638999996
ACH-000009,-0.22474625355500003
ACH-000011,0.06580822564109999
ACH-000012,-0.17693643874899997
ACH-000013,-0.0930594855831
ACH-000014,-0.0379263523905
ACH-000015,-0.221540022557
ACH-000017,-0.112216675162
ACH-000018,-0.852194567644
ACH-000019,-0.17312474102699998
ACH-000021,-0.040912461443199995
ACH-000022,-0.435857246778
ACH-000025,-0.5173393462
ACH-000028,-0.19626180747699998
ACH-000030,-0.27450098914099996
ACH-000035,-0.25247226076900003
ACH-000036,-0.341175654512
ACH-000037,-0.22919900489300002
ACH-000039,0.015365865950400001
ACH-000040,0.034945418162300006
ACH-000041,-0.0785526767161
ACH-000042,0.0698976478357
ACH-000045,0.014764473782799999
ACH-000047,-0.066413423153
ACH-000052,-0.27663747220699997
ACH-000053,-0.796808549224
ACH-000054,-0.275694429726
ACH-000055,-0.117157350365
ACH-000060,0.339943670952
ACH-000067,-0.116186137454
ACH-000070,0.014988084457399999
ACH-000075,-0.223766337788
ACH-000078,-0.217122850964
ACH-000082,-0.197222328003
ACH-000085,-0.39564743443000006
ACH-000086,-0.12346050432
ACH-000087,-0.393264875718
ACH-000092,-0.696652402358
ACH-000095,-0.483714844637
ACH-000097,-0.205748008879
ACH-000098,0.137747255186
ACH-000099,-0.160214982951
ACH-000108,-0.252828293104
ACH-000113,-0.0471453380236
ACH-000115,-0.585450118841
ACH-000116,-0.0128824476232
ACH-000118,-0.610362171828
ACH-000120,-0.22168714446499999
ACH-000123,-0.07250267642080001
ACH-000127,-0.83749523359
ACH-000128,-0.153601312224
ACH-000132,-0.0588000105196
ACH-000133,-0.392615445111
ACH-000137,-0.7111182481559999
ACH-000138,-0.285561744967
ACH-000142,-0.206908886971
ACH-000143,-0.10753290680199999
ACH-000146,-0.17627734570099998
ACH-000148,-0.09750348966089999
ACH-000150,-0.5667747284179999
ACH-000152,-0.508594891632
ACH-000153,-0.18896059773200002
ACH-000159,-0.22429083655
ACH-000160,-0.142818093891
ACH-000163,-0.396276658146
ACH-000167,-0.38165799705799996
ACH-000168,-0.158122454856
ACH-000169,-0.498949646831
ACH-000178,-0.414546567897
ACH-000182,-0.11467212415999999
ACH-000183,-0.50275902073
ACH-000188,-0.394074753566
ACH-000189,0.0008126996001539999
ACH-000190,-0.54677192446
ACH-000198,-0.266968017333
ACH-000204,-0.235804227211
ACH-000206,-0.26716334532499997
ACH-000207,-0.0860688931573
ACH-000211,-0.648175023077
ACH-000215,-0.642921265338
ACH-000221,-0.196106432779
ACH-000222,-0.0674414506958
ACH-000223,-0.558553451468
ACH-000226,-0.8355121315009999
ACH-000227,-0.110030808681
ACH-000228,0.027867287198700002
ACH-000231,-0.198992593432
ACH-000232,0.19669116629500003
ACH-000233,-0.708751232338
ACH-000234,-0.608410431219
ACH-000235,0.0530375490377
ACH-000237,-0.926123730087
ACH-000238,-0.097575744213
ACH-000243,-0.18491501211599998
ACH-000244,-0.025493487790799997
ACH-000246,-0.237594100274
ACH-000248,-0.0196044619208
ACH-000250,-0.528093063856
ACH-000251,-0.144584071962
ACH-000253,0.025342533850099998
ACH-000255,-0.27477513269000003
ACH-000256,-0.049500760598
ACH-000257,-0.44905013470399996
ACH-000258,-0.11597617886
ACH-000259,-0.20907508291700003
ACH-000260,-0.213538877434
ACH-000261,-0.450300564666
ACH-000262,-0.556766915842
ACH-000263,-0.405668281435
ACH-000264,-0.047529657527300005
ACH-000265,-0.216803410114
ACH-000266,-0.103782970329
ACH-000272,0.0191345705739
ACH-000273,0.08542989292089999
ACH-000274,-0.0401958859254
ACH-000277,-0.300746719971
ACH-000278,-0.431692278966
ACH-000279,-0.119111837022
ACH-000280,0.09063333097339998
ACH-000281,-0.20670039748
ACH-000288,-0.316952862699
ACH-000291,-0.139462140043
