,MGAT4B (11282)
ACH-000004,0.07966046256710001
ACH-000007,-0.165096326273
ACH-000009,-0.05540245618919999
ACH-000011,0.05758034087780001
ACH-000012,-0.008121619302350001
ACH-000013,0.037436976327100004
ACH-000014,0.0533787692659
ACH-000015,-0.0587789669503
ACH-000017,0.0925238506962
ACH-000018,0.0283582766296
ACH-000019,0.014762013021200001
ACH-000021,-0.0435583573006
ACH-000022,-0.109135957256
ACH-000025,0.0383375630861
ACH-000028,-0.11592372057900001
ACH-000030,0.0250428957377
ACH-000035,0.08780122622860001
ACH-000036,0.130707234541
ACH-000037,-0.0787398614541
ACH-000039,-0.39798745559500004
ACH-000040,0.0156213141377
ACH-000041,0.11123347990499999
ACH-000042,-0.0581280003259
ACH-000045,0.09407528976019999
ACH-000047,0.044860355139
ACH-000052,0.125799734228
ACH-000053,-0.0137617835369
ACH-000054,-0.0063886177815399995
ACH-000055,-0.05795082821280001
ACH-000060,0.0167487046204
ACH-000067,0.22242257045699998
ACH-000070,0.139943499311
ACH-000075,-0.22483382496399998
ACH-000078,-0.100364778226
ACH-000082,-0.0307363668802
ACH-000085,0.22651061676999998
ACH-000086,-0.11396139235
ACH-000087,0.022136174995400004
ACH-000092,-0.0994802648946
ACH-000095,-0.0513743981058
ACH-000097,-0.0342699436112
ACH-000098,-0.141685915356
ACH-000099,-0.12237929195
ACH-000108,-0.183478435993
ACH-000113,0.0690095798915
ACH-000115,0.116167250851
ACH-000116,0.0460159270444
ACH-000118,-0.0217470343455
ACH-000120,-0.0652656149271
ACH-000123,-0.189125129826
ACH-000127,0.0659584111584
ACH-000128,-0.09023867650299999
ACH-000132,-0.158762789348
ACH-000133,0.23032703609400001
ACH-000137,0.170056768544
ACH-000138,-0.0334196419111
ACH-000142,0.0733291560278
ACH-000143,0.09815343474549999
ACH-000146,-0.102814032558
ACH-000148,0.0651925684368
ACH-000150,-0.298798305824
ACH-000152,-0.113284647946
ACH-000153,0.0774991193942
ACH-000159,0.020552600443599998
ACH-000160,0.125198943159
ACH-000163,-0.155397980725
ACH-000167,0.31777518328000004
ACH-000168,-0.0595639396839
ACH-000169,-0.0441242061709
ACH-000178,0.00314571292547
ACH-000182,0.009693136613530001
ACH-000183,-0.041839548645599994
ACH-000188,-0.0825401783265
ACH-000189,0.304158348196
ACH-000190,0.09067856566060001
ACH-000198,0.163242101657
ACH-000204,-0.035020927862400006
ACH-000206,0.07118892226489999
ACH-000207,0.204765175826
ACH-000211,0.038682374335
ACH-000215,0.036184236571699994
ACH-000221,0.0906794240668
ACH-000222,-0.181807277795
ACH-000223,-0.103841806656
ACH-000226,0.010715935936
ACH-000227,0.09083771716320001
ACH-000228,-0.0115818210316
ACH-000231,-0.007002504329320001
ACH-000232,-0.126697375217
ACH-000233,-0.0497268605336
ACH-000234,-0.16961001982700002
ACH-000235,-0.137422386406
ACH-000237,-0.054886227506
ACH-000238,-0.11640916234099999
ACH-000243,-0.11726969252399999
ACH-000244,-0.027714680373299997
ACH-000246,-0.0330783597701
ACH-000248,0.111800481801
ACH-000250,-0.10464076708900001
ACH-000251,0.052425342572599995
ACH-000253,0.00738306416753
ACH-000255,0.113541198565
ACH-000256,0.241164092824
ACH-000257,-0.172884310911
ACH-000258,-0.024068160294300003
ACH-000259,-0.0273529172989
ACH-000260,0.02194997933
ACH-000261,-0.0219697824494
ACH-000262,-0.18967592163199998
ACH-000263,0.25039514715399996
ACH-000264,0.018384675323599997
ACH-000265,0.0207540856727
ACH-000266,-0.0643603144059
ACH-000272,-0.158337696041
ACH-000273,-0.0489921211159
ACH-000274,0.0296880676495
ACH-000277,-0.0475453670977
ACH-000278,-0.152145035949
ACH-000279,0.052542188211400005
ACH-000280,-0.009107490966799999
ACH-000281,-0.23763607407600001
ACH-000288,-0.021801111432900002
ACH-000291,0.00284513276473
ACH-000293,0.14242324272
ACH-000294,-0.0933348851142
ACH-000295,-0.226144915493
ACH-000296,0.0679923284975
ACH-000302,0.0508184113338
ACH-000304,0.332608263766
ACH-000307,0.0293966508899
ACH-000308,-0.014952860966
ACH-000310,0.075124862455
ACH-000311,-0.06258546814680001
ACH-000312,-0.01923180024
ACH-000315,0.10748651531600001
ACH-000316,-0.08978080218250001
ACH-000317,-0.175226042137
ACH-000318,0.16675881863800002
ACH-000319,0.040140010598300004
ACH-000320,-0.155582519288
ACH-000322,-0.07793224086310001
ACH-000323,0.250035396553
ACH-000324,0.08621223712649999
ACH-000329,-0.031961093688699996
ACH-000330,0.227926568578
ACH-000331,0.0801883435863
ACH-000332,-0.07175186029439999
