,AP2M1 (1173)
ACH-000004,-1.27709495303
ACH-000007,-0.820932811213
ACH-000009,-0.613158512469
ACH-000011,-0.569035809581
ACH-000012,-1.19501451646
ACH-000013,-0.30329206020300004
ACH-000014,-0.711071795099
ACH-000015,-0.11528648955600002
ACH-000017,-1.15863904447
ACH-000018,-0.981619717333
ACH-000019,-0.7289463635979999
ACH-000021,-1.33911631552
ACH-000022,-0.7460755794030001
ACH-000025,-0.8844603727249999
ACH-000028,-0.937511366624
ACH-000030,-1.0824811264799998
ACH-000035,-1.15638625299
ACH-000036,-0.967449383978
ACH-000037,-0.643034727206
ACH-000039,-0.774313325539
ACH-000040,-0.0384701759778
ACH-000041,-0.797362794712
ACH-000042,-0.653821891643
ACH-000045,-0.94461149641
ACH-000047,-0.598769944297
ACH-000052,-0.976308216477
ACH-000053,-1.20454914168
ACH-000054,-0.533752861746
ACH-000055,-0.9362805911130001
ACH-000060,-0.427512224111
ACH-000067,-0.5579318616610001
ACH-000070,-0.557168587457
ACH-000075,-0.5963360716939999
ACH-000078,-0.20215756459399997
ACH-000082,-0.410454129517
ACH-000085,-0.651314733746
ACH-000086,-0.342698538236
ACH-000087,-0.854013003113
ACH-000092,-0.590333654574
ACH-000095,0.058961575267
ACH-000097,-0.861132742265
ACH-000098,-0.227966839308
ACH-000099,-1.16948218093
ACH-000108,-1.10739201865
ACH-000113,-0.568892072021
ACH-000115,-0.384649438811
ACH-000116,-0.7413443220379999
ACH-000118,-0.807254670865
ACH-000120,-0.614152309132
ACH-000123,-0.8691049474779999
ACH-000127,-1.10642760561
ACH-000128,-0.569582078473
ACH-000132,-0.46990988493999997
ACH-000133,-0.712846762624
ACH-000137,-0.14420593191199998
ACH-000138,-1.1043809148100001
ACH-000142,-0.960427291161
ACH-000143,-0.692541142657
ACH-000146,-1.5673355798800002
ACH-000148,-0.799719736156
ACH-000150,-0.8084709899760001
ACH-000152,-0.731835452225
ACH-000153,-0.788593427596
ACH-000159,-0.825332065121
ACH-000160,-0.5997210550590001
ACH-000163,-0.937334700878
ACH-000167,-0.948855203429
ACH-000168,-0.9712014158840001
ACH-000169,-0.575751431233
ACH-000178,-0.9422054625030001
ACH-000182,-0.707922183997
ACH-000183,-1.0548545059899999
ACH-000188,-0.869165894168
ACH-000189,-1.23021250314
ACH-000190,-1.04982985346
ACH-000198,-0.8355442840459999
ACH-000204,-0.70049384555
ACH-000206,-1.01889636145
ACH-000207,-1.21037638045
ACH-000211,-0.6948568846809999
ACH-000215,-1.0610849233600002
ACH-000221,-1.06236576237
ACH-000222,-1.09600847187
ACH-000223,-0.435406599903
ACH-000226,-0.9912024025689999
ACH-000227,-1.0155266994299998
ACH-000228,-0.7495517951649999
ACH-000231,-0.838674440522
ACH-000232,-0.0312605635334
ACH-000233,-0.958916302408
ACH-000234,-1.19759572838
ACH-000235,-1.19864810969
ACH-000237,-0.599036381537
ACH-000238,-0.6064513910329999
ACH-000243,-1.17809161441
ACH-000244,-0.344340688143
ACH-000246,-0.822361554769
ACH-000248,-1.0444818089499999
ACH-000250,-0.905497796788
ACH-000251,-0.730123202265
ACH-000253,-1.01121305185
ACH-000255,-0.932056032938
ACH-000256,-1.02315025793
ACH-000257,-1.0754649614
ACH-000258,-0.963923259824
ACH-000259,-0.852674786597
ACH-000260,-0.7775448053569999
ACH-000261,-0.256230401236
ACH-000262,-0.823835904675
ACH-000263,-1.50364880417
ACH-000264,-0.390858321016
ACH-000265,-0.414123823005
ACH-000266,-0.8497957329539999
ACH-000272,-0.762353944133
ACH-000273,-1.03679101392
ACH-000274,-0.323562408695
ACH-000277,-1.2172535399200002
ACH-000278,-1.06628886802
ACH-000279,-1.0479380784
ACH-000280,-0.7474718976279999
ACH-000281,-1.36459202237
ACH-000288,-1.2893472665799999
ACH-000291,-0.6417580962039999
ACH-000293,-0.730812881524
ACH-000294,-1.57197380424
ACH-000295,-1.0419485064299998
ACH-000296,-1.3167304743200001
ACH-000302,-0.7211248816220001
ACH-000304,-0.690957723822
ACH-000307,-1.32506623413
ACH-000308,-0.6957655046369999
ACH-000310,-0.5262654352889999
ACH-000311,-1.08664935732
ACH-000312,-0.640122615483
ACH-000315,-0.7286187390109999
ACH-000316,-1.0316769891500002
ACH-000317,-1.20681453537
ACH-000318,-0.886702640799
ACH-000319,-0.9863737741390001
ACH-000320,-1.21693598922
ACH-000322,-0.791229082267
ACH-000323,-0.664043239365
ACH-000324,-0.854519574453
ACH-000329,-0.843453849165
ACH-000330,-0.943189836074
ACH-000331,-0.540753049461
ACH-000332,-1.1526034598000001
ACH-000334,-0.798614293442
ACH-000335,-0.821120431814
ACH-000336,-1.07884792769
ACH-000337,-1.20908277493
ACH-000339,-1.56110032153
ACH-000341,-0.79221976419
ACH-000348,-0.499219908143
ACH-000350,-0.553173241502
ACH-000352,-1.14996760896
ACH-000356,-0.86571596191
ACH-000361,-1.19002552457
ACH-000362,-1.04521012363
ACH-000363,-1.10390431421
ACH-000364,-0.324636522779
ACH-000365,-0.691289476821
ACH-000366,-1.21707459637
ACH-000368,-0.567361889614
ACH-000374,-0.908119486472
ACH-000375,-0.966582553197
ACH-000376,-0.559053182142
ACH-000381,-0.31094873717
ACH-000383,-1.6525707894400001
ACH-000387,-0.799966443443
ACH-000389,-0.618322116089
ACH-000390,-0.22691345344500002
ACH-000393,-0.541664954388
ACH-000395,-0.939109365753
ACH-000397,-1.03857483635
ACH-000401,-0.970434320121
ACH-000402,-1.03571738303
ACH-000403,-0.7844435110250001
ACH-000404,-1.03693288835
ACH-000406,-1.19596830578
ACH-000407,-0.603462542781
ACH-000408,-0.709753644365
ACH-000410,-1.01772547065
ACH-000411,-1.04768235705
ACH-000414,-0.536203627234
ACH-000415,-0.9454286781010001
ACH-000416,-1.00341177419
ACH-000420,-0.393108113128
ACH-000421,-1.10238934955
ACH-000424,-0.9456777335359999
ACH-000425,-0.690980469519
ACH-000426,-0.935928949604
ACH-000427,-0.582874781333
ACH-000433,-0.49067383909400003
ACH-000436,-0.7970190913160001
ACH-000444,-0.7171121120460001
ACH-000445,-0.779230525204
ACH-000448,-0.581321190552
ACH-000450,-0.8010321791699999
ACH-000452,-0.9051008322249999
ACH-000454,-0.9088113151870001
ACH-000458,-0.71137353742
ACH-000459,-0.778917647061
ACH-000460,-0.945706122959
ACH-000461,-0.934590605527
ACH-000463,-0.362875074151
ACH-000464,-0.799098418219
ACH-000466,-1.0652683032999999
ACH-000467,-0.669559989026
ACH-000468,-1.13747614873
ACH-000469,-1.11312127313
ACH-000470,-1.16062922649
ACH-000471,-0.877529998515
ACH-000472,-0.636919282052
ACH-000473,-0.762613956936
ACH-000475,-0.555945529698
ACH-000476,-0.137346932249
ACH-000477,-0.996673674041
ACH-000480,-0.5378992672249999
ACH-000481,-1.20610616178
ACH-000483,-0.973477662609
ACH-000484,-0.712981424526
ACH-000485,-0.943278780143
ACH-000486,-0.94693448985
ACH-000487,-0.9543232705329999
ACH-000488,-0.6860078872550001
ACH-000490,-0.21574306055599998
ACH-000491,-1.5421558500299999
ACH-000495,-1.2117642894299998
ACH-000496,-1.08513164108
ACH-000499,-0.841087674275
ACH-000500,-0.767461302049
ACH-000502,-0.978172130676
ACH-000503,-0.906133121935
ACH-000505,-0.26319395503000004
ACH-000507,-0.82435373708
ACH-000510,-1.06693696994
ACH-000511,-0.577009617901
ACH-000512,-0.84831352125
ACH-000516,-0.353397980475
ACH-000517,-0.958918517378
ACH-000518,-0.829554260747
ACH-000520,-0.8223638372059999
ACH-000521,-0.7394537577689999
ACH-000522,-0.574895539088
ACH-000524,-0.686272396838
ACH-000527,-0.643398211446
ACH-000528,-0.647907261449
ACH-000537,-1.03102668531
ACH-000541,-0.841731778278
ACH-000542,-0.6765448454699999
ACH-000544,-0.894255983294
ACH-000545,-0.66817899182
ACH-000547,-0.40473801719700003
ACH-000548,-1.13849071869
ACH-000549,-0.724271725906
ACH-000550,-0.5630444017
ACH-000552,-0.949187285234
ACH-000556,-0.94341970794
ACH-000557,-1.84745654134
ACH-000570,-0.381195573293
ACH-000571,-0.173683165159
ACH-000573,-1.3729359582799998
ACH-000576,-1.04991068801
ACH-000580,-0.995672652474
ACH-000584,-1.24950675644
ACH-000585,-0.801224824406
ACH-000588,-0.6557674296329999
ACH-000589,-0.548855889078
ACH-000591,-0.840354319912
ACH-000593,-1.33319234434
ACH-000600,0.24174825711800002
ACH-000601,-0.918989891767
ACH-000604,-1.12550704256
ACH-000605,-0.831703564093
ACH-000606,-0.7378297591399999
ACH-000608,-1.2585922822600002
ACH-000614,-0.958777641409
ACH-000616,-0.789197777845
ACH-000618,-0.880128682537
ACH-000619,-0.990546639217
