,DENND2D (79961)
ACH-000004,-0.407672486388
ACH-000007,0.04247445212180001
ACH-000009,-0.249018874117
ACH-000011,-0.054929996903300006
ACH-000012,-0.17533201165399998
ACH-000013,-0.0499315248774
ACH-000014,-0.148427914348
ACH-000015,-0.0043269725917
ACH-000017,-0.0499448202319
ACH-000018,-0.0669071084917
ACH-000019,-0.0386389775011
ACH-000021,-0.006501244133510001
ACH-000022,-0.203393535984
ACH-000025,-0.343419482583
ACH-000028,-0.20005801285900002
ACH-000030,-0.0736965895823
ACH-000035,-0.187610905206
ACH-000036,-0.129783353859
ACH-000037,0.0864743832365
ACH-000039,0.10652159951
ACH-000040,0.07871676792860001
ACH-000041,0.13271511352600002
ACH-000042,0.0326184221201
ACH-000045,-0.011766684030200002
ACH-000047,-0.119642119711
ACH-000052,-0.151067490471
ACH-000053,-0.015229340017
ACH-000054,0.20101330911899998
ACH-000055,0.000670444000424
ACH-000060,-0.27004825322500003
ACH-000067,-0.23454174482299997
ACH-000070,-0.13645844199999999
ACH-000075,-0.018873828540199998
ACH-000078,-0.043015991034300004
ACH-000082,-0.10510921058700001
ACH-000085,-0.0794789828852
ACH-000086,-0.11671090365499999
ACH-000087,-0.0313758339889
ACH-000092,-0.04488077911780001
ACH-000095,-0.14446049110200002
ACH-000097,0.155419648203
ACH-000098,0.014358762157100002
ACH-000099,-0.119809827192
ACH-000108,0.091808507657
ACH-000113,-0.07304752841289999
ACH-000115,-0.228666122462
ACH-000116,0.0484835396555
ACH-000118,0.0358266549925
ACH-000120,-0.118280146182
ACH-000123,-0.222295585159
ACH-000127,-0.09848318532889999
ACH-000128,-0.00266641688304
ACH-000132,0.030384739266400004
ACH-000133,-0.178303383771
ACH-000137,-0.18571880281300002
ACH-000138,0.0232140318337
ACH-000142,-0.0716771665717
ACH-000143,0.118658330563
ACH-000146,-0.165656692054
ACH-000148,0.019734720640099998
ACH-000150,0.034150575848
ACH-000152,-0.185968624291
ACH-000153,0.0990408471482
ACH-000159,-0.130048509861
ACH-000160,0.0347353769405
ACH-000163,-0.110136598168
ACH-000167,-0.0242065197329
ACH-000168,-0.0741087840378
ACH-000169,0.0152614494187
ACH-000178,0.18085176984499998
ACH-000182,-0.0759038474163
ACH-000183,-0.227192936875
ACH-000188,-0.20699396512
ACH-000189,-0.0373704316032
ACH-000190,-0.048236752845300004
ACH-000198,0.12208114227499998
ACH-000204,-0.204845427133
ACH-000206,-0.221437440639
ACH-000207,-0.28466541228
ACH-000211,0.0535079489187
ACH-000215,-0.0727134328385
ACH-000221,-0.139856935572
ACH-000222,0.0662637000455
ACH-000223,0.057804159064800006
ACH-000226,0.0246638807441
ACH-000227,-0.225533666328
ACH-000228,-0.326737971493
ACH-000231,0.032265183607900004
ACH-000232,-0.0320811656732
ACH-000233,-0.0533613218727
ACH-000234,-0.126779920527
ACH-000235,0.032990920169599994
ACH-000237,-0.0258717363608
ACH-000238,0.017065837979800002
ACH-000243,0.06898150528369999
ACH-000244,-0.279582351292
ACH-000246,-0.00963151326308
ACH-000248,0.0747939510011
ACH-000250,0.0154992458619
ACH-000251,0.268503875557
ACH-000253,-0.0234291792828
ACH-000255,-0.0717415960484
ACH-000256,-0.0125912671482
ACH-000257,-0.40518633703699997
ACH-000258,0.132648262995
ACH-000259,-0.111363440301
ACH-000260,-0.226891090203
ACH-000261,-0.183944415804
ACH-000262,0.0933297577199
ACH-000263,-0.428983499903
ACH-000264,0.0380267979384
ACH-000265,-0.0442696101833
ACH-000266,-0.016359570376799998
ACH-000272,-0.237017226798
ACH-000273,0.09998953215739999
ACH-000274,-0.16979965273400002
ACH-000277,0.169819654147
ACH-000278,0.114307506275
ACH-000279,0.0564268684402
ACH-000280,-0.0349920971208
ACH-000281,0.189451643508
ACH-000288,-0.053555191283499996
ACH-000291,-0.036131223505000004
ACH-000293,-0.10989428877699998
ACH-000294,-0.220985013163
ACH-000295,-0.11297437557800001
ACH-000296,-0.079047100688
ACH-000302,-0.030821079922000002
ACH-000304,-0.138111160879
ACH-000307,-0.125601263982
ACH-000308,-0.0459205341486
ACH-000310,-0.0500114881398
ACH-000311,-0.151951349482
ACH-000312,-0.12214772381200001
ACH-000315,-0.113108176202
ACH-000316,0.137430042588
ACH-000317,-0.111230322608
ACH-000318,0.0029672771682099997
ACH-000319,-0.22282715722899998
ACH-000320,-0.170873619682
ACH-000322,-0.011012314814599999
ACH-000323,-0.313201159857
ACH-000324,0.0821188560234
ACH-000329,-0.15758041286399999
ACH-000330,-0.0192399670911
ACH-000331,-0.0680725001834
ACH-000332,-0.166627268247
ACH-000334,0.0132826821331
ACH-000335,-0.20120975298500002
ACH-000336,-0.23845374044599998
ACH-000337,0.00431646359497
ACH-000339,-0.033293873024
ACH-000341,-0.11778853467499999
ACH-000348,-0.18550971546599998
ACH-000350,-0.037208894521
ACH-000352,-0.0627785173111
ACH-000356,-0.11562558044099999
ACH-000361,-0.04413837519859999
ACH-000362,-0.163694888495
ACH-000363,-0.0558837659863
ACH-000364,-0.0744857110081
ACH-000365,-0.08210543170260001
ACH-000366,0.032511104702
ACH-000368,-0.111908629796
ACH-000374,-0.225136570636
ACH-000375,-0.20000972623100002
ACH-000376,-0.137041143257
ACH-000381,0.0509929941736
ACH-000383,-0.0812492198014
ACH-000387,-0.12201308959599999
ACH-000389,0.13938010832800002
ACH-000390,-0.27164016092
ACH-000393,-0.00295959333523
ACH-000395,-0.17231971486699998
ACH-000397,-0.011075138529999999
ACH-000401,0.125370692551
ACH-000402,-0.009714392367819999
ACH-000403,-0.0374307685891
ACH-000404,0.21942251901299997
ACH-000406,-0.137097409866
ACH-000407,-0.112241029395
ACH-000408,-0.00509830546659
ACH-000410,-0.1312612583
ACH-000411,0.116637234812
ACH-000414,0.00401985906816
ACH-000415,-0.09119519278280001
ACH-000416,-0.0692183973448
ACH-000420,0.0576273826661
ACH-000421,-0.137044458486
ACH-000424,-0.149411932402
ACH-000425,-0.170529829761
ACH-000426,0.293390051942
ACH-000427,0.102259413774
ACH-000433,-0.0416271472584
ACH-000436,-0.29754103865
ACH-000444,-0.04827918412959999
ACH-000445,-0.00507182822841
ACH-000448,-0.015201700841700002
ACH-000450,-0.21144936917100002
ACH-000452,0.08052792347289998
ACH-000454,-0.055391891292699995
ACH-000458,0.0151332585981
ACH-000459,0.0670759471876
ACH-000460,0.011054149667799999
ACH-000461,0.0525612363021
ACH-000463,0.012707360988
ACH-000464,-0.37889590146700003
ACH-000466,-0.13958287279
ACH-000467,-0.0142758931361
ACH-000468,-0.0619031740647
ACH-000469,-0.18100007292
ACH-000470,-0.111791892434
ACH-000471,-0.0885793026223
ACH-000472,0.0632699135627
ACH-000473,-0.0828105570738
ACH-000475,-0.0639435582733
ACH-000476,-0.030221723941000003
ACH-000477,-0.257070852813
ACH-000480,-0.0719188218686
ACH-000481,-0.114083790301
ACH-000483,-0.268689227345
ACH-000484,-0.0021685557109000003
ACH-000485,-0.190880959489
ACH-000486,0.00845432220946
ACH-000487,0.0494823402834
ACH-000488,0.0475468911412
ACH-000490,-0.0103969331182
ACH-000491,-0.269103116685
ACH-000495,-0.395479566645
ACH-000496,-0.13931146203
ACH-000499,-0.07981216983219999
ACH-000500,0.385772155867
ACH-000502,-0.0537125689389
ACH-000503,-0.342987585572
ACH-000505,-0.09785560014219999
ACH-000507,-0.0796889049607
ACH-000510,-0.191353713649
ACH-000511,-0.19264178075599997
ACH-000512,-0.42001380695600005
ACH-000516,-0.0904510566616
ACH-000517,-0.00155497949402
ACH-000518,-0.0090663363954
ACH-000520,-0.222555168961
ACH-000521,0.0710174768034
ACH-000522,-0.170550090114
ACH-000524,-0.068380586822
ACH-000527,-0.05199355087159999
ACH-000528,0.0366436410256
ACH-000537,-0.0937277255048
ACH-000541,-0.36652069142
ACH-000542,-0.0240004530352
ACH-000544,-0.105608904527
ACH-000545,-0.148432295796
ACH-000547,-0.19307539066100002
ACH-000548,0.0322403512804
ACH-000549,0.00738980175627
ACH-000550,0.00378724551658
ACH-000552,-0.22126247591999995
ACH-000556,-0.119558967433
ACH-000557,-0.04579232180369999
ACH-000570,-0.193200141134
ACH-000571,-0.12241996056
ACH-000573,-0.10605125193600001
ACH-000576,0.00815765444633
ACH-000580,0.0431473554392
ACH-000584,-0.139872129982
ACH-000585,0.056742439042600006
ACH-000588,-0.211323902762
ACH-000589,-0.028987551895099998
ACH-000591,0.0321029112407
ACH-000593,-0.0307043080503
ACH-000600,-0.0797973183038
ACH-000601,-0.063289366688
ACH-000604,-0.607300413384
ACH-000605,-0.285103472554
ACH-000606,-0.2026614075
ACH-000608,-0.0227199682266
ACH-000614,0.0875322181458
ACH-000616,-0.07045217239689999
ACH-000618,-0.034386031454199995
ACH-000619,-0.187961285379
ACH-000620,-0.08646088024010001
ACH-000621,-0.0741442251431
ACH-000622,0.16628181054000002
ACH-000623,0.0691073820073
ACH-000624,-0.110011403738
ACH-000627,-0.33963636993600005
ACH-000630,0.0094441527625
ACH-000632,-0.16881232289700002
ACH-000633,0.0442177449628
ACH-000637,0.018688535490599997
ACH-000638,-0.0278557086516
ACH-000646,0.0410012263398
ACH-000647,-0.0826000143368
ACH-000648,-0.114594004811
ACH-000649,-0.0891252129491
ACH-000651,0.014831444752799999
ACH-000652,-0.0463381048007
ACH-000653,0.0535962535167
ACH-000657,-0.0471491990969
ACH-000658,0.00542781420714
ACH-000661,0.0827010866942
ACH-000662,0.0794547149371
ACH-000663,0.0508260948384
ACH-000665,-0.0934071324212
ACH-000671,-0.140667679898
ACH-000673,-0.132751687864
ACH-000676,-0.121665383169
ACH-000677,-0.13531027146500002
ACH-000681,-0.208782473554
ACH-000682,-0.050001085059
ACH-000683,-0.0652248185958
ACH-000684,-0.18460874392
ACH-000688,0.042181921110699995
ACH-000693,-0.161908547896
ACH-000694,-0.057590874403
ACH-000695,-0.265984330958
ACH-000696,-0.154999032837
ACH-000697,-0.10094178873700001
ACH-000699,-0.055560296157400005
ACH-000701,-0.0406548042445
ACH-000706,-0.05801858004930001
ACH-000711,-0.0438322654565
ACH-000713,-0.458193915018
ACH-000714,-0.148693991919
ACH-000718,-0.175414060324
ACH-000720,-0.0654498495789
ACH-000721,-0.19296451453299998
ACH-000724,0.208458817528
ACH-000725,0.019345510193599997
ACH-000732,0.0805903289112
ACH-000734,-0.24668250524
ACH-000735,-0.21033967729000003
ACH-000736,-0.30246767209000003
