,GHRHR (2692)
ACH-000004,0.07860367797010001
ACH-000007,-0.262341492298
ACH-000009,-0.0217154494792
ACH-000011,-0.031326003047099996
ACH-000012,0.0225721139934
ACH-000013,0.0133750990362
ACH-000014,-0.201130975023
ACH-000015,-0.13576036908199998
ACH-000017,0.139561645699
ACH-000018,-0.017367136156999998
ACH-000019,0.15725486733400001
ACH-000021,-0.025832663443
ACH-000022,-0.0999161191749
ACH-000025,0.00105827326257
ACH-000028,0.0658825964565
ACH-000030,0.07999856391599999
ACH-000035,-0.16322468743
ACH-000036,0.161675731928
ACH-000037,0.11915435764599999
ACH-000039,-0.0103493642229
ACH-000040,-0.0156805879636
ACH-000041,-0.0254331572457
ACH-000042,-0.161819290888
ACH-000045,0.10661341510399999
ACH-000047,6.8929518344e-05
ACH-000052,0.0400611456816
ACH-000053,-0.0859204222193
ACH-000054,-0.014904688620500001
ACH-000055,-0.154254756838
ACH-000060,0.11381453938
ACH-000067,0.165048758838
ACH-000070,0.151358531037
ACH-000075,0.027386450754900003
ACH-000078,-0.127413091464
ACH-000082,-0.015029570240400001
ACH-000085,-0.14984165161
ACH-000086,0.23200614350999998
ACH-000087,-0.0224464713591
ACH-000092,0.111953792797
ACH-000095,0.0818296357531
ACH-000097,0.0777838972461
ACH-000098,-0.0656502898248
ACH-000099,-0.0265632461746
ACH-000108,0.00690990323139
ACH-000113,-0.043167800265800006
ACH-000115,0.126115588595
ACH-000116,-0.020134256565900004
ACH-000118,0.0667861492847
ACH-000120,-0.027436742305099997
ACH-000123,-0.0266243428266
ACH-000127,0.00659764859943
ACH-000128,-0.14526170806
ACH-000132,0.251457042128
ACH-000133,-0.050289384113
ACH-000137,0.0654713113644
ACH-000138,0.157167649221
ACH-000142,-0.115708705602
ACH-000143,0.020480473813
ACH-000146,-0.06591739314619999
ACH-000148,-0.00873787091625
ACH-000150,0.0634256615081
ACH-000152,-0.04491315690230001
ACH-000153,-0.163602313607
ACH-000159,0.078661043651
ACH-000160,-0.0419495348912
ACH-000163,0.138883124173
ACH-000167,0.16903608897
ACH-000168,-0.0547095628833
ACH-000169,0.0241882065393
ACH-000178,-0.005511335793359999
ACH-000182,0.0519295750665
ACH-000183,-0.0516215089355
ACH-000188,0.012272094227799998
ACH-000189,0.21050785283
ACH-000190,0.19334999902199998
ACH-000198,-0.012281818995700002
ACH-000204,-0.0566382007569
