,MAT2B (27430)
ACH-000004,0.23943035357700002
ACH-000007,0.19699986365
ACH-000009,0.155590272775
ACH-000011,0.195241553732
ACH-000012,0.24429506822500002
ACH-000013,0.24404174269
ACH-000014,0.173066494267
ACH-000015,0.169225579928
ACH-000017,0.18594979277399998
ACH-000018,-0.0103294248245
ACH-000019,0.35091119344899996
ACH-000021,0.131776297244
ACH-000022,0.147708665578
ACH-000025,0.323596597861
ACH-000028,0.252866156712
ACH-000030,0.21483893531999998
ACH-000035,0.138629064032
ACH-000036,-0.00601247093596
ACH-000037,0.0375341587156
ACH-000039,-0.0721806551056
ACH-000040,0.19188881089600002
ACH-000041,0.151045403886
ACH-000042,0.159069940926
ACH-000045,0.208450316384
ACH-000047,0.112005089597
ACH-000052,0.045034950986
ACH-000053,0.0655422748419
ACH-000054,0.06747290964790001
ACH-000055,0.167399207805
ACH-000060,0.24817137788000002
ACH-000067,0.035189536151
ACH-000070,-0.008003402962619999
ACH-000075,-0.049955690305900004
ACH-000078,0.169534792307
ACH-000082,0.141636554066
ACH-000085,0.26480847727400003
ACH-000086,0.174786501622
ACH-000087,0.22506330645199998
ACH-000092,0.160036204695
ACH-000095,0.124615611557
ACH-000097,0.143836376652
ACH-000098,0.208090482127
ACH-000099,0.10287889883
ACH-000108,0.08916332355760001
ACH-000113,0.181057364727
ACH-000115,0.21337717990400001
ACH-000116,0.231735529201
ACH-000118,0.183985735626
ACH-000120,0.0146217332274
ACH-000123,0.12431090217499999
ACH-000127,0.152125348375
ACH-000128,0.24506227119000001
ACH-000132,0.20407730267700003
ACH-000133,0.129258852319
ACH-000137,0.0789759513602
ACH-000138,0.12914866351600002
ACH-000142,0.502039091785
ACH-000143,0.183389790088
ACH-000146,0.132071185132
ACH-000148,0.132442139796
ACH-000150,0.0953261457914
ACH-000152,0.14215160475
ACH-000153,0.36869173175
ACH-000159,0.325533935726
ACH-000160,0.157416922457
ACH-000163,0.195231198996
ACH-000167,0.203509868026
ACH-000168,0.0606052001558
ACH-000169,0.25466270171
ACH-000178,0.149288683831
ACH-000182,0.0592809220692
ACH-000183,0.22182219640200002
ACH-000188,-0.028503268235299997
ACH-000189,0.0590815762268
ACH-000190,0.255574539651
ACH-000198,0.19891322439800002
ACH-000204,0.344868049715
ACH-000206,0.041685978330800004
ACH-000207,0.213589475144
ACH-000211,0.17024797105099998
ACH-000215,0.19207561383000002
ACH-000221,0.191762045619
ACH-000222,-0.016352317346299997
ACH-000223,-0.0494972662039
ACH-000226,0.214135331517
