,SAG (6295)
ACH-000004,0.128233309146
ACH-000007,0.24114757656
ACH-000009,-0.00460145711385
ACH-000011,-0.05440413548859999
ACH-000012,-0.0965153911505
ACH-000013,0.06628077216509999
ACH-000014,0.0270823022713
ACH-000015,0.121158621274
ACH-000017,0.020387552325400002
ACH-000018,0.37232243794500003
ACH-000019,0.0394382334493
ACH-000021,0.127967133777
ACH-000022,-0.103149535625
ACH-000025,0.188362630032
ACH-000028,0.101721337309
ACH-000030,0.10173020461200001
ACH-000035,0.375180592064
ACH-000036,-0.020973679771199998
ACH-000037,-0.0573364555071
ACH-000039,0.113736112184
ACH-000040,-0.034882935096199996
ACH-000041,0.139942707464
ACH-000042,-0.119594905176
ACH-000045,0.11478302546599999
ACH-000047,0.141491832183
ACH-000052,0.128991290804
ACH-000053,-0.0208728864404
ACH-000054,0.110247874128
ACH-000055,0.0476702127263
ACH-000060,-0.09965670123989999
ACH-000067,0.220648782678
ACH-000070,-0.226869946785
ACH-000075,-0.134760870135
ACH-000078,0.15788577851
ACH-000082,0.12141196824999999
ACH-000085,-0.110339986119
ACH-000086,0.09519522860969999
ACH-000087,0.139082617071
ACH-000092,-0.022321200146
ACH-000095,0.15380927794399998
ACH-000097,-0.018913582728
ACH-000098,-0.0377711976747
ACH-000099,0.0114700585065
ACH-000108,0.041025758606300006
ACH-000113,-0.0355041483525
ACH-000115,0.07063814011149999
ACH-000116,0.031660030419400007
ACH-000118,0.113313646347
ACH-000120,-0.142479870539
ACH-000123,0.105346083022
ACH-000127,0.07683040482739999
ACH-000128,0.016920689333
ACH-000132,-0.0332869938378
ACH-000133,-0.26232077980999996
ACH-000137,0.278978159673
ACH-000138,0.15166917501399999
ACH-000142,-0.19146169008699998
ACH-000143,0.0569853383666
ACH-000146,0.055847273598499995
ACH-000148,-0.056369521633400005
ACH-000150,-0.06826906982530001
ACH-000152,-0.09296863494339999
ACH-000153,-0.146625553361
ACH-000159,-0.0552571749564
ACH-000160,-0.00831220887333
ACH-000163,0.0403616550636
ACH-000167,0.30278732233000005
ACH-000168,-0.185847782079
ACH-000169,0.155223882768
ACH-000178,0.169488814422
ACH-000182,-0.00419207005025
ACH-000183,0.178685593887
ACH-000188,-0.027228326926700002
ACH-000189,0.0208249674972
ACH-000190,0.206070376078
ACH-000198,-0.023554054928200004
ACH-000204,0.0750522921735
ACH-000206,-0.0318129850868
ACH-000207,-0.021825563729699998
ACH-000211,0.145772680255
ACH-000215,-0.10785375523900001
ACH-000221,0.0596167630418
ACH-000222,0.055916682426199994
ACH-000223,0.156800997635
ACH-000226,0.027109406362900004
ACH-000227,-0.057612872089099994
ACH-000228,-0.282090505029
ACH-000231,-0.0348775042442
ACH-000232,0.0123839206871
ACH-000233,0.13748139855900002
ACH-000234,0.119178023625
ACH-000235,-0.0017542208272400002
ACH-000237,-0.167412142433
ACH-000238,0.037332548210199996
ACH-000243,0.0915751310352
ACH-000244,0.12217060406199999
ACH-000246,0.257271336935
ACH-000248,0.139040656615
ACH-000250,0.017755117684400003
ACH-000251,0.120613963355
ACH-000253,0.029809048131400003
ACH-000255,-0.0718971065812
ACH-000256,-0.204560488053
ACH-000257,-0.037554864933599996
ACH-000258,-0.0448779862268
ACH-000259,0.0772467233786
ACH-000260,0.143314729284
ACH-000261,0.029633807316200002
ACH-000262,0.092284481787
ACH-000263,7.19295093468e-05
ACH-000264,0.12959824177
ACH-000265,-0.055679436993899996
ACH-000266,0.00426920048611
ACH-000272,-0.056078909695699994
ACH-000273,-0.19728656700199998
ACH-000274,0.0880214839461
