,SPRYD3 (84926)
ACH-000004,-0.0999451777632
ACH-000007,-0.0852273493302
ACH-000009,-0.162757553617
ACH-000011,-0.115045067697
ACH-000012,0.0017682476861099997
ACH-000013,-0.111008916464
ACH-000014,-0.03715939891
ACH-000015,-0.060944290089099996
ACH-000017,-0.144496736819
ACH-000018,-0.180252931064
ACH-000019,-0.11593075153200001
ACH-000021,-0.151457435757
ACH-000022,-0.142306959016
ACH-000025,-0.248563647658
ACH-000028,-0.200029288011
ACH-000030,-0.10047173324999999
ACH-000035,-0.29152428105
ACH-000036,-0.06129696899709999
ACH-000037,-0.271330115433
ACH-000039,0.12055273322
ACH-000040,-0.133958141921
ACH-000041,-0.297500374098
ACH-000042,-0.0496917130743
ACH-000045,-0.073291077279
ACH-000047,-0.0785673244706
ACH-000052,-0.008847916536629998
ACH-000053,-0.060939809127000005
ACH-000054,-0.13386518775599998
ACH-000055,-0.121731393423
ACH-000060,-0.0944717585202
ACH-000067,-0.222152378688
ACH-000070,-0.181752302276
ACH-000075,-0.378382835907
ACH-000078,-0.0400271143768
ACH-000082,-0.12417798935900001
ACH-000085,-0.0138979639657
ACH-000086,-0.320046527857
ACH-000087,-0.285587355137
ACH-000092,-0.125274793337
ACH-000095,-0.155702188328
ACH-000097,-0.11500245775999998
ACH-000098,0.0341070005975
ACH-000099,-0.024660387949200002
ACH-000108,0.0065017788778
ACH-000113,-0.14056920123
ACH-000115,-0.174446295528
ACH-000116,-0.0235901802553
ACH-000118,-0.050458550901100005
ACH-000120,-0.11991046512299999
ACH-000123,0.0306996615331
ACH-000127,-0.128531861241
ACH-000128,-0.266593220737
ACH-000132,-0.0591006673813
ACH-000133,-0.118476992852
ACH-000137,-0.109755793177
ACH-000138,-0.144214904935
ACH-000142,-0.073415813188
ACH-000143,-0.11580572375
ACH-000146,-0.08799296862939998
ACH-000148,-0.103750599124
ACH-000150,-0.217063217745
ACH-000152,-0.08217803472419999
ACH-000153,-0.274014052696
ACH-000159,-0.10209769254899999
ACH-000160,-0.15548119264000002
ACH-000163,-0.133412278362
ACH-000167,-0.164591483875
ACH-000168,-0.026663533782500002
ACH-000169,-0.119230915856
ACH-000178,0.010803968591100001
ACH-000182,-0.147583945389
ACH-000183,-0.134347413046
ACH-000188,-0.16328556141
ACH-000189,-0.0697999516005
ACH-000190,-0.195021066061
ACH-000198,-0.213615944113
ACH-000204,-0.041776745055
ACH-000206,-0.18991524769
ACH-000207,0.036083015968
ACH-000211,-0.0300238368274
ACH-000215,-0.153843839206
ACH-000221,-0.0989479221735
ACH-000222,-0.323433953586
ACH-000223,-0.135156551119
ACH-000226,-0.124402615405
ACH-000227,-0.145517937397
ACH-000228,-0.08701842580180001
ACH-000231,-0.116523628092
ACH-000232,-0.0907797013988
ACH-000233,-0.20712418877799998
ACH-000234,-0.446338894269
ACH-000235,-0.18709805487
ACH-000237,-0.0468888012404
ACH-000238,-0.144663910522
ACH-000243,-0.204139720214
ACH-000244,-0.034858469360000005
ACH-000246,-0.244866158792
ACH-000248,-0.11359352735099999
ACH-000250,-0.12368992458900001
ACH-000251,-0.10714612431199999
ACH-000253,-0.165180835923
ACH-000255,-0.201790818224
ACH-000256,-0.171960164289
ACH-000257,-0.0802817475421
ACH-000258,0.12414852655400001
ACH-000259,-0.138829745483
ACH-000260,-0.10365738956000001
ACH-000261,-0.23800198632
ACH-000262,-0.129682361579
ACH-000263,-0.554936121663
ACH-000264,-0.21129651765299998
ACH-000265,-0.052246001243500005
ACH-000266,-0.136025090682
ACH-000272,0.038308863531499995
ACH-000273,-0.10671436620100001
ACH-000274,-0.21817576193500002
ACH-000277,-0.184072701211
ACH-000278,-0.207289421237
ACH-000279,-0.189548735784
ACH-000280,-0.044561898311800005
ACH-000281,-0.136653846029
ACH-000288,-0.0796617525384
ACH-000291,-0.279980837377
ACH-000293,0.0606026026331
ACH-000294,-0.06164225762469999
ACH-000295,-0.265925585163
ACH-000296,-0.17800793923799998
ACH-000302,-0.129399484845
ACH-000304,-0.12040942308599999
ACH-000307,-0.111507951819
ACH-000308,-0.149137038929
ACH-000310,0.0308164163549
ACH-000311,-0.326284423753
ACH-000312,-0.113714454442
ACH-000315,0.0784872648903
ACH-000316,-0.0273654549672
ACH-000317,-0.19117497709000003
ACH-000318,-0.248574302784
ACH-000319,-0.358454215326
ACH-000320,-0.249461443628
ACH-000322,-0.28485498754599997
ACH-000323,-0.019985972230400002
ACH-000324,-0.0190147025807
ACH-000329,-0.275404720902
ACH-000330,0.0312001722799
ACH-000331,-0.167338240828
ACH-000332,-0.0911832033641
ACH-000334,-0.299636560694
ACH-000335,0.039709212645800004
ACH-000336,-0.125868244789
ACH-000337,-0.313748631454
ACH-000339,-0.0471688746081
ACH-000341,-0.136482979478
ACH-000348,-0.29955395629500003
ACH-000350,-0.0259540873378
ACH-000352,-0.17603111225200002
ACH-000356,0.020243632082499997
ACH-000361,-0.164022418534
ACH-000362,-0.21261253046300002
ACH-000363,-0.07642134435039999
ACH-000364,-0.22996281113699998
ACH-000365,-0.22207710437199998
ACH-000366,-0.0885429814196
ACH-000368,-0.0992246305514
ACH-000374,-0.27872245759500003
ACH-000375,-0.18488288323899998
ACH-000376,-0.138874849419
ACH-000381,0.0606071372418
ACH-000383,-0.132680490474
ACH-000387,-0.19119091758600001
ACH-000389,-0.15086746141899998
ACH-000390,-0.17807013484499998
ACH-000393,-0.130077876959
ACH-000395,-0.211047911535
ACH-000397,-0.171609215937
ACH-000401,0.00829400352676
ACH-000402,-0.189433037711
ACH-000403,-0.191771177881
ACH-000404,-0.236782137438
ACH-000406,-0.0489895585204
ACH-000407,-0.107879161787
ACH-000408,-0.0926594457631
ACH-000410,-0.107141542204
ACH-000411,-0.0653125769241
ACH-000414,-0.19843822612700002
ACH-000415,-0.050515705082800004
ACH-000416,-0.108439843717
