,RFTN1 (23180)
ACH-000004,0.0760767234071
ACH-000007,0.27490879591899997
ACH-000009,0.357840995758
ACH-000011,0.25132443542800004
ACH-000012,0.16834977699
ACH-000013,0.174973135482
ACH-000014,0.16120327994
ACH-000015,0.08857047008760001
ACH-000017,0.281818294699
ACH-000018,0.0272301846446
ACH-000019,0.30587915569699997
ACH-000021,0.209781402796
ACH-000022,0.0919746466268
ACH-000025,0.09359059224850001
ACH-000028,0.0749915997226
ACH-000030,0.196561563693
ACH-000035,0.118817530649
ACH-000036,0.40969424062
ACH-000037,0.0690304963204
ACH-000039,0.409336658532
ACH-000040,0.34498961315399995
ACH-000041,0.16342206705
ACH-000042,-0.0323466917983
ACH-000045,-0.0148430391896
ACH-000047,0.0417486543273
ACH-000052,0.133624199679
ACH-000053,0.186378657432
ACH-000054,0.00716068960914
ACH-000055,0.0942784039258
ACH-000060,0.155778010554
ACH-000067,0.199842093741
ACH-000070,0.07257849425019999
ACH-000075,0.312183922845
ACH-000078,0.21308781438299998
ACH-000082,0.261744380552
ACH-000085,0.12320888961899999
ACH-000086,0.09467336812989999
ACH-000087,0.10333638358200001
ACH-000092,0.0420981010279
ACH-000095,0.062469742242099995
ACH-000097,0.136772209606
ACH-000098,0.318570739494
ACH-000099,0.23253065591699998
ACH-000108,-0.0545161400046
ACH-000113,0.08444492046739999
ACH-000115,0.19710426575399997
ACH-000116,0.18407132729800002
ACH-000118,0.26042574115899997
ACH-000120,0.239319705957
ACH-000123,0.264872106496
ACH-000127,0.254550171714
ACH-000128,0.293972902896
ACH-000132,0.243197621667
ACH-000133,0.32705712605799997
ACH-000137,0.31466751467799997
ACH-000138,0.050530383471
ACH-000142,0.127539650426
ACH-000143,0.154471488492
ACH-000146,0.24762283745799998
ACH-000148,0.150224002829
ACH-000150,0.09503141101880001
ACH-000152,0.20483577868500003
ACH-000153,0.17748614275
ACH-000159,0.150501614204
ACH-000160,0.042668702877
ACH-000163,0.0708888777942
ACH-000167,0.0553318405838
ACH-000168,0.12029388577299999
ACH-000169,0.23971453451900002
ACH-000178,0.16016596010099998
ACH-000182,0.158435567911
ACH-000183,0.0583622571697
ACH-000188,0.109883591027
ACH-000189,-0.0651720387834
ACH-000190,0.175034238447
ACH-000198,0.0480811714697
ACH-000204,0.23730624142499998
ACH-000206,0.08315955271850001
ACH-000207,-0.027683266341400004
ACH-000211,0.134313718762
ACH-000215,0.288474424252
ACH-000221,0.0679732408933
ACH-000222,0.144047121589
ACH-000223,0.151576179134
ACH-000226,0.319995509153
ACH-000227,0.307535261888
ACH-000228,0.12486800334899999
ACH-000231,0.15566020398299998
ACH-000232,0.148808625508
ACH-000233,0.199854039261
ACH-000234,0.060498098275199995
ACH-000235,0.0372135387737
ACH-000237,0.171578098366
ACH-000238,0.139192759612
ACH-000243,0.15838064769500002
ACH-000244,0.271021902462
ACH-000246,0.198317407622
ACH-000248,-0.042890825918500006
ACH-000250,0.140932004816
ACH-000251,-0.022489685598200002
ACH-000253,0.219527439228
ACH-000255,0.15748617562699999
ACH-000256,0.141143464696
ACH-000257,0.385529476013
ACH-000258,0.127299707879
ACH-000259,0.0029231086666
ACH-000260,0.225082848992
ACH-000261,0.355585274001
ACH-000262,0.105898152247
ACH-000263,0.189180017617
ACH-000264,0.0938548437517
ACH-000265,0.0584688228862
ACH-000266,0.119348544738
ACH-000272,0.186143631202
ACH-000273,0.238575358704
ACH-000274,0.10688545245400001
ACH-000277,0.212339742398
ACH-000278,0.279177316468
ACH-000279,0.159146536534
ACH-000280,-0.0380335869207
ACH-000281,0.054561841785399995
ACH-000288,0.190821745034
ACH-000291,0.145183279936
ACH-000293,0.202985134708
ACH-000294,0.0315931118612
ACH-000295,0.180524528499
ACH-000296,0.31266902632800003
ACH-000302,0.19258652711100002
ACH-000304,0.18290148425099997
ACH-000307,0.10588887804099999
ACH-000308,0.206824779548
ACH-000310,0.26433110420899997
ACH-000311,0.00343219950154
ACH-000312,0.171612141567
ACH-000315,0.216090150341
ACH-000316,0.0401195563641
ACH-000317,0.07996821510430001
ACH-000318,0.153826119166
ACH-000319,0.148483192746
ACH-000320,-0.0021453380291099997
ACH-000322,0.263377826154
ACH-000323,0.0037880789694899994
ACH-000324,0.22229022490800002
ACH-000329,0.15702275258099999
ACH-000330,0.192253839813
