,TIMM17A (10440)
ACH-000004,-0.256608638432
ACH-000007,-0.223851861145
ACH-000009,-0.210058158109
ACH-000011,0.010715879955
ACH-000012,-0.509237804878
ACH-000013,-1.33328975571
ACH-000014,-0.368285390196
ACH-000015,-0.239817370918
ACH-000017,-0.365227298544
ACH-000018,-0.49917980621799996
ACH-000019,-0.160664151597
ACH-000021,-0.38555638028000006
ACH-000022,-0.482941617848
ACH-000025,-0.889391222405
ACH-000028,-0.324540894118
ACH-000030,-0.5713924963170001
ACH-000035,-0.324796638545
ACH-000036,-0.43651446180299996
ACH-000037,-0.107901171538
ACH-000039,-0.372864142689
ACH-000040,-0.466916809318
ACH-000041,-0.313147259166
ACH-000042,-0.36287315795
ACH-000045,-0.43304271248099996
ACH-000047,-0.131624889598
ACH-000052,-0.35156832810500005
ACH-000053,-0.292859022964
ACH-000054,-0.630350454079
ACH-000055,-0.335022012131
ACH-000060,-0.143393517738
ACH-000067,-0.399787775533
ACH-000070,-0.437243263464
ACH-000075,-0.340539616386
ACH-000078,-0.1954744539
ACH-000082,-0.147156088169
ACH-000085,-0.37308980957500004
ACH-000086,-0.55061812777
ACH-000087,-0.368680941463
ACH-000092,-0.36369760046300004
ACH-000095,-0.252982497262
ACH-000097,-0.214833591614
ACH-000098,-0.260031613728
ACH-000099,-0.164350615352
ACH-000108,-0.222158383215
ACH-000113,-0.75168364092
ACH-000115,-0.31494789688700003
ACH-000116,-0.440414345004
ACH-000118,-0.130313596965
ACH-000120,-0.218014646279
ACH-000123,-0.19718733752999998
ACH-000127,-0.0672505088071
ACH-000128,-0.596519087644
ACH-000132,-0.394017630213
ACH-000133,-0.46470855218999996
ACH-000137,-0.122907806461
ACH-000138,-0.588170778515
ACH-000142,-0.633492275579
ACH-000143,-0.379627168143
ACH-000146,-0.276251965241
ACH-000148,-0.801441149355
ACH-000150,-0.077066631779
ACH-000152,-0.249625190226
ACH-000153,-0.572312526393
ACH-000159,-0.313994816774
ACH-000160,-0.6992550549709999
ACH-000163,-1.1841515592
ACH-000167,-0.847800887651
ACH-000168,-0.0494576496004
ACH-000169,-0.41035777275799995
ACH-000178,-0.258111835535
ACH-000182,-0.167354745729
ACH-000183,-0.182115807823
ACH-000188,-1.22048479694
ACH-000189,-0.155726819836
ACH-000190,-0.470263554821
ACH-000198,-0.143059555603
ACH-000204,-0.542510839807
ACH-000206,-0.259451497444
ACH-000207,-0.71836445367
ACH-000211,-0.263902579616
ACH-000215,-0.189703619334
ACH-000221,-1.12179792643
ACH-000222,-0.337791067982
ACH-000223,-0.618500911926
ACH-000226,-0.300416633733
ACH-000227,-0.48827676715499996
ACH-000228,-0.352352520276
ACH-000231,-0.124088206709
ACH-000232,-0.58547098625
ACH-000233,-0.468116606815
ACH-000234,-0.304094582332
ACH-000235,-0.287171999068
ACH-000237,0.022065503136
ACH-000238,-0.42353091317
ACH-000243,-0.309109760342
ACH-000244,-0.199079402709
ACH-000246,-0.11353874866800001
ACH-000248,-0.41310253337200004
ACH-000250,-0.22357894492199998
ACH-000251,-0.350454665324
ACH-000253,-0.21380666411200003
ACH-000255,-0.974252903397
ACH-000256,-0.05995041242119999
ACH-000257,-0.423521885282
ACH-000258,-0.610904518674
ACH-000259,-0.29155981046
ACH-000260,-0.156000289759
ACH-000261,-0.19613436261
ACH-000262,-0.247547442597
ACH-000263,-0.204304437789
ACH-000264,-0.395279758165
ACH-000265,-0.20777624675700002
ACH-000266,-0.318871554921
ACH-000272,-0.377918823573
ACH-000273,-0.298169584769
ACH-000274,-0.37136019434699996
ACH-000277,-0.110828127763
ACH-000278,0.0797158278147
ACH-000279,-0.295923708209
ACH-000280,-0.348334059657
ACH-000281,-0.504957180474
ACH-000288,-0.308685971158
ACH-000291,-0.212344767895
ACH-000293,-0.357840770998
ACH-000294,-0.659069251464
ACH-000295,-0.582842090344
ACH-000296,0.0791884349533
ACH-000302,-0.331657603317
ACH-000304,-0.17519653669100002
ACH-000307,-0.312697765972
ACH-000308,-0.403817959801
ACH-000310,-0.43032465601099995
ACH-000311,-0.426818402318
ACH-000312,-0.268152189741
ACH-000315,-0.199389463973
ACH-000316,-0.386312411003
ACH-000317,-0.779496316504
ACH-000318,-0.638030358077
ACH-000319,-0.14301655953700002
ACH-000320,-0.615859155192
ACH-000322,-0.37202564298100005
ACH-000323,-1.25905946066
ACH-000324,-0.304346028486
ACH-000329,-0.301389214485
ACH-000330,-0.404831270867
ACH-000331,-0.515466575221
ACH-000332,-0.278704689215
ACH-000334,-0.316455727438
ACH-000335,-1.01383738518
ACH-000336,-0.657643800305
ACH-000337,-0.446720050004
ACH-000339,-0.195858394696
ACH-000341,-0.32585537217599997
ACH-000348,-0.22855794319000003
ACH-000350,-0.518651008359
ACH-000352,-0.04342633367740001
ACH-000356,-0.45502524192599997
ACH-000361,-0.470833371254
ACH-000362,-0.46105259767800005
ACH-000363,-0.15495180249
ACH-000364,-0.380109973222
ACH-000365,-0.542362407671
ACH-000366,-0.218475372082
ACH-000368,-0.033153111923500005
ACH-000374,-1.3213746723200002
ACH-000375,0.153473284637
ACH-000376,-0.31254421286600004
ACH-000381,-0.258132177754
ACH-000383,-0.222097619163
ACH-000387,-0.819406952242
ACH-000389,-0.349156734894
ACH-000390,-1.38686082736
ACH-000393,-0.3067890558
ACH-000395,-0.413375396201
ACH-000397,-0.175306513579
ACH-000401,-0.395983790483
ACH-000402,-0.175814220427
ACH-000403,-0.464783435536
ACH-000404,-0.95937783904
ACH-000406,-0.242945596465
ACH-000407,-0.230562008409
ACH-000408,-0.8088486687469999
ACH-000410,-0.291418354865
ACH-000411,-0.230624385321
ACH-000414,-0.352411839106
ACH-000415,-1.07191735699
ACH-000416,-0.160847234668
ACH-000420,-0.161792521906
ACH-000421,-0.399217576023
ACH-000424,-0.64867065485
ACH-000425,-0.43324422972099996
ACH-000426,-0.162436808677
ACH-000427,-0.37738075023100004
ACH-000433,-0.507001451322
ACH-000436,-0.192545465278
ACH-000444,-1.0811006691
ACH-000445,-0.149540343204
ACH-000448,-0.470084914565
ACH-000450,-0.812311177268
ACH-000452,-0.963150031278
ACH-000454,-1.19873161489
ACH-000458,-0.118981963618
ACH-000459,-0.422694819755
ACH-000460,-0.289856067514
ACH-000461,-0.665095935982
ACH-000463,-0.32675981801
ACH-000464,-0.433233131814
ACH-000466,-0.09381253863280001
ACH-000467,-0.261801071991
ACH-000468,-0.32855954773400003
ACH-000469,-0.177259055143
ACH-000470,-0.213713651981
ACH-000471,-0.294580040222
ACH-000472,-0.329339818649
ACH-000473,-0.24707638001499999
ACH-000475,-0.252840553838
ACH-000476,-0.334299302629
ACH-000477,-0.41012378274800004
ACH-000480,-0.28827029568100004
ACH-000481,-0.255180183701
ACH-000483,-0.246451385955
ACH-000484,-0.5876260435239999
ACH-000485,-0.275374138743
ACH-000486,-0.817360931286
ACH-000487,-0.36918517418499996
ACH-000488,-1.29067208251
ACH-000490,-1.08793740145
ACH-000491,-0.439096318395
ACH-000495,0.192369094438
ACH-000496,-0.593295828391
ACH-000499,-0.469244472801
ACH-000500,-0.963765068015
ACH-000502,-0.517127360548
ACH-000503,-0.849592166388
ACH-000505,-0.22914970744899998
ACH-000507,-0.491625877146
ACH-000510,-0.464382898534
ACH-000511,-0.17503834987199998
ACH-000512,-0.521258143019
ACH-000516,-0.11614615590199999
ACH-000517,-0.292962032584
ACH-000518,-0.572133314367
ACH-000520,-0.411113389203
ACH-000521,-0.380713090982
ACH-000522,-0.8777627934460001
ACH-000524,-0.20357707245999998
ACH-000527,-0.315330224579
ACH-000528,-0.205568817746
ACH-000537,-0.103568188267
ACH-000541,-0.351395075115
ACH-000542,-1.00884747093
ACH-000544,-0.990445922701
ACH-000545,-0.473141825946
ACH-000547,-0.668998380553
ACH-000548,-0.300551550055
ACH-000549,-0.3221367974
ACH-000550,-0.31347206302499997
ACH-000552,-0.18640184548
ACH-000556,-0.325729300638
ACH-000557,-0.146864186077
ACH-000570,-0.157200768948
ACH-000571,-0.307375106542
ACH-000573,-0.12399573492
ACH-000576,-0.236146822069
ACH-000580,-0.26117554143599997
ACH-000584,-0.325147531866
ACH-000585,-0.413660197008
ACH-000588,-0.40616031696500005
ACH-000589,-0.23558003188499999
ACH-000591,0.172621336661
ACH-000593,-0.410598767601
ACH-000600,-0.334419079213
ACH-000601,-0.44998355004699997
ACH-000604,-0.515881823571
ACH-000605,-0.987379758841
ACH-000606,-0.986538217315
ACH-000608,-0.241403431607
ACH-000614,-0.586766808667
ACH-000616,-0.449561649702
ACH-000618,-0.532676277299
ACH-000619,-0.856489188351
ACH-000620,-0.146689738659
ACH-000621,-0.185489190274
ACH-000622,-0.414650872143
ACH-000623,-0.163478252775
ACH-000624,-0.7687535379189999
ACH-000627,-0.286877902879
ACH-000630,-0.364742964586
ACH-000632,-0.328032968702
ACH-000633,-0.43818935826300004
ACH-000637,-0.48237643772
ACH-000638,-0.31871858743000003
ACH-000646,-0.17898550270799998
ACH-000647,-0.485343561544
ACH-000648,-0.9044002451690001
ACH-000649,-0.142073673544
ACH-000651,-0.32213323945300004
ACH-000652,-0.0900739216712
ACH-000653,-0.461955542204
ACH-000657,-0.431379583613
ACH-000658,-0.445037079675
ACH-000661,-0.466310034938
ACH-000662,-1.03790931797
ACH-000663,-0.368208933771
ACH-000665,-0.314345532788
ACH-000671,-0.33949119679300005
ACH-000673,-0.709770027381
ACH-000676,-0.737858608749
ACH-000677,-0.112464495278
ACH-000681,-0.54220700172
ACH-000682,-0.549490446707
ACH-000683,-0.6845940944519999
ACH-000684,-0.223514004951
ACH-000688,-0.396519364107
ACH-000693,-1.2504066539299998
ACH-000694,-0.758117898639
ACH-000695,-0.275457094104
ACH-000696,-0.315726489939
ACH-000697,-0.07606361248389999
ACH-000699,-0.293086677869
ACH-000701,-0.713480322811
ACH-000706,-0.265868794162
ACH-000711,-0.238532748661
ACH-000713,-0.346733339626
