,ZPLD1 (131368)
ACH-000004,0.185413465919
ACH-000007,0.09032523406199999
ACH-000009,-0.101824920769
ACH-000011,0.112243438113
ACH-000012,0.0848136063219
ACH-000013,0.15288825834
ACH-000014,-0.248250712846
ACH-000015,0.0511330770089
ACH-000017,-0.11055433252
ACH-000018,0.00493948086283
ACH-000019,0.0365001871221
ACH-000021,-0.029921510718400005
ACH-000022,0.0698692641192
ACH-000025,0.07281189390619999
ACH-000028,-0.0359535545244
ACH-000030,0.0119419086684
ACH-000035,-0.11146361530400001
ACH-000036,0.019317336494900004
ACH-000037,0.255448530241
ACH-000039,-0.0202409607427
ACH-000040,-0.05245049133619999
ACH-000041,-0.0732380671099
ACH-000042,0.1065198239
ACH-000045,0.07910931854600001
ACH-000047,0.15286422676
ACH-000052,-0.123874185821
ACH-000053,0.07485889827560001
ACH-000054,0.0390456579701
ACH-000055,-0.0009321965160589998
ACH-000060,-0.13010517019099999
ACH-000067,0.137289406453
ACH-000070,0.0269416599278
ACH-000075,0.27498540383000003
ACH-000078,-0.000952887054261
ACH-000082,0.11820211988299999
ACH-000085,0.162043734249
ACH-000086,0.0791204783468
ACH-000087,-0.08843843769439999
ACH-000092,0.057499264824900004
ACH-000095,0.0674791702845
ACH-000097,-0.023779752186599997
ACH-000098,0.0956557782326
ACH-000099,0.010327436737899999
ACH-000108,-0.075273315567
ACH-000113,0.026533016913099998
ACH-000115,-0.057349430189999995
ACH-000116,0.0916542119253
ACH-000118,-0.108768121497
ACH-000120,0.0698431653129
ACH-000123,0.023645908742800002
ACH-000127,0.0528929809734
ACH-000128,-0.0519662072255
ACH-000132,-0.0781852314278
ACH-000133,0.184946668019
ACH-000137,0.108733196391
ACH-000138,-0.068416023426
ACH-000142,0.119304616409
ACH-000143,0.0276888909034
ACH-000146,0.046181104176
ACH-000148,0.164455474105
ACH-000150,0.0874046283284
ACH-000152,0.061681370117800005
ACH-000153,0.09221744185389999
ACH-000159,0.060388580054199996
ACH-000160,-0.0542915521471
ACH-000163,3.9164517251e-05
ACH-000167,-0.107475695791
ACH-000168,0.18222249199700002
ACH-000169,0.10781609244899999
ACH-000178,0.075713821368
ACH-000182,0.035204733421199993
ACH-000183,0.051015004875600005
ACH-000188,0.084569172643
ACH-000189,0.0855407381967
ACH-000190,0.115042482616
ACH-000198,0.109765240818
ACH-000204,0.09248139329989999
ACH-000206,0.06906741755960001
ACH-000207,0.0370181729746
ACH-000211,-0.0425769125729
ACH-000215,0.04916793615540001
ACH-000221,0.0153470481344
ACH-000222,-0.0340259547537
ACH-000223,0.024125776642299996
ACH-000226,-0.134825499701
ACH-000227,0.0725745549831
ACH-000228,0.049053182648300005
ACH-000231,0.08818558301760002
ACH-000232,0.028672001107299998
ACH-000233,-0.036264244228500005
ACH-000234,0.17825510780499998
ACH-000235,0.0626192214026
ACH-000237,0.0419005870932
ACH-000238,-0.016250207362
ACH-000243,0.0423827367289
ACH-000244,-0.176621181685
ACH-000246,0.101884176743
ACH-000248,0.00211435848442
ACH-000250,0.0257491422626
ACH-000251,-0.25838898884100003
ACH-000253,0.109296448781
ACH-000255,0.22635985353
ACH-000256,0.0562930012087
ACH-000257,-0.138777294524
ACH-000258,0.07816656066660001
ACH-000259,0.0509215018547
ACH-000260,-0.021050636224599996
ACH-000261,-0.041167233811
ACH-000262,-0.106827356327
ACH-000263,0.280805666046
ACH-000264,0.0515834190051
ACH-000265,-0.0757563071485
ACH-000266,0.0474339769384
ACH-000272,-0.21425582112999997
ACH-000273,0.0323791408828
ACH-000274,0.12870917861700001
ACH-000277,0.162971043684
ACH-000278,0.117926199273
ACH-000279,0.05209447978659999
ACH-000280,-0.0799366619178
ACH-000281,-0.0135188499324
ACH-000288,0.090719046304
ACH-000291,0.034906704010400004
ACH-000293,-0.0807801009952
ACH-000294,0.122367649683
ACH-000295,0.149652953306
ACH-000296,-0.09508875117039998
ACH-000302,-0.159145977616
