,BSND (7809)
ACH-000004,-0.259975028999
ACH-000007,-0.12278828109500001
ACH-000009,-0.26228715940999997
ACH-000011,-0.09013643421560001
ACH-000012,-0.250830295002
ACH-000013,-0.298895678777
ACH-000014,-0.12154659431399999
ACH-000015,-0.287011369008
ACH-000017,-0.19706573100400002
ACH-000018,0.0185306599579
ACH-000019,-0.3043099912
ACH-000021,-0.152488114916
ACH-000022,-0.175339106703
ACH-000025,-0.150638910709
ACH-000028,-0.238924254409
ACH-000030,-0.25499486537599997
ACH-000035,-0.323265603174
ACH-000036,-0.151689067892
ACH-000037,-0.051714561777800004
ACH-000039,-0.30974938786
ACH-000040,-0.0762940275108
ACH-000041,-0.164715716926
ACH-000042,-0.202191410531
ACH-000045,-0.150405034155
ACH-000047,-0.19673130024399998
ACH-000052,-0.281585136483
ACH-000053,-0.23095620465599997
ACH-000054,-0.306591850772
ACH-000055,-0.17334176039700003
ACH-000060,-0.273065525323
ACH-000067,-0.117512146847
ACH-000070,-0.0561896444525
ACH-000075,-0.0688096685856
ACH-000078,-0.307836690724
ACH-000082,-0.0551026990149
ACH-000085,-0.270142798708
ACH-000086,-0.21273789789099998
ACH-000087,-0.17462177224800002
ACH-000092,-0.42832119946999997
ACH-000095,-0.101940649936
ACH-000097,-0.005304596219239999
ACH-000098,-0.220030857154
ACH-000099,-0.170547178657
ACH-000108,-0.375029644211
ACH-000113,-0.141806597995
ACH-000115,-0.246836461645
ACH-000116,-0.16902365491000002
ACH-000118,-0.33915840761699995
ACH-000120,-0.07923632752910001
ACH-000123,-0.199686992955
ACH-000127,-0.209405370614
ACH-000128,-0.20745626909499998
ACH-000132,-0.22669268521299998
ACH-000133,-0.332371009947
ACH-000137,-0.216599844487
ACH-000138,-0.117261232477
ACH-000142,-0.441439259401
ACH-000143,-0.22388500435199998
ACH-000146,-0.203251267399
ACH-000148,-0.0921064350409
ACH-000150,-0.41347380635799996
ACH-000152,-0.224807946338
ACH-000153,-0.07972155984450001
ACH-000159,-0.153356076013
ACH-000160,-0.16409737401399999
ACH-000163,0.00620304003234
ACH-000167,-0.157939376601
ACH-000168,-0.140713234464
ACH-000169,0.0283084075548
ACH-000178,-0.16354437794399998
ACH-000182,-0.021818197261200004
ACH-000183,-0.140565035751
ACH-000188,-0.214203084643
ACH-000189,0.017453385550799998
ACH-000190,0.102929140186
ACH-000198,-0.204123027493
ACH-000204,-0.0450803017093
ACH-000206,-0.0600874673458
ACH-000207,-0.176018983035
ACH-000211,-0.0040211347249
ACH-000215,-0.316389758653
ACH-000221,-0.0504285918332
ACH-000222,-0.15827680796399998
ACH-000223,-0.0368963783519
ACH-000226,-0.20037766939399998
ACH-000227,0.12385325972899999
ACH-000228,-0.189162834614
ACH-000231,-0.224381570092
ACH-000232,-0.111892371996
ACH-000233,-0.0592465451123
ACH-000234,-0.06157404254940001
ACH-000235,-0.146966320648
ACH-000237,-0.316236629373
ACH-000238,-0.299853922445
ACH-000243,-0.133135229924
ACH-000244,0.00536242045497
ACH-000246,-0.162727752639
ACH-000248,-0.323036234648
ACH-000250,-0.0933082188581
ACH-000251,-0.459828826676
ACH-000253,-0.209312446749
ACH-000255,-0.393257305814
ACH-000256,-0.263873980952
ACH-000257,0.168550447082
ACH-000258,-0.27205925516199997
ACH-000259,-0.18564586286499998
ACH-000260,-0.205559270909
ACH-000261,-0.06706558089049999
ACH-000262,-0.24587389432300003
ACH-000263,-0.290086263042
ACH-000264,-0.141396769978
ACH-000265,-0.152085312487
ACH-000266,-0.12370160420399999
ACH-000272,-0.248232571544
ACH-000273,-0.104555275897
ACH-000274,-0.363442494912
ACH-000277,-0.186396993356
ACH-000278,-0.21071905634399998
ACH-000279,-0.204004324507
ACH-000280,-0.246344256761
ACH-000281,0.0904187941028
ACH-000288,-0.160547365473
ACH-000291,-0.152136906928
ACH-000293,-0.134921205346
ACH-000294,0.07195159297949999
ACH-000295,-0.209846677061
ACH-000296,-0.339461430353
ACH-000302,-0.09990484195180001
ACH-000304,-0.17612445393599999
ACH-000307,-0.23913483095199997
ACH-000308,-0.11458541238600001
ACH-000310,-0.383556122968
ACH-000311,-0.414434622918
ACH-000312,-0.38130751357000003
ACH-000315,-0.08550533927899999
ACH-000316,-0.179033130037
ACH-000317,-0.05187822308119999
ACH-000318,-0.176447224412
ACH-000319,-0.17851623974599998
ACH-000320,-0.19649224276000002
ACH-000322,-0.300688624624
ACH-000323,-0.516443073696
ACH-000324,-0.21271458443500002
ACH-000329,-0.0483849821184
ACH-000330,-0.074545405298
ACH-000331,-0.331501091101
ACH-000332,-0.119811136818
ACH-000334,-0.205471552144
ACH-000335,-0.30019053926399997
ACH-000336,0.189336088964
ACH-000337,0.07287496527239999
ACH-000339,-0.10348238065099999
ACH-000341,-0.305514714894
ACH-000348,-0.112923947982
ACH-000350,-0.00411175531594
ACH-000352,-0.08657498479710002
ACH-000356,-0.19334139269499998
ACH-000361,-0.0645388026127
ACH-000362,-0.163038459607
ACH-000363,-0.0390783809552
ACH-000364,-0.328987606177
ACH-000365,-0.0858299995304
ACH-000366,-0.164198359085
ACH-000368,-0.291616573378
ACH-000374,-0.103358595676
ACH-000375,-0.310838193857
ACH-000376,-0.23832072171799998
ACH-000381,-0.33558977620700003
ACH-000383,-0.197724856639
ACH-000387,-0.293948987062
ACH-000389,-0.17301199905900003
ACH-000390,-0.118108571337
ACH-000393,-0.0291249673148
ACH-000395,-0.09319741887880001
ACH-000397,-0.04972760833869999
ACH-000401,-0.061190547132
ACH-000402,-0.135803403825
ACH-000403,-0.075828581162
ACH-000404,-0.191285851182
ACH-000406,-0.166097779463
ACH-000407,-0.0717175856293
ACH-000408,-0.039665751785199994
ACH-000410,-0.3847488871
ACH-000411,-0.157009008671
ACH-000414,-0.127632693355
ACH-000415,-0.236968503147
ACH-000416,-0.11797748425000001
ACH-000420,0.0355127326455
ACH-000421,-0.0597497195119
ACH-000424,-0.126700673414
ACH-000425,-0.140286722818
ACH-000426,-0.18206645301
ACH-000427,-0.009610581221649999
ACH-000433,-0.170201234542
ACH-000436,-0.117850772696
ACH-000444,-0.29522580077300004
ACH-000445,-0.0644160650626
ACH-000448,-0.0558476493432
ACH-000450,-0.166984320928
ACH-000452,0.0312669013762
ACH-000454,-0.28663743485
ACH-000458,-0.40478602209
ACH-000459,-0.405206054424
ACH-000460,-0.131398154609
ACH-000461,-0.2827546684
ACH-000463,-0.0344660840484
ACH-000464,-0.23247535359700003
ACH-000466,-0.036127821954199994
ACH-000467,-0.19643573435699999
ACH-000468,-0.09809394434730001
ACH-000469,-0.11341282763499999
ACH-000470,-0.0886137307986
ACH-000471,-0.121391162163
ACH-000472,-0.10032317983200001
ACH-000473,-0.20071483481400001
ACH-000475,-0.27003625475299997
ACH-000476,-0.270199481877
ACH-000477,-0.44743809581200006
ACH-000480,-0.21629797065200002
ACH-000481,-0.032272742965599996
ACH-000483,-0.275370081977
ACH-000484,-0.32658675808800003
ACH-000485,-0.20546056050099998
ACH-000486,-0.12187121201199999
