,ISG20L2 (81875)
ACH-000159,-0.87444084138
ACH-000160,-0.660921656553
ACH-000163,-0.596296679429
ACH-000167,-1.0165659087899999
ACH-000168,-0.9789270280069999
ACH-000169,-0.603549899524
ACH-000178,-0.47636290574900003
ACH-000182,-0.6472587486720001
ACH-000183,-0.49870288708300003
ACH-000188,-0.45647747636200003
ACH-000189,-1.0274458417299999
ACH-000190,-1.04022542685
ACH-000198,-0.6528616315510001
ACH-000204,-0.662017925667
ACH-000206,-0.918839882578
ACH-000207,-0.501469778065
ACH-000211,-0.5814678049800001
ACH-000215,-0.7215567446080001
ACH-000221,-0.8874976932809999
ACH-000222,-0.680466300779
ACH-000223,-0.547961537195
ACH-000226,-0.6883263485529999
ACH-000227,-0.564183909272
ACH-000228,-0.759581459401
ACH-000231,-0.455354541853
ACH-000232,-0.483544899179
ACH-000233,-0.395296456008
ACH-000234,-0.681542693325
ACH-000235,-0.664622653586
ACH-000237,-0.8262605287829999
ACH-000238,-0.556521463514
ACH-000243,-0.724441129267
ACH-000244,-0.6627281538650001
ACH-000246,-0.657201351742
ACH-000248,-0.68515733529
ACH-000250,-0.563563287598
ACH-000251,-0.576284188708
ACH-000253,-0.6566949391420001
ACH-000255,-0.661855391055
ACH-000256,-0.6760801282719999
ACH-000257,-0.6144385587110001
ACH-000258,-0.6217723386490001
ACH-000259,-0.5393167961600001
ACH-000260,-0.45445049360100004
ACH-000261,-0.574121955696
ACH-000262,-0.563167450664
ACH-000263,-0.714630335312
ACH-000264,-0.786895850097
ACH-000265,-0.620437368569
ACH-000266,-0.76541061218
ACH-000272,-0.605963143961
ACH-000273,-0.543574505131
ACH-000274,-0.503442581354
ACH-000277,-0.704607171574
ACH-000278,-0.853931141708
ACH-000279,-0.40744673881
ACH-000280,-0.650617212738
ACH-000281,-0.473243402031
ACH-000288,-0.67866300493
ACH-000291,-0.725756533857
ACH-000293,-0.461257185419
ACH-000294,-0.808059423225
ACH-000295,-0.548656076508
ACH-000296,-0.540331481491
ACH-000302,-0.554748371685
ACH-000304,-0.8598165812549999
ACH-000307,-0.882267853581
ACH-000308,-0.592221979003
ACH-000310,-0.47961566734399996
ACH-000311,-0.761719459063
ACH-000312,-0.653228735511
ACH-000315,-0.8275720689560001
ACH-000316,-0.627379896445
ACH-000317,-0.6736945931280001
ACH-000318,-0.766072377923
ACH-000319,-0.520861828961
ACH-000320,-0.761340504191
ACH-000322,-0.818174497722
ACH-000323,-0.703837766001
ACH-000324,-0.6727276273370001
ACH-000329,-0.699937903576
ACH-000330,-0.40956174149999997
ACH-000331,-0.685161362563
ACH-000332,-0.7410607854019999
ACH-000334,-0.816083355625
ACH-000335,-0.714315398696
ACH-000336,-0.755697934411
ACH-000337,-0.6968324970149999
ACH-000339,-0.545152434498
ACH-000341,-0.844062626645
ACH-000348,-0.571986812435
ACH-000350,-0.555117221863
ACH-000352,-0.6252502944839999
ACH-000356,-0.62830675918
ACH-000361,-0.308484940381
ACH-000362,-0.6962758628919999
ACH-000363,-0.725894702509
ACH-000364,-0.725579167885
ACH-000365,-0.6650787230830001
ACH-000366,-0.487418258303
ACH-000368,-0.816121821957
ACH-000374,-0.521589843724
ACH-000375,-0.924307148355
ACH-000376,-0.719954212333
ACH-000381,-0.8365159573090001
ACH-000383,-0.566292316477
ACH-000387,-0.8192789764020001
ACH-000389,-0.654961820061
ACH-000390,-0.420121353457
ACH-000393,-0.575065969653
ACH-000395,-0.482233387963
ACH-000397,-0.720589730168
ACH-000401,-0.671523335159
ACH-000402,-0.672393551837
ACH-000403,-0.658067077011
ACH-000404,-0.884868651542
ACH-000406,-0.540891034052
ACH-000407,-0.542360140476
ACH-000408,-0.290940901991
ACH-000410,-0.719660310802
ACH-000411,-0.743176803938
ACH-000414,-0.6697788300940001
ACH-000415,-0.465664514521
ACH-000416,-0.6380339143020001
ACH-000420,-0.5459900328930001
ACH-000421,-0.746838579141
ACH-000424,-0.437202843869
ACH-000425,-0.9354567046080001
ACH-000426,-1.20463097593
ACH-000427,-0.558817355752
ACH-000433,-0.31705965179699996
ACH-000436,-0.7472216898999999
ACH-000444,-0.659743844053
ACH-000445,-0.609691232547
ACH-000448,-0.6708816678399999
ACH-000450,-0.608314429096
ACH-000452,-0.46959778056999996
ACH-000454,-0.740851864211
ACH-000458,-0.861268410054
ACH-000459,-0.7463733178730001
ACH-000460,-0.574385202804
ACH-000461,-0.7155157571709999
ACH-000463,-0.857462123439
ACH-000464,-0.523387648928
ACH-000466,-0.5986591052579999
ACH-000467,-0.578656432082
ACH-000468,-0.44253207226499996
ACH-000469,-0.623494492711
ACH-000470,-0.819360313821
ACH-000471,-0.427873325092
ACH-000472,-0.465770241334
ACH-000473,-0.7413378534980001
ACH-000475,-0.6730340695020001
ACH-000476,-0.395513256664
ACH-000477,-1.0608972086200001
ACH-000480,-0.713666262625
ACH-000481,-0.767226041843
ACH-000483,-0.625312995289
ACH-000484,-0.88994231317
ACH-000485,-0.797464800175
ACH-000486,-0.7705683338760001
ACH-000487,-0.412837796756
ACH-000488,-0.555436163008
ACH-000490,-0.662075566625
ACH-000491,-0.63207300145
ACH-000495,-0.55307493353
ACH-000496,-0.642233457944
ACH-000499,-0.776231634416
ACH-000500,-0.23621923763500002
ACH-000502,-0.5898327075550001
ACH-000503,-0.411207733684
ACH-000505,-0.8585496707860001
ACH-000507,-0.531177284644
ACH-000510,-0.7127766429919999
ACH-000511,-0.744427204145
ACH-000512,-0.7442498049770001
ACH-000516,-0.43238894721500004
ACH-000517,-0.690699599684
ACH-000518,-0.42669847351999995
ACH-000520,-0.507890635983
ACH-000521,-0.694979057485
ACH-000522,-0.750729231172
ACH-000524,-0.758519632973
ACH-000527,-0.6997263078399999
ACH-000528,-0.659300808046
ACH-000537,-0.250217947587
ACH-000541,-0.390844119316
ACH-000542,-0.628767757933
ACH-000544,-0.550342497588
ACH-000545,-0.664893012353
ACH-000547,-0.635609289099
ACH-000548,-0.7449551324179999
ACH-000549,-0.6611986806050001
ACH-000550,-0.6035678131960001
ACH-000552,-0.817743655995
ACH-000556,-0.578320988352
ACH-000557,-0.332568552857
ACH-000570,-0.386308370279
ACH-000571,-0.677940337245
ACH-000573,-0.696290179456
ACH-000576,-0.499834245964
ACH-000580,-0.954977019512
ACH-000584,-0.7825763200579999
ACH-000585,-0.637868041461
ACH-000588,-0.5821559477480001
ACH-000589,-0.758131811963
ACH-000591,-0.558385989002
ACH-000593,-0.587991425497
ACH-000600,-0.579149740908
ACH-000601,-0.540420641911
ACH-000604,-0.606663115181
ACH-000605,-0.462449535519
ACH-000606,-0.638607068403
ACH-000608,-0.806550292428
ACH-000614,-0.7605490972579999
ACH-000616,-0.710497368658
ACH-000618,-0.730375994612
ACH-000619,-0.479445567416
ACH-000620,-0.659402102661
ACH-000621,-0.678128430819
ACH-000622,-0.7073463062109999
ACH-000623,-0.668668869302
ACH-000624,-0.772574457979
ACH-000627,-0.888510167616
ACH-000630,-0.59748520585
ACH-000632,-0.578501723251
ACH-000633,-0.43428261173
ACH-000637,-0.561421208989
ACH-000638,-0.375605801483
ACH-000646,-0.761605734769
ACH-000647,-0.644098917193
ACH-000648,-0.596159877037
ACH-000649,-0.591719134552
ACH-000651,-0.698918951691
ACH-000652,-0.358053619066
ACH-000653,-0.565424427677
ACH-000657,-0.699200614727
ACH-000658,-0.684819552508
ACH-000661,-0.729716464856
ACH-000662,-0.557419572388
ACH-000663,-0.792849160874
ACH-000665,-0.625469478843
ACH-000671,-0.614351748989
ACH-000673,-0.793369141097
ACH-000676,-0.985638160563
ACH-000677,-0.647080880366
ACH-000681,-0.593214698318
ACH-000682,-0.521723816504
ACH-000683,-0.6968687310230001
ACH-000684,-0.47949995172300003
ACH-000688,-0.431564750113
ACH-000693,-0.703796699491
ACH-000694,-0.554594289238
ACH-000695,-1.02685216278
ACH-000696,-0.796581004404
ACH-000697,-0.507283942048
ACH-000699,-0.731679963741
ACH-000701,-0.690608162154
ACH-000706,-0.453786429497
ACH-000711,-0.723968755895
ACH-000713,-0.797942068898
ACH-000714,-0.372216980773
ACH-000718,-0.663305508984
ACH-000720,-0.6293051210589999
ACH-000721,-0.687792172663
ACH-000724,-0.46960653439499994
ACH-000725,-0.39777406431199996
ACH-000732,-0.626689368822
ACH-000734,-0.468081287984
ACH-000735,-0.979754838432
ACH-000736,-0.802751147651
ACH-000738,-0.617624234104
ACH-000746,-0.411231645141
ACH-000747,-0.6787578584909999
ACH-000748,-0.9662511985969999
ACH-000753,-0.545803437829
ACH-000756,-0.693172416795
ACH-000757,-0.674186567498
ACH-000758,-0.709854854795
ACH-000760,-0.767089266224
ACH-000763,-0.9111241730949999
ACH-000764,-0.775162453843
ACH-000765,-0.801674049718
ACH-000766,-0.6785069846840001
ACH-000767,-0.593990024919
ACH-000768,-0.654392522584
ACH-000769,-0.64908485656
ACH-000770,-0.715444086303
ACH-000771,-0.7599431631929999
ACH-000773,-0.420704755
ACH-000776,-0.791767807609
ACH-000777,-0.426345020905
ACH-000778,-0.588329636665
ACH-000781,-0.711611075833
ACH-000782,-0.478580961788
ACH-000783,-0.56211940839
ACH-000784,-0.669038197243
ACH-000785,-0.59238588766
ACH-000787,-0.574004790274
ACH-000788,-0.675285832815
ACH-000791,-0.7675204813240001
ACH-000792,-0.359552826627
ACH-000794,-0.510686228055
ACH-000796,-0.643522118415
ACH-000799,-0.6203936668360001
ACH-000800,-0.5041387558389999
ACH-000802,-0.7089119625139999
ACH-000804,-0.36904323607100004
ACH-000805,-0.705033684906
ACH-000809,-0.52877035336
ACH-000810,-0.6462750001659999
ACH-000811,-0.8375859879449999
ACH-000817,-0.600753434844
ACH-000819,-0.822818111258
ACH-000820,-0.608455604155
ACH-000821,-0.63300059774
ACH-000822,-0.817347980414
ACH-000823,-0.625571015549
ACH-000824,-0.39117941193899997
ACH-000827,-0.736566232652
ACH-000829,-0.622681964896
ACH-000831,-0.474385252833
ACH-000832,-0.649927688609
ACH-000833,-0.49385919560099995
ACH-000834,-0.6922756556820001
ACH-000835,-0.6301016496949999
ACH-000836,-0.717224023989
ACH-000837,-0.660860789495
ACH-000838,-0.49035811169
ACH-000839,-0.667102508912
ACH-000840,-0.906586049915
ACH-000841,-0.530511080685
ACH-000843,-0.629916194272
ACH-000846,-0.745451530238
ACH-000847,-0.397619328464
ACH-000848,-0.6135767909790001
ACH-000849,-0.662102633177
ACH-000851,-0.789569424414
ACH-000855,-1.10735043694
ACH-000856,-0.646768193405
ACH-000858,-0.709550303551
ACH-000859,-0.526440539749
ACH-000861,-0.655563079396
ACH-000862,-0.61819400974
ACH-000865,-0.7431819543970001
ACH-000866,-0.588903588235
ACH-000867,-0.54894271809
ACH-000869,-0.880655460542
ACH-000872,-0.643355270687
ACH-000873,-0.349533637436
ACH-000876,-0.834637016392
ACH-000878,-0.5786963464720001
ACH-000880,-0.737148552167
ACH-000881,-0.727680781988
ACH-000882,-0.707786920423
ACH-000884,-0.83965277417
ACH-000885,-0.8575042011339999
ACH-000887,-0.51264359582
ACH-000888,-0.5821735154
ACH-000889,-0.534960886253
ACH-000890,-0.537382048547
ACH-000896,-0.379456195643
ACH-000898,-0.830909595656
ACH-000900,-0.655859131924
ACH-000901,-0.778100838124
ACH-000905,-0.622563738402
ACH-000906,-0.641758047061
ACH-000907,-0.766696871521
ACH-000910,-0.613141462699
ACH-000911,-0.603331453345
ACH-000912,-0.584372403918
ACH-000913,-0.521885285609
ACH-000915,-0.6816984613420001
ACH-000916,-0.710446749816
ACH-000917,-0.706160678657
ACH-000921,-0.799377315366
ACH-000924,-0.601756918378
ACH-000926,-0.8133786381270001
ACH-000928,-0.588873946938
ACH-000929,-0.73234136501
ACH-000932,-0.718268045402
ACH-000935,-0.466623270286
ACH-000936,-0.822701244112
ACH-000937,-0.45868167568499996
ACH-000938,-0.495933451633
ACH-000939,-0.769679881586
ACH-000941,-0.6412381679429999
ACH-000943,-0.893437003048
ACH-000946,-0.547796097821
ACH-000947,-0.8277903498029999
ACH-000948,-0.781785887954
ACH-000950,-0.521732341523
ACH-000953,-0.579727487054
ACH-000957,-0.8535237449590001
ACH-000958,-0.682451943759
ACH-000960,-0.57106301515
ACH-000963,-0.7554581472490001
ACH-000968,-0.784084586173
ACH-000969,-0.983560153503
ACH-000973,-0.784064793361
ACH-000974,-0.5999409787359999
ACH-000975,-0.591780157064
ACH-000976,-0.6937263156100001
ACH-000978,-0.469623965062
ACH-000980,-0.7994117749099999
ACH-000984,-0.8883915704790001
ACH-000986,-0.654850209609
ACH-000988,-0.781726985385
ACH-000993,-0.696418121644
ACH-000994,-0.780092498892
ACH-000996,-0.701998546771
ACH-001001,-0.477513580096
ACH-001020,-0.5877023242130001
ACH-001028,-0.565645283698
ACH-001031,-0.681550728407
ACH-001038,-0.457771896618
ACH-001048,-0.7092945693889999
ACH-001050,-0.809764515652
ACH-001053,-0.715909901422
ACH-001054,-0.638363031792
ACH-001061,-0.82050893767
ACH-001067,-0.8999648697
ACH-001075,-0.7261711848379999
ACH-001096,-0.449305222926
ACH-001128,-0.8736488062100001
ACH-001134,-0.660332788332
ACH-001151,-0.7255187575929999
ACH-001163,-0.6718953929960001
ACH-001164,-0.491094423931
ACH-001173,-0.48564252245300005
ACH-001183,-0.8676598194509999
ACH-001184,-0.387572849354
ACH-001190,-0.599857157581
ACH-001192,-0.7063163759379999
ACH-001193,-0.77624596115
ACH-001196,-0.51381276023
ACH-001197,-0.7788743347050001
ACH-001205,-0.557714951095
ACH-001211,-0.6254988276510001
ACH-001212,-0.670695321271
ACH-001228,-0.498115038669
ACH-001232,-0.516883005354
ACH-001239,-0.752066369188
ACH-001274,-0.8134644169609999
ACH-001275,-0.8078909418279999
ACH-001277,-0.806058616626
ACH-001278,-0.728167272252
ACH-001280,-0.803251667616
ACH-001283,-0.9139657857279999
ACH-001289,-0.823825725319
ACH-001295,-0.4785171904300001
ACH-001300,-0.628390157501
ACH-001301,-0.469709921924
ACH-001302,-0.911963315772
ACH-001303,-0.549329525206
ACH-001306,-0.800515672192
ACH-001318,-0.718862392345
ACH-001322,-0.9734241172820001
ACH-001328,-0.6874699363169999
ACH-001332,-0.668613557935
ACH-001333,-0.790138990598
ACH-001336,-0.6544234702989999
ACH-001340,-0.540893777205
ACH-001346,-0.559235112153
ACH-001353,-0.790012558471
ACH-001354,-0.531075060101
ACH-001367,-0.625058558423
ACH-001368,-0.638075454033
ACH-001374,-0.8367269932160001
ACH-001375,-0.776120298251
ACH-001377,-0.567440158749
ACH-001380,-0.552902694008
ACH-001391,-0.5864979284390001
ACH-001407,-0.48701741158399997
ACH-001408,-0.401725587467
ACH-001413,-0.9695449451100001
ACH-001430,-0.65797354445
ACH-001431,-0.831724341776
ACH-001450,-0.758201550307
ACH-001496,-0.474787938527
ACH-001500,-0.453606198138
ACH-001521,-0.764416327867
ACH-001523,-0.44950999289
ACH-001532,-0.7144551232330001
ACH-001536,-0.599403179865
ACH-001550,-0.555873136414
ACH-001552,-0.8582325699079999
ACH-001554,-0.641166208327
ACH-001645,-0.886166505063
ACH-001654,-0.607024692498
ACH-001715,-0.293389962894
ACH-001735,-0.47384595551299996
ACH-001736,-0.5700876239370001
ACH-001737,-0.48173376272
ACH-001740,-0.46197042056000004
ACH-001745,-0.352629351016
ACH-001750,-0.5596603793339999
ACH-001765,-0.625375501756
ACH-001956,-0.798319936841
ACH-001957,-0.9211219350900001
