,METTL11B (149281)
ACH-000004,-0.213312385421
ACH-000007,0.115111623927
ACH-000009,-0.199331955062
ACH-000011,0.04755106494519999
ACH-000012,-0.132584392731
ACH-000013,-0.0464160771576
ACH-000014,-0.184607686998
ACH-000015,-0.16381319428899999
ACH-000017,-0.13550577367799999
ACH-000018,-0.062529824
ACH-000019,-0.282503840515
ACH-000021,-0.056026985522
ACH-000022,-0.0152353458361
ACH-000025,-0.112523483897
ACH-000028,-0.237187369795
ACH-000030,-0.047747891789
ACH-000035,-0.0680902468611
ACH-000036,-0.160027163866
ACH-000037,0.192395638417
ACH-000039,0.107751869579
ACH-000040,0.017915471711
ACH-000041,-0.0598896202025
ACH-000042,-0.0300910830058
ACH-000045,-0.176211936287
ACH-000047,-0.127782144735
ACH-000052,0.045481323144399996
ACH-000053,-0.0467015345697
ACH-000054,-0.147638954429
ACH-000055,-0.100394091325
ACH-000060,0.154498793903
ACH-000067,0.0735951405693
ACH-000070,-0.222960931143
ACH-000075,-0.147940449272
ACH-000078,-0.0015228181897200001
ACH-000082,-0.0237569841392
ACH-000085,0.0025971181391599998
ACH-000086,-0.24028573791900001
ACH-000087,-0.015383032516299999
ACH-000092,-0.0815778328678
ACH-000095,-0.04587838512180001
ACH-000097,0.0313171028778
ACH-000098,-0.265451691313
ACH-000099,-0.022044677386699997
ACH-000108,-0.212653270885
ACH-000113,-0.27284632245
ACH-000115,0.006503458724189999
ACH-000116,-0.0764785261169
ACH-000118,-0.0650673928188
ACH-000120,-0.173069375696
ACH-000123,-0.0354667396764
ACH-000127,-0.059383933849
ACH-000128,-0.100602115629
ACH-000132,-0.220862079826
ACH-000133,-0.0164206234536
ACH-000137,-0.18392097666299997
ACH-000138,-0.167761791603
ACH-000142,-0.0984634225964
ACH-000143,-0.0305560483153
ACH-000146,-0.061359634508800005
ACH-000148,-0.136952890767
ACH-000150,0.0583230754342
ACH-000152,-0.0358362966574
ACH-000153,-0.225793558924
ACH-000159,-0.154392943267
ACH-000160,-0.0625326639247
ACH-000163,-0.225516278477
ACH-000167,-0.102001307993
ACH-000168,-0.12929265500700002
ACH-000169,-0.0455010046934
ACH-000178,-0.150237681453
ACH-000182,0.11380368330700001
ACH-000183,-0.260632704214
ACH-000188,0.0686598402249
ACH-000189,-0.0748635043953
ACH-000190,-0.38903724899400005
ACH-000198,-0.146061350421
ACH-000204,-0.478638981444
ACH-000206,0.103343156007
ACH-000207,0.279557679011
ACH-000211,-0.099908196719
ACH-000215,-0.0419342173061
ACH-000221,0.0062306387527099995
ACH-000222,-0.25139417800700004
ACH-000223,-0.110660696423
ACH-000226,-0.160896997213
ACH-000227,0.012334364806500001
ACH-000228,-0.0538826678718
ACH-000231,-0.05657807660519999
ACH-000232,-0.132393066113
ACH-000233,-0.149910876163
ACH-000234,-0.235880681211
ACH-000235,-0.111211560833
ACH-000237,0.0276987686005
ACH-000238,0.0516004673644
ACH-000243,-0.10159101631100001
ACH-000244,-0.129639030483
ACH-000246,-0.0494172526055
ACH-000248,-0.25675618312
ACH-000250,-0.195737477597
ACH-000251,-0.195553097141
ACH-000253,-0.0945543831897
ACH-000255,-0.034674994898900004
ACH-000256,-0.0837492851096
ACH-000257,0.29949850881400003
ACH-000258,-0.128126652105
ACH-000259,-0.178201758663
ACH-000260,-0.107064565077
ACH-000261,-0.197737654329
ACH-000262,0.05302153040969999
ACH-000263,-0.36425833172399996
ACH-000264,-0.115530617723
ACH-000265,-0.0824492344779
ACH-000266,-0.112996897608
ACH-000272,-0.11527194293299999
ACH-000273,-0.244143295654
ACH-000274,-0.0555037701133
ACH-000277,0.04979501380480001
ACH-000278,0.0774328405932
ACH-000279,-0.192991343498
ACH-000280,-0.262392741384
ACH-000281,-0.008916915502389999
ACH-000288,-0.046691019966599995
ACH-000291,-0.10748128051400001
ACH-000293,-0.102157919365
ACH-000294,-0.10008953213300001
ACH-000295,-0.0032410738495500004
ACH-000296,-0.213445040389
ACH-000302,-0.0565873421385
ACH-000304,-0.09471022635399999
ACH-000307,-0.132217054123
ACH-000308,-0.19985834623399998
ACH-000310,0.152115693278
ACH-000311,-0.0370928632909
ACH-000312,-0.0563447831385
ACH-000315,0.138961996068
ACH-000316,-0.0811043286957
ACH-000317,-0.288810134334
ACH-000318,-0.0926526654802
ACH-000319,-0.0478674348835
ACH-000320,-0.0187757271611
ACH-000322,-0.196899791308
ACH-000323,-0.125639232657
ACH-000324,0.0111008673202
ACH-000329,0.08827519108339998
ACH-000330,-0.07343900204539999
ACH-000331,-0.0343679554659
ACH-000332,-0.0670454164764
ACH-000334,0.0073552030718800005
ACH-000335,-0.162007369176
ACH-000336,-0.12865451266
ACH-000337,-0.22840278523000002
ACH-000339,-0.05349442433709999
ACH-000341,-0.451763391222
ACH-000348,-0.19391348108800002
ACH-000350,-0.21501138293400002
ACH-000352,-0.124423417611
ACH-000356,-0.286543005362
ACH-000361,-0.0387397609589
ACH-000362,0.00018004719688900005
ACH-000363,-0.132688439459
ACH-000364,-0.129224686172
ACH-000365,-0.00965932595161
ACH-000366,-0.14112122621
ACH-000368,-0.073271862461
ACH-000374,0.0965111775172
ACH-000375,-0.16106396299200001
ACH-000376,-0.0881246156633
ACH-000381,-0.131419307433
ACH-000383,-0.153031706543
ACH-000387,-0.0344942044214
ACH-000389,-0.0187660382661
ACH-000390,-0.155529445825
ACH-000393,-0.25524258699700003
ACH-000395,-0.140812043557
ACH-000397,0.00114098879087
ACH-000401,-0.168022465247
ACH-000402,-0.139560557329
ACH-000403,-0.07152726287880001
ACH-000404,-0.319609477775
ACH-000406,-0.07479246620749999
ACH-000407,-0.18860141199900002
ACH-000408,-0.08368347857389999
ACH-000410,-0.209259418422
ACH-000411,-0.19436291863299998
ACH-000414,-0.04405779191169999
ACH-000415,-0.0116060567613
ACH-000416,-0.129242713493
ACH-000420,-0.21674240581700002
ACH-000421,-0.215524930101
ACH-000424,-0.0392218382269
ACH-000425,-0.148074355417
ACH-000426,-0.165416344133
ACH-000427,-0.271859012804
ACH-000433,-0.09757847932409999
ACH-000436,0.142940520327
ACH-000444,-0.15726762555600002
ACH-000445,-0.07045401660589999
ACH-000448,-0.0759294387247
ACH-000450,-0.22349027055
